Rsnum,Rspos,Matnr,Werks,status,confirmed_used,confirmation_date,replanned_date,reason
1000000716,0001,000000000030000291,1000,PARTIALLY_USED,true,2026-02-12,,
1000000717,0001,000000000030000292,3000,USED,true,2026-09-07,,
1000000718,0001,000000000030000292,3000,USED,true,2026-07-22,,
1000000719,0001,000000000030000293,2000,USED,true,2026-07-13,,
1000000720,0001,000000000030000293,2000,USED,true,2026-03-28,,
1000000721,0001,000000000030000293,2000,USED,true,2026-06-01,,
1000000722,0001,000000000030000293,3000,USED,true,2025-12-13,,
1000000723,0001,000000000030000293,3000,USED,true,2026-08-21,,
1000000724,0001,000000000030000293,3000,PARTIALLY_USED,true,2026-01-05,,
1000000725,0001,000000000030000294,2000,AWAITING_USE,false,,,
1000000726,0001,000000000030000294,2000,OVERDUE_USE,false,,2026-11-09,SHUTDOWN_DEFERRED_TO_NEXT_WINDOW
1000000727,0001,000000000030000294,2000,OVERDUE_USE,false,,2026-10-31,EQUIPMENT_STILL_IN_SERVICE
1000000728,0001,000000000030000294,1000,USED,true,2026-03-04,,
1000000729,0001,000000000030000294,1000,OVERDUE_USE,false,,,SHUTDOWN_DEFERRED_TO_NEXT_WINDOW
1000000730,0001,000000000030000295,3000,AWAITING_USE,false,,,
1000000731,0001,000000000030000295,3000,OVERDUE_USE,false,,2026-08-19,SCOPE_CANCELLED_UNIT_HELD_AS_SPARE
1000000732,0001,000000000030000296,3000,USED,true,2026-07-08,,
1000000733,0001,000000000030000296,3000,USED,true,2026-05-02,,
1000000734,0001,000000000030000297,3000,OVERDUE_USE,false,,2026-07-10,EQUIPMENT_STILL_IN_SERVICE
1000000735,0001,000000000030000297,3000,OVERDUE_USE,false,,,SHUTDOWN_DEFERRED_TO_NEXT_WINDOW
1000000736,0001,000000000030000298,1000,USED,true,2026-08-14,,
1000000737,0001,000000000030000299,2000,OVERDUE_USE,false,,2026-07-23,EQUIPMENT_STILL_IN_SERVICE
1000000738,0001,000000000030000299,2000,USED,true,2026-04-09,,
1000000739,0001,000000000030000299,2000,OVERDUE_USE,false,,,SCOPE_CANCELLED_UNIT_HELD_AS_SPARE
1000000740,0001,000000000030000300,3000,AWAITING_USE,false,,,
1000000741,0001,000000000030000300,3000,AWAITING_USE,false,,,
1000000742,0001,000000000030000301,2000,USED,true,2026-05-30,,
1000000743,0001,000000000030000301,4000,USED,true,2026-03-28,,
1000000744,0001,000000000030000301,4000,AWAITING_PURCHASE_ORDER,false,,,
1000000745,0001,000000000030000302,1000,USED,true,2026-01-23,,
1000000746,0001,000000000030000302,1000,USED,true,2026-05-03,,
1000000747,0001,000000000030000302,1000,AWAITING_USE,false,,,
1000000748,0001,000000000030000303,4000,USED,true,2026-02-03,,
1000000749,0001,000000000030000303,4000,USED,true,2026-03-18,,
1000000750,0001,000000000030000303,4000,PARTIALLY_USED,true,2026-05-29,,
1000000751,0001,000000000030000304,2000,AWAITING_USE,false,,,
1000000752,0001,000000000030000304,2000,OVERDUE_USE,false,,,EQUIPMENT_STILL_IN_SERVICE
1000000753,0001,000000000030000305,3000,OVERDUE_USE,false,,2026-08-25,SCOPE_CANCELLED_UNIT_HELD_AS_SPARE
1000000754,0001,000000000030000305,3000,OVERDUE_USE,false,,2026-10-17,SHUTDOWN_DEFERRED_TO_NEXT_WINDOW
1000000755,0001,000000000030000306,2000,AWAITING_PURCHASE_ORDER,false,,,
1000000756,0001,000000000030000306,2000,USED,true,2026-09-07,,
1000000757,0001,000000000030000307,2000,PARTIALLY_USED,true,2026-08-09,,
1000000758,0001,000000000030000307,2000,USED,true,2026-01-29,,
1000000759,0001,000000000030000308,1000,AWAITING_USE,false,,,
1000000760,0001,000000000030000308,1000,USED,true,2026-03-23,,
1000000761,0001,000000000030000308,3000,PARTIALLY_USED,true,2026-05-04,,
1000000762,0001,000000000030000308,3000,USED,true,2026-06-23,,
1000000763,0001,000000000030000309,2000,USED,true,2026-03-20,,
1000000764,0001,000000000030000310,3000,USED,true,2026-07-23,,
1000000765,0001,000000000030000310,3000,AWAITING_PURCHASE_ORDER,false,,,
1000000766,0001,000000000030000310,3000,AWAITING_PURCHASE_ORDER,false,,,
1000000767,0001,000000000030000311,4000,USED,true,2026-01-17,,
1000000768,0001,000000000030000311,4000,USED,true,2026-03-13,,
1000000769,0001,000000000030000312,2000,USED,true,2026-01-31,,
1000000770,0001,000000000030000312,2000,AWAITING_USE,false,,,
1000000771,0001,000000000030000312,3000,USED,true,2026-03-25,,
1000000772,0001,000000000030000312,3000,USED,true,2026-07-23,,
1000000773,0001,000000000030000312,3000,AWAITING_USE,false,,,
1000000774,0001,000000000030000313,1000,AWAITING_PURCHASE_ORDER,false,,,
1000000775,0001,000000000030000313,1000,OVERDUE_USE,false,,2026-10-07,SCOPE_CANCELLED_UNIT_HELD_AS_SPARE
1000000776,0001,000000000030000314,4000,PARTIALLY_USED,true,2026-05-23,,
1000000777,0001,000000000030000315,2000,AWAITING_USE,false,,,
