Matnr,Bwkey,Lbkum,Salk3,Vprsv,Verpr,Stprs,Peinh,Bklas
000000000010000410,3000,0.000,0.00,V,397513.34,0.00,1.000,3200
000000000090000021,2000,13.000,283292.23,V,21791.71,0.00,1.000,3200
000000000080000093,4000,42.000,3104439.66,V,73915.23,0.00,1.000,3200
000000000080000094,2000,12.000,4323508.56,V,360292.38,0.00,1.000,3200
000000000030000087,2000,2.000,968219.88,V,484109.94,0.00,1.000,3200
000000000080000095,4000,6.000,2302957.80,V,383826.30,0.00,1.000,3200
000000000080000095,1000,17.000,6525047.10,V,383826.30,0.00,1.000,3200
000000000010000411,1000,15.000,159177.00,V,10611.80,0.00,1.000,3200
000000000010000412,1000,109.000,2303535.15,V,21133.35,0.00,1.000,3200
000000000010000412,4000,41.000,866467.35,V,21133.35,0.00,1.000,3200
000000000010000413,3000,2.000,226617.14,V,113308.57,0.00,1.000,3200
000000000010000414,4000,148.000,845142.16,V,5710.42,0.00,1.000,3200
000000000030000088,4000,1.000,169756.03,V,169756.03,0.00,1.000,3200
000000000010000415,2000,16.000,1722752.16,V,107672.01,0.00,1.000,3200
000000000010000416,1000,61.000,754775.57,V,12373.37,0.00,1.000,3200
000000000010000416,2000,62.000,767148.94,V,12373.37,0.00,1.000,3200
000000000010000417,3000,17.000,812185.20,V,47775.60,0.00,1.000,3200
000000000030000089,2000,3.000,455609.10,V,151869.70,0.00,1.000,3200
000000000030000089,4000,2.000,303739.40,V,151869.70,0.00,1.000,3200
000000000090000022,3000,26.000,3373366.10,V,129744.85,0.00,1.000,3200
000000000010000418,4000,4.000,452214.44,V,113053.61,0.00,1.000,3200
000000000010000418,1000,3.000,339160.83,V,113053.61,0.00,1.000,3200
000000000010000419,2000,0.000,0.00,V,85764.29,0.00,1.000,3200
000000000010000420,3000,1.000,762119.75,V,762119.75,0.00,1.000,3200
000000000010000420,1000,2.000,1524239.50,V,762119.75,0.00,1.000,3200
000000000010000421,2000,0.000,0.00,V,97528.55,0.00,1.000,3200
000000000010000421,4000,0.000,0.00,V,97528.55,0.00,1.000,3200
000000000080000096,2000,10.000,389099.40,V,38909.94,0.00,1.000,3200
000000000010000422,3000,16.000,2096864.80,V,131054.05,0.00,1.000,3200
000000000010000423,3000,4.000,292221.68,V,73055.42,0.00,1.000,3200
000000000010000423,4000,3.000,219166.26,V,73055.42,0.00,1.000,3200
000000000010000424,2000,0.000,0.00,V,35925.03,0.00,1.000,3200
000000000010000425,4000,3.000,706746.36,V,235582.12,0.00,1.000,3200
000000000010000426,1000,4.000,711467.16,V,177866.79,0.00,1.000,3200
000000000010000427,2000,162.000,1239120.18,V,7648.89,0.00,1.000,3200
000000000010000428,4000,1.000,56832.26,V,56832.26,0.00,1.000,3200
000000000010000428,2000,2.000,113664.52,V,56832.26,0.00,1.000,3200
000000000010000429,4000,0.000,0.00,V,9989.71,0.00,1.000,3200
000000000010000430,4000,8.000,648808.64,V,81101.08,0.00,1.000,3200
000000000010000431,1000,17.000,244177.97,V,14363.41,0.00,1.000,3200
000000000010000432,4000,15.000,255306.60,V,17020.44,0.00,1.000,3200
000000000030000090,4000,4.000,277550.44,V,69387.61,0.00,1.000,3200
000000000030000090,3000,1.000,69387.61,V,69387.61,0.00,1.000,3200
000000000010000433,1000,10.000,1442640.40,V,144264.04,0.00,1.000,3200
000000000010000434,3000,0.000,0.00,V,105357.39,0.00,1.000,3200
000000000010000435,1000,4.000,209260.24,V,52315.06,0.00,1.000,3200
000000000010000435,3000,3.000,156945.18,V,52315.06,0.00,1.000,3200
000000000010000436,2000,40.000,350604.80,V,8765.12,0.00,1.000,3200
000000000010000437,4000,137.000,345620.86,V,2522.78,0.00,1.000,3200
000000000030000091,1000,0.000,0.00,V,110187.47,0.00,1.000,3200
000000000010000438,3000,1.000,111682.46,V,111682.46,0.00,1.000,3200
000000000010000438,4000,1.000,111682.46,V,111682.46,0.00,1.000,3200
000000000010000439,2000,5.000,160409.60,V,32081.92,0.00,1.000,3200
000000000010000440,1000,0.000,0.00,V,84452.11,0.00,1.000,3200
000000000030000092,2000,4.000,24357.72,V,6089.43,0.00,1.000,3200
000000000010000441,2000,16.000,2100732.48,V,131295.78,0.00,1.000,3200
000000000080000097,3000,4.000,1528564.24,V,382141.06,0.00,1.000,3200
000000000080000097,4000,1.000,382141.06,V,382141.06,0.00,1.000,3200
000000000010000442,4000,18.000,1482992.82,V,82388.49,0.00,1.000,3200
000000000010000443,3000,23.000,10874508.10,V,472804.70,0.00,1.000,3200
000000000010000444,4000,1.000,91571.71,V,91571.71,0.00,1.000,3200
000000000010000445,2000,0.000,0.00,V,10518.16,0.00,1.000,3200
000000000010000446,3000,74.000,270433.00,V,3654.50,0.00,1.000,3200
000000000010000446,1000,116.000,423922.00,V,3654.50,0.00,1.000,3200
000000000030000093,1000,4.000,464159.36,V,116039.84,0.00,1.000,3200
000000000080000098,1000,13.000,2264427.88,V,174186.76,0.00,1.000,3200
000000000010000447,1000,0.000,0.00,V,103540.15,0.00,1.000,3200
000000000010000448,2000,1.000,151100.12,V,151100.12,0.00,1.000,3200
000000000010000448,1000,8.000,1208800.96,V,151100.12,0.00,1.000,3200
000000000010000449,4000,6.000,440407.74,V,73401.29,0.00,1.000,3200
000000000010000449,2000,7.000,513809.03,V,73401.29,0.00,1.000,3200
000000000030000094,3000,1.000,34970.19,V,34970.19,0.00,1.000,3200
000000000010000450,1000,15.000,11852929.20,V,790195.28,0.00,1.000,3200
000000000090000023,4000,9.000,540077.31,V,60008.59,0.00,1.000,3200
000000000010000451,2000,79.000,1011971.04,V,12809.76,0.00,1.000,3200
000000000030000095,4000,0.000,0.00,V,174539.09,0.00,1.000,3200
000000000010000452,4000,69.000,1309538.58,V,18978.82,0.00,1.000,3200
000000000010000453,4000,0.000,0.00,V,7479.12,0.00,1.000,3200
000000000010000453,1000,0.000,0.00,V,7479.12,0.00,1.000,3200
000000000010000454,2000,6.000,66401.88,V,11066.98,0.00,1.000,3200
000000000080000099,4000,2.000,703828.16,V,351914.08,0.00,1.000,3200
000000000010000455,2000,9.000,1556407.71,V,172934.19,0.00,1.000,3200
000000000010000456,3000,5.000,217120.15,V,43424.03,0.00,1.000,3200
000000000010000457,3000,0.000,0.00,V,149246.41,0.00,1.000,3200
000000000010000458,4000,0.000,0.00,V,92358.47,0.00,1.000,3200
000000000010000458,2000,0.000,0.00,V,92358.47,0.00,1.000,3200
000000000010000459,4000,0.000,0.00,V,168117.51,0.00,1.000,3200
000000000080000100,2000,23.000,1504619.29,V,65418.23,0.00,1.000,3200
000000000080000100,3000,10.000,654182.30,V,65418.23,0.00,1.000,3200
000000000010000460,1000,0.000,0.00,V,124159.39,0.00,1.000,3200
000000000010000461,3000,0.000,0.00,V,680762.39,0.00,1.000,3200
000000000010000462,4000,25.000,8148310.00,V,325932.40,0.00,1.000,3200
000000000010000463,3000,0.000,0.00,V,119617.58,0.00,1.000,3200
000000000030000096,1000,3.000,387230.07,V,129076.69,0.00,1.000,3200
000000000010000464,2000,0.000,0.00,V,133276.30,0.00,1.000,3200
000000000030000097,2000,3.000,221883.48,V,73961.16,0.00,1.000,3200
000000000010000465,4000,3.000,1945147.74,V,648382.58,0.00,1.000,3200
000000000010000466,1000,0.000,0.00,V,77025.21,0.00,1.000,3200
000000000010000467,1000,0.000,0.00,V,153524.40,0.00,1.000,3200
000000000010000468,3000,0.000,0.00,V,35441.05,0.00,1.000,3200
000000000010000469,3000,199.000,1311495.57,V,6590.43,0.00,1.000,3200
000000000030000098,3000,0.000,0.00,V,75455.78,0.00,1.000,3200
000000000030000098,1000,2.000,150911.56,V,75455.78,0.00,1.000,3200
000000000010000470,4000,11.000,1654942.52,V,150449.32,0.00,1.000,3200
000000000010000471,1000,89.000,774854.47,V,8706.23,0.00,1.000,3200
000000000090000024,4000,15.000,594853.65,V,39656.91,0.00,1.000,3200
000000000090000024,2000,24.000,951765.84,V,39656.91,0.00,1.000,3200
000000000010000472,3000,67.000,1372148.61,V,20479.83,0.00,1.000,3200
000000000010000473,2000,4.000,1569914.64,V,392478.66,0.00,1.000,3200
000000000010000473,4000,3.000,1177435.98,V,392478.66,0.00,1.000,3200
000000000080000101,2000,10.000,1576756.50,V,157675.65,0.00,1.000,3200
000000000010000474,2000,0.000,0.00,V,151310.74,0.00,1.000,3200
000000000010000475,1000,3.000,251264.22,V,83754.74,0.00,1.000,3200
000000000030000099,1000,7.000,791942.27,V,113134.61,0.00,1.000,3200
000000000080000102,1000,9.000,310916.25,V,34546.25,0.00,1.000,3200
000000000080000103,2000,3.000,1019441.58,V,339813.86,0.00,1.000,3200
000000000030000100,3000,5.000,555492.90,V,111098.58,0.00,1.000,3200
000000000010000476,4000,23.000,341621.30,V,14853.10,0.00,1.000,3200
000000000090000025,3000,27.000,1984394.16,V,73496.08,0.00,1.000,3200
000000000090000026,2000,35.000,5874966.30,V,167856.18,0.00,1.000,3200
000000000010000477,2000,6.000,697209.96,V,116201.66,0.00,1.000,3200
000000000010000478,2000,0.000,0.00,V,121319.26,0.00,1.000,3200
000000000030000101,4000,3.000,120034.56,V,40011.52,0.00,1.000,3200
000000000030000102,1000,4.000,365749.40,V,91437.35,0.00,1.000,3200
000000000030000102,4000,3.000,274312.05,V,91437.35,0.00,1.000,3200
000000000030000103,4000,0.000,0.00,V,761087.72,0.00,1.000,3200
000000000010000479,4000,0.000,0.00,V,51497.48,0.00,1.000,3200
000000000080000104,3000,10.000,3787391.60,V,378739.16,0.00,1.000,3200
000000000080000104,2000,24.000,9089739.84,V,378739.16,0.00,1.000,3200
000000000010000480,1000,2.000,112546.54,V,56273.27,0.00,1.000,3200
000000000010000480,3000,1.000,56273.27,V,56273.27,0.00,1.000,3200
000000000010000481,4000,2.000,258100.28,V,129050.14,0.00,1.000,3200
000000000010000481,1000,0.000,0.00,V,129050.14,0.00,1.000,3200
000000000010000482,1000,19.000,252295.68,V,13278.72,0.00,1.000,3200
000000000010000483,3000,11.000,89488.52,V,8135.32,0.00,1.000,3200
000000000010000483,2000,5.000,40676.60,V,8135.32,0.00,1.000,3200
000000000010000484,2000,12.000,1820503.92,V,151708.66,0.00,1.000,3200
000000000010000485,3000,1.000,90034.23,V,90034.23,0.00,1.000,3200
000000000080000105,1000,2.000,553515.64,V,276757.82,0.00,1.000,3200
000000000010000486,3000,40.000,710875.60,V,17771.89,0.00,1.000,3200
000000000010000487,1000,0.000,0.00,V,285854.96,0.00,1.000,3200
000000000010000488,3000,20.000,9979323.80,V,498966.19,0.00,1.000,3200
000000000030000104,4000,0.000,0.00,V,405326.21,0.00,1.000,3200
000000000010000489,4000,0.000,0.00,V,37447.09,0.00,1.000,3200
000000000080000106,2000,3.000,856721.40,V,285573.80,0.00,1.000,3200
000000000010000490,2000,8.000,410296.96,V,51287.12,0.00,1.000,3200
000000000080000107,2000,8.000,170710.40,V,21338.80,0.00,1.000,3200
000000000090000027,2000,31.000,2616792.15,V,84412.65,0.00,1.000,3200
000000000090000027,1000,29.000,2447966.85,V,84412.65,0.00,1.000,3200
000000000010000491,3000,16.000,1254219.04,V,78388.69,0.00,1.000,3200
000000000010000492,1000,21.000,3395314.23,V,161681.63,0.00,1.000,3200
000000000080000108,2000,6.000,2150624.76,V,358437.46,0.00,1.000,3200
000000000010000493,3000,9.000,1447223.04,V,160802.56,0.00,1.000,3200
000000000010000494,3000,0.000,0.00,V,75273.13,0.00,1.000,3200
000000000080000109,3000,18.000,1041261.66,V,57847.87,0.00,1.000,3200
000000000010000495,4000,0.000,0.00,V,291221.78,0.00,1.000,3200
000000000010000496,3000,2.000,46015.42,V,23007.71,0.00,1.000,3200
000000000030000105,3000,4.000,67084.00,V,16771.00,0.00,1.000,3200
000000000030000105,2000,0.000,0.00,V,16771.00,0.00,1.000,3200
000000000010000497,4000,2.000,684386.78,V,342193.39,0.00,1.000,3200
000000000010000497,1000,3.000,1026580.17,V,342193.39,0.00,1.000,3200
000000000090000028,4000,36.000,6142286.16,V,170619.06,0.00,1.000,3200
000000000090000028,2000,18.000,3071143.08,V,170619.06,0.00,1.000,3200
000000000010000498,1000,93.000,1843394.85,V,19821.45,0.00,1.000,3200
000000000010000499,4000,1.000,4715.14,V,4715.14,0.00,1.000,3200
000000000010000500,2000,8.000,443460.00,V,55432.50,0.00,1.000,3200
000000000010000500,4000,8.000,443460.00,V,55432.50,0.00,1.000,3200
000000000030000106,2000,1.000,152751.33,V,152751.33,0.00,1.000,3200
000000000080000110,2000,5.000,742846.90,V,148569.38,0.00,1.000,3200
000000000010000501,1000,0.000,0.00,V,141341.92,0.00,1.000,3200
000000000080000111,1000,10.000,1759135.30,V,175913.53,0.00,1.000,3200
000000000010000502,2000,103.000,1384658.87,V,13443.29,0.00,1.000,3200
000000000010000503,3000,80.000,15280452.00,V,191005.65,0.00,1.000,3200
000000000010000503,2000,0.000,0.00,V,191005.65,0.00,1.000,3200
000000000010000504,1000,7.000,15976.66,V,2282.38,0.00,1.000,3200
000000000010000505,1000,73.000,251210.52,V,3441.24,0.00,1.000,3200
000000000010000506,1000,5.000,1364039.45,V,272807.89,0.00,1.000,3200
000000000010000507,1000,93.000,1430468.34,V,15381.38,0.00,1.000,3200
000000000010000508,2000,2.000,1046356.98,V,523178.49,0.00,1.000,3200
000000000010000509,4000,0.000,0.00,V,81751.25,0.00,1.000,3200
000000000010000510,3000,0.000,0.00,V,163636.66,0.00,1.000,3200
000000000010000511,4000,0.000,0.00,V,141893.71,0.00,1.000,3200
000000000010000511,1000,0.000,0.00,V,141893.71,0.00,1.000,3200
000000000010000512,3000,0.000,0.00,V,117396.49,0.00,1.000,3200
000000000010000512,1000,1.000,117396.49,V,117396.49,0.00,1.000,3200
000000000010000513,2000,0.000,0.00,V,164633.95,0.00,1.000,3200
000000000010000514,1000,8.000,1194321.44,V,149290.18,0.00,1.000,3200
000000000010000515,1000,0.000,0.00,V,96500.24,0.00,1.000,3200
000000000010000516,2000,0.000,0.00,V,56854.90,0.00,1.000,3200
000000000010000517,4000,2.000,59035.54,V,29517.77,0.00,1.000,3200
000000000010000517,2000,1.000,29517.77,V,29517.77,0.00,1.000,3200
000000000010000518,2000,38.000,587333.32,V,15456.14,0.00,1.000,3200
000000000030000107,3000,4.000,176889.00,V,44222.25,0.00,1.000,3200
000000000010000519,2000,1.000,133359.90,V,133359.90,0.00,1.000,3200
000000000010000520,3000,36.000,768632.04,V,21350.89,0.00,1.000,3200
000000000010000521,1000,147.000,1905793.26,V,12964.58,0.00,1.000,3200
000000000010000521,2000,0.000,0.00,V,12964.58,0.00,1.000,3200
000000000010000522,1000,0.000,0.00,V,121792.27,0.00,1.000,3200
000000000030000108,2000,3.000,35911.62,V,11970.54,0.00,1.000,3200
000000000030000108,1000,4.000,47882.16,V,11970.54,0.00,1.000,3200
000000000010000523,3000,36.000,4814458.56,V,133734.96,0.00,1.000,3200
000000000030000109,1000,3.000,130776.15,V,43592.05,0.00,1.000,3200
000000000030000109,2000,11.000,479512.55,V,43592.05,0.00,1.000,3200
000000000010000524,3000,22.000,17026879.98,V,773949.09,0.00,1.000,3200
000000000010000524,1000,2.000,1547898.18,V,773949.09,0.00,1.000,3200
000000000010000525,3000,0.000,0.00,V,99979.85,0.00,1.000,3200
000000000010000525,4000,0.000,0.00,V,99979.85,0.00,1.000,3200
000000000090000029,4000,14.000,1740144.00,V,124296.00,0.00,1.000,3200
000000000080000112,4000,11.000,1547368.35,V,140669.85,0.00,1.000,3200
000000000080000112,1000,5.000,703349.25,V,140669.85,0.00,1.000,3200
000000000010000526,1000,8.000,4503692.80,V,562961.60,0.00,1.000,3200
000000000010000527,2000,0.000,0.00,V,5838.63,0.00,1.000,3200
000000000010000528,1000,1.000,6359.20,V,6359.20,0.00,1.000,3200
000000000010000529,1000,1.000,51114.15,V,51114.15,0.00,1.000,3200
000000000080000113,3000,11.000,4870180.37,V,442743.67,0.00,1.000,3200
000000000010000530,1000,0.000,0.00,V,21631.62,0.00,1.000,3200
000000000010000531,3000,64.000,287619.20,V,4494.05,0.00,1.000,3200
000000000010000531,4000,60.000,269643.00,V,4494.05,0.00,1.000,3200
000000000080000114,2000,1.000,82029.38,V,82029.38,0.00,1.000,3200
000000000010000532,3000,5.000,630811.35,V,126162.27,0.00,1.000,3200
000000000030000110,2000,1.000,73881.70,V,73881.70,0.00,1.000,3200
000000000010000533,3000,19.000,101893.77,V,5362.83,0.00,1.000,3200
000000000010000534,2000,139.000,2389347.45,V,17189.55,0.00,1.000,3200
000000000010000535,1000,3.000,566073.51,V,188691.17,0.00,1.000,3200
000000000010000536,4000,2.000,863218.12,V,431609.06,0.00,1.000,3200
000000000010000536,3000,11.000,4747699.66,V,431609.06,0.00,1.000,3200
000000000010000537,1000,96.000,469415.04,V,4889.74,0.00,1.000,3200
000000000080000115,3000,18.000,3865342.86,V,214741.27,0.00,1.000,3200
000000000010000538,1000,19.000,333826.77,V,17569.83,0.00,1.000,3200
000000000090000030,1000,19.000,200765.78,V,10566.62,0.00,1.000,3200
000000000010000539,1000,1.000,125311.02,V,125311.02,0.00,1.000,3200
000000000010000539,2000,1.000,125311.02,V,125311.02,0.00,1.000,3200
000000000010000540,1000,0.000,0.00,V,73091.94,0.00,1.000,3200
000000000030000111,3000,0.000,0.00,V,43651.58,0.00,1.000,3200
000000000010000541,1000,17.000,8051774.94,V,473633.82,0.00,1.000,3200
000000000010000541,3000,5.000,2368169.10,V,473633.82,0.00,1.000,3200
000000000030000112,2000,1.000,74030.17,V,74030.17,0.00,1.000,3200
000000000080000116,1000,4.000,503283.88,V,125820.97,0.00,1.000,3200
000000000010000542,4000,72.000,46301.76,V,643.08,0.00,1.000,3200
000000000030000113,4000,2.000,227763.72,V,113881.86,0.00,1.000,3200
000000000030000114,3000,6.000,264327.66,V,44054.61,0.00,1.000,3200
000000000010000543,3000,6.000,3411491.76,V,568581.96,0.00,1.000,3200
000000000080000117,4000,3.000,472002.48,V,157334.16,0.00,1.000,3200
000000000010000544,1000,0.000,0.00,V,11839.53,0.00,1.000,3200
000000000010000544,3000,0.000,0.00,V,11839.53,0.00,1.000,3200
000000000030000115,3000,4.000,21199.84,V,5299.96,0.00,1.000,3200
000000000030000116,1000,3.000,47697.93,V,15899.31,0.00,1.000,3200
000000000010000545,4000,0.000,0.00,V,164445.38,0.00,1.000,3200
000000000010000546,4000,261.000,4243463.28,V,16258.48,0.00,1.000,3200
000000000010000546,3000,12.000,195101.76,V,16258.48,0.00,1.000,3200
000000000010000547,2000,2.000,10350.84,V,5175.42,0.00,1.000,3200
000000000010000548,4000,6.000,464523.66,V,77420.61,0.00,1.000,3200
000000000080000118,3000,6.000,2371440.72,V,395240.12,0.00,1.000,3200
000000000010000549,4000,5.000,574427.95,V,114885.59,0.00,1.000,3200
000000000010000550,1000,9.000,270945.90,V,30105.10,0.00,1.000,3200
000000000030000117,4000,1.000,105699.72,V,105699.72,0.00,1.000,3200
000000000010000551,1000,0.000,0.00,V,60101.31,0.00,1.000,3200
000000000010000552,1000,2.000,153535.54,V,76767.77,0.00,1.000,3200
000000000010000553,1000,4.000,1199901.72,V,299975.43,0.00,1.000,3200
000000000030000118,4000,1.000,59293.56,V,59293.56,0.00,1.000,3200
000000000010000554,4000,0.000,0.00,V,127394.33,0.00,1.000,3200
000000000030000119,3000,4.000,144285.24,V,36071.31,0.00,1.000,3200
000000000030000120,3000,6.000,914953.92,V,152492.32,0.00,1.000,3200
000000000010000555,1000,0.000,0.00,V,90003.05,0.00,1.000,3200
000000000010000556,3000,0.000,0.00,V,75598.69,0.00,1.000,3200
000000000010000556,2000,0.000,0.00,V,75598.69,0.00,1.000,3200
000000000080000119,4000,3.000,531954.06,V,177318.02,0.00,1.000,3200
000000000010000557,3000,0.000,0.00,V,140357.04,0.00,1.000,3200
000000000010000557,4000,0.000,0.00,V,140357.04,0.00,1.000,3200
000000000030000121,3000,0.000,0.00,V,81394.86,0.00,1.000,3200
000000000010000558,2000,0.000,0.00,V,85374.12,0.00,1.000,3200
000000000010000559,2000,0.000,0.00,V,12928.98,0.00,1.000,3200
000000000080000120,1000,0.000,0.00,V,296891.02,0.00,1.000,3200
000000000030000122,3000,0.000,0.00,V,19939.67,0.00,1.000,3200
000000000080000121,3000,1.000,47932.18,V,47932.18,0.00,1.000,3200
000000000010000560,2000,165.000,740495.25,V,4487.85,0.00,1.000,3200
000000000080000122,2000,5.000,671545.00,V,134309.00,0.00,1.000,3200
000000000080000122,3000,3.000,402927.00,V,134309.00,0.00,1.000,3200
000000000010000561,4000,3.000,221471.10,V,73823.70,0.00,1.000,3200
000000000090000031,2000,6.000,275622.60,V,45937.10,0.00,1.000,3200
000000000030000123,1000,0.000,0.00,V,101862.13,0.00,1.000,3200
000000000030000123,4000,2.000,203724.26,V,101862.13,0.00,1.000,3200
000000000010000562,4000,2.000,297784.88,V,148892.44,0.00,1.000,3200
000000000010000562,2000,0.000,0.00,V,148892.44,0.00,1.000,3200
000000000080000123,2000,1.000,52203.66,V,52203.66,0.00,1.000,3200
000000000030000124,3000,2.000,192905.92,V,96452.96,0.00,1.000,3200
000000000010000563,3000,12.000,174514.44,V,14542.87,0.00,1.000,3200
000000000080000124,2000,11.000,2229447.88,V,202677.08,0.00,1.000,3200
000000000080000125,2000,5.000,2190009.75,V,438001.95,0.00,1.000,3200
000000000010000564,1000,8.000,1964246.56,V,245530.82,0.00,1.000,3200
000000000010000565,3000,16.000,1982756.64,V,123922.29,0.00,1.000,3200
000000000080000126,1000,0.000,0.00,V,136236.22,0.00,1.000,3200
000000000080000127,4000,2.000,657760.34,V,328880.17,0.00,1.000,3200
000000000010000566,1000,4.000,252945.24,V,63236.31,0.00,1.000,3200
000000000080000128,2000,3.000,1098061.05,V,366020.35,0.00,1.000,3200
000000000010000567,3000,4.000,598268.56,V,149567.14,0.00,1.000,3200
000000000010000568,3000,14.000,1322505.10,V,94464.65,0.00,1.000,3200
000000000010000568,1000,12.000,1133575.80,V,94464.65,0.00,1.000,3200
000000000080000129,2000,0.000,0.00,V,257088.16,0.00,1.000,3200
000000000010000569,4000,26.000,337840.62,V,12993.87,0.00,1.000,3200
000000000010000569,2000,89.000,1156454.43,V,12993.87,0.00,1.000,3200
000000000010000570,2000,2.000,844378.84,V,422189.42,0.00,1.000,3200
000000000010000571,4000,4.000,177963.24,V,44490.81,0.00,1.000,3200
000000000010000571,2000,3.000,133472.43,V,44490.81,0.00,1.000,3200
000000000010000572,1000,194.000,1507085.12,V,7768.48,0.00,1.000,3200
000000000010000573,3000,3.000,1288566.54,V,429522.18,0.00,1.000,3200
000000000010000574,1000,1.000,21933.82,V,21933.82,0.00,1.000,3200
000000000010000575,2000,10.000,923490.80,V,92349.08,0.00,1.000,3200
000000000010000575,4000,28.000,2585774.24,V,92349.08,0.00,1.000,3200
000000000010000576,4000,0.000,0.00,V,50623.35,0.00,1.000,3200
000000000030000125,3000,4.000,539171.24,V,134792.81,0.00,1.000,3200
000000000030000125,1000,3.000,404378.43,V,134792.81,0.00,1.000,3200
000000000010000577,3000,4.000,112254.60,V,28063.65,0.00,1.000,3200
000000000080000130,1000,3.000,928541.22,V,309513.74,0.00,1.000,3200
000000000010000578,1000,0.000,0.00,V,75514.67,0.00,1.000,3200
000000000010000579,2000,14.000,2055717.30,V,146836.95,0.00,1.000,3200
000000000010000580,1000,213.000,65863514.94,V,309218.38,0.00,1.000,3200
000000000030000126,1000,0.000,0.00,V,730699.90,0.00,1.000,3200
000000000010000581,1000,10.000,7116817.10,V,711681.71,0.00,1.000,3200
000000000010000582,1000,204.000,83574726.12,V,409680.03,0.00,1.000,3200
000000000010000583,2000,0.000,0.00,V,65495.91,0.00,1.000,3200
000000000010000584,4000,3.000,32842.74,V,10947.58,0.00,1.000,3200
000000000010000584,3000,4.000,43790.32,V,10947.58,0.00,1.000,3200
000000000010000585,2000,234.000,2487111.12,V,10628.68,0.00,1.000,3200
000000000010000585,4000,99.000,1052239.32,V,10628.68,0.00,1.000,3200
000000000010000586,3000,4.000,244137.08,V,61034.27,0.00,1.000,3200
000000000010000586,1000,6.000,366205.62,V,61034.27,0.00,1.000,3200
000000000030000127,2000,3.000,380553.27,V,126851.09,0.00,1.000,3200
000000000080000131,4000,5.000,1647379.35,V,329475.87,0.00,1.000,3200
000000000080000131,3000,6.000,1976855.22,V,329475.87,0.00,1.000,3200
000000000010000587,3000,0.000,0.00,V,70972.84,0.00,1.000,3200
000000000010000587,4000,0.000,0.00,V,70972.84,0.00,1.000,3200
000000000090000032,3000,8.000,1374863.76,V,171857.97,0.00,1.000,3200
000000000090000032,2000,32.000,5499455.04,V,171857.97,0.00,1.000,3200
000000000010000588,3000,0.000,0.00,V,77971.32,0.00,1.000,3200
000000000080000132,3000,9.000,3524862.87,V,391651.43,0.00,1.000,3200
000000000080000132,2000,5.000,1958257.15,V,391651.43,0.00,1.000,3200
000000000010000589,1000,70.000,176289.40,V,2518.42,0.00,1.000,3200
000000000010000590,3000,73.000,183826.41,V,2518.17,0.00,1.000,3200
000000000030000128,4000,10.000,1415918.20,V,141591.82,0.00,1.000,3200
000000000030000128,3000,3.000,424775.46,V,141591.82,0.00,1.000,3200
000000000030000129,2000,2.000,312572.30,V,156286.15,0.00,1.000,3200
000000000010000591,2000,0.000,0.00,V,45398.33,0.00,1.000,3200
000000000010000591,1000,0.000,0.00,V,45398.33,0.00,1.000,3200
000000000010000592,1000,3.000,138376.20,V,46125.40,0.00,1.000,3200
000000000080000133,4000,4.000,483754.28,V,120938.57,0.00,1.000,3200
000000000010000593,2000,2.000,330810.34,V,165405.17,0.00,1.000,3200
000000000010000594,2000,25.000,12275964.25,V,491038.57,0.00,1.000,3200
000000000030000130,4000,1.000,152084.44,V,152084.44,0.00,1.000,3200
000000000030000130,2000,3.000,456253.32,V,152084.44,0.00,1.000,3200
000000000030000131,3000,1.000,89502.42,V,89502.42,0.00,1.000,3200
000000000010000595,3000,0.000,0.00,V,95604.16,0.00,1.000,3200
000000000010000596,2000,17.000,1740461.19,V,102380.07,0.00,1.000,3200
000000000030000132,1000,17.000,2817359.17,V,165727.01,0.00,1.000,3200
000000000030000132,3000,6.000,994362.06,V,165727.01,0.00,1.000,3200
000000000010000597,1000,0.000,0.00,V,164007.79,0.00,1.000,3200
000000000010000597,4000,0.000,0.00,V,164007.79,0.00,1.000,3200
000000000030000133,4000,2.000,1284559.86,V,642279.93,0.00,1.000,3200
000000000080000134,3000,14.000,4465802.88,V,318985.92,0.00,1.000,3200
000000000010000598,4000,24.000,2461263.36,V,102552.64,0.00,1.000,3200
000000000090000033,3000,27.000,3744186.93,V,138673.59,0.00,1.000,3200
000000000030000134,2000,0.000,0.00,V,75705.45,0.00,1.000,3200
000000000010000599,2000,68.000,659402.12,V,9697.09,0.00,1.000,3200
000000000010000600,2000,189.000,1406307.42,V,7440.78,0.00,1.000,3200
000000000080000135,3000,10.000,2338054.90,V,233805.49,0.00,1.000,3200
000000000080000135,4000,22.000,5143720.78,V,233805.49,0.00,1.000,3200
000000000080000136,1000,5.000,1345158.00,V,269031.60,0.00,1.000,3200
000000000080000136,4000,7.000,1883221.20,V,269031.60,0.00,1.000,3200
000000000010000601,2000,3.000,81940.80,V,27313.60,0.00,1.000,3200
000000000010000602,4000,97.000,2124939.23,V,21906.59,0.00,1.000,3200
000000000010000602,2000,38.000,832450.42,V,21906.59,0.00,1.000,3200
000000000010000603,2000,2.000,1169190.86,V,584595.43,0.00,1.000,3200
000000000010000603,4000,1.000,584595.43,V,584595.43,0.00,1.000,3200
000000000010000604,4000,0.000,0.00,V,46651.18,0.00,1.000,3200
000000000010000605,4000,0.000,0.00,V,140550.24,0.00,1.000,3200
000000000010000605,2000,0.000,0.00,V,140550.24,0.00,1.000,3200
