Matnr,Werks,Lgort,Charg,Clabs
000000000010000585,2000,SP02,6000001213,33.140
000000000010000585,4000,SP04,6000001214,99.000
000000000010000586,3000,SP03,6000001215,4.000
000000000010000586,1000,SP01,6000001216,6.000
000000000030000127,2000,SP02,6000001217,3.000
000000000080000131,4000,SP04,6000001218,5.000
000000000080000131,3000,SP03,6000001219,0.073
000000000080000131,3000,SP03,6000001220,3.108
000000000080000131,3000,SP03,6000001221,2.819
000000000090000032,3000,SP03,6000001222,8.000
000000000090000032,2000,SP02,6000001223,32.000
000000000080000132,3000,SP03,6000001224,0.606
000000000080000132,3000,SP03,6000001225,0.966
000000000080000132,3000,SP03,6000001226,0.217
000000000080000132,3000,SP03,6000001227,6.211
000000000080000132,2000,SP02,6000001228,4.000
000000000010000589,1000,SP01,6000001229,29.234
000000000010000589,1000,SP01,6000001230,40.766
000000000010000590,3000,SP03,6000001231,4.477
000000000010000590,3000,SP03,6000001232,11.229
000000000010000590,3000,SP03,6000001233,30.262
000000000010000590,3000,SP03,6000001234,27.032
000000000030000128,4000,SP04,6000001235,1.796
000000000030000128,4000,SP04,6000001236,0.927
000000000030000128,4000,SP04,6000001237,7.096
000000000030000128,4000,SP04,6000001238,0.181
000000000030000128,3000,SP03,6000001239,3.000
000000000030000129,2000,SP02,6000001240,2.000
000000000010000592,1000,SP01,6000001241,3.000
000000000080000133,4000,SP04,6000001242,3.000
000000000010000593,2000,SP02,6000001243,2.000
000000000010000594,2000,SP02,6000001244,25.000
000000000030000130,4000,SP04,6000001245,1.000
000000000030000130,2000,SP02,6000001246,3.000
000000000030000131,3000,SP03,6000001247,1.000
000000000010000596,2000,SP02,6000001248,5.105
000000000010000596,2000,SP02,6000001249,11.895
000000000030000132,1000,SP01,6000001250,16.524
000000000030000132,1000,SP01,6000001251,0.476
000000000030000132,3000,SP03,6000001252,6.000
000000000030000133,4000,SP04,6000001253,2.000
000000000080000134,3000,SP03,6000001254,3.978
000000000080000134,3000,SP03,6000001255,9.896
000000000080000134,3000,SP03,6000001256,0.126
000000000010000598,4000,SP04,6000001257,17.614
000000000010000598,4000,SP04,6000001258,6.386
000000000090000033,3000,SP03,6000001259,23.725
000000000090000033,3000,SP03,6000001260,3.275
000000000010000599,2000,SP02,6000001261,68.000
000000000010000600,2000,SP02,6000001262,189.000
000000000080000135,3000,SP03,6000001263,7.203
000000000080000135,3000,SP03,6000001264,1.640
000000000080000135,3000,SP03,6000001265,0.157
000000000080000135,4000,SP04,6000001266,17.600
000000000080000135,4000,SP04,6000001267,4.400
000000000080000136,1000,SP01,6000001268,1.083
000000000080000136,1000,SP01,6000001269,2.532
000000000080000136,1000,SP01,6000001270,1.385
000000000080000136,4000,SP04,6000001271,6.000
000000000010000601,2000,SP02,6000001272,3.000
000000000010000602,4000,SP04,6000001273,97.000
000000000010000602,2000,SP02,6000001274,17.604
000000000010000602,2000,SP02,6000001275,20.396
000000000010000603,2000,SP02,6000001276,2.000
000000000010000603,4000,SP04,6000001277,1.000
000000000010000607,1000,SP01,6000001278,1.000
000000000080000137,2000,SP02,6000001279,7.000
000000000080000138,1000,SP01,6000001280,2.000
000000000080000139,1000,SP01,6000001281,16.000
000000000010000608,1000,SP01,6000001282,16.000
000000000010000610,4000,SP04,6000001283,7.000
000000000030000136,3000,SP03,6000001284,4.000
000000000080000141,1000,SP01,6000001285,2.000
000000000010000611,4000,SP04,6000001286,3.901
000000000010000611,4000,SP04,6000001287,6.099
000000000010000612,4000,SP04,6000001288,3.149
000000000010000612,4000,SP04,6000001289,1.063
000000000010000612,4000,SP04,6000001290,0.005
000000000010000612,4000,SP04,6000001291,22.783
000000000010000612,1000,SP01,6000001292,0.402
000000000010000612,1000,SP01,6000001293,10.598
000000000080000142,3000,SP03,6000001294,1.589
000000000080000142,3000,SP03,6000001295,1.860
000000000080000142,3000,SP03,6000001296,1.551
000000000010000613,3000,SP03,6000001297,6.000
000000000010000614,2000,SP02,6000001298,8.000
000000000010000615,3000,SP03,6000001299,1.000
000000000090000034,3000,SP03,6000001300,13.781
000000000090000034,3000,SP03,6000001301,8.751
000000000090000034,3000,SP03,6000001302,1.460
000000000090000034,3000,SP03,6000001303,3.008
000000000090000034,1000,SP01,6000001304,22.000
000000000080000143,2000,SP02,6000001305,1.354
000000000080000143,2000,SP02,6000001306,3.646
000000000010000616,2000,SP02,6000001307,15.657
000000000010000616,2000,SP02,6000001308,2.343
000000000010000616,1000,SP01,6000001309,9.000
000000000010000617,1000,SP01,6000001310,2.000
000000000010000617,3000,SP03,6000001311,3.000
000000000010000617,3000,SP03,6000001312,2.933
000000000010000617,3000,SP03,6000001313,4.067
000000000080000144,2000,SP02,6000001314,6.697
000000000080000144,2000,SP02,6000001315,15.303
000000000010000618,4000,SP04,6000001316,2.728
000000000010000618,4000,SP04,6000001317,1.291
000000000010000618,4000,SP04,6000001318,0.891
000000000010000618,4000,SP04,6000001319,4.090
000000000010000618,3000,SP03,6000001320,4.000
000000000080000145,1000,SP01,6000001321,3.572
000000000080000145,1000,SP01,6000001322,7.478
000000000080000145,1000,SP01,6000001323,3.950
000000000030000138,4000,SP04,6000001324,2.000
000000000010000622,1000,SP01,6000001325,6.000
000000000010000623,4000,SP04,6000001326,1.000
000000000010000624,2000,SP02,6000001327,4.937
000000000010000624,2000,SP02,6000001328,3.301
000000000010000624,2000,SP02,6000001329,7.762
000000000030000139,3000,SP03,6000001330,1.000
000000000010000625,3000,SP03,6000001331,12.000
000000000010000626,1000,SP01,6000001332,53.000
000000000010000627,2000,SP02,6000001333,5.000
000000000090000035,2000,SP02,6000001334,16.000
000000000010000629,1000,SP01,6000001335,33.000
000000000010000629,4000,SP04,6000001336,4.000
000000000030000140,3000,SP03,6000001337,1.000
000000000010000631,1000,SP01,6000001338,3.000
000000000080000146,1000,SP01,6000001339,4.475
000000000080000146,1000,SP01,6000001340,8.525
000000000080000146,3000,SP03,6000001341,14.467
000000000080000146,3000,SP03,6000001342,7.533
000000000030000141,3000,SP03,6000001343,1.000
000000000080000147,2000,SP02,6000001344,2.000
000000000090000036,3000,SP03,6000001345,24.000
000000000090000036,2000,SP02,6000001346,19.000
000000000080000148,4000,SP04,6000001347,6.529
000000000080000148,4000,SP04,6000001348,1.449
000000000080000148,4000,SP04,6000001349,0.022
000000000010000633,1000,SP01,6000001350,1.000
000000000010000633,4000,SP04,6000001351,4.000
000000000030000142,1000,SP01,6000001352,3.000
000000000030000142,4000,SP04,6000001353,4.000
000000000080000149,2000,SP02,6000001354,2.000
000000000030000143,3000,SP03,6000001355,4.000
000000000010000634,1000,SP01,6000001356,7.170
000000000010000634,1000,SP01,6000001357,2.830
000000000090000037,3000,SP03,6000001358,10.963
000000000090000037,3000,SP03,6000001359,6.818
000000000090000037,3000,SP03,6000001360,0.053
000000000090000037,3000,SP03,6000001361,3.166
000000000030000144,3000,SP03,6000001362,2.596
000000000030000144,3000,SP03,6000001363,2.404
000000000010000637,2000,SP02,6000001364,7.000
000000000010000638,1000,SP01,6000001365,38.354
000000000010000638,1000,SP01,6000001366,37.050
000000000010000638,1000,SP01,6000001367,51.596
000000000010000638,4000,SP04,6000001368,238.105
000000000010000638,4000,SP04,6000001369,56.895
000000000010000639,1000,SP01,6000001370,2.335
000000000010000639,1000,SP01,6000001371,10.117
000000000010000639,1000,SP01,6000001372,1.548
000000000010000640,4000,SP04,6000001373,7.481
000000000010000640,4000,SP04,6000001374,5.051
000000000010000640,4000,SP04,6000001375,1.468
000000000010000641,2000,SP02,6000001376,8.000
000000000080000150,4000,SP04,6000001377,8.000
000000000010000642,2000,SP02,6000001378,239.000
000000000010000643,2000,SP02,6000001379,0.460
000000000010000643,2000,SP02,6000001380,2.718
000000000010000643,2000,SP02,6000001381,1.822
000000000080000151,1000,SP01,6000001382,1.810
000000000080000151,1000,SP01,6000001383,4.190
000000000080000151,2000,SP02,6000001384,4.000
000000000010000644,1000,SP01,6000001385,81.000
000000000010000645,3000,SP03,6000001386,3.000
000000000030000145,4000,SP04,6000001387,1.000
000000000010000646,3000,SP03,6000001388,4.000
000000000030000146,4000,SP04,6000001389,0.937
000000000030000146,4000,SP04,6000001390,1.752
000000000030000146,4000,SP04,6000001391,2.311
000000000080000152,1000,SP01,6000001392,3.116
000000000080000152,1000,SP01,6000001393,1.538
000000000080000152,1000,SP01,6000001394,2.346
000000000010000648,1000,SP01,6000001395,4.696
000000000010000648,1000,SP01,6000001396,0.304
000000000010000649,1000,SP01,6000001397,3.000
000000000010000650,4000,SP04,6000001398,90.000
000000000010000651,2000,SP02,6000001399,2.000
000000000010000652,4000,SP04,6000001400,8.000
000000000010000652,1000,SP01,6000001401,3.072
000000000010000652,1000,SP01,6000001402,1.296
000000000010000652,1000,SP01,6000001403,0.632
000000000010000653,3000,SP03,6000001404,50.000
000000000010000654,3000,SP03,6000001405,3.000
000000000010000654,1000,SP01,6000001406,4.000
000000000010000655,3000,SP03,6000001407,0.815
000000000010000655,3000,SP03,6000001408,4.185
000000000010000656,4000,SP04,6000001409,6.000
000000000010000656,2000,SP02,6000001410,5.000
000000000010000657,3000,SP03,6000001411,24.526
000000000010000657,3000,SP03,6000001412,18.212
000000000010000657,3000,SP03,6000001413,12.262
000000000010000658,1000,SP01,6000001414,42.466
000000000010000658,1000,SP01,6000001415,14.534
000000000010000659,3000,SP03,6000001416,6.533
000000000010000659,3000,SP03,6000001417,0.467
000000000010000661,4000,SP04,6000001418,131.000
000000000030000147,3000,SP03,6000001419,4.000
000000000010000663,2000,SP02,6000001420,111.273
000000000010000663,2000,SP02,6000001421,21.514
000000000010000663,2000,SP02,6000001422,14.161
000000000010000663,2000,SP02,6000001423,60.052
000000000010000664,3000,SP03,6000001424,143.000
000000000080000153,4000,SP04,6000001425,22.000
000000000010000665,3000,SP03,6000001426,2.000
000000000010000666,1000,SP01,6000001427,1.000
000000000030000149,2000,SP02,6000001428,3.000
000000000010000667,1000,SP01,6000001429,44.000
000000000010000667,3000,SP03,6000001430,59.940
000000000010000667,3000,SP03,6000001431,272.023
000000000010000667,3000,SP03,6000001432,38.037
000000000080000154,4000,SP04,6000001433,2.000
000000000030000150,2000,SP02,6000001434,4.138
000000000030000150,2000,SP02,6000001435,0.862
000000000010000670,2000,SP02,6000001436,3.000
000000000030000151,3000,SP03,6000001437,3.000
000000000080000156,2000,SP02,6000001438,5.000
000000000080000156,4000,SP04,6000001439,0.100
000000000080000156,4000,SP04,6000001440,4.106
000000000080000156,4000,SP04,6000001441,2.654
000000000080000156,4000,SP04,6000001442,1.140
000000000010000672,3000,SP03,6000001443,4.821
000000000010000672,3000,SP03,6000001444,5.179
000000000010000673,4000,SP04,6000001445,2.098
000000000010000673,4000,SP04,6000001446,6.448
000000000010000673,4000,SP04,6000001447,2.106
000000000010000673,4000,SP04,6000001448,3.348
000000000010000674,4000,SP04,6000001449,190.000
000000000010000675,1000,SP01,6000001450,3.000
000000000010000675,4000,SP04,6000001451,1.000
000000000010000676,2000,SP02,6000001452,3.000
000000000080000157,4000,SP04,6000001453,5.115
000000000080000157,4000,SP04,6000001454,6.885
000000000030000152,3000,SP03,6000001455,6.000
000000000080000158,2000,SP02,6000001456,3.000
000000000080000158,1000,SP01,6000001457,6.520
000000000080000158,1000,SP01,6000001458,1.480
000000000090000038,4000,SP04,6000001459,12.000
000000000090000038,3000,SP03,6000001460,0.120
000000000090000038,3000,SP03,6000001461,11.095
000000000090000038,3000,SP03,6000001462,6.785
000000000030000153,4000,SP04,6000001463,7.000
000000000010000677,1000,SP01,6000001464,2.923
000000000010000677,1000,SP01,6000001465,3.077
000000000010000678,1000,SP01,6000001466,2.000
000000000090000039,1000,SP01,6000001467,31.000
000000000080000159,2000,SP02,6000001468,13.000
000000000080000159,3000,SP03,6000001469,3.000
000000000010000680,3000,SP03,6000001470,10.000
000000000010000681,4000,SP04,6000001471,33.000
000000000010000681,2000,SP02,6000001472,87.000
000000000080000160,2000,SP02,6000001473,1.925
000000000080000160,2000,SP02,6000001474,8.075
000000000030000154,2000,SP02,6000001475,1.566
000000000030000154,2000,SP02,6000001476,6.434
000000000010000682,1000,SP01,6000001477,3.000
000000000010000683,2000,SP02,6000001478,63.000
000000000010000683,3000,SP03,6000001479,134.000
000000000080000161,1000,SP01,6000001480,4.000
000000000030000155,2000,SP02,6000001481,9.000
000000000030000155,4000,SP04,6000001482,1.000
000000000010000684,2000,SP02,6000001483,0.304
000000000010000684,2000,SP02,6000001484,1.935
000000000010000684,2000,SP02,6000001485,2.761
000000000080000162,2000,SP02,6000001486,1.000
000000000010000685,3000,SP03,6000001487,10.000
000000000010000686,2000,SP02,6000001488,6.191
000000000010000686,2000,SP02,6000001489,2.809
000000000090000040,2000,SP02,6000001490,10.076
000000000090000040,2000,SP02,6000001491,7.540
000000000090000040,2000,SP02,6000001492,0.384
000000000010000687,4000,SP04,6000001493,2.000
000000000080000163,2000,SP02,6000001494,5.000
000000000010000688,2000,SP02,6000001495,3.000
000000000080000164,4000,SP04,6000001496,4.778
000000000080000164,4000,SP04,6000001497,7.753
000000000080000164,4000,SP04,6000001498,7.469
000000000080000164,3000,SP03,6000001499,1.000
000000000080000165,3000,SP03,6000001500,1.505
000000000080000165,3000,SP03,6000001501,8.421
000000000080000165,3000,SP03,6000001502,2.113
000000000080000165,3000,SP03,6000001503,4.961
000000000080000166,1000,SP01,6000001504,2.365
000000000080000166,1000,SP01,6000001505,1.616
000000000080000166,1000,SP01,6000001506,3.019
000000000090000041,1000,SP01,6000001507,11.667
000000000090000041,1000,SP01,6000001508,25.333
000000000090000041,2000,SP02,6000001509,24.290
000000000090000041,2000,SP02,6000001510,6.710
000000000080000167,2000,SP02,6000001511,13.000
000000000010000689,1000,SP01,6000001512,25.000
000000000010000691,3000,SP03,6000001513,35.000
000000000010000693,1000,SP01,6000001514,41.000
000000000010000694,4000,SP04,6000001515,56.461
000000000010000694,4000,SP04,6000001516,58.539
000000000010000695,2000,SP02,6000001517,12.000
000000000030000158,3000,SP03,6000001518,1.000
000000000010000696,1000,SP01,6000001519,0.295
000000000010000696,1000,SP01,6000001520,1.203
000000000010000696,1000,SP01,6000001521,5.211
000000000010000696,1000,SP01,6000001522,0.291
000000000010000699,2000,SP02,6000001523,5.565
000000000010000699,2000,SP02,6000001524,5.435
000000000010000700,3000,SP03,6000001525,1.000
000000000010000703,4000,SP04,6000001526,3.168
000000000010000703,4000,SP04,6000001527,2.832
000000000010000703,3000,SP03,6000001528,1.000
000000000010000704,1000,SP01,6000001529,37.994
000000000010000704,1000,SP01,6000001530,38.006
000000000080000168,2000,SP02,6000001531,2.272
000000000080000168,2000,SP02,6000001532,11.728
000000000010000706,2000,SP02,6000001533,2.000
000000000010000706,1000,SP01,6000001534,6.141
000000000010000706,1000,SP01,6000001535,5.859
000000000030000159,3000,SP03,6000001536,6.000
000000000010000707,4000,SP04,6000001537,11.000
000000000010000708,1000,SP01,6000001538,1.157
000000000010000708,1000,SP01,6000001539,1.052
000000000010000708,1000,SP01,6000001540,2.791
000000000010000709,3000,SP03,6000001541,128.238
000000000010000709,3000,SP03,6000001542,122.762
000000000010000709,4000,SP04,6000001543,74.000
000000000010000710,4000,SP04,6000001544,121.000
000000000010000711,1000,SP01,6000001545,60.000
000000000030000160,4000,SP04,6000001546,1.039
000000000030000160,4000,SP04,6000001547,4.961
000000000010000712,4000,SP04,6000001548,185.000
000000000010000714,4000,SP04,6000001549,2.846
000000000010000714,4000,SP04,6000001550,16.526
000000000010000714,4000,SP04,6000001551,11.628
000000000010000715,1000,SP01,6000001552,11.000
000000000010000716,2000,SP02,6000001553,1.000
000000000010000716,1000,SP01,6000001554,1.000
000000000010000718,3000,SP03,6000001555,5.000
000000000080000169,1000,SP01,6000001556,2.000
000000000010000719,1000,SP01,6000001557,4.000
000000000010000720,2000,SP02,6000001558,0.136
000000000010000720,2000,SP02,6000001559,4.864
000000000010000721,2000,SP02,6000001560,38.000
000000000030000161,2000,SP02,6000001561,7.000
000000000010000724,1000,SP01,6000001562,26.656
000000000010000724,1000,SP01,6000001563,26.344
000000000010000724,4000,SP04,6000001564,66.154
000000000010000724,4000,SP04,6000001565,55.855
000000000010000724,4000,SP04,6000001566,9.991
000000000030000162,1000,SP01,6000001567,4.000
000000000030000162,3000,SP03,6000001568,1.000
000000000090000042,3000,SP03,6000001569,0.714
000000000090000042,3000,SP03,6000001570,9.286
000000000010000725,4000,SP04,6000001571,25.231
000000000010000725,4000,SP04,6000001572,18.769
000000000010000726,3000,SP03,6000001573,70.000
000000000030000164,1000,SP01,6000001574,1.000
000000000010000727,1000,SP01,6000001575,12.125
000000000010000727,1000,SP01,6000001576,0.985
000000000010000727,1000,SP01,6000001577,13.890
000000000010000727,4000,SP04,6000001578,6.000
000000000090000043,1000,SP01,6000001579,10.011
000000000090000043,1000,SP01,6000001580,5.651
000000000090000043,1000,SP01,6000001581,2.338
000000000080000170,2000,SP02,6000001582,16.000
000000000080000170,4000,SP04,6000001583,3.120
000000000080000170,4000,SP04,6000001584,1.768
000000000080000170,4000,SP04,6000001585,3.112
000000000080000171,3000,SP03,6000001586,2.000
000000000030000165,3000,SP03,6000001587,2.481
000000000030000165,3000,SP03,6000001588,3.519
000000000010000731,2000,SP02,6000001589,3.335
000000000010000731,2000,SP02,6000001590,2.691
000000000010000731,2000,SP02,6000001591,25.590
000000000010000731,2000,SP02,6000001592,11.384
000000000010000731,4000,SP04,6000001593,79.000
000000000010000732,2000,SP02,6000001594,2.000
000000000010000733,1000,SP01,6000001595,99.000
000000000010000734,2000,SP02,6000001596,3.101
000000000010000734,2000,SP02,6000001597,1.898
000000000010000734,2000,SP02,6000001598,8.001
000000000010000735,2000,SP02,6000001599,3.264
000000000010000735,2000,SP02,6000001600,0.741
000000000010000735,2000,SP02,6000001601,1.946
000000000010000735,2000,SP02,6000001602,0.049
000000000010000736,2000,SP02,6000001603,30.470
000000000010000736,2000,SP02,6000001604,44.231
000000000010000736,2000,SP02,6000001605,7.299
000000000010000736,4000,SP04,6000001606,26.779
000000000010000736,4000,SP04,6000001607,78.221
000000000010000737,3000,SP03,6000001608,39.000
000000000080000172,2000,SP02,6000001609,3.000
000000000080000172,3000,SP03,6000001610,8.000
000000000080000173,1000,SP01,6000001611,8.000
000000000090000044,2000,SP02,6000001612,15.000
000000000030000166,2000,SP02,6000001613,1.000
000000000010000738,4000,SP04,6000001614,3.000
000000000010000739,3000,SP03,6000001615,3.868
000000000010000739,3000,SP03,6000001616,1.373
000000000010000739,3000,SP03,6000001617,0.759
000000000010000739,4000,SP04,6000001618,7.865
000000000010000739,4000,SP04,6000001619,1.135
000000000010000740,4000,SP04,6000001620,40.000
000000000010000740,2000,SP02,6000001621,57.000
000000000080000174,1000,SP01,6000001622,3.822
000000000080000174,1000,SP01,6000001623,5.178
000000000080000174,2000,SP02,6000001624,2.000
000000000010000742,1000,SP01,6000001625,27.000
000000000010000743,3000,SP03,6000001626,5.094
000000000010000743,3000,SP03,6000001627,16.637
000000000010000743,3000,SP03,6000001628,13.269
000000000010000744,2000,SP02,6000001629,3.394
000000000010000744,2000,SP02,6000001630,2.606
000000000010000745,2000,SP02,6000001631,6.000
000000000010000746,3000,SP03,6000001632,30.158
000000000010000746,3000,SP03,6000001633,28.144
000000000010000746,3000,SP03,6000001634,174.698
000000000010000747,3000,SP03,6000001635,20.000
000000000010000747,4000,SP04,6000001636,18.000
000000000010000748,1000,SP01,6000001637,8.000
000000000030000169,4000,SP04,6000001638,2.651
000000000030000169,4000,SP04,6000001639,4.396
000000000030000169,4000,SP04,6000001640,0.953
000000000030000169,1000,SP01,6000001641,2.000
000000000010000749,3000,SP03,6000001642,1.239
000000000010000749,3000,SP03,6000001643,4.719
000000000010000749,3000,SP03,6000001644,2.042
000000000030000170,3000,SP03,6000001645,2.000
000000000080000175,4000,SP04,6000001646,4.000
000000000010000750,3000,SP03,6000001647,1.415
000000000010000750,3000,SP03,6000001648,2.139
000000000010000750,3000,SP03,6000001649,1.446
000000000080000176,3000,SP03,6000001650,17.000
000000000080000176,2000,SP02,6000001651,21.000
000000000010000753,4000,SP04,6000001652,55.000
000000000010000753,1000,SP01,6000001653,45.000
000000000030000171,4000,SP04,6000001654,3.000
000000000010000756,3000,SP03,6000001655,1.354
000000000010000756,3000,SP03,6000001656,0.995
000000000010000756,3000,SP03,6000001657,2.651
000000000080000177,3000,SP03,6000001658,24.000
000000000080000177,2000,SP02,6000001659,5.000
000000000080000178,3000,SP03,6000001660,4.355
000000000080000178,3000,SP03,6000001661,6.645
000000000010000758,2000,SP02,6000001662,8.263
000000000010000758,2000,SP02,6000001663,1.737
000000000030000172,1000,SP01,6000001664,3.000
000000000010000760,3000,SP03,6000001665,10.000
000000000010000761,1000,SP01,6000001666,20.000
000000000080000179,4000,SP04,6000001667,2.000
000000000080000179,3000,SP03,6000001668,6.000
000000000010000762,4000,SP04,6000001669,17.000
000000000080000180,3000,SP03,6000001670,3.000
000000000010000763,4000,SP04,6000001671,10.014
000000000010000763,4000,SP04,6000001672,3.342
000000000010000763,4000,SP04,6000001673,0.644
000000000010000763,1000,SP01,6000001674,8.000
000000000080000181,4000,SP04,6000001675,7.000
000000000010000764,1000,SP01,6000001676,3.000
000000000010000764,3000,SP03,6000001677,21.000
000000000010000766,2000,SP02,6000001678,29.613
000000000010000766,2000,SP02,6000001679,13.387
000000000080000182,1000,SP01,6000001680,8.000
000000000010000769,2000,SP02,6000001681,6.166
000000000010000769,2000,SP02,6000001682,0.834
000000000010000770,4000,SP04,6000001683,102.000
000000000030000175,4000,SP04,6000001684,0.036
000000000030000175,4000,SP04,6000001685,0.774
000000000030000175,4000,SP04,6000001686,7.556
000000000030000175,4000,SP04,6000001687,1.634
000000000030000175,3000,SP03,6000001688,2.000
000000000010000773,3000,SP03,6000001689,2.000
000000000010000774,4000,SP04,6000001690,3.000
000000000010000775,4000,SP04,6000001691,5.000
000000000080000183,2000,SP02,6000001692,3.000
000000000010000777,4000,SP04,6000001693,0.094
000000000010000777,4000,SP04,6000001694,7.906
000000000080000184,4000,SP04,6000001695,3.110
000000000080000184,4000,SP04,6000001696,6.890
000000000090000045,2000,SP02,6000001697,16.537
000000000090000045,2000,SP02,6000001698,1.448
000000000090000045,2000,SP02,6000001699,1.890
000000000090000045,2000,SP02,6000001700,1.125
000000000010000781,2000,SP02,6000001701,9.000
000000000010000782,2000,SP02,6000001702,4.000
000000000010000783,4000,SP04,6000001703,2.000
000000000010000784,1000,SP01,6000001704,28.000
000000000080000185,1000,SP01,6000001705,4.380
000000000080000185,1000,SP01,6000001706,1.620
000000000010000785,2000,SP02,6000001707,2.000
000000000010000786,2000,SP02,6000001708,10.000
000000000010000787,1000,SP01,6000001709,5.814
000000000010000787,1000,SP01,6000001710,3.895
000000000010000787,1000,SP01,6000001711,1.291
000000000010000788,3000,SP03,6000001712,281.000
000000000010000790,2000,SP02,6000001713,1.000
000000000010000791,4000,SP04,6000001714,1.000
000000000010000792,3000,SP03,6000001715,2.000
000000000030000178,4000,SP04,6000001716,1.000
000000000030000178,3000,SP03,6000001717,1.000
000000000010000794,1000,SP01,6000001718,0.031
000000000010000794,1000,SP01,6000001719,4.429
000000000010000794,1000,SP01,6000001720,1.540
000000000010000795,4000,SP04,6000001721,13.000
000000000010000795,3000,SP03,6000001722,8.000
000000000090000046,2000,SP02,6000001723,20.000
000000000010000796,3000,SP03,6000001724,2.881
000000000010000796,3000,SP03,6000001725,79.703
000000000010000796,3000,SP03,6000001726,19.416
000000000010000798,1000,SP01,6000001727,8.995
000000000010000798,1000,SP01,6000001728,25.508
000000000010000798,1000,SP01,6000001729,55.497
000000000030000179,1000,SP01,6000001730,1.000
000000000030000180,3000,SP03,6000001731,10.000
000000000030000181,4000,SP04,6000001732,3.000
000000000030000182,3000,SP03,6000001733,3.000
000000000010000799,4000,SP04,6000001734,1.000
000000000010000799,3000,SP03,6000001735,1.000
000000000010000800,4000,SP04,6000001736,5.000
000000000010000802,2000,SP02,6000001737,29.000
000000000010000803,2000,SP02,6000001738,7.000
000000000010000803,4000,SP04,6000001739,3.000
000000000010000805,1000,SP01,6000001740,2.000
000000000010000805,4000,SP04,6000001741,2.000
000000000010000806,4000,SP04,6000001742,1.508
000000000010000806,4000,SP04,6000001743,0.637
000000000010000806,4000,SP04,6000001744,4.614
000000000010000806,4000,SP04,6000001745,1.241
000000000010000807,2000,SP02,6000001746,2.000
000000000010000808,2000,SP02,6000001747,11.892
000000000010000808,2000,SP02,6000001748,22.108
000000000010000808,4000,SP04,6000001749,45.000
000000000010000809,2000,SP02,6000001750,6.754
000000000010000809,2000,SP02,6000001751,4.246
000000000010000809,4000,SP04,6000001752,9.600
000000000010000809,4000,SP04,6000001753,8.400
000000000080000186,3000,SP03,6000001754,4.000
000000000010000810,4000,SP04,6000001755,71.606
000000000010000810,4000,SP04,6000001756,16.394
000000000030000183,1000,SP01,6000001757,2.000
000000000010000812,1000,SP01,6000001758,3.346
000000000010000812,1000,SP01,6000001759,121.555
000000000010000812,1000,SP01,6000001760,13.099
000000000030000184,2000,SP02,6000001761,4.000
000000000010000813,1000,SP01,6000001762,77.000
000000000010000814,2000,SP02,6000001763,3.000
000000000010000815,2000,SP02,6000001764,65.281
000000000010000815,2000,SP02,6000001765,74.375
000000000010000815,2000,SP02,6000001766,6.344
000000000080000187,3000,SP03,6000001767,4.000
000000000010000816,4000,SP04,6000001768,1.000
000000000010000817,4000,SP04,6000001769,9.620
000000000010000817,4000,SP04,6000001770,7.354
000000000010000817,4000,SP04,6000001771,1.026
000000000010000817,1000,SP01,6000001772,6.000
000000000080000188,4000,SP04,6000001773,16.000
000000000030000186,2000,SP02,6000001774,3.000
000000000010000819,3000,SP03,6000001775,2.170
000000000010000819,3000,SP03,6000001776,0.436
000000000010000819,3000,SP03,6000001777,4.720
000000000010000819,3000,SP03,6000001778,0.674
000000000010000820,1000,SP01,6000001779,1.000
000000000010000820,4000,SP04,6000001780,1.000
000000000010000821,2000,SP02,6000001781,25.059
000000000010000821,2000,SP02,6000001782,30.489
000000000010000821,2000,SP02,6000001783,3.452
000000000010000821,3000,SP03,6000001784,32.893
000000000010000821,3000,SP03,6000001785,3.024
000000000010000821,3000,SP03,6000001786,8.430
000000000010000821,3000,SP03,6000001787,16.653
000000000010000822,3000,SP03,6000001788,1.000
000000000010000823,2000,SP02,6000001789,3.741
000000000010000823,2000,SP02,6000001790,2.379
000000000010000823,2000,SP02,6000001791,0.880
000000000030000187,3000,SP03,6000001792,1.000
000000000030000187,1000,SP01,6000001793,3.000
000000000080000189,2000,SP02,6000001794,2.000
000000000010000824,1000,SP01,6000001795,6.629
000000000010000824,1000,SP01,6000001796,3.790
000000000010000824,1000,SP01,6000001797,5.581
000000000010000824,4000,SP04,6000001798,6.000
000000000010000826,4000,SP04,6000001799,5.000
000000000010000826,1000,SP01,6000001800,45.000
000000000030000188,3000,SP03,6000001801,4.000
000000000010000827,2000,SP02,6000001802,8.107
000000000010000827,2000,SP02,6000001803,0.544
000000000010000827,2000,SP02,6000001804,2.349
000000000080000190,4000,SP04,6000001805,2.000
000000000010000828,3000,SP03,6000001806,16.000
000000000010000829,1000,SP01,6000001807,13.000
000000000080000191,4000,SP04,6000001808,7.268
000000000080000191,4000,SP04,6000001809,1.441
000000000080000191,4000,SP04,6000001810,2.291
000000000030000189,2000,SP02,6000001811,2.000
000000000030000189,3000,SP03,6000001812,2.000
000000000010000831,3000,SP03,6000001813,6.000
000000000010000831,1000,SP01,6000001814,1.000
000000000010000832,4000,SP04,6000001815,2.000
000000000090000047,1000,SP01,6000001816,25.000
000000000010000833,3000,SP03,6000001817,15.513
000000000010000833,3000,SP03,6000001818,104.487
000000000010000834,4000,SP04,6000001819,1.000
