Mblnr,Mjahr,Budat,Cpudt,Xblnr
4900012830,2024,2024-11-20T00:00:00,2024-11-20T00:00:00,4500004010
4900012831,2024,2024-11-22T00:00:00,2024-11-22T00:00:00,
4900012832,2024,2024-12-20T00:00:00,2024-12-20T00:00:00,
4900012833,2025,2025-01-15T00:00:00,2025-01-15T00:00:00,
4900012834,2025,2025-02-07T00:00:00,2025-02-07T00:00:00,
4900012835,2025,2025-03-02T00:00:00,2025-03-02T00:00:00,
4900012836,2025,2025-04-30T00:00:00,2025-04-30T00:00:00,
4900012837,2025,2025-05-17T00:00:00,2025-05-17T00:00:00,
4900012838,2025,2025-06-13T00:00:00,2025-06-13T00:00:00,
4900012839,2025,2025-07-19T00:00:00,2025-07-19T00:00:00,4500004011
4900012840,2025,2025-07-26T00:00:00,2025-07-26T00:00:00,
4900012841,2025,2025-08-18T00:00:00,2025-08-18T00:00:00,
4900012842,2025,2025-09-05T00:00:00,2025-09-05T00:00:00,
4900012843,2025,2025-10-21T00:00:00,2025-10-21T00:00:00,
4900012844,2025,2025-11-01T00:00:00,2025-11-01T00:00:00,
4900012845,2025,2025-12-02T00:00:00,2025-12-02T00:00:00,
4900012846,2026,2026-01-06T00:00:00,2026-01-06T00:00:00,
4900012847,2026,2026-02-20T00:00:00,2026-02-20T00:00:00,
4900012848,2026,2026-03-25T00:00:00,2026-03-25T00:00:00,
4900012849,2026,2026-04-24T00:00:00,2026-04-24T00:00:00,4500004013
4900012850,2026,2026-05-14T00:00:00,2026-05-14T00:00:00,
4900012851,2026,2026-06-05T00:00:00,2026-06-05T00:00:00,
4900012852,2026,2026-07-20T00:00:00,2026-07-20T00:00:00,
4900012853,2026,2026-08-28T00:00:00,2026-08-28T00:00:00,
4900012854,2024,2024-09-21T00:00:00,2024-09-21T00:00:00,
4900012855,2024,2024-11-02T00:00:00,2024-11-02T00:00:00,
4900012856,2025,2025-01-22T00:00:00,2025-01-22T00:00:00,4500004014
4900012857,2025,2025-04-30T00:00:00,2025-04-30T00:00:00,
4900012858,2025,2025-05-04T00:00:00,2025-05-04T00:00:00,
4900012859,2025,2025-06-30T00:00:00,2025-06-30T00:00:00,
4900012860,2025,2025-09-12T00:00:00,2025-09-12T00:00:00,
4900012861,2026,2026-03-12T00:00:00,2026-03-12T00:00:00,
4900012862,2026,2026-06-11T00:00:00,2026-06-11T00:00:00,4500004015
4900012863,2025,2025-01-23T00:00:00,2025-01-23T00:00:00,
4900012864,2025,2025-05-16T00:00:00,2025-05-16T00:00:00,
4900012865,2025,2025-06-06T00:00:00,2025-06-06T00:00:00,
4900012866,2026,2026-02-26T00:00:00,2026-02-26T00:00:00,
4900012867,2024,2024-10-01T00:00:00,2024-10-01T00:00:00,
4900012868,2025,2025-01-04T00:00:00,2025-01-04T00:00:00,
4900012869,2025,2025-06-02T00:00:00,2025-06-02T00:00:00,
4900012870,2025,2025-08-27T00:00:00,2025-08-27T00:00:00,
4900012871,2025,2025-12-08T00:00:00,2025-12-08T00:00:00,
4900012872,2026,2026-03-03T00:00:00,2026-03-03T00:00:00,
4900012873,2026,2026-04-04T00:00:00,2026-04-04T00:00:00,4500004016
4900012874,2026,2026-07-27T00:00:00,2026-07-27T00:00:00,
4900012875,2024,2024-09-07T00:00:00,2024-09-07T00:00:00,
4900012876,2024,2024-10-14T00:00:00,2024-10-14T00:00:00,
4900012877,2024,2024-11-24T00:00:00,2024-11-24T00:00:00,
4900012878,2024,2024-12-07T00:00:00,2024-12-07T00:00:00,
4900012879,2025,2025-01-07T00:00:00,2025-01-07T00:00:00,
4900012880,2025,2025-01-16T00:00:00,2025-01-16T00:00:00,4500004017
4900012881,2025,2025-02-27T00:00:00,2025-02-27T00:00:00,
4900012882,2025,2025-03-09T00:00:00,2025-03-09T00:00:00,
4900012883,2025,2025-04-14T00:00:00,2025-04-14T00:00:00,
4900012884,2025,2025-05-25T00:00:00,2025-05-25T00:00:00,
4900012885,2025,2025-06-19T00:00:00,2025-06-19T00:00:00,
4900012886,2025,2025-07-07T00:00:00,2025-07-07T00:00:00,
4900012887,2025,2025-08-12T00:00:00,2025-08-12T00:00:00,
4900012888,2025,2025-09-18T00:00:00,2025-09-18T00:00:00,
4900012889,2025,2025-10-04T00:00:00,2025-10-04T00:00:00,
4900012890,2025,2025-10-24T00:00:00,2025-10-24T00:00:00,4500004018
4900012891,2025,2025-11-15T00:00:00,2025-11-15T00:00:00,
4900012892,2025,2025-12-09T00:00:00,2025-12-09T00:00:00,
4900012893,2026,2026-01-11T00:00:00,2026-01-11T00:00:00,
4900012894,2026,2026-02-26T00:00:00,2026-02-26T00:00:00,
4900012895,2026,2026-03-25T00:00:00,2026-03-25T00:00:00,
4900012896,2026,2026-04-14T00:00:00,2026-04-14T00:00:00,
4900012897,2026,2026-05-21T00:00:00,2026-05-21T00:00:00,
4900012898,2026,2026-06-07T00:00:00,2026-06-07T00:00:00,
4900012899,2026,2026-07-28T00:00:00,2026-07-28T00:00:00,
4900012900,2026,2026-08-01T00:00:00,2026-08-01T00:00:00,
4900012901,2024,2024-09-01T00:00:00,2024-09-01T00:00:00,
4900012902,2024,2024-10-23T00:00:00,2024-10-23T00:00:00,
4900012903,2024,2024-11-05T00:00:00,2024-11-05T00:00:00,
4900012904,2024,2024-12-19T00:00:00,2024-12-19T00:00:00,
4900012905,2025,2025-01-06T00:00:00,2025-01-06T00:00:00,
4900012906,2025,2025-01-19T00:00:00,2025-01-19T00:00:00,4500004020
4900012907,2025,2025-02-23T00:00:00,2025-02-23T00:00:00,
4900012908,2025,2025-03-13T00:00:00,2025-03-13T00:00:00,
4900012909,2025,2025-04-09T00:00:00,2025-04-09T00:00:00,
4900012910,2025,2025-05-05T00:00:00,2025-05-05T00:00:00,
4900012911,2025,2025-06-15T00:00:00,2025-06-15T00:00:00,
4900012912,2025,2025-07-28T00:00:00,2025-07-28T00:00:00,4500004022
4900012913,2025,2025-07-31T00:00:00,2025-07-31T00:00:00,
4900012914,2025,2025-08-07T00:00:00,2025-08-07T00:00:00,
4900012915,2025,2025-09-07T00:00:00,2025-09-07T00:00:00,
4900012916,2025,2025-09-19T00:00:00,2025-09-19T00:00:00,4500004023
4900012917,2025,2025-10-15T00:00:00,2025-10-15T00:00:00,
4900012918,2025,2025-11-20T00:00:00,2025-11-20T00:00:00,
4900012919,2025,2025-12-15T00:00:00,2025-12-15T00:00:00,
4900012920,2026,2026-01-23T00:00:00,2026-01-23T00:00:00,
4900012921,2026,2026-02-23T00:00:00,2026-02-23T00:00:00,
4900012922,2026,2026-03-20T00:00:00,2026-03-20T00:00:00,
4900012923,2026,2026-04-22T00:00:00,2026-04-22T00:00:00,
4900012924,2026,2026-04-26T00:00:00,2026-04-26T00:00:00,4500004024
4900012925,2026,2026-05-03T00:00:00,2026-05-03T00:00:00,
4900012926,2026,2026-06-08T00:00:00,2026-06-08T00:00:00,
4900012927,2026,2026-07-14T00:00:00,2026-07-14T00:00:00,
4900012928,2026,2026-08-20T00:00:00,2026-08-20T00:00:00,
4900012929,2026,2026-09-04T00:00:00,2026-09-04T00:00:00,4500004026
4900012930,2024,2024-09-20T00:00:00,2024-09-20T00:00:00,
4900012931,2024,2024-12-18T00:00:00,2024-12-18T00:00:00,
4900012932,2025,2025-01-15T00:00:00,2025-01-15T00:00:00,
4900012933,2025,2025-01-22T00:00:00,2025-01-22T00:00:00,4500004027
4900012934,2025,2025-02-16T00:00:00,2025-02-16T00:00:00,
4900012935,2025,2025-05-30T00:00:00,2025-05-30T00:00:00,
4900012936,2025,2025-07-02T00:00:00,2025-07-02T00:00:00,4500004028
4900012937,2025,2025-09-08T00:00:00,2025-09-08T00:00:00,
4900012938,2025,2025-11-12T00:00:00,2025-11-12T00:00:00,
4900012939,2026,2026-02-03T00:00:00,2026-02-03T00:00:00,4500004030
4900012940,2026,2026-02-26T00:00:00,2026-02-26T00:00:00,
4900012941,2026,2026-05-30T00:00:00,2026-05-30T00:00:00,
4900012942,2026,2026-06-12T00:00:00,2026-06-12T00:00:00,
4900012943,2026,2026-07-10T00:00:00,2026-07-10T00:00:00,4500004031
4900012944,2026,2026-09-05T00:00:00,2026-09-05T00:00:00,
4900012945,2024,2024-10-13T00:00:00,2024-10-13T00:00:00,
4900012946,2024,2024-09-28T00:00:00,2024-09-28T00:00:00,
4900012947,2024,2024-10-09T00:00:00,2024-10-09T00:00:00,
4900012948,2024,2024-11-25T00:00:00,2024-11-25T00:00:00,
4900012949,2024,2024-12-17T00:00:00,2024-12-17T00:00:00,
4900012950,2025,2025-04-03T00:00:00,2025-04-03T00:00:00,4500004032
4900012951,2025,2025-04-19T00:00:00,2025-04-19T00:00:00,4500004033
4900012952,2025,2025-05-21T00:00:00,2025-05-21T00:00:00,
4900012953,2025,2025-06-05T00:00:00,2025-06-05T00:00:00,
4900012954,2025,2025-09-14T00:00:00,2025-09-14T00:00:00,
4900012955,2025,2025-12-15T00:00:00,2025-12-15T00:00:00,4500004034
4900012956,2026,2026-01-21T00:00:00,2026-01-21T00:00:00,
4900012957,2026,2026-02-04T00:00:00,2026-02-04T00:00:00,
4900012958,2026,2026-03-23T00:00:00,2026-03-23T00:00:00,4500004035
4900012959,2026,2026-04-06T00:00:00,2026-04-06T00:00:00,
4900012960,2026,2026-06-01T00:00:00,2026-06-01T00:00:00,
4900012961,2026,2026-07-03T00:00:00,2026-07-03T00:00:00,
4900012962,2024,2024-10-01T00:00:00,2024-10-01T00:00:00,
4900012963,2024,2024-12-01T00:00:00,2024-12-01T00:00:00,4500004039
4900012964,2024,2024-12-28T00:00:00,2024-12-28T00:00:00,
4900012965,2025,2025-03-05T00:00:00,2025-03-05T00:00:00,
4900012966,2025,2025-05-27T00:00:00,2025-05-27T00:00:00,
4900012967,2025,2025-05-30T00:00:00,2025-05-30T00:00:00,4500004040
4900012968,2025,2025-09-13T00:00:00,2025-09-13T00:00:00,
4900012969,2025,2025-12-10T00:00:00,2025-12-10T00:00:00,4500004042
4900012970,2025,2025-12-17T00:00:00,2025-12-17T00:00:00,
4900012971,2026,2026-01-01T00:00:00,2026-01-01T00:00:00,
4900012972,2026,2026-03-17T00:00:00,2026-03-17T00:00:00,
4900012973,2026,2026-04-05T00:00:00,2026-04-05T00:00:00,
4900012974,2026,2026-04-28T00:00:00,2026-04-28T00:00:00,4500004044
4900012975,2026,2026-08-02T00:00:00,2026-08-02T00:00:00,
4900012976,2025,2025-02-09T00:00:00,2025-02-09T00:00:00,4500004049
4900012977,2025,2025-07-12T00:00:00,2025-07-12T00:00:00,
4900012978,2025,2025-11-06T00:00:00,2025-11-06T00:00:00,
4900012979,2025,2025-12-16T00:00:00,2025-12-16T00:00:00,
4900012980,2026,2026-01-26T00:00:00,2026-01-26T00:00:00,4500004050
4900012981,2026,2026-01-29T00:00:00,2026-01-29T00:00:00,
4900012982,2026,2026-02-22T00:00:00,2026-02-22T00:00:00,
4900012983,2026,2026-03-15T00:00:00,2026-03-15T00:00:00,4500004051
4900012984,2026,2026-05-12T00:00:00,2026-05-12T00:00:00,
4900012985,2026,2026-08-15T00:00:00,2026-08-15T00:00:00,4500004053
4900012986,2024,2024-09-29T00:00:00,2024-09-29T00:00:00,
4900012987,2024,2024-11-14T00:00:00,2024-11-14T00:00:00,4500004054
4900012988,2024,2024-12-29T00:00:00,2024-12-29T00:00:00,
4900012989,2025,2025-02-07T00:00:00,2025-02-07T00:00:00,4500004055
4900012990,2025,2025-02-15T00:00:00,2025-02-15T00:00:00,
4900012991,2025,2025-03-18T00:00:00,2025-03-18T00:00:00,
4900012992,2025,2025-04-09T00:00:00,2025-04-09T00:00:00,
4900012993,2025,2025-04-26T00:00:00,2025-04-26T00:00:00,4500004056
4900012994,2025,2025-05-28T00:00:00,2025-05-28T00:00:00,4500004057
4900012995,2025,2025-06-20T00:00:00,2025-06-20T00:00:00,
4900012996,2025,2025-07-12T00:00:00,2025-07-12T00:00:00,
4900012997,2025,2025-11-04T00:00:00,2025-11-04T00:00:00,
4900012998,2026,2026-03-20T00:00:00,2026-03-20T00:00:00,
4900012999,2026,2026-06-23T00:00:00,2026-06-23T00:00:00,
4900013000,2026,2026-08-19T00:00:00,2026-08-19T00:00:00,
4900013001,2024,2024-09-14T00:00:00,2024-09-14T00:00:00,
4900013002,2024,2024-09-12T00:00:00,2024-09-12T00:00:00,
4900013003,2024,2024-10-24T00:00:00,2024-10-24T00:00:00,
4900013004,2024,2024-12-27T00:00:00,2024-12-27T00:00:00,
4900013005,2025,2025-01-17T00:00:00,2025-01-17T00:00:00,
4900013006,2025,2025-03-28T00:00:00,2025-03-28T00:00:00,
4900013007,2025,2025-04-02T00:00:00,2025-04-02T00:00:00,4500004059
4900013008,2025,2025-06-06T00:00:00,2025-06-06T00:00:00,
4900013009,2025,2025-07-02T00:00:00,2025-07-02T00:00:00,
4900013010,2025,2025-07-18T00:00:00,2025-07-18T00:00:00,4500004061
4900013011,2025,2025-10-13T00:00:00,2025-10-13T00:00:00,
4900013012,2025,2025-11-30T00:00:00,2025-11-30T00:00:00,
4900013013,2026,2026-01-08T00:00:00,2026-01-08T00:00:00,
4900013014,2026,2026-02-22T00:00:00,2026-02-22T00:00:00,
4900013015,2026,2026-04-08T00:00:00,2026-04-08T00:00:00,
4900013016,2026,2026-06-09T00:00:00,2026-06-09T00:00:00,
4900013017,2026,2026-08-14T00:00:00,2026-08-14T00:00:00,
4900013018,2024,2024-09-22T00:00:00,2024-09-22T00:00:00,
4900013019,2024,2024-10-30T00:00:00,2024-10-30T00:00:00,
4900013020,2024,2024-12-29T00:00:00,2024-12-29T00:00:00,
4900013021,2025,2025-01-06T00:00:00,2025-01-06T00:00:00,4500004065
4900013022,2025,2025-01-13T00:00:00,2025-01-13T00:00:00,
4900013023,2025,2025-03-23T00:00:00,2025-03-23T00:00:00,
4900013024,2025,2025-06-07T00:00:00,2025-06-07T00:00:00,
4900013025,2025,2025-06-28T00:00:00,2025-06-28T00:00:00,4500004066
4900013026,2025,2025-07-25T00:00:00,2025-07-25T00:00:00,
4900013027,2025,2025-11-08T00:00:00,2025-11-08T00:00:00,4500004067
4900013028,2026,2026-02-08T00:00:00,2026-02-08T00:00:00,
4900013029,2026,2026-04-11T00:00:00,2026-04-11T00:00:00,
4900013030,2026,2026-05-18T00:00:00,2026-05-18T00:00:00,4500004068
4900013031,2026,2026-07-08T00:00:00,2026-07-08T00:00:00,
4900013032,2024,2024-09-01T00:00:00,2024-09-01T00:00:00,
4900013033,2024,2024-10-25T00:00:00,2024-10-25T00:00:00,
4900013034,2024,2024-11-23T00:00:00,2024-11-23T00:00:00,
4900013035,2024,2024-12-03T00:00:00,2024-12-03T00:00:00,4500004069
4900013036,2024,2024-12-29T00:00:00,2024-12-29T00:00:00,
4900013037,2025,2025-01-19T00:00:00,2025-01-19T00:00:00,
4900013038,2025,2025-02-13T00:00:00,2025-02-13T00:00:00,
4900013039,2025,2025-03-08T00:00:00,2025-03-08T00:00:00,
4900013040,2025,2025-04-23T00:00:00,2025-04-23T00:00:00,
4900013041,2025,2025-05-17T00:00:00,2025-05-17T00:00:00,
4900013042,2025,2025-06-28T00:00:00,2025-06-28T00:00:00,
4900013043,2025,2025-07-12T00:00:00,2025-07-12T00:00:00,
4900013044,2025,2025-08-30T00:00:00,2025-08-30T00:00:00,
4900013045,2025,2025-09-27T00:00:00,2025-09-27T00:00:00,
4900013046,2025,2025-10-13T00:00:00,2025-10-13T00:00:00,4500004071
4900013047,2025,2025-10-28T00:00:00,2025-10-28T00:00:00,
4900013048,2025,2025-11-10T00:00:00,2025-11-10T00:00:00,
4900013049,2025,2025-12-08T00:00:00,2025-12-08T00:00:00,
4900013050,2026,2026-01-22T00:00:00,2026-01-22T00:00:00,
4900013051,2026,2026-02-07T00:00:00,2026-02-07T00:00:00,
4900013052,2026,2026-03-13T00:00:00,2026-03-13T00:00:00,
4900013053,2026,2026-04-16T00:00:00,2026-04-16T00:00:00,
4900013054,2026,2026-05-08T00:00:00,2026-05-08T00:00:00,
4900013055,2026,2026-06-13T00:00:00,2026-06-13T00:00:00,
4900013056,2026,2026-07-22T00:00:00,2026-07-22T00:00:00,
4900013057,2026,2026-08-11T00:00:00,2026-08-11T00:00:00,4500004073
4900013058,2026,2026-08-13T00:00:00,2026-08-13T00:00:00,
4900013059,2024,2024-09-16T00:00:00,2024-09-16T00:00:00,
4900013060,2024,2024-11-18T00:00:00,2024-11-18T00:00:00,4500004074
4900013061,2025,2025-01-04T00:00:00,2025-01-04T00:00:00,
4900013062,2025,2025-03-18T00:00:00,2025-03-18T00:00:00,
4900013063,2025,2025-07-13T00:00:00,2025-07-13T00:00:00,
4900013064,2025,2025-09-16T00:00:00,2025-09-16T00:00:00,4500004075
4900013065,2025,2025-12-19T00:00:00,2025-12-19T00:00:00,
4900013066,2026,2026-02-10T00:00:00,2026-02-10T00:00:00,
4900013067,2026,2026-07-08T00:00:00,2026-07-08T00:00:00,
4900013068,2024,2024-09-29T00:00:00,2024-09-29T00:00:00,
4900013069,2024,2024-10-15T00:00:00,2024-10-15T00:00:00,
4900013070,2024,2024-12-05T00:00:00,2024-12-05T00:00:00,4500004077
4900013071,2025,2025-01-21T00:00:00,2025-01-21T00:00:00,
4900013072,2025,2025-03-29T00:00:00,2025-03-29T00:00:00,
4900013073,2025,2025-06-20T00:00:00,2025-06-20T00:00:00,
4900013074,2025,2025-07-09T00:00:00,2025-07-09T00:00:00,
4900013075,2025,2025-08-05T00:00:00,2025-08-05T00:00:00,4500004078
4900013076,2025,2025-09-15T00:00:00,2025-09-15T00:00:00,
4900013077,2026,2026-05-27T00:00:00,2026-05-27T00:00:00,
4900013078,2026,2026-06-17T00:00:00,2026-06-17T00:00:00,
4900013079,2026,2026-07-13T00:00:00,2026-07-13T00:00:00,4500004079
4900013080,2026,2026-07-28T00:00:00,2026-07-28T00:00:00,
4900013081,2026,2026-08-18T00:00:00,2026-08-18T00:00:00,
4900013082,2024,2024-11-01T00:00:00,2024-11-01T00:00:00,
4900013083,2024,2024-11-23T00:00:00,2024-11-23T00:00:00,4500004082
4900013084,2025,2025-04-13T00:00:00,2025-04-13T00:00:00,
4900013085,2025,2025-04-24T00:00:00,2025-04-24T00:00:00,4500004083
4900013086,2025,2025-07-30T00:00:00,2025-07-30T00:00:00,
4900013087,2025,2025-08-18T00:00:00,2025-08-18T00:00:00,
4900013088,2025,2025-10-12T00:00:00,2025-10-12T00:00:00,4500004085
4900013089,2025,2025-10-15T00:00:00,2025-10-15T00:00:00,
4900013090,2025,2025-10-27T00:00:00,2025-10-27T00:00:00,4500004086
4900013091,2025,2025-11-20T00:00:00,2025-11-20T00:00:00,
4900013092,2025,2025-11-29T00:00:00,2025-11-29T00:00:00,4500004087
4900013093,2026,2026-04-12T00:00:00,2026-04-12T00:00:00,
4900013094,2026,2026-05-02T00:00:00,2026-05-02T00:00:00,4500004088
4900013095,2026,2026-06-04T00:00:00,2026-06-04T00:00:00,
4900013096,2026,2026-06-17T00:00:00,2026-06-17T00:00:00,4500004089
4900013097,2024,2024-09-24T00:00:00,2024-09-24T00:00:00,
4900013098,2024,2024-11-06T00:00:00,2024-11-06T00:00:00,
4900013099,2025,2025-01-22T00:00:00,2025-01-22T00:00:00,4500004090
4900013100,2025,2025-09-27T00:00:00,2025-09-27T00:00:00,
4900013101,2025,2025-11-08T00:00:00,2025-11-08T00:00:00,
4900013102,2025,2025-12-06T00:00:00,2025-12-06T00:00:00,
4900013103,2026,2026-02-11T00:00:00,2026-02-11T00:00:00,4500004091
4900013104,2026,2026-07-11T00:00:00,2026-07-11T00:00:00,
4900013105,2024,2024-10-02T00:00:00,2024-10-02T00:00:00,
4900013106,2024,2024-11-22T00:00:00,2024-11-22T00:00:00,
4900013107,2025,2025-01-14T00:00:00,2025-01-14T00:00:00,4500004094
4900013108,2025,2025-03-12T00:00:00,2025-03-12T00:00:00,
4900013109,2025,2025-04-13T00:00:00,2025-04-13T00:00:00,
4900013110,2025,2025-06-03T00:00:00,2025-06-03T00:00:00,
4900013111,2025,2025-07-27T00:00:00,2025-07-27T00:00:00,4500004097
4900013112,2025,2025-08-10T00:00:00,2025-08-10T00:00:00,
4900013113,2025,2025-09-17T00:00:00,2025-09-17T00:00:00,
4900013114,2025,2025-10-14T00:00:00,2025-10-14T00:00:00,
4900013115,2025,2025-11-14T00:00:00,2025-11-14T00:00:00,4500004098
4900013116,2025,2025-12-07T00:00:00,2025-12-07T00:00:00,
4900013117,2026,2026-02-12T00:00:00,2026-02-12T00:00:00,4500004099
4900013118,2026,2026-02-14T00:00:00,2026-02-14T00:00:00,
4900013119,2026,2026-03-04T00:00:00,2026-03-04T00:00:00,
4900013120,2026,2026-05-06T00:00:00,2026-05-06T00:00:00,4500004100
4900013121,2026,2026-05-16T00:00:00,2026-05-16T00:00:00,
4900013122,2026,2026-07-26T00:00:00,2026-07-26T00:00:00,
4900013123,2024,2024-09-05T00:00:00,2024-09-05T00:00:00,
4900013124,2024,2024-10-23T00:00:00,2024-10-23T00:00:00,
4900013125,2024,2024-12-20T00:00:00,2024-12-20T00:00:00,4500004103
4900013126,2025,2025-06-05T00:00:00,2025-06-05T00:00:00,
4900013127,2025,2025-09-12T00:00:00,2025-09-12T00:00:00,
4900013128,2025,2025-10-22T00:00:00,2025-10-22T00:00:00,4500004106
4900013129,2025,2025-11-13T00:00:00,2025-11-13T00:00:00,
4900013130,2025,2025-12-27T00:00:00,2025-12-27T00:00:00,
4900013131,2026,2026-01-12T00:00:00,2026-01-12T00:00:00,4500004107
4900013132,2026,2026-02-09T00:00:00,2026-02-09T00:00:00,
4900013133,2026,2026-02-19T00:00:00,2026-02-19T00:00:00,4500004108
4900013134,2026,2026-04-25T00:00:00,2026-04-25T00:00:00,
4900013135,2026,2026-06-05T00:00:00,2026-06-05T00:00:00,
4900013136,2026,2026-08-02T00:00:00,2026-08-02T00:00:00,4500004109
4900013137,2025,2025-04-10T00:00:00,2025-04-10T00:00:00,
4900013138,2025,2025-05-07T00:00:00,2025-05-07T00:00:00,
4900013139,2025,2025-06-20T00:00:00,2025-06-20T00:00:00,4500004111
4900013140,2025,2025-09-13T00:00:00,2025-09-13T00:00:00,
4900013141,2025,2025-10-20T00:00:00,2025-10-20T00:00:00,
4900013142,2025,2025-11-17T00:00:00,2025-11-17T00:00:00,
4900013143,2025,2025-12-12T00:00:00,2025-12-12T00:00:00,4500004113
4900013144,2026,2026-01-07T00:00:00,2026-01-07T00:00:00,
4900013145,2026,2026-02-14T00:00:00,2026-02-14T00:00:00,
4900013146,2026,2026-03-08T00:00:00,2026-03-08T00:00:00,
4900013147,2026,2026-04-09T00:00:00,2026-04-09T00:00:00,
4900013148,2026,2026-05-19T00:00:00,2026-05-19T00:00:00,
4900013149,2026,2026-05-28T00:00:00,2026-05-28T00:00:00,4500004115
4900013150,2026,2026-06-18T00:00:00,2026-06-18T00:00:00,
4900013151,2025,2025-03-06T00:00:00,2025-03-06T00:00:00,
4900013152,2025,2025-06-12T00:00:00,2025-06-12T00:00:00,
4900013153,2026,2026-06-01T00:00:00,2026-06-01T00:00:00,
4900013154,2024,2024-10-28T00:00:00,2024-10-28T00:00:00,
4900013155,2024,2024-09-22T00:00:00,2024-09-22T00:00:00,
4900013156,2024,2024-11-11T00:00:00,2024-11-11T00:00:00,4500004116
4900013157,2025,2025-04-08T00:00:00,2025-04-08T00:00:00,
4900013158,2025,2025-06-12T00:00:00,2025-06-12T00:00:00,
4900013159,2025,2025-08-03T00:00:00,2025-08-03T00:00:00,4500004117
4900013160,2025,2025-08-17T00:00:00,2025-08-17T00:00:00,
4900013161,2025,2025-10-01T00:00:00,2025-10-01T00:00:00,4500004118
4900013162,2025,2025-11-29T00:00:00,2025-11-29T00:00:00,
4900013163,2026,2026-02-27T00:00:00,2026-02-27T00:00:00,
4900013164,2026,2026-04-05T00:00:00,2026-04-05T00:00:00,
4900013165,2026,2026-04-15T00:00:00,2026-04-15T00:00:00,4500004119
4900013166,2026,2026-06-13T00:00:00,2026-06-13T00:00:00,
4900013167,2026,2026-08-01T00:00:00,2026-08-01T00:00:00,4500004120
4900013168,2024,2024-12-03T00:00:00,2024-12-03T00:00:00,
4900013169,2025,2025-01-21T00:00:00,2025-01-21T00:00:00,
4900013170,2025,2025-01-29T00:00:00,2025-01-29T00:00:00,4500004121
4900013171,2025,2025-02-25T00:00:00,2025-02-25T00:00:00,
4900013172,2025,2025-04-11T00:00:00,2025-04-11T00:00:00,4500004122
4900013173,2025,2025-04-22T00:00:00,2025-04-22T00:00:00,
4900013174,2025,2025-06-09T00:00:00,2025-06-09T00:00:00,
4900013175,2025,2025-07-11T00:00:00,2025-07-11T00:00:00,
4900013176,2025,2025-10-06T00:00:00,2025-10-06T00:00:00,
4900013177,2025,2025-10-17T00:00:00,2025-10-17T00:00:00,4500004124
4900013178,2026,2026-03-27T00:00:00,2026-03-27T00:00:00,
4900013179,2026,2026-04-17T00:00:00,2026-04-17T00:00:00,
4900013180,2026,2026-05-11T00:00:00,2026-05-11T00:00:00,
4900013181,2026,2026-06-06T00:00:00,2026-06-06T00:00:00,4500004125
4900013182,2026,2026-06-26T00:00:00,2026-06-26T00:00:00,
4900013183,2025,2025-01-09T00:00:00,2025-01-09T00:00:00,
4900013184,2025,2025-02-11T00:00:00,2025-02-11T00:00:00,
4900013185,2025,2025-04-13T00:00:00,2025-04-13T00:00:00,4500004129
4900013186,2025,2025-04-20T00:00:00,2025-04-20T00:00:00,
4900013187,2025,2025-05-23T00:00:00,2025-05-23T00:00:00,
4900013188,2025,2025-08-01T00:00:00,2025-08-01T00:00:00,
4900013189,2025,2025-09-24T00:00:00,2025-09-24T00:00:00,
4900013190,2026,2026-02-09T00:00:00,2026-02-09T00:00:00,4500004130
4900013191,2026,2026-05-05T00:00:00,2026-05-05T00:00:00,
4900013192,2026,2026-08-24T00:00:00,2026-08-24T00:00:00,
4900013193,2024,2024-09-09T00:00:00,2024-09-09T00:00:00,
4900013194,2024,2024-10-17T00:00:00,2024-10-17T00:00:00,4500004131
4900013195,2024,2024-10-19T00:00:00,2024-10-19T00:00:00,
4900013196,2024,2024-11-19T00:00:00,2024-11-19T00:00:00,
4900013197,2024,2024-12-27T00:00:00,2024-12-27T00:00:00,
4900013198,2025,2025-01-10T00:00:00,2025-01-10T00:00:00,4500004132
4900013199,2025,2025-01-20T00:00:00,2025-01-20T00:00:00,
4900013200,2025,2025-02-27T00:00:00,2025-02-27T00:00:00,
4900013201,2025,2025-03-20T00:00:00,2025-03-20T00:00:00,
4900013202,2025,2025-05-02T00:00:00,2025-05-02T00:00:00,4500004135
4900013203,2025,2025-05-15T00:00:00,2025-05-15T00:00:00,
4900013204,2025,2025-06-29T00:00:00,2025-06-29T00:00:00,
4900013205,2025,2025-07-17T00:00:00,2025-07-17T00:00:00,
4900013206,2025,2025-08-29T00:00:00,2025-08-29T00:00:00,
4900013207,2025,2025-09-01T00:00:00,2025-09-01T00:00:00,4500004136
4900013208,2025,2025-09-02T00:00:00,2025-09-02T00:00:00,
4900013209,2025,2025-10-21T00:00:00,2025-10-21T00:00:00,
4900013210,2025,2025-11-15T00:00:00,2025-11-15T00:00:00,
4900013211,2025,2025-11-27T00:00:00,2025-11-27T00:00:00,4500004137
4900013212,2025,2025-12-03T00:00:00,2025-12-03T00:00:00,
4900013213,2026,2026-01-01T00:00:00,2026-01-01T00:00:00,
4900013214,2026,2026-01-14T00:00:00,2026-01-14T00:00:00,4500004138
4900013215,2026,2026-02-24T00:00:00,2026-02-24T00:00:00,
4900013216,2026,2026-03-23T00:00:00,2026-03-23T00:00:00,
4900013217,2026,2026-04-05T00:00:00,2026-04-05T00:00:00,4500004139
4900013218,2026,2026-04-21T00:00:00,2026-04-21T00:00:00,
