Ebeln,Bsart,Aedat,Lifnr,Ekorg,Ekgrp,Waers
4500004596,AN,2026-01-12T00:00:00,0001000013,Z100,Z01,ZAR
4500004597,AN,2026-02-21T00:00:00,0001000013,Z100,Z01,ZAR
4500004598,WK,2024-09-24T00:00:00,0001000050,Z100,Z03,ZAR
4500004599,WK,2024-10-14T00:00:00,0001000050,Z100,Z03,ZAR
4500004600,WK,2025-02-13T00:00:00,0001000050,Z100,Z01,ZAR
4500004601,WK,2025-07-19T00:00:00,0001000050,Z100,Z03,ZAR
4500004602,AN,2026-01-24T00:00:00,0001000050,Z100,Z03,ZAR
4500004603,ZDOM,2026-08-05T00:00:00,0001000050,Z100,Z01,ZAR
4500004604,ZDOM,2024-11-03T00:00:00,0001000052,Z100,Z01,ZAR
4500004605,ZDOM,2025-07-24T00:00:00,0001000052,Z100,Z03,ZAR
4500004606,ZDOM,2026-03-14T00:00:00,0001000052,Z100,Z02,ZAR
4500004607,WK,2024-09-19T00:00:00,0001000051,Z100,Z03,ZAR
4500004608,WK,2025-07-06T00:00:00,0001000051,Z100,Z02,ZAR
4500004609,AN,2025-09-19T00:00:00,0001000051,Z100,Z02,ZAR
4500004610,AN,2026-08-05T00:00:00,0001000051,Z100,Z02,ZAR
4500004611,WK,2024-09-21T00:00:00,0001000052,Z100,Z01,ZAR
4500004612,ZDOM,2025-07-11T00:00:00,0001000052,Z100,Z03,ZAR
4500004613,AN,2024-10-08T00:00:00,0001000052,Z100,Z02,ZAR
4500004614,WK,2024-10-06T00:00:00,0001000052,Z100,Z01,ZAR
4500004615,AN,2025-03-17T00:00:00,0001000052,Z100,Z02,ZAR
4500004616,AN,2025-07-11T00:00:00,0001000052,Z100,Z02,ZAR
4500004617,AN,2026-02-08T00:00:00,0001000052,Z100,Z01,ZAR
4500004618,ZDOM,2026-03-20T00:00:00,0001000052,Z100,Z03,ZAR
4500004619,ZDOM,2024-11-11T00:00:00,0001000027,Z100,Z01,ZAR
4500004620,ZDOM,2025-04-05T00:00:00,0001000027,Z100,Z01,ZAR
4500004621,AN,2025-05-13T00:00:00,0001000027,Z100,Z03,ZAR
4500004622,ZDOM,2025-11-27T00:00:00,0001000027,Z100,Z02,ZAR
4500004623,WK,2026-04-21T00:00:00,0001000027,Z100,Z01,ZAR
4500004624,AN,2024-09-14T00:00:00,0001000027,Z100,Z02,ZAR
4500004625,AN,2025-01-22T00:00:00,0001000027,Z100,Z01,ZAR
4500004626,WK,2025-03-09T00:00:00,0001000027,Z100,Z01,ZAR
4500004627,WK,2025-08-28T00:00:00,0001000027,Z100,Z03,ZAR
4500004628,AN,2025-12-15T00:00:00,0001000027,Z100,Z02,ZAR
4500004629,WK,2026-05-25T00:00:00,0001000027,Z100,Z01,ZAR
4500004630,AN,2024-09-19T00:00:00,0001000019,Z100,Z02,ZAR
4500004631,WK,2025-05-08T00:00:00,0001000019,Z100,Z02,ZAR
4500004632,AN,2025-07-07T00:00:00,0001000019,Z100,Z03,ZAR
4500004633,WK,2025-07-18T00:00:00,0001000019,Z100,Z02,ZAR
4500004634,ZDOM,2026-03-21T00:00:00,0001000019,Z100,Z03,ZAR
4500004635,WK,2026-05-08T00:00:00,0001000019,Z100,Z01,ZAR
4500004636,WK,2024-10-09T00:00:00,0001000012,Z100,Z03,ZAR
4500004637,WK,2025-05-30T00:00:00,0001000012,Z100,Z01,ZAR
4500004638,WK,2026-03-24T00:00:00,0001000012,Z100,Z03,ZAR
4500004639,AN,2026-08-14T00:00:00,0001000012,Z100,Z03,ZAR
4500004640,ZDOM,2024-11-30T00:00:00,0001000012,Z100,Z03,ZAR
4500004641,WK,2025-06-15T00:00:00,0001000012,Z100,Z03,ZAR
4500004642,ZDOM,2026-01-16T00:00:00,0001000012,Z100,Z01,ZAR
4500004643,WK,2024-09-16T00:00:00,0001000044,Z100,Z02,ZAR
4500004644,AN,2025-01-23T00:00:00,0001000044,Z100,Z02,ZAR
4500004645,AN,2025-03-09T00:00:00,0001000044,Z100,Z03,ZAR
4500004646,AN,2025-05-03T00:00:00,0001000044,Z100,Z03,ZAR
4500004647,WK,2025-06-17T00:00:00,0001000044,Z100,Z02,ZAR
4500004648,WK,2026-01-18T00:00:00,0001000044,Z100,Z01,ZAR
4500004649,WK,2026-06-19T00:00:00,0001000044,Z100,Z01,ZAR
4500004650,WK,2024-09-12T00:00:00,0001000013,Z100,Z03,ZAR
4500004651,WK,2024-10-21T00:00:00,0001000013,Z100,Z02,ZAR
4500004652,WK,2025-06-02T00:00:00,0001000013,Z100,Z03,ZAR
4500004653,ZDOM,2026-01-23T00:00:00,0001000013,Z100,Z02,ZAR
4500004654,AN,2024-09-17T00:00:00,0001000037,Z100,Z01,ZAR
4500004655,WK,2025-08-10T00:00:00,0001000037,Z100,Z02,ZAR
4500004656,WK,2025-09-12T00:00:00,0001000037,Z100,Z02,ZAR
4500004657,ZDOM,2024-11-03T00:00:00,0001000043,Z100,Z03,ZAR
4500004658,AN,2024-11-16T00:00:00,0001000043,Z100,Z03,ZAR
4500004659,WK,2025-07-07T00:00:00,0001000043,Z100,Z03,ZAR
4500004660,WK,2026-02-23T00:00:00,0001000043,Z100,Z02,ZAR
4500004661,ZDOM,2024-09-26T00:00:00,0001000028,Z100,Z01,ZAR
4500004662,ZDOM,2025-01-06T00:00:00,0001000028,Z100,Z03,ZAR
4500004663,WK,2025-02-07T00:00:00,0001000028,Z100,Z03,ZAR
4500004664,ZDOM,2025-04-04T00:00:00,0001000028,Z100,Z02,ZAR
4500004665,WK,2025-10-26T00:00:00,0001000028,Z100,Z01,ZAR
4500004666,ZDOM,2025-12-02T00:00:00,0001000028,Z100,Z01,ZAR
4500004667,ZDOM,2026-02-13T00:00:00,0001000028,Z100,Z02,ZAR
4500004668,WK,2026-03-16T00:00:00,0001000028,Z100,Z01,ZAR
4500004669,WK,2026-04-09T00:00:00,0001000028,Z100,Z03,ZAR
4500004670,AN,2026-06-28T00:00:00,0001000028,Z100,Z01,ZAR
4500004671,WK,2026-07-27T00:00:00,0001000028,Z100,Z02,ZAR
4500004672,ZDOM,2026-09-07T00:00:00,0001000028,Z100,Z02,ZAR
4500004673,ZDOM,2024-10-11T00:00:00,0001000028,Z100,Z02,ZAR
4500004674,WK,2025-08-30T00:00:00,0001000028,Z100,Z01,ZAR
4500004675,ZDOM,2026-03-11T00:00:00,0001000028,Z100,Z01,ZAR
4500004676,AN,2024-11-10T00:00:00,0001000025,Z100,Z02,ZAR
4500004677,ZDOM,2025-08-19T00:00:00,0001000025,Z100,Z02,ZAR
4500004678,ZDOM,2026-02-06T00:00:00,0001000025,Z100,Z01,ZAR
4500004679,WK,2024-09-13T00:00:00,0001000044,Z100,Z01,ZAR
4500004680,AN,2025-09-01T00:00:00,0001000044,Z100,Z02,ZAR
4500004681,AN,2026-03-07T00:00:00,0001000044,Z100,Z03,ZAR
4500004682,WK,2026-03-10T00:00:00,0001000044,Z100,Z02,ZAR
4500004683,WK,2024-09-26T00:00:00,0001000014,Z100,Z02,ZAR
4500004684,AN,2025-10-12T00:00:00,0001000014,Z100,Z01,ZAR
4500004685,AN,2024-10-08T00:00:00,0001000014,Z100,Z01,ZAR
4500004686,ZDOM,2026-02-17T00:00:00,0001000014,Z100,Z03,ZAR
4500004687,AN,2026-03-13T00:00:00,0001000014,Z100,Z01,ZAR
4500004688,WK,2026-04-21T00:00:00,0001000014,Z100,Z02,ZAR
4500004689,ZDOM,2026-09-06T00:00:00,0001000014,Z100,Z02,ZAR
4500004690,WK,2024-09-20T00:00:00,0001000056,Z100,Z03,ZAR
4500004691,AN,2024-12-27T00:00:00,0001000056,Z100,Z02,ZAR
4500004692,AN,2025-01-22T00:00:00,0001000056,Z100,Z01,ZAR
4500004693,WK,2025-02-15T00:00:00,0001000056,Z100,Z02,ZAR
4500004694,AN,2025-10-29T00:00:00,0001000056,Z100,Z03,ZAR
4500004695,AN,2026-03-15T00:00:00,0001000056,Z100,Z02,ZAR
4500004696,AN,2026-06-29T00:00:00,0001000056,Z100,Z01,ZAR
4500004697,AN,2026-07-27T00:00:00,0001000056,Z100,Z01,ZAR
4500004698,AN,2024-09-16T00:00:00,0001000027,Z100,Z02,ZAR
4500004699,AN,2024-11-30T00:00:00,0001000027,Z100,Z01,ZAR
4500004700,ZDOM,2025-04-04T00:00:00,0001000027,Z100,Z02,ZAR
4500004701,ZDOM,2026-01-15T00:00:00,0001000027,Z100,Z02,ZAR
4500004702,AN,2026-04-03T00:00:00,0001000027,Z100,Z02,ZAR
4500004703,ZDOM,2026-07-04T00:00:00,0001000027,Z100,Z03,ZAR
4500004704,WK,2026-09-01T00:00:00,0001000027,Z100,Z02,ZAR
4500004705,WK,2024-10-01T00:00:00,0001000027,Z100,Z03,ZAR
4500004706,ZDOM,2024-10-22T00:00:00,0001000027,Z100,Z01,ZAR
4500004707,ZDOM,2024-11-13T00:00:00,0001000027,Z100,Z01,ZAR
4500004708,WK,2025-02-21T00:00:00,0001000027,Z100,Z02,ZAR
4500004709,WK,2025-08-16T00:00:00,0001000027,Z100,Z02,ZAR
4500004710,WK,2026-02-09T00:00:00,0001000027,Z100,Z02,ZAR
4500004711,WK,2026-06-30T00:00:00,0001000027,Z100,Z02,ZAR
4500004712,WK,2024-09-06T00:00:00,0001000041,Z100,Z02,ZAR
4500004713,WK,2024-10-13T00:00:00,0001000041,Z100,Z03,ZAR
4500004714,AN,2024-12-02T00:00:00,0001000041,Z100,Z01,ZAR
4500004715,WK,2025-01-02T00:00:00,0001000041,Z100,Z02,ZAR
4500004716,ZDOM,2025-09-13T00:00:00,0001000041,Z100,Z03,ZAR
4500004717,WK,2026-03-21T00:00:00,0001000041,Z100,Z01,ZAR
4500004718,AN,2026-08-12T00:00:00,0001000041,Z100,Z01,ZAR
4500004719,WK,2024-09-17T00:00:00,0001000036,Z100,Z02,ZAR
4500004720,ZDOM,2025-04-15T00:00:00,0001000036,Z100,Z01,ZAR
4500004721,AN,2026-06-09T00:00:00,0001000036,Z100,Z02,ZAR
4500004722,ZDOM,2024-09-20T00:00:00,0001000046,Z100,Z01,ZAR
4500004723,WK,2025-04-21T00:00:00,0001000046,Z100,Z03,ZAR
4500004724,WK,2025-10-12T00:00:00,0001000046,Z100,Z02,ZAR
4500004725,ZDOM,2026-01-31T00:00:00,0001000046,Z100,Z02,ZAR
4500004726,WK,2026-08-30T00:00:00,0001000046,Z100,Z02,ZAR
4500004727,ZDOM,2024-09-23T00:00:00,0001000042,Z100,Z03,ZAR
4500004728,WK,2025-12-06T00:00:00,0001000042,Z100,Z01,ZAR
4500004729,AN,2025-12-22T00:00:00,0001000042,Z100,Z03,ZAR
4500004730,ZDOM,2026-06-13T00:00:00,0001000042,Z100,Z02,ZAR
4500004731,AN,2024-11-10T00:00:00,0001000011,Z100,Z01,ZAR
4500004732,AN,2025-06-19T00:00:00,0001000011,Z100,Z03,ZAR
4500004733,WK,2026-01-09T00:00:00,0001000011,Z100,Z03,ZAR
4500004734,WK,2024-10-30T00:00:00,0001000019,Z100,Z02,ZAR
4500004735,ZDOM,2025-11-13T00:00:00,0001000019,Z100,Z01,ZAR
4500004736,WK,2026-08-02T00:00:00,0001000019,Z100,Z03,ZAR
4500004737,WK,2024-09-13T00:00:00,0001000012,Z100,Z03,ZAR
4500004738,AN,2024-12-23T00:00:00,0001000012,Z100,Z02,ZAR
4500004739,AN,2025-01-30T00:00:00,0001000012,Z100,Z01,ZAR
4500004740,WK,2025-04-29T00:00:00,0001000012,Z100,Z03,ZAR
4500004741,AN,2025-05-30T00:00:00,0001000012,Z100,Z03,ZAR
4500004742,WK,2026-02-20T00:00:00,0001000012,Z100,Z02,ZAR
4500004743,AN,2024-10-02T00:00:00,0001000053,Z100,Z02,ZAR
4500004744,ZDOM,2025-07-05T00:00:00,0001000053,Z100,Z01,ZAR
4500004745,AN,2026-03-03T00:00:00,0001000053,Z100,Z02,ZAR
4500004746,AN,2026-06-04T00:00:00,0001000053,Z100,Z03,ZAR
4500004747,AN,2024-09-29T00:00:00,0001000036,Z100,Z03,ZAR
4500004748,WK,2025-01-03T00:00:00,0001000036,Z100,Z03,ZAR
4500004749,WK,2025-07-10T00:00:00,0001000036,Z100,Z01,ZAR
4500004750,ZDOM,2025-08-23T00:00:00,0001000036,Z100,Z02,ZAR
4500004751,WK,2026-02-28T00:00:00,0001000036,Z100,Z02,ZAR
4500004752,ZDOM,2026-04-10T00:00:00,0001000036,Z100,Z03,ZAR
4500004753,ZDOM,2026-04-27T00:00:00,0001000036,Z100,Z02,ZAR
4500004754,ZDOM,2024-09-20T00:00:00,0001000009,Z100,Z01,ZAR
4500004755,AN,2025-06-13T00:00:00,0001000009,Z100,Z02,ZAR
4500004756,AN,2025-07-26T00:00:00,0001000009,Z100,Z03,ZAR
4500004757,ZDOM,2025-08-31T00:00:00,0001000009,Z100,Z01,ZAR
4500004758,WK,2026-06-19T00:00:00,0001000009,Z100,Z03,ZAR
4500004759,ZDOM,2024-12-07T00:00:00,0001000017,Z100,Z02,ZAR
4500004760,ZDOM,2025-05-25T00:00:00,0001000017,Z100,Z03,ZAR
4500004761,ZDOM,2026-06-24T00:00:00,0001000017,Z100,Z01,ZAR
4500004762,AN,2026-03-04T00:00:00,0001000023,Z100,Z01,ZAR
4500004763,AN,2024-11-22T00:00:00,0001000041,Z100,Z02,ZAR
4500004764,ZDOM,2025-07-04T00:00:00,0001000041,Z100,Z03,ZAR
4500004765,ZDOM,2026-02-26T00:00:00,0001000041,Z100,Z02,ZAR
4500004766,ZDOM,2026-09-02T00:00:00,0001000041,Z100,Z03,ZAR
4500004767,WK,2024-09-26T00:00:00,0001000052,Z100,Z03,ZAR
4500004768,WK,2025-02-15T00:00:00,0001000052,Z100,Z02,ZAR
4500004769,ZDOM,2025-03-25T00:00:00,0001000052,Z100,Z03,ZAR
4500004770,WK,2025-08-14T00:00:00,0001000052,Z100,Z02,ZAR
4500004771,WK,2026-06-19T00:00:00,0001000052,Z100,Z02,ZAR
4500004772,WK,2026-07-22T00:00:00,0001000059,Z100,Z01,ZAR
4500004773,AN,2024-10-31T00:00:00,0001000006,Z100,Z01,ZAR
4500004774,ZDOM,2024-11-12T00:00:00,0001000006,Z100,Z03,ZAR
4500004775,ZDOM,2024-12-12T00:00:00,0001000006,Z100,Z02,ZAR
4500004776,WK,2025-01-29T00:00:00,0001000006,Z100,Z03,ZAR
4500004777,ZDOM,2025-07-18T00:00:00,0001000006,Z100,Z03,ZAR
4500004778,ZDOM,2024-09-20T00:00:00,0001000043,Z100,Z03,ZAR
4500004779,ZDOM,2024-12-28T00:00:00,0001000043,Z100,Z03,ZAR
4500004780,WK,2025-07-18T00:00:00,0001000043,Z100,Z02,ZAR
4500004781,AN,2025-12-31T00:00:00,0001000043,Z100,Z01,ZAR
4500004782,WK,2026-06-21T00:00:00,0001000043,Z100,Z03,ZAR
4500004783,WK,2024-10-28T00:00:00,0001000026,Z100,Z03,ZAR
4500004784,ZDOM,2025-08-16T00:00:00,0001000026,Z100,Z02,ZAR
4500004785,WK,2026-06-06T00:00:00,0001000026,Z100,Z01,ZAR
4500004786,ZDOM,2026-06-13T00:00:00,0001000026,Z100,Z01,ZAR
4500004787,ZDOM,2024-12-13T00:00:00,0001000026,Z100,Z02,ZAR
4500004788,ZDOM,2025-01-14T00:00:00,0001000026,Z100,Z03,ZAR
4500004789,WK,2025-09-30T00:00:00,0001000026,Z100,Z03,ZAR
4500004790,ZDOM,2025-10-28T00:00:00,0001000026,Z100,Z02,ZAR
4500004791,ZDOM,2025-12-04T00:00:00,0001000026,Z100,Z03,ZAR
4500004792,WK,2026-07-28T00:00:00,0001000026,Z100,Z01,ZAR
4500004793,ZDOM,2026-09-02T00:00:00,0001000026,Z100,Z02,ZAR
4500004794,AN,2025-03-21T00:00:00,0001000027,Z100,Z01,ZAR
4500004795,AN,2025-04-07T00:00:00,0001000027,Z100,Z01,ZAR
4500004796,AN,2025-07-18T00:00:00,0001000027,Z100,Z02,ZAR
4500004797,ZDOM,2026-01-24T00:00:00,0001000027,Z100,Z03,ZAR
4500004798,WK,2026-02-17T00:00:00,0001000027,Z100,Z03,ZAR
4500004799,WK,2025-11-20T00:00:00,0001000029,Z100,Z03,ZAR
4500004800,AN,2026-01-03T00:00:00,0001000029,Z100,Z03,ZAR
4500004801,AN,2024-11-25T00:00:00,0001000026,Z100,Z03,ZAR
4500004802,ZDOM,2025-08-13T00:00:00,0001000026,Z100,Z01,ZAR
4500004803,WK,2025-09-14T00:00:00,0001000026,Z100,Z02,ZAR
4500004804,ZDOM,2026-01-06T00:00:00,0001000026,Z100,Z03,ZAR
4500004805,AN,2024-09-08T00:00:00,0001000009,Z100,Z01,ZAR
4500004806,ZDOM,2025-02-23T00:00:00,0001000009,Z100,Z03,ZAR
4500004807,AN,2025-03-30T00:00:00,0001000009,Z100,Z01,ZAR
4500004808,AN,2026-07-03T00:00:00,0001000009,Z100,Z03,ZAR
4500004809,AN,2024-12-18T00:00:00,0001000034,Z100,Z02,ZAR
4500004810,ZDOM,2025-01-11T00:00:00,0001000034,Z100,Z03,ZAR
4500004811,AN,2026-02-23T00:00:00,0001000034,Z100,Z01,ZAR
4500004812,AN,2026-06-13T00:00:00,0001000034,Z100,Z02,ZAR
4500004813,AN,2024-09-25T00:00:00,0001000034,Z100,Z03,ZAR
4500004814,WK,2025-03-02T00:00:00,0001000034,Z100,Z01,ZAR
4500004815,AN,2025-06-05T00:00:00,0001000034,Z100,Z02,ZAR
4500004816,ZDOM,2025-07-23T00:00:00,0001000034,Z100,Z01,ZAR
4500004817,WK,2024-09-24T00:00:00,0001000013,Z100,Z01,ZAR
4500004818,ZDOM,2025-11-19T00:00:00,0001000013,Z100,Z03,ZAR
4500004819,ZDOM,2025-01-13T00:00:00,0001000050,Z100,Z03,ZAR
4500004820,AN,2025-05-25T00:00:00,0001000050,Z100,Z01,ZAR
4500004821,WK,2025-10-01T00:00:00,0001000050,Z100,Z03,ZAR
4500004822,WK,2026-01-14T00:00:00,0001000050,Z100,Z01,ZAR
4500004823,WK,2026-05-10T00:00:00,0001000050,Z100,Z02,ZAR
4500004824,WK,2026-02-20T00:00:00,0001000046,Z100,Z02,ZAR
4500004825,AN,2026-07-23T00:00:00,0001000046,Z100,Z02,ZAR
4500004826,AN,2025-09-14T00:00:00,0001000046,Z100,Z01,ZAR
4500004827,AN,2025-10-27T00:00:00,0001000046,Z100,Z03,ZAR
4500004828,WK,2025-11-18T00:00:00,0001000046,Z100,Z01,ZAR
4500004829,AN,2026-04-26T00:00:00,0001000046,Z100,Z03,ZAR
4500004830,WK,2026-06-02T00:00:00,0001000046,Z100,Z03,ZAR
4500004831,WK,2026-02-13T00:00:00,0001000058,Z100,Z01,ZAR
4500004832,WK,2024-09-13T00:00:00,0001000053,Z100,Z03,ZAR
4500004833,WK,2024-12-19T00:00:00,0001000053,Z100,Z02,ZAR
4500004834,AN,2025-05-07T00:00:00,0001000053,Z100,Z02,ZAR
4500004835,ZDOM,2025-09-22T00:00:00,0001000053,Z100,Z03,ZAR
4500004836,AN,2025-10-14T00:00:00,0001000053,Z100,Z02,ZAR
4500004837,WK,2026-02-02T00:00:00,0001000053,Z100,Z03,ZAR
4500004838,ZDOM,2026-04-24T00:00:00,0001000053,Z100,Z01,ZAR
4500004839,AN,2026-08-20T00:00:00,0001000053,Z100,Z02,ZAR
4500004840,WK,2024-10-10T00:00:00,0001000043,Z100,Z01,ZAR
4500004841,AN,2025-04-30T00:00:00,0001000043,Z100,Z03,ZAR
4500004842,ZDOM,2025-11-05T00:00:00,0001000043,Z100,Z01,ZAR
4500004843,ZDOM,2026-03-03T00:00:00,0001000043,Z100,Z03,ZAR
4500004844,AN,2026-06-09T00:00:00,0001000043,Z100,Z02,ZAR
4500004845,WK,2024-09-24T00:00:00,0001000043,Z100,Z03,ZAR
4500004846,ZDOM,2024-10-19T00:00:00,0001000043,Z100,Z02,ZAR
4500004847,ZDOM,2025-12-07T00:00:00,0001000043,Z100,Z02,ZAR
4500004848,AN,2024-11-22T00:00:00,0001000049,Z100,Z02,ZAR
4500004849,AN,2024-12-25T00:00:00,0001000049,Z100,Z03,ZAR
4500004850,WK,2025-06-28T00:00:00,0001000049,Z100,Z01,ZAR
4500004851,ZDOM,2025-07-16T00:00:00,0001000049,Z100,Z01,ZAR
4500004852,WK,2025-10-02T00:00:00,0001000049,Z100,Z03,ZAR
4500004853,AN,2025-12-01T00:00:00,0001000049,Z100,Z01,ZAR
4500004854,ZDOM,2026-02-26T00:00:00,0001000049,Z100,Z01,ZAR
4500004855,ZDOM,2026-03-21T00:00:00,0001000049,Z100,Z02,ZAR
4500004856,AN,2026-07-29T00:00:00,0001000049,Z100,Z01,ZAR
4500004857,AN,2024-10-10T00:00:00,0001000013,Z100,Z03,ZAR
4500004858,AN,2025-05-06T00:00:00,0001000013,Z100,Z01,ZAR
4500004859,AN,2025-10-01T00:00:00,0001000013,Z100,Z02,ZAR
4500004860,AN,2025-12-31T00:00:00,0001000013,Z100,Z03,ZAR
4500004861,AN,2026-01-13T00:00:00,0001000013,Z100,Z03,ZAR
4500004862,WK,2026-02-07T00:00:00,0001000013,Z100,Z01,ZAR
4500004863,WK,2026-04-15T00:00:00,0001000013,Z100,Z02,ZAR
4500004864,ZDOM,2024-09-14T00:00:00,0001000055,Z100,Z02,ZAR
4500004865,WK,2025-02-26T00:00:00,0001000055,Z100,Z03,ZAR
4500004866,ZDOM,2025-08-15T00:00:00,0001000055,Z100,Z01,ZAR
4500004867,ZDOM,2026-02-20T00:00:00,0001000055,Z100,Z01,ZAR
4500004868,ZDOM,2026-07-21T00:00:00,0001000055,Z100,Z03,ZAR
4500004869,ZDOM,2024-09-24T00:00:00,0001000055,Z100,Z01,ZAR
4500004870,ZDOM,2025-05-14T00:00:00,0001000055,Z100,Z01,ZAR
4500004871,AN,2025-12-18T00:00:00,0001000055,Z100,Z01,ZAR
4500004872,WK,2024-09-12T00:00:00,0001000038,Z100,Z01,ZAR
4500004873,ZDOM,2025-08-15T00:00:00,0001000038,Z100,Z02,ZAR
4500004874,AN,2025-10-18T00:00:00,0001000038,Z100,Z01,ZAR
4500004875,ZDOM,2026-07-28T00:00:00,0001000038,Z100,Z02,ZAR
4500004876,ZDOM,2024-09-14T00:00:00,0001000038,Z100,Z03,ZAR
4500004877,WK,2025-11-09T00:00:00,0001000038,Z100,Z01,ZAR
4500004878,WK,2024-10-22T00:00:00,0001000056,Z100,Z03,ZAR
4500004879,WK,2024-11-28T00:00:00,0001000056,Z100,Z01,ZAR
4500004880,AN,2025-02-14T00:00:00,0001000056,Z100,Z02,ZAR
4500004881,WK,2025-06-02T00:00:00,0001000056,Z100,Z02,ZAR
4500004882,ZDOM,2025-06-25T00:00:00,0001000056,Z100,Z03,ZAR
4500004883,ZDOM,2025-09-30T00:00:00,0001000056,Z100,Z03,ZAR
4500004884,AN,2026-03-29T00:00:00,0001000056,Z100,Z01,ZAR
4500004885,AN,2026-04-26T00:00:00,0001000056,Z100,Z03,ZAR
4500004886,AN,2024-12-01T00:00:00,0001000017,Z100,Z03,ZAR
4500004887,ZDOM,2025-03-04T00:00:00,0001000017,Z100,Z02,ZAR
4500004888,AN,2025-06-29T00:00:00,0001000017,Z100,Z02,ZAR
4500004889,AN,2025-09-22T00:00:00,0001000017,Z100,Z01,ZAR
4500004890,WK,2025-10-12T00:00:00,0001000017,Z100,Z01,ZAR
4500004891,ZDOM,2026-01-06T00:00:00,0001000017,Z100,Z01,ZAR
4500004892,AN,2026-04-13T00:00:00,0001000017,Z100,Z03,ZAR
4500004893,ZDOM,2026-07-26T00:00:00,0001000017,Z100,Z02,ZAR
4500004894,WK,2024-09-25T00:00:00,0001000007,Z100,Z02,ZAR
4500004895,WK,2025-04-10T00:00:00,0001000007,Z100,Z02,ZAR
4500004896,AN,2025-10-15T00:00:00,0001000007,Z100,Z03,ZAR
4500004897,ZDOM,2026-03-23T00:00:00,0001000007,Z100,Z02,ZAR
4500004898,ZDOM,2026-08-15T00:00:00,0001000007,Z100,Z03,ZAR
4500004899,WK,2024-09-20T00:00:00,0001000006,Z100,Z02,ZAR
4500004900,AN,2025-01-20T00:00:00,0001000006,Z100,Z01,ZAR
4500004901,AN,2025-08-31T00:00:00,0001000006,Z100,Z01,ZAR
4500004902,ZDOM,2025-10-25T00:00:00,0001000006,Z100,Z03,ZAR
4500004903,WK,2025-12-09T00:00:00,0001000006,Z100,Z01,ZAR
4500004904,WK,2024-09-15T00:00:00,0001000049,Z100,Z02,ZAR
4500004905,ZDOM,2024-10-15T00:00:00,0001000049,Z100,Z01,ZAR
4500004906,ZDOM,2025-01-27T00:00:00,0001000049,Z100,Z01,ZAR
4500004907,ZDOM,2025-03-31T00:00:00,0001000049,Z100,Z03,ZAR
4500004908,WK,2025-08-08T00:00:00,0001000049,Z100,Z03,ZAR
4500004909,WK,2025-10-10T00:00:00,0001000049,Z100,Z02,ZAR
4500004910,WK,2026-03-27T00:00:00,0001000049,Z100,Z02,ZAR
4500004911,ZDOM,2026-08-05T00:00:00,0001000049,Z100,Z01,ZAR
4500004912,WK,2024-09-30T00:00:00,0001000051,Z100,Z03,ZAR
4500004913,AN,2025-11-19T00:00:00,0001000051,Z100,Z01,ZAR
4500004914,AN,2024-11-07T00:00:00,0001000012,Z100,Z02,ZAR
4500004915,ZDOM,2025-04-05T00:00:00,0001000012,Z100,Z01,ZAR
4500004916,WK,2025-11-12T00:00:00,0001000012,Z100,Z02,ZAR
4500004917,WK,2026-02-02T00:00:00,0001000012,Z100,Z03,ZAR
4500004918,WK,2026-05-12T00:00:00,0001000012,Z100,Z03,ZAR
4500004919,ZDOM,2026-06-13T00:00:00,0001000012,Z100,Z03,ZAR
4500004920,ZDOM,2026-07-21T00:00:00,0001000012,Z100,Z02,ZAR
4500004921,ZDOM,2024-10-14T00:00:00,0001000006,Z100,Z03,ZAR
4500004922,WK,2025-03-29T00:00:00,0001000006,Z100,Z03,ZAR
4500004923,WK,2025-07-30T00:00:00,0001000006,Z100,Z02,ZAR
4500004924,ZDOM,2026-03-31T00:00:00,0001000006,Z100,Z03,ZAR
4500004925,WK,2026-05-28T00:00:00,0001000006,Z100,Z03,ZAR
4500004926,AN,2026-06-24T00:00:00,0001000006,Z100,Z02,ZAR
4500004927,WK,2026-09-07T00:00:00,0001000006,Z100,Z02,ZAR
4500004928,WK,2024-10-03T00:00:00,0001000021,Z100,Z02,ZAR
4500004929,WK,2025-08-31T00:00:00,0001000021,Z100,Z02,ZAR
4500004930,AN,2026-04-13T00:00:00,0001000021,Z100,Z02,ZAR
4500004931,ZDOM,2026-07-01T00:00:00,0001000021,Z100,Z01,ZAR
4500004932,AN,2024-11-09T00:00:00,0001000021,Z100,Z01,ZAR
4500004933,AN,2025-07-29T00:00:00,0001000021,Z100,Z02,ZAR
4500004934,ZDOM,2025-08-15T00:00:00,0001000021,Z100,Z02,ZAR
4500004935,ZDOM,2026-01-16T00:00:00,0001000021,Z100,Z01,ZAR
4500004936,ZDOM,2026-03-24T00:00:00,0001000021,Z100,Z01,ZAR
4500004937,WK,2026-07-16T00:00:00,0001000021,Z100,Z03,ZAR
4500004938,ZDOM,2024-10-29T00:00:00,0001000012,Z100,Z02,ZAR
4500004939,AN,2024-11-13T00:00:00,0001000012,Z100,Z02,ZAR
4500004940,ZDOM,2025-02-26T00:00:00,0001000012,Z100,Z02,ZAR
4500004941,ZDOM,2026-07-05T00:00:00,0001000012,Z100,Z01,ZAR
4500004942,ZDOM,2024-09-19T00:00:00,0001000001,Z100,Z02,ZAR
4500004943,AN,2025-07-12T00:00:00,0001000001,Z100,Z02,ZAR
4500004944,ZDOM,2025-09-08T00:00:00,0001000001,Z100,Z01,ZAR
