Rsnum,Rspos,Xloek,Kzear,Matnr,Werks,Lgort,Bdter,Bdmng,Meins,Enmng,Enwrt,Banfn,Bnfpo,Aufnr,Bwart,Umwrk,Umlgo,Wempf,Zzaisession
1000000324,0001,false,true,000000000030000134,2000,SP02,2026-06-07T00:00:00,2.000,EA,1.000,75705.45,2000008086,00010,423410478,261,,,VZIREQ02,SESS-000312
1000000325,0001,false,true,000000000030000135,4000,SP04,2026-04-10T00:00:00,2.000,EA,2.000,260646.38,2000008087,00010,444671281,261,,,VZIREQ05,SESS-000313
1000000326,0001,false,false,000000000030000135,4000,SP04,2026-07-22T00:00:00,4.000,EA,0.000,0.00,2000008088,00010,442669104,261,,,VZIREQ05,SESS-000314
1000000327,0001,false,false,000000000030000136,3000,SP03,2026-03-27T00:00:00,4.000,EA,0.000,0.00,2000008089,00010,431018919,261,,,VZIREQ01,SESS-000315
1000000328,0001,false,true,000000000030000136,3000,SP03,2025-12-24T00:00:00,1.000,EA,1.000,282844.55,2000008090,00010,436693864,261,,,VZIREQ01,SESS-000316
1000000329,0001,false,false,000000000030000137,3000,SP03,2025-12-07T00:00:00,2.000,EA,0.000,0.00,2000008091,00010,438813971,261,,,VZIREQ04,SESS-000317
1000000330,0001,false,false,000000000030000138,4000,SP04,2026-07-14T00:00:00,2.000,EA,0.000,0.00,2000008092,00010,449670360,261,,,VZIREQ02,SESS-000318
1000000331,0001,false,false,000000000030000139,3000,SP03,2026-08-06T00:00:00,1.000,EA,0.000,0.00,2000008093,00010,438205505,261,,,VZIREQ01,SESS-000319
1000000332,0001,false,false,000000000030000140,3000,SP03,2026-01-20T00:00:00,1.000,EA,0.000,0.00,2000008094,00010,439495225,261,,,VZIREQ03,SESS-000320
1000000333,0001,false,true,000000000030000140,3000,SP03,2025-10-22T00:00:00,3.000,EA,3.000,249007.65,2000008095,00010,432463044,261,,,VZIREQ03,SESS-000321
1000000334,0001,false,true,000000000030000140,3000,SP03,2025-09-23T00:00:00,1.000,EA,1.000,83002.55,2000008096,00010,431785262,261,,,VZIREQ01,SESS-000322
1000000335,0001,false,false,000000000030000141,3000,SP03,2026-03-27T00:00:00,2.000,EA,0.000,0.00,2000008097,00010,437387362,261,,,VZIREQ05,SESS-000323
1000000336,0001,false,false,000000000030000141,3000,SP03,2025-12-31T00:00:00,2.000,EA,1.000,84568.82,2000008098,00010,434441153,261,,,VZIREQ05,SESS-000324
1000000337,0001,false,true,000000000030000141,2000,SP02,2025-11-28T00:00:00,3.000,EA,3.000,253706.46,2000008099,00010,429086222,261,,,VZIREQ05,SESS-000325
1000000338,0001,false,true,000000000030000141,2000,SP02,2025-11-02T00:00:00,3.000,EA,1.000,84568.82,2000008100,00010,424164701,261,,,VZIREQ01,SESS-000326
1000000339,0001,false,true,000000000030000141,2000,SP02,2025-11-09T00:00:00,2.000,EA,2.000,169137.64,2000008101,00010,427643186,261,,,VZIREQ05,SESS-000327
1000000340,0001,false,false,000000000030000142,1000,SP01,2026-02-05T00:00:00,3.000,EA,0.000,0.00,2000008102,00010,414232146,261,,,VZIREQ04,SESS-000328
1000000341,0001,false,true,000000000030000142,1000,SP01,2026-06-18T00:00:00,1.000,EA,1.000,45351.54,2000008103,00010,415481818,261,,,VZIREQ03,SESS-000329
1000000342,0001,false,true,000000000030000143,2000,SP02,2025-10-30T00:00:00,2.000,EA,2.000,28327.46,2000008104,00010,424160189,261,,,VZIREQ04,SESS-000330
1000000343,0001,false,true,000000000030000143,2000,SP02,2025-11-16T00:00:00,1.000,EA,1.000,14163.73,2000008105,00010,421186892,261,,,VZIREQ03,SESS-000331
1000000344,0001,false,false,000000000030000143,3000,SP03,2025-10-09T00:00:00,4.000,EA,0.000,0.00,2000008106,00010,433677219,261,,,VZIREQ04,SESS-000332
1000000345,0001,false,false,000000000030000144,3000,SP03,2026-03-09T00:00:00,2.000,EA,0.000,0.00,2000008107,00010,435498047,261,,,VZIREQ03,SESS-000333
1000000346,0001,false,false,000000000030000144,3000,SP03,2026-02-17T00:00:00,3.000,EA,0.000,0.00,2000008108,00010,439817367,261,,,VZIREQ05,SESS-000334
1000000347,0001,false,true,000000000030000145,3000,SP03,2026-08-09T00:00:00,4.000,EA,4.000,220738.80,2000008109,00010,433114721,261,,,VZIREQ05,SESS-000335
1000000348,0001,false,true,000000000030000145,4000,SP04,2025-12-17T00:00:00,3.000,EA,3.000,165554.10,2000008110,00010,449250656,261,,,VZIREQ02,SESS-000336
1000000349,0001,false,false,000000000030000145,4000,SP04,2026-03-22T00:00:00,1.000,EA,0.000,0.00,2000008111,00010,447959041,261,,,VZIREQ01,SESS-000337
1000000350,0001,false,true,000000000030000146,4000,SP04,2025-12-08T00:00:00,1.000,EA,1.000,51352.24,2000008112,00010,441974761,261,,,VZIREQ04,SESS-000338
1000000351,0001,false,false,000000000030000146,4000,SP04,2026-04-22T00:00:00,2.000,EA,0.000,0.00,2000008113,00010,447065757,261,,,VZIREQ03,SESS-000339
1000000352,0001,false,false,000000000030000146,4000,SP04,2025-11-28T00:00:00,3.000,EA,0.000,0.00,2000008114,00010,449961504,261,,,VZIREQ03,SESS-000340
1000000353,0001,false,true,000000000030000147,3000,SP03,2025-11-20T00:00:00,4.000,EA,4.000,2559408.88,2000008115,00010,439040518,261,,,VZIREQ05,SESS-000341
1000000354,0001,false,false,000000000030000147,3000,SP03,2025-11-14T00:00:00,4.000,EA,0.000,0.00,2000008116,00010,435685681,261,,,VZIREQ01,SESS-000342
1000000355,0001,false,true,000000000030000147,3000,SP03,2026-01-02T00:00:00,2.000,EA,2.000,1279704.44,2000008117,00010,438918046,261,,,VZIREQ02,SESS-000343
1000000356,0001,false,true,000000000030000148,2000,SP02,2026-05-09T00:00:00,2.000,EA,1.000,767281.16,2000008118,00010,427073949,261,,,VZIREQ03,SESS-000344
1000000357,0001,false,true,000000000030000148,2000,SP02,2026-01-24T00:00:00,1.000,EA,1.000,767281.16,2000008119,00010,426529873,261,,,VZIREQ03,SESS-000345
1000000358,0001,false,true,000000000030000148,2000,SP02,2026-04-01T00:00:00,4.000,EA,3.000,2301843.48,2000008120,00010,426124241,261,,,VZIREQ01,SESS-000346
1000000359,0001,false,true,000000000030000149,2000,SP02,2026-02-27T00:00:00,4.000,EA,4.000,3166921.32,2000008121,00010,429554990,261,,,VZIREQ03,
1000000360,0001,false,false,000000000030000149,2000,SP02,2026-02-15T00:00:00,4.000,EA,0.000,0.00,2000008122,00010,425568095,261,,,VZIREQ02,SESS-000347
1000000361,0001,false,false,000000000030000149,2000,SP02,2025-10-25T00:00:00,3.000,EA,0.000,0.00,2000008123,00010,425700191,261,,,VZIREQ03,SESS-000348
1000000362,0001,false,false,000000000030000150,2000,SP02,2026-05-16T00:00:00,3.000,EA,2.000,68433.72,2000008124,00010,426066507,261,,,VZIREQ01,SESS-000349
1000000363,0001,false,false,000000000030000150,2000,SP02,2025-09-20T00:00:00,4.000,EA,0.000,0.00,2000008125,00010,425125873,261,,,VZIREQ04,SESS-000350
1000000364,0001,false,true,000000000030000150,2000,SP02,2025-11-20T00:00:00,3.000,EA,1.000,34216.86,2000008126,00010,422254439,261,,,VZIREQ03,SESS-000351
1000000365,0001,false,false,000000000030000151,3000,SP03,2025-09-06T00:00:00,2.000,EA,0.000,0.00,2000008127,00010,434977262,261,,,VZIREQ03,SESS-000352
1000000366,0001,false,false,000000000030000151,3000,SP03,2026-04-22T00:00:00,1.000,EA,0.000,0.00,2000008128,00010,433800025,261,,,VZIREQ05,SESS-000353
1000000367,0001,false,true,000000000030000151,4000,SP04,2026-03-11T00:00:00,1.000,EA,1.000,4950.33,2000008129,00010,449717399,261,,,VZIREQ05,SESS-000354
1000000368,0001,false,true,000000000030000151,4000,SP04,2026-05-08T00:00:00,1.000,EA,1.000,4950.33,2000008130,00010,445136672,261,,,VZIREQ05,SESS-000355
1000000369,0001,false,true,000000000030000151,4000,SP04,2026-06-13T00:00:00,1.000,EA,1.000,4950.33,2000008131,00010,446589661,261,,,VZIREQ02,SESS-000356
1000000370,0001,false,false,000000000030000152,3000,SP03,2026-07-08T00:00:00,4.000,EA,0.000,0.00,2000008132,00010,437192826,261,,,VZIREQ02,SESS-000357
1000000371,0001,false,false,000000000030000152,3000,SP03,2026-07-25T00:00:00,2.000,EA,0.000,0.00,2000008133,00010,432008828,261,,,VZIREQ05,SESS-000358
1000000372,0001,false,true,000000000030000152,3000,SP03,2026-04-05T00:00:00,1.000,EA,1.000,90141.72,2000008134,00010,434570657,261,,,VZIREQ04,SESS-000359
1000000373,0001,false,true,000000000030000152,2000,SP02,2026-03-06T00:00:00,2.000,EA,2.000,180283.44,2000008135,00010,424120266,261,,,VZIREQ05,SESS-000360
1000000374,0001,false,false,000000000030000152,2000,SP02,2026-01-06T00:00:00,1.000,EA,0.000,0.00,2000008136,00010,428426180,261,,,VZIREQ02,SESS-000361
1000000375,0001,false,true,000000000030000152,2000,SP02,2025-12-20T00:00:00,4.000,EA,4.000,360566.88,2000008137,00010,421436838,261,,,VZIREQ02,SESS-000362
1000000376,0001,false,false,000000000030000153,4000,SP04,2025-11-21T00:00:00,3.000,EA,0.000,0.00,2000008138,00010,449239331,261,,,VZIREQ02,SESS-000363
1000000377,0001,false,false,000000000030000153,4000,SP04,2026-06-29T00:00:00,1.000,EA,0.000,0.00,2000008139,00010,449742981,261,,,VZIREQ03,SESS-000364
1000000378,0001,false,false,000000000030000153,4000,SP04,2026-05-05T00:00:00,3.000,EA,0.000,0.00,2000008140,00010,442733991,261,,,VZIREQ01,SESS-000365
1000000379,0001,false,false,000000000030000154,2000,SP02,2025-11-03T00:00:00,4.000,EA,0.000,0.00,2000008141,00010,426051297,261,,,VZIREQ03,SESS-000366
1000000380,0001,false,false,000000000030000154,2000,SP02,2026-07-04T00:00:00,1.000,EA,0.000,0.00,2000008142,00010,421167136,261,,,VZIREQ04,SESS-000367
1000000381,0001,false,false,000000000030000154,2000,SP02,2025-12-08T00:00:00,3.000,EA,0.000,0.00,2000008143,00010,423450266,261,,,VZIREQ05,SESS-000368
1000000382,0001,false,false,000000000030000155,2000,SP02,2026-02-09T00:00:00,1.000,EA,0.000,0.00,2000008144,00010,429777842,261,,,VZIREQ04,SESS-000369
1000000383,0001,false,false,000000000030000155,2000,SP02,2026-03-19T00:00:00,4.000,EA,0.000,0.00,2000008145,00010,424992622,261,,,VZIREQ05,SESS-000370
1000000384,0001,false,false,000000000030000155,2000,SP02,2025-12-29T00:00:00,4.000,EA,0.000,0.00,2000008146,00010,422242478,261,,,VZIREQ01,SESS-000371
1000000385,0001,false,true,000000000030000155,4000,SP04,2025-10-21T00:00:00,1.000,EA,1.000,93162.38,2000008147,00010,444824765,261,,,VZIREQ01,SESS-000372
1000000386,0001,false,false,000000000030000155,4000,SP04,2025-10-18T00:00:00,3.000,EA,2.000,186324.76,2000008148,00010,448225076,261,,,VZIREQ03,SESS-000373
1000000387,0001,false,true,000000000030000156,3000,SP03,2025-12-21T00:00:00,2.000,EA,2.000,315956.08,2000008149,00010,432724364,261,,,VZIREQ04,SESS-000374
1000000388,0001,false,true,000000000030000156,3000,SP03,2025-10-31T00:00:00,3.000,EA,3.000,473934.12,2000008150,00010,434563246,261,,,VZIREQ02,SESS-000375
1000000389,0001,false,true,000000000030000157,1000,SP01,2026-01-31T00:00:00,3.000,EA,3.000,93796.17,2000008151,00010,414071561,261,,,VZIREQ01,SESS-000376
1000000390,0001,false,true,000000000030000157,1000,SP01,2025-12-13T00:00:00,4.000,EA,4.000,125061.56,2000008152,00010,412337423,261,,,VZIREQ05,SESS-000377
1000000391,0001,false,false,000000000030000158,3000,SP03,2025-10-10T00:00:00,3.000,EA,2.000,293263.52,2000008153,00010,438408220,261,,,VZIREQ04,SESS-000378
1000000392,0001,false,true,000000000030000158,4000,SP04,2025-10-08T00:00:00,4.000,EA,4.000,586527.04,2000008154,00010,445502973,261,,,VZIREQ01,SESS-000379
1000000393,0001,false,false,000000000030000159,3000,SP03,2026-04-06T00:00:00,4.000,EA,0.000,0.00,2000008155,00010,432813321,261,,,VZIREQ01,SESS-000380
1000000394,0001,false,false,000000000030000159,3000,SP03,2026-07-22T00:00:00,2.000,EA,0.000,0.00,2000008156,00010,434598231,261,,,VZIREQ02,SESS-000381
1000000395,0001,false,true,000000000030000159,1000,SP01,2025-11-16T00:00:00,4.000,EA,4.000,248858.04,2000008157,00010,415225353,261,,,VZIREQ05,
1000000396,0001,false,true,000000000030000159,1000,SP01,2026-06-21T00:00:00,3.000,EA,3.000,186643.53,2000008158,00010,415246826,261,,,VZIREQ04,SESS-000382
1000000397,0001,false,false,000000000030000160,4000,SP04,2026-02-13T00:00:00,4.000,EA,0.000,0.00,2000008159,00010,444063756,261,,,VZIREQ02,SESS-000383
1000000398,0001,false,false,000000000030000160,4000,SP04,2026-04-29T00:00:00,2.000,EA,0.000,0.00,2000008160,00010,442008992,261,,,VZIREQ01,SESS-000384
1000000399,0001,false,false,000000000030000161,2000,SP02,2025-12-31T00:00:00,3.000,EA,0.000,0.00,2000008161,00010,424617069,261,,,VZIREQ01,SESS-000385
1000000400,0001,false,false,000000000030000161,2000,SP02,2025-10-31T00:00:00,4.000,EA,0.000,0.00,2000008162,00010,421881882,261,,,VZIREQ02,SESS-000386
1000000401,0001,false,true,000000000030000161,2000,SP02,2026-04-22T00:00:00,1.000,EA,1.000,98235.65,2000008163,00010,424380010,261,,,VZIREQ04,SESS-000387
1000000402,0001,false,false,000000000030000162,1000,SP01,2026-03-09T00:00:00,4.000,EA,0.000,0.00,2000008164,00010,416940705,261,,,VZIREQ04,SESS-000388
1000000403,0001,false,false,000000000030000162,3000,SP03,2026-05-15T00:00:00,2.000,EA,1.000,140848.86,2000008165,00010,439719370,261,,,VZIREQ05,SESS-000389
1000000404,0001,false,true,000000000030000163,2000,SP02,2026-02-04T00:00:00,4.000,EA,4.000,204894.72,2000008166,00010,427705169,261,,,VZIREQ05,SESS-000390
1000000405,0001,false,true,000000000030000163,2000,SP02,2026-03-24T00:00:00,4.000,EA,4.000,204894.72,2000008167,00010,425429137,261,,,VZIREQ01,SESS-000391
1000000406,0001,false,true,000000000030000163,2000,SP02,2026-05-17T00:00:00,2.000,EA,2.000,102447.36,2000008168,00010,426120914,261,,,VZIREQ03,
1000000407,0001,false,false,000000000030000164,1000,SP01,2026-06-03T00:00:00,1.000,EA,0.000,0.00,2000008169,00010,419114895,261,,,VZIREQ01,SESS-000392
1000000408,0001,false,true,000000000030000164,1000,SP01,2025-11-24T00:00:00,4.000,EA,2.000,54618.72,2000008170,00010,417612274,261,,,VZIREQ04,SESS-000393
1000000409,0001,false,false,000000000030000165,3000,SP03,2026-04-09T00:00:00,4.000,EA,0.000,0.00,2000008171,00010,433650849,261,,,VZIREQ02,SESS-000394
1000000410,0001,false,true,000000000030000165,3000,SP03,2026-02-22T00:00:00,3.000,EA,1.000,428292.37,2000008172,00010,435651777,261,,,VZIREQ04,SESS-000395
1000000411,0001,false,false,000000000030000165,3000,SP03,2025-09-01T00:00:00,2.000,EA,0.000,0.00,2000008173,00010,438232880,261,,,VZIREQ05,SESS-000396
1000000412,0001,false,false,000000000030000166,2000,SP02,2025-12-16T00:00:00,1.000,EA,0.000,0.00,2000008174,00010,426202480,261,,,VZIREQ05,SESS-000397
1000000413,0001,false,true,000000000030000166,2000,SP02,2025-12-06T00:00:00,3.000,EA,3.000,463146.69,2000008175,00010,422258254,261,,,VZIREQ03,SESS-000398
1000000414,0001,false,false,000000000030000166,2000,SP02,2025-12-02T00:00:00,3.000,EA,0.000,0.00,2000008176,00010,427212729,261,,,VZIREQ03,SESS-000399
1000000415,0001,false,false,000000000030000167,1000,SP01,2025-11-08T00:00:00,2.000,EA,0.000,0.00,2000008177,00010,413465964,261,,,VZIREQ03,SESS-000400
1000000416,0001,false,true,000000000030000168,2000,SP02,2026-02-27T00:00:00,2.000,EA,2.000,30972.60,2000008178,00010,429995808,261,,,VZIREQ01,SESS-000401
1000000417,0001,false,false,000000000030000169,4000,SP04,2026-07-09T00:00:00,3.000,EA,0.000,0.00,2000008179,00010,442107102,261,,,VZIREQ03,SESS-000402
1000000418,0001,false,false,000000000030000169,4000,SP04,2026-07-27T00:00:00,2.000,EA,0.000,0.00,2000008180,00010,443413645,261,,,VZIREQ03,SESS-000403
1000000419,0001,false,false,000000000030000169,4000,SP04,2026-02-26T00:00:00,3.000,EA,0.000,0.00,2000008181,00010,449599111,261,,,VZIREQ01,SESS-000404
1000000420,0001,false,false,000000000030000169,1000,SP01,2026-03-17T00:00:00,2.000,EA,0.000,0.00,2000008182,00010,419412290,261,,,VZIREQ05,SESS-000405
1000000421,0001,false,true,000000000030000169,1000,SP01,2026-01-09T00:00:00,1.000,EA,1.000,81921.43,2000008183,00010,417946959,261,,,VZIREQ04,SESS-000406
1000000422,0001,false,false,000000000030000170,3000,SP03,2026-03-05T00:00:00,2.000,EA,0.000,0.00,2000008184,00010,439095471,261,,,VZIREQ01,SESS-000407
1000000423,0001,false,false,000000000030000170,3000,SP03,2026-04-01T00:00:00,2.000,EA,0.000,0.00,2000008185,00010,437700510,261,,,VZIREQ05,SESS-000408
1000000424,0001,false,false,000000000030000171,2000,SP02,2025-11-02T00:00:00,3.000,EA,0.000,0.00,2000008186,00010,428982390,261,,,VZIREQ02,SESS-000409
1000000425,0001,false,false,000000000030000171,4000,SP04,2026-06-14T00:00:00,3.000,EA,0.000,0.00,2000008187,00010,447543361,261,,,VZIREQ02,SESS-000410
1000000426,0001,false,true,000000000030000172,1000,SP01,2026-03-14T00:00:00,3.000,EA,3.000,105227.04,2000008188,00010,419954700,261,,,VZIREQ04,
1000000427,0001,false,false,000000000030000172,1000,SP01,2026-05-04T00:00:00,3.000,EA,0.000,0.00,2000008189,00010,418171527,261,,,VZIREQ03,SESS-000411
1000000428,0001,false,true,000000000030000173,2000,SP02,2025-09-06T00:00:00,1.000,EA,1.000,102719.18,2000008190,00010,427096776,261,,,VZIREQ01,SESS-000412
1000000429,0001,false,true,000000000030000174,4000,SP04,2026-01-19T00:00:00,1.000,EA,1.000,37891.36,2000008191,00010,442784722,261,,,VZIREQ03,SESS-000413
1000000430,0001,false,false,000000000030000175,4000,SP04,2025-12-23T00:00:00,4.000,EA,0.000,0.00,2000008192,00010,446537924,261,,,VZIREQ03,SESS-000414
1000000431,0001,false,false,000000000030000175,4000,SP04,2026-08-07T00:00:00,3.000,EA,0.000,0.00,2000008193,00010,448517081,261,,,VZIREQ03,SESS-000415
1000000432,0001,false,false,000000000030000175,4000,SP04,2026-04-02T00:00:00,3.000,EA,0.000,0.00,2000008194,00010,443711667,261,,,VZIREQ05,SESS-000416
1000000433,0001,false,true,000000000030000175,3000,SP03,2025-12-11T00:00:00,1.000,EA,1.000,170488.33,2000008195,00010,433014762,261,,,VZIREQ02,SESS-000417
1000000434,0001,false,true,000000000030000175,3000,SP03,2026-07-04T00:00:00,1.000,EA,1.000,170488.33,2000008196,00010,438070058,261,,,VZIREQ02,
1000000435,0001,false,false,000000000030000175,3000,SP03,2026-07-29T00:00:00,2.000,EA,0.000,0.00,2000008197,00010,432049967,261,,,VZIREQ04,SESS-000418
1000000436,0001,false,true,000000000030000176,4000,SP04,2026-05-01T00:00:00,2.000,EA,2.000,50242.92,2000008198,00010,449675458,261,,,VZIREQ03,SESS-000419
1000000437,0001,false,true,000000000030000176,4000,SP04,2026-02-09T00:00:00,1.000,EA,1.000,25121.46,2000008199,00010,443938388,261,,,VZIREQ03,SESS-000420
1000000438,0001,false,true,000000000030000177,1000,SP01,2026-05-05T00:00:00,4.000,EA,4.000,1971518.56,2000008200,00010,411520195,261,,,VZIREQ04,SESS-000421
1000000439,0001,false,false,000000000030000178,4000,SP04,2026-04-28T00:00:00,2.000,EA,1.000,123413.11,2000008201,00010,445050299,261,,,VZIREQ04,SESS-000422
1000000440,0001,false,true,000000000030000178,4000,SP04,2026-01-29T00:00:00,2.000,EA,2.000,246826.22,2000008202,00010,446547790,261,,,VZIREQ03,SESS-000423
1000000441,0001,false,false,000000000030000178,3000,SP03,2025-12-02T00:00:00,3.000,EA,2.000,246826.22,2000008203,00010,432350660,261,,,VZIREQ02,SESS-000424
1000000442,0001,false,true,000000000030000178,3000,SP03,2025-12-20T00:00:00,1.000,EA,1.000,123413.11,2000008204,00010,435785123,261,,,VZIREQ02,SESS-000425
1000000443,0001,false,false,000000000030000179,1000,SP01,2025-10-08T00:00:00,3.000,EA,2.000,120199.48,2000008205,00010,413073750,261,,,VZIREQ05,SESS-000426
1000000444,0001,false,true,000000000030000179,1000,SP01,2025-10-22T00:00:00,4.000,EA,4.000,240398.96,2000008206,00010,413502518,261,,,VZIREQ04,SESS-000427
1000000445,0001,false,true,000000000030000179,1000,SP01,2025-12-10T00:00:00,1.000,EA,1.000,60099.74,2000008207,00010,416882013,261,,,VZIREQ01,SESS-000428
1000000446,0001,false,false,000000000030000180,3000,SP03,2025-10-14T00:00:00,3.000,EA,0.000,0.00,2000008208,00010,437026373,261,,,VZIREQ03,SESS-000429
1000000447,0001,false,false,000000000030000180,3000,SP03,2025-10-26T00:00:00,4.000,EA,0.000,0.00,2000008209,00010,433242206,261,,,VZIREQ01,SESS-000430
1000000448,0001,false,false,000000000030000180,3000,SP03,2026-02-18T00:00:00,3.000,EA,0.000,0.00,2000008210,00010,436939978,261,,,VZIREQ03,SESS-000431
1000000449,0001,false,false,000000000030000181,4000,SP04,2026-07-28T00:00:00,3.000,EA,2.000,322634.40,2000008211,00010,449452265,261,,,VZIREQ03,SESS-000432
1000000450,0001,false,false,000000000030000181,4000,SP04,2025-10-30T00:00:00,4.000,EA,0.000,0.00,2000008212,00010,441860587,261,,,VZIREQ04,SESS-000433
1000000451,0001,false,false,000000000030000181,4000,SP04,2026-02-12T00:00:00,2.000,EA,0.000,0.00,2000008213,00010,444437890,261,,,VZIREQ02,SESS-000434
1000000452,0001,false,false,000000000030000182,3000,SP03,2026-08-12T00:00:00,3.000,EA,0.000,0.00,2000008214,00010,439007799,261,,,VZIREQ02,SESS-000435
1000000453,0001,false,true,000000000030000183,1000,SP01,2026-02-04T00:00:00,1.000,EA,1.000,114086.93,2000008215,00010,411325957,261,,,VZIREQ05,
1000000454,0001,false,false,000000000030000183,1000,SP01,2026-03-20T00:00:00,1.000,EA,1.000,114086.93,2000008216,00010,416880440,261,,,VZIREQ04,SESS-000436
1000000455,0001,false,false,000000000030000183,1000,SP01,2025-11-28T00:00:00,2.000,EA,0.000,0.00,2000008217,00010,417835947,261,,,VZIREQ02,SESS-000437
1000000456,0001,false,false,000000000030000184,2000,SP02,2026-05-20T00:00:00,3.000,EA,0.000,0.00,2000008218,00010,427475858,261,,,VZIREQ01,SESS-000438
1000000457,0001,false,false,000000000030000184,2000,SP02,2026-07-22T00:00:00,1.000,EA,0.000,0.00,2000008219,00010,424890497,261,,,VZIREQ03,SESS-000439
1000000458,0001,false,true,000000000030000184,2000,SP02,2026-04-19T00:00:00,3.000,EA,3.000,196927.56,2000008220,00010,424130179,261,,,VZIREQ03,SESS-000440
1000000459,0001,false,true,000000000030000185,3000,SP03,2025-09-14T00:00:00,1.000,EA,1.000,81034.72,2000008221,00010,435575744,261,,,VZIREQ05,SESS-000441
1000000460,0001,false,false,000000000030000186,2000,SP02,2025-09-14T00:00:00,3.000,EA,0.000,0.00,2000008222,00010,428297045,261,,,VZIREQ04,SESS-000442
1000000461,0001,false,false,000000000030000187,3000,SP03,2025-11-13T00:00:00,1.000,EA,0.000,0.00,2000008223,00010,433861164,261,,,VZIREQ01,SESS-000443
1000000462,0001,false,true,000000000030000187,3000,SP03,2025-12-27T00:00:00,3.000,EA,2.000,217566.80,2000008224,00010,431911354,261,,,VZIREQ01,SESS-000444
1000000463,0001,false,false,000000000030000187,1000,SP01,2026-06-17T00:00:00,3.000,EA,0.000,0.00,2000008225,00010,418424841,261,,,VZIREQ04,SESS-000445
1000000464,0001,false,true,000000000030000187,1000,SP01,2025-10-16T00:00:00,3.000,EA,3.000,326350.20,2000008226,00010,416694731,261,,,VZIREQ02,SESS-000446
1000000465,0001,false,true,000000000030000187,1000,SP01,2025-09-27T00:00:00,1.000,EA,1.000,108783.40,2000008227,00010,411395994,261,,,VZIREQ03,SESS-000447
1000000466,0001,false,false,000000000030000188,3000,SP03,2025-11-07T00:00:00,3.000,EA,0.000,0.00,2000008228,00010,434498654,261,,,VZIREQ02,SESS-000448
1000000467,0001,false,false,000000000030000188,3000,SP03,2026-08-02T00:00:00,4.000,EA,0.000,0.00,2000008229,00010,438076359,261,,,VZIREQ02,SESS-000449
1000000468,0001,false,true,000000000030000188,3000,SP03,2026-01-24T00:00:00,2.000,EA,2.000,234987.76,2000008230,00010,438598998,261,,,VZIREQ05,SESS-000450
1000000469,0001,false,false,000000000030000189,2000,SP02,2026-03-10T00:00:00,2.000,EA,0.000,0.00,2000008231,00010,425580957,261,,,VZIREQ04,SESS-000451
1000000470,0001,false,true,000000000030000189,2000,SP02,2025-12-06T00:00:00,3.000,EA,3.000,1405600.65,2000008232,00010,421127257,261,,,VZIREQ04,SESS-000452
1000000471,0001,false,false,000000000030000189,3000,SP03,2025-10-21T00:00:00,2.000,EA,0.000,0.00,2000008233,00010,435462121,261,,,VZIREQ01,SESS-000453
1000000472,0001,false,true,000000000030000189,3000,SP03,2026-05-07T00:00:00,4.000,EA,2.000,937067.10,2000008234,00010,434588215,261,,,VZIREQ01,SESS-000454
1000000473,0001,false,true,000000000030000190,1000,SP01,2025-11-12T00:00:00,4.000,EA,4.000,1875370.36,2000008235,00010,419554217,261,,,VZIREQ03,SESS-000455
1000000474,0001,false,true,000000000030000190,1000,SP01,2026-05-06T00:00:00,3.000,EA,3.000,1406527.77,2000008236,00010,416241324,261,,,VZIREQ04,SESS-000456
1000000475,0001,false,true,000000000030000191,2000,SP02,2026-02-15T00:00:00,3.000,EA,1.000,33107.25,2000008237,00010,422676091,261,,,VZIREQ03,SESS-000457
1000000476,0001,false,true,000000000030000192,4000,SP04,2025-11-05T00:00:00,2.000,EA,2.000,646818.96,2000008238,00010,443787970,261,,,VZIREQ01,SESS-000458
1000000477,0001,false,true,000000000030000192,4000,SP04,2026-04-04T00:00:00,1.000,EA,1.000,323409.48,2000008239,00010,444999948,261,,,VZIREQ01,SESS-000459
1000000478,0001,false,true,000000000030000192,4000,SP04,2025-12-10T00:00:00,1.000,EA,1.000,323409.48,2000008240,00010,448588710,261,,,VZIREQ01,SESS-000460
1000000479,0001,false,false,000000000030000192,1000,SP01,2025-11-23T00:00:00,2.000,EA,0.000,0.00,2000008241,00010,411285019,261,,,VZIREQ02,SESS-000461
1000000480,0001,false,true,000000000030000192,1000,SP01,2026-03-22T00:00:00,4.000,EA,4.000,1293637.92,2000008242,00010,416449689,261,,,VZIREQ05,SESS-000462
1000000481,0001,false,true,000000000030000192,1000,SP01,2025-07-29T00:00:00,2.000,EA,2.000,646818.96,2000008243,00010,411334183,261,,,VZIREQ01,SESS-000463
1000000482,0001,false,false,000000000030000193,1000,SP01,2026-07-29T00:00:00,1.000,EA,0.000,0.00,2000008244,00010,412184509,261,,,VZIREQ01,SESS-000464
1000000483,0001,false,true,000000000030000194,1000,SP01,2026-05-11T00:00:00,2.000,EA,2.000,321695.10,2000008245,00010,413368033,261,,,VZIREQ05,SESS-000465
1000000484,0001,false,false,000000000030000194,1000,SP01,2026-07-27T00:00:00,4.000,EA,0.000,0.00,2000008246,00010,412970997,261,,,VZIREQ01,SESS-000466
1000000485,0001,false,true,000000000030000194,1000,SP01,2026-05-04T00:00:00,3.000,EA,3.000,482542.65,2000008247,00010,419602741,261,,,VZIREQ01,SESS-000467
