Matnr,Werks,Lgort,Labst,Insme,Speme,Lgpbe
000000000090000026,2000,SP02,35.000,0.000,0.000,E-23-5
000000000010000477,2000,SP02,6.000,0.000,0.000,C-21-5
000000000010000478,2000,SP02,0.000,0.000,0.000,A-15-5
000000000030000101,4000,SP04,3.000,0.000,0.000,D-16-5
000000000030000102,1000,SP01,4.000,0.000,0.000,B-13-3
000000000030000102,4000,SP04,3.000,0.000,0.000,C-12-3
000000000030000103,4000,SP04,0.000,0.000,0.000,D-03-1
000000000010000479,4000,SP04,0.000,0.000,0.000,D-11-2
000000000080000104,3000,SP03,10.000,0.000,0.000,E-13-3
000000000080000104,2000,SP02,24.000,0.000,0.000,C-05-1
000000000010000480,1000,SP01,2.000,0.000,0.000,A-20-1
000000000010000480,3000,SP03,1.000,0.000,0.000,E-14-1
000000000010000481,4000,SP04,2.000,0.000,0.000,C-10-6
000000000010000481,1000,SP01,0.000,0.000,0.000,B-07-4
000000000010000482,1000,SP01,19.000,0.000,0.000,C-16-6
000000000010000483,3000,SP03,11.000,0.000,0.000,D-23-6
000000000010000483,2000,SP02,5.000,0.000,0.000,E-20-6
000000000010000484,2000,SP02,12.000,0.000,0.000,E-20-3
000000000010000485,3000,SP03,1.000,0.000,0.000,C-21-3
000000000080000105,1000,SP01,2.000,0.000,0.000,B-02-1
000000000010000486,3000,SP03,40.000,0.000,0.000,E-08-6
000000000010000487,1000,SP01,0.000,0.000,0.000,D-04-6
000000000010000488,3000,SP03,20.000,0.000,0.000,B-23-4
000000000030000104,4000,SP04,0.000,0.000,0.000,C-13-2
000000000010000489,4000,SP04,0.000,0.000,0.000,B-13-5
000000000080000106,2000,SP02,3.000,0.000,0.000,E-18-4
000000000010000490,2000,SP02,8.000,0.000,0.000,E-15-2
000000000080000107,2000,SP02,8.000,0.000,0.000,E-03-6
000000000090000027,2000,SP02,31.000,0.000,0.000,A-16-4
000000000090000027,1000,SP01,29.000,0.000,0.000,D-08-6
000000000010000491,3000,SP03,16.000,0.000,0.000,B-06-6
000000000010000492,1000,SP01,21.000,0.000,0.000,D-11-4
000000000080000108,2000,SP02,5.000,1.000,0.000,C-12-3
000000000010000493,3000,SP03,9.000,0.000,0.000,E-05-6
000000000010000494,3000,SP03,0.000,0.000,0.000,C-14-3
000000000080000109,3000,SP03,18.000,0.000,0.000,B-13-4
000000000010000495,4000,SP04,0.000,0.000,0.000,A-20-6
000000000010000496,3000,SP03,2.000,0.000,0.000,D-13-3
000000000030000105,3000,SP03,4.000,0.000,0.000,C-13-1
000000000030000105,2000,SP02,0.000,0.000,0.000,B-03-5
000000000010000497,4000,SP04,2.000,0.000,0.000,B-07-3
000000000010000497,1000,SP01,3.000,0.000,0.000,D-17-6
000000000090000028,4000,SP04,36.000,0.000,0.000,E-09-4
000000000090000028,2000,SP02,18.000,0.000,0.000,A-01-6
000000000010000498,1000,SP01,93.000,0.000,0.000,E-12-5
000000000010000499,4000,SP04,1.000,0.000,0.000,E-17-3
000000000010000500,2000,SP02,8.000,0.000,0.000,C-06-3
000000000010000500,4000,SP04,8.000,0.000,0.000,E-07-2
000000000030000106,2000,SP02,1.000,0.000,0.000,E-18-6
000000000080000110,2000,SP02,5.000,0.000,0.000,C-17-2
000000000010000501,1000,SP01,0.000,0.000,0.000,D-06-6
000000000080000111,1000,SP01,10.000,0.000,0.000,A-10-3
000000000010000502,2000,SP02,103.000,0.000,0.000,E-19-5
000000000010000503,3000,SP03,80.000,0.000,0.000,A-10-5
000000000010000503,2000,SP02,0.000,0.000,0.000,C-18-6
000000000010000504,1000,SP01,7.000,0.000,0.000,C-14-1
000000000010000505,1000,SP01,73.000,0.000,0.000,A-22-2
000000000010000506,1000,SP01,5.000,0.000,0.000,E-17-2
000000000010000507,1000,SP01,93.000,0.000,0.000,A-16-1
000000000010000508,2000,SP02,2.000,0.000,0.000,C-08-2
000000000010000509,4000,SP04,0.000,0.000,0.000,D-03-1
000000000010000510,3000,SP03,0.000,0.000,0.000,D-23-1
000000000010000511,4000,SP04,0.000,0.000,0.000,D-10-6
000000000010000511,1000,SP01,0.000,0.000,0.000,E-14-5
000000000010000512,3000,SP03,0.000,0.000,0.000,A-06-6
000000000010000512,1000,SP01,1.000,0.000,0.000,E-21-4
000000000010000513,2000,SP02,0.000,0.000,0.000,E-11-5
000000000010000514,1000,SP01,8.000,0.000,0.000,E-06-2
000000000010000515,1000,SP01,0.000,0.000,0.000,B-21-4
000000000010000516,2000,SP02,0.000,0.000,0.000,B-11-4
000000000010000517,4000,SP04,2.000,0.000,0.000,D-17-6
000000000010000517,2000,SP02,1.000,0.000,0.000,D-11-6
000000000010000518,2000,SP02,38.000,0.000,0.000,B-15-5
000000000030000107,3000,SP03,4.000,0.000,0.000,D-09-2
000000000010000519,2000,SP02,1.000,0.000,0.000,B-03-3
000000000010000520,3000,SP03,36.000,0.000,0.000,C-24-5
000000000010000521,1000,SP01,147.000,0.000,0.000,D-23-6
000000000010000521,2000,SP02,0.000,0.000,0.000,A-19-1
000000000010000522,1000,SP01,0.000,0.000,0.000,E-10-4
000000000030000108,2000,SP02,3.000,0.000,0.000,C-17-3
000000000030000108,1000,SP01,4.000,0.000,0.000,C-13-6
000000000010000523,3000,SP03,36.000,0.000,0.000,C-23-4
000000000030000109,1000,SP01,3.000,0.000,0.000,D-12-1
000000000030000109,2000,SP02,11.000,0.000,0.000,D-21-1
000000000010000524,3000,SP03,22.000,0.000,0.000,E-24-1
000000000010000524,1000,SP01,2.000,0.000,0.000,C-22-6
000000000010000525,3000,SP03,0.000,0.000,0.000,C-01-2
000000000010000525,4000,SP04,0.000,0.000,0.000,E-20-2
000000000090000029,4000,SP04,14.000,0.000,0.000,A-15-3
000000000080000112,4000,SP04,11.000,0.000,0.000,D-06-3
000000000080000112,1000,SP01,5.000,0.000,0.000,B-10-5
000000000010000526,1000,SP01,8.000,0.000,0.000,B-17-2
000000000010000527,2000,SP02,0.000,0.000,0.000,C-20-5
000000000010000528,1000,SP01,1.000,0.000,0.000,B-19-2
000000000010000529,1000,SP01,1.000,0.000,0.000,B-04-2
000000000080000113,3000,SP03,11.000,0.000,0.000,C-17-1
000000000010000530,1000,SP01,0.000,0.000,0.000,B-16-4
000000000010000531,3000,SP03,64.000,0.000,0.000,C-06-1
000000000010000531,4000,SP04,60.000,0.000,0.000,A-11-4
000000000080000114,2000,SP02,1.000,0.000,0.000,D-19-4
000000000010000532,3000,SP03,5.000,0.000,0.000,D-07-4
000000000030000110,2000,SP02,1.000,0.000,0.000,A-21-1
000000000010000533,3000,SP03,19.000,0.000,0.000,E-17-3
000000000010000534,2000,SP02,139.000,0.000,0.000,B-05-4
000000000010000535,1000,SP01,3.000,0.000,0.000,B-01-3
000000000010000536,4000,SP04,2.000,0.000,0.000,C-07-3
000000000010000536,3000,SP03,11.000,0.000,0.000,A-11-1
000000000010000537,1000,SP01,96.000,0.000,0.000,D-21-4
000000000080000115,3000,SP03,18.000,0.000,0.000,C-03-5
000000000010000538,1000,SP01,19.000,0.000,0.000,D-07-1
000000000090000030,1000,SP01,19.000,0.000,0.000,A-07-6
000000000010000539,1000,SP01,1.000,0.000,0.000,E-18-1
000000000010000539,2000,SP02,1.000,0.000,0.000,C-11-6
000000000010000540,1000,SP01,0.000,0.000,0.000,D-18-1
000000000030000111,3000,SP03,0.000,0.000,0.000,B-18-3
000000000010000541,1000,SP01,17.000,0.000,0.000,C-15-3
000000000010000541,3000,SP03,5.000,0.000,0.000,A-13-1
000000000030000112,2000,SP02,1.000,0.000,0.000,B-20-6
000000000080000116,1000,SP01,4.000,0.000,0.000,B-05-2
000000000010000542,4000,SP04,72.000,0.000,0.000,D-10-1
000000000030000113,4000,SP04,2.000,0.000,0.000,A-18-3
000000000030000114,3000,SP03,6.000,0.000,0.000,A-24-1
000000000010000543,3000,SP03,6.000,0.000,0.000,A-02-6
000000000080000117,4000,SP04,3.000,0.000,0.000,B-23-1
000000000010000544,1000,SP01,0.000,0.000,0.000,B-20-6
000000000010000544,3000,SP03,0.000,0.000,0.000,D-16-2
000000000030000115,3000,SP03,4.000,0.000,0.000,D-07-1
000000000030000116,1000,SP01,3.000,0.000,0.000,B-20-1
000000000010000545,4000,SP04,0.000,0.000,0.000,B-12-3
000000000010000546,4000,SP04,261.000,0.000,0.000,C-08-5
000000000010000546,3000,SP03,12.000,0.000,0.000,A-10-6
000000000010000547,2000,SP02,2.000,0.000,0.000,C-02-1
000000000010000548,4000,SP04,6.000,0.000,0.000,C-16-2
000000000080000118,3000,SP03,5.000,1.000,0.000,B-06-1
000000000010000549,4000,SP04,5.000,0.000,0.000,A-22-5
000000000010000550,1000,SP01,9.000,0.000,0.000,B-23-2
000000000030000117,4000,SP04,1.000,0.000,0.000,A-09-5
000000000010000551,1000,SP01,0.000,0.000,0.000,B-06-6
000000000010000552,1000,SP01,2.000,0.000,0.000,C-02-1
000000000010000553,1000,SP01,4.000,0.000,0.000,B-16-4
000000000030000118,4000,SP04,1.000,0.000,0.000,B-01-6
000000000010000554,4000,SP04,0.000,0.000,0.000,C-08-1
000000000030000119,3000,SP03,4.000,0.000,0.000,C-12-4
000000000030000120,3000,SP03,6.000,0.000,0.000,E-15-3
000000000010000555,1000,SP01,0.000,0.000,0.000,B-19-5
000000000010000556,3000,SP03,0.000,0.000,0.000,E-15-4
000000000010000556,2000,SP02,0.000,0.000,0.000,D-09-5
000000000080000119,4000,SP04,3.000,0.000,0.000,E-23-3
000000000010000557,3000,SP03,0.000,0.000,0.000,C-07-3
000000000010000557,4000,SP04,0.000,0.000,0.000,E-19-1
000000000030000121,3000,SP03,0.000,0.000,0.000,A-22-5
000000000010000558,2000,SP02,0.000,0.000,0.000,B-01-1
000000000010000559,2000,SP02,0.000,0.000,0.000,C-08-2
000000000080000120,1000,SP01,0.000,0.000,0.000,E-01-1
000000000030000122,3000,SP03,0.000,0.000,0.000,B-03-5
000000000080000121,3000,SP03,1.000,0.000,0.000,C-21-4
000000000010000560,2000,SP02,165.000,0.000,0.000,B-09-4
000000000080000122,2000,SP02,5.000,0.000,0.000,A-13-6
000000000080000122,3000,SP03,2.000,1.000,0.000,A-01-1
000000000010000561,4000,SP04,3.000,0.000,0.000,A-23-2
000000000090000031,2000,SP02,6.000,0.000,0.000,B-07-3
000000000030000123,1000,SP01,0.000,0.000,0.000,E-15-1
000000000030000123,4000,SP04,2.000,0.000,0.000,E-07-6
000000000010000562,4000,SP04,2.000,0.000,0.000,A-04-6
000000000010000562,2000,SP02,0.000,0.000,0.000,C-24-4
000000000080000123,2000,SP02,1.000,0.000,0.000,B-15-5
000000000030000124,3000,SP03,2.000,0.000,0.000,B-11-2
000000000010000563,3000,SP03,12.000,0.000,0.000,A-18-6
000000000080000124,2000,SP02,11.000,0.000,0.000,D-11-2
000000000080000125,2000,SP02,4.000,1.000,0.000,C-04-3
000000000010000564,1000,SP01,8.000,0.000,0.000,D-15-4
000000000010000565,3000,SP03,16.000,0.000,0.000,B-23-3
000000000080000126,1000,SP01,0.000,0.000,0.000,C-13-4
000000000080000127,4000,SP04,2.000,0.000,0.000,C-05-6
000000000010000566,1000,SP01,4.000,0.000,0.000,D-07-6
000000000080000128,2000,SP02,3.000,0.000,0.000,B-07-2
000000000010000567,3000,SP03,4.000,0.000,0.000,C-13-3
000000000010000568,3000,SP03,14.000,0.000,0.000,D-13-2
000000000010000568,1000,SP01,12.000,0.000,0.000,D-20-1
000000000080000129,2000,SP02,0.000,0.000,0.000,D-22-2
000000000010000569,4000,SP04,26.000,0.000,0.000,E-04-1
000000000010000569,2000,SP02,89.000,0.000,0.000,E-12-1
000000000010000570,2000,SP02,2.000,0.000,0.000,D-04-1
000000000010000571,4000,SP04,4.000,0.000,0.000,A-15-5
000000000010000571,2000,SP02,3.000,0.000,0.000,D-05-1
000000000010000572,1000,SP01,194.000,0.000,0.000,E-11-4
000000000010000573,3000,SP03,3.000,0.000,0.000,D-03-1
000000000010000574,1000,SP01,1.000,0.000,0.000,A-23-4
000000000010000575,2000,SP02,10.000,0.000,0.000,E-13-5
000000000010000575,4000,SP04,28.000,0.000,0.000,D-18-3
000000000010000576,4000,SP04,0.000,0.000,0.000,E-01-4
000000000030000125,3000,SP03,4.000,0.000,0.000,A-09-2
000000000030000125,1000,SP01,3.000,0.000,0.000,E-16-3
000000000010000577,3000,SP03,4.000,0.000,0.000,A-19-2
000000000080000130,1000,SP01,3.000,0.000,0.000,D-18-5
000000000010000578,1000,SP01,0.000,0.000,0.000,E-24-6
000000000010000579,2000,SP02,14.000,0.000,0.000,B-21-2
000000000010000580,1000,SP01,213.000,0.000,0.000,D-11-6
000000000030000126,1000,SP01,0.000,0.000,0.000,A-08-4
000000000010000581,1000,SP01,10.000,0.000,0.000,D-24-3
000000000010000582,1000,SP01,204.000,0.000,0.000,B-11-6
000000000010000583,2000,SP02,0.000,0.000,0.000,C-14-3
000000000010000584,4000,SP04,3.000,0.000,0.000,B-14-5
000000000010000584,3000,SP03,4.000,0.000,0.000,B-15-3
000000000010000585,2000,SP02,234.000,0.000,0.000,A-07-3
000000000010000585,4000,SP04,99.000,0.000,0.000,C-22-5
000000000010000586,3000,SP03,4.000,0.000,0.000,B-12-5
000000000010000586,1000,SP01,6.000,0.000,0.000,A-07-1
000000000030000127,2000,SP02,3.000,0.000,0.000,D-12-3
000000000080000131,4000,SP04,5.000,0.000,0.000,A-07-6
000000000080000131,3000,SP03,6.000,0.000,0.000,A-02-4
000000000010000587,3000,SP03,0.000,0.000,0.000,C-07-4
000000000010000587,4000,SP04,0.000,0.000,0.000,A-05-2
000000000090000032,3000,SP03,8.000,0.000,0.000,C-12-6
000000000090000032,2000,SP02,32.000,0.000,0.000,C-09-2
000000000010000588,3000,SP03,0.000,0.000,0.000,A-18-4
000000000080000132,3000,SP03,8.000,1.000,0.000,A-01-3
000000000080000132,2000,SP02,4.000,1.000,0.000,C-14-5
000000000010000589,1000,SP01,70.000,0.000,0.000,A-23-4
000000000010000590,3000,SP03,73.000,0.000,0.000,E-18-1
000000000030000128,4000,SP04,10.000,0.000,0.000,E-12-2
000000000030000128,3000,SP03,3.000,0.000,0.000,A-16-3
000000000030000129,2000,SP02,2.000,0.000,0.000,E-11-1
000000000010000591,2000,SP02,0.000,0.000,0.000,A-05-3
000000000010000591,1000,SP01,0.000,0.000,0.000,D-14-6
000000000010000592,1000,SP01,3.000,0.000,0.000,B-16-2
000000000080000133,4000,SP04,3.000,1.000,0.000,B-13-4
000000000010000593,2000,SP02,2.000,0.000,0.000,D-05-5
000000000010000594,2000,SP02,25.000,0.000,0.000,B-18-5
000000000030000130,4000,SP04,1.000,0.000,0.000,C-16-5
000000000030000130,2000,SP02,3.000,0.000,0.000,D-09-4
000000000030000131,3000,SP03,1.000,0.000,0.000,D-14-2
000000000010000595,3000,SP03,0.000,0.000,0.000,C-13-4
000000000010000596,2000,SP02,17.000,0.000,0.000,A-08-1
000000000030000132,1000,SP01,17.000,0.000,0.000,D-23-2
000000000030000132,3000,SP03,6.000,0.000,0.000,A-19-3
000000000010000597,1000,SP01,0.000,0.000,0.000,C-12-2
000000000010000597,4000,SP04,0.000,0.000,0.000,C-20-5
000000000030000133,4000,SP04,2.000,0.000,0.000,D-02-6
000000000080000134,3000,SP03,14.000,0.000,0.000,D-16-3
000000000010000598,4000,SP04,24.000,0.000,0.000,D-19-2
000000000090000033,3000,SP03,27.000,0.000,0.000,B-02-6
000000000030000134,2000,SP02,0.000,0.000,0.000,D-21-6
000000000010000599,2000,SP02,68.000,0.000,0.000,C-02-2
000000000010000600,2000,SP02,189.000,0.000,0.000,D-11-3
000000000080000135,3000,SP03,9.000,1.000,0.000,E-15-5
000000000080000135,4000,SP04,22.000,0.000,0.000,B-06-1
000000000080000136,1000,SP01,5.000,0.000,0.000,D-19-3
000000000080000136,4000,SP04,6.000,1.000,0.000,D-07-4
000000000010000601,2000,SP02,3.000,0.000,0.000,C-04-3
000000000010000602,4000,SP04,97.000,0.000,0.000,B-24-2
000000000010000602,2000,SP02,38.000,0.000,0.000,D-05-5
000000000010000603,2000,SP02,2.000,0.000,0.000,A-05-2
000000000010000603,4000,SP04,1.000,0.000,0.000,B-24-3
000000000010000604,4000,SP04,0.000,0.000,0.000,E-04-2
000000000010000605,4000,SP04,0.000,0.000,0.000,E-22-4
000000000010000605,2000,SP02,0.000,0.000,0.000,D-21-3
000000000010000606,4000,SP04,0.000,0.000,0.000,D-18-3
000000000010000607,1000,SP01,1.000,0.000,0.000,B-07-4
000000000080000137,2000,SP02,7.000,0.000,0.000,B-11-2
000000000080000138,1000,SP01,2.000,0.000,0.000,B-24-3
000000000080000139,2000,SP02,0.000,0.000,0.000,E-02-2
000000000080000139,1000,SP01,16.000,0.000,0.000,B-15-3
000000000030000135,4000,SP04,0.000,0.000,0.000,D-16-6
000000000010000608,1000,SP01,16.000,0.000,0.000,D-17-1
000000000010000609,1000,SP01,0.000,0.000,0.000,D-08-5
000000000010000609,2000,SP02,0.000,0.000,0.000,B-11-3
000000000080000140,4000,SP04,0.000,0.000,0.000,A-16-3
000000000010000610,4000,SP04,7.000,0.000,0.000,A-15-4
000000000030000136,3000,SP03,4.000,0.000,0.000,E-04-3
000000000080000141,1000,SP01,2.000,0.000,0.000,E-23-4
000000000010000611,4000,SP04,10.000,0.000,0.000,E-16-4
000000000010000612,4000,SP04,27.000,0.000,0.000,A-23-6
000000000010000612,1000,SP01,11.000,0.000,0.000,D-24-3
000000000080000142,3000,SP03,5.000,1.000,0.000,D-13-2
000000000030000137,3000,SP03,0.000,0.000,0.000,C-08-4
000000000010000613,3000,SP03,6.000,0.000,0.000,B-15-2
000000000010000614,2000,SP02,8.000,0.000,0.000,D-12-4
000000000010000615,3000,SP03,1.000,0.000,0.000,D-21-4
000000000090000034,3000,SP03,27.000,0.000,0.000,E-11-5
000000000090000034,1000,SP01,22.000,0.000,0.000,B-08-1
000000000080000143,2000,SP02,5.000,0.000,0.000,E-06-3
000000000010000616,2000,SP02,18.000,0.000,0.000,C-03-4
000000000010000616,1000,SP01,9.000,0.000,0.000,B-11-4
000000000010000617,1000,SP01,2.000,0.000,0.000,A-14-3
000000000010000617,3000,SP03,10.000,0.000,0.000,C-20-6
000000000080000144,2000,SP02,22.000,0.000,0.000,A-04-2
000000000010000618,4000,SP04,9.000,0.000,0.000,B-01-1
000000000010000618,3000,SP03,4.000,0.000,0.000,A-18-4
000000000080000145,1000,SP01,15.000,1.000,0.000,C-05-4
000000000030000138,4000,SP04,2.000,0.000,0.000,B-12-6
000000000010000619,4000,SP04,0.000,0.000,0.000,D-07-1
000000000010000620,1000,SP01,0.000,0.000,0.000,D-01-5
000000000010000621,1000,SP01,0.000,0.000,0.000,B-20-1
000000000010000622,1000,SP01,6.000,0.000,0.000,E-10-6
000000000010000623,4000,SP04,1.000,0.000,0.000,D-20-6
000000000010000624,2000,SP02,16.000,0.000,0.000,E-07-2
000000000030000139,3000,SP03,1.000,0.000,0.000,B-10-2
000000000010000625,3000,SP03,12.000,0.000,0.000,D-08-4
000000000010000626,1000,SP01,53.000,0.000,0.000,D-05-3
000000000010000627,2000,SP02,5.000,0.000,0.000,B-17-2
000000000010000628,4000,SP04,0.000,0.000,0.000,B-10-2
000000000090000035,2000,SP02,16.000,0.000,0.000,B-16-5
000000000010000629,1000,SP01,33.000,0.000,0.000,B-18-5
000000000010000629,4000,SP04,4.000,0.000,0.000,C-03-4
000000000030000140,3000,SP03,1.000,0.000,0.000,B-10-1
000000000010000630,1000,SP01,0.000,0.000,0.000,B-23-2
000000000010000631,1000,SP01,3.000,0.000,0.000,E-11-5
000000000080000146,1000,SP01,13.000,0.000,0.000,A-08-4
000000000080000146,3000,SP03,22.000,1.000,0.000,A-23-1
000000000030000141,3000,SP03,1.000,0.000,0.000,C-22-5
000000000030000141,2000,SP02,0.000,0.000,0.000,D-15-1
000000000080000147,2000,SP02,2.000,0.000,0.000,D-13-6
000000000090000036,3000,SP03,24.000,0.000,0.000,A-09-4
000000000090000036,2000,SP02,19.000,0.000,0.000,C-01-1
000000000080000148,4000,SP04,8.000,0.000,0.000,C-20-4
000000000010000632,1000,SP01,0.000,0.000,0.000,C-02-5
000000000010000633,1000,SP01,1.000,0.000,0.000,E-21-1
000000000010000633,4000,SP04,4.000,0.000,0.000,D-21-5
000000000030000142,1000,SP01,3.000,0.000,0.000,B-09-1
000000000030000142,4000,SP04,4.000,0.000,0.000,C-03-2
000000000080000149,2000,SP02,2.000,0.000,0.000,E-23-3
000000000030000143,2000,SP02,0.000,0.000,0.000,B-06-3
000000000030000143,3000,SP03,4.000,0.000,0.000,C-04-1
000000000010000634,1000,SP01,10.000,0.000,0.000,D-13-3
000000000010000635,2000,SP02,0.000,0.000,0.000,E-15-6
000000000090000037,3000,SP03,21.000,0.000,0.000,A-21-5
000000000030000144,3000,SP03,5.000,0.000,0.000,B-12-1
000000000010000636,1000,SP01,0.000,0.000,0.000,B-19-1
000000000010000637,2000,SP02,7.000,0.000,0.000,C-10-3
000000000010000638,1000,SP01,127.000,0.000,0.000,E-15-5
000000000010000638,4000,SP04,295.000,0.000,0.000,E-07-4
000000000010000639,1000,SP01,14.000,0.000,0.000,B-03-3
000000000010000640,4000,SP04,14.000,0.000,0.000,C-09-5
000000000010000641,2000,SP02,8.000,0.000,0.000,C-13-1
000000000080000150,4000,SP04,8.000,0.000,0.000,A-20-6
000000000010000642,2000,SP02,239.000,0.000,0.000,C-08-6
000000000010000643,2000,SP02,5.000,0.000,0.000,D-21-3
000000000080000151,1000,SP01,6.000,0.000,0.000,A-02-3
000000000080000151,2000,SP02,4.000,0.000,0.000,C-13-4
000000000010000644,1000,SP01,81.000,0.000,0.000,E-08-5
000000000010000645,3000,SP03,3.000,0.000,0.000,D-10-2
000000000030000145,3000,SP03,0.000,0.000,0.000,B-14-4
000000000030000145,4000,SP04,1.000,0.000,0.000,A-11-6
000000000010000646,3000,SP03,4.000,0.000,0.000,B-01-5
000000000030000146,4000,SP04,5.000,0.000,0.000,A-15-2
000000000010000647,2000,SP02,0.000,0.000,0.000,B-12-3
000000000080000152,1000,SP01,7.000,0.000,0.000,B-02-1
000000000010000648,1000,SP01,5.000,0.000,0.000,A-05-3
000000000010000649,1000,SP01,3.000,0.000,0.000,B-16-2
000000000010000650,4000,SP04,90.000,0.000,0.000,E-19-4
000000000010000651,2000,SP02,2.000,0.000,0.000,B-14-4
000000000010000652,4000,SP04,8.000,0.000,0.000,E-14-5
000000000010000652,1000,SP01,5.000,0.000,0.000,A-06-6
000000000010000653,3000,SP03,50.000,0.000,0.000,A-04-2
000000000010000654,3000,SP03,3.000,0.000,0.000,D-13-5
000000000010000654,1000,SP01,4.000,0.000,0.000,D-09-3
000000000010000655,3000,SP03,5.000,0.000,0.000,E-17-4
000000000010000656,4000,SP04,6.000,0.000,0.000,E-08-3
000000000010000656,2000,SP02,5.000,0.000,0.000,C-04-5
000000000010000657,3000,SP03,55.000,0.000,0.000,E-01-3
000000000010000658,1000,SP01,57.000,0.000,0.000,B-20-1
000000000010000659,3000,SP03,7.000,0.000,0.000,A-24-3
000000000010000659,2000,SP02,0.000,0.000,0.000,E-06-4
000000000010000660,3000,SP03,0.000,0.000,0.000,D-06-3
000000000010000661,4000,SP04,131.000,0.000,0.000,A-14-3
000000000010000662,1000,SP01,0.000,0.000,0.000,A-03-4
000000000030000147,3000,SP03,4.000,0.000,0.000,D-24-1
000000000030000148,2000,SP02,0.000,0.000,0.000,A-13-5
000000000010000663,2000,SP02,207.000,0.000,0.000,C-20-6
000000000010000664,3000,SP03,143.000,0.000,0.000,E-01-5
000000000080000153,4000,SP04,22.000,1.000,0.000,C-04-6
000000000010000665,3000,SP03,2.000,0.000,0.000,D-16-2
000000000010000666,1000,SP01,1.000,0.000,0.000,B-05-4
000000000030000149,2000,SP02,3.000,0.000,0.000,B-24-1
000000000010000667,1000,SP01,44.000,0.000,0.000,E-24-1
000000000010000667,3000,SP03,370.000,0.000,0.000,B-14-2
000000000010000668,1000,SP01,0.000,0.000,0.000,D-24-5
000000000080000154,4000,SP04,2.000,0.000,0.000,B-19-2
000000000030000150,2000,SP02,5.000,0.000,0.000,D-07-1
000000000010000669,3000,SP03,0.000,0.000,0.000,A-23-5
000000000010000670,2000,SP02,3.000,0.000,0.000,E-20-6
000000000030000151,3000,SP03,3.000,0.000,0.000,A-21-3
000000000030000151,4000,SP04,0.000,0.000,0.000,B-18-3
000000000080000155,4000,SP04,0.000,1.000,0.000,E-11-4
000000000080000156,2000,SP02,5.000,1.000,0.000,B-22-5
000000000080000156,4000,SP04,8.000,0.000,0.000,D-13-1
000000000010000671,2000,SP02,0.000,0.000,0.000,E-10-3
000000000010000672,3000,SP03,10.000,0.000,0.000,B-08-1
000000000010000673,4000,SP04,14.000,0.000,0.000,E-12-6
000000000010000674,4000,SP04,190.000,0.000,0.000,B-08-1
000000000010000675,1000,SP01,3.000,0.000,0.000,B-10-3
000000000010000675,4000,SP04,1.000,0.000,0.000,C-03-6
000000000010000676,2000,SP02,3.000,0.000,0.000,C-06-4
000000000080000157,4000,SP04,12.000,0.000,0.000,E-24-1
000000000030000152,3000,SP03,6.000,0.000,0.000,E-11-1
000000000030000152,2000,SP02,0.000,0.000,0.000,E-21-6
000000000080000158,2000,SP02,3.000,1.000,0.000,E-01-1
000000000080000158,1000,SP01,8.000,0.000,0.000,D-06-1
000000000090000038,4000,SP04,12.000,0.000,0.000,B-22-5
000000000090000038,3000,SP03,18.000,0.000,0.000,E-23-2
000000000030000153,4000,SP04,7.000,0.000,0.000,E-24-3
000000000010000677,1000,SP01,6.000,0.000,0.000,E-16-3
000000000010000678,1000,SP01,2.000,0.000,0.000,D-18-6
000000000010000679,1000,SP01,0.000,0.000,0.000,A-06-4
000000000090000039,1000,SP01,31.000,0.000,0.000,E-16-3
000000000080000159,2000,SP02,13.000,1.000,0.000,E-05-4
000000000080000159,3000,SP03,3.000,0.000,0.000,E-24-1
000000000010000680,3000,SP03,10.000,0.000,0.000,D-06-6
000000000010000681,4000,SP04,33.000,0.000,0.000,C-18-3
000000000010000681,2000,SP02,87.000,0.000,0.000,B-18-4
000000000080000160,2000,SP02,10.000,1.000,0.000,D-20-5
000000000030000154,2000,SP02,8.000,0.000,0.000,D-17-5
000000000010000682,1000,SP01,3.000,0.000,0.000,B-20-6
000000000010000683,2000,SP02,63.000,0.000,0.000,C-07-6
000000000010000683,3000,SP03,134.000,0.000,0.000,E-14-3
000000000080000161,1000,SP01,4.000,0.000,0.000,B-01-1
000000000030000155,2000,SP02,9.000,0.000,0.000,A-07-4
000000000030000155,4000,SP04,1.000,0.000,0.000,D-08-5
000000000010000684,2000,SP02,5.000,0.000,0.000,E-23-5
000000000080000162,2000,SP02,1.000,0.000,0.000,C-04-1
000000000010000685,3000,SP03,10.000,0.000,0.000,E-07-2
000000000030000156,3000,SP03,0.000,0.000,0.000,A-04-2
000000000010000686,2000,SP02,9.000,0.000,0.000,C-24-2
000000000090000040,2000,SP02,18.000,0.000,0.000,B-11-4
000000000010000687,4000,SP04,2.000,0.000,0.000,A-04-2
000000000080000163,2000,SP02,5.000,0.000,0.000,C-24-3
000000000010000688,2000,SP02,3.000,0.000,0.000,B-12-2
000000000080000164,4000,SP04,20.000,0.000,0.000,D-20-3
000000000080000164,3000,SP03,1.000,0.000,0.000,A-10-6
000000000080000165,3000,SP03,17.000,0.000,0.000,D-23-3
000000000030000157,1000,SP01,0.000,0.000,0.000,D-01-5
000000000080000166,1000,SP01,7.000,0.000,0.000,D-04-6
000000000090000041,1000,SP01,37.000,0.000,0.000,C-04-6
000000000090000041,2000,SP02,31.000,0.000,0.000,D-12-5
000000000080000167,2000,SP02,13.000,0.000,0.000,D-10-1
