Ebeln,Ebelp,Loekz,Txz01,Matnr,Werks,Lgort,Bednr,Menge,Meins,Netpr,Peinh,Netwr,Elikz,Pstyp,Knttp,Plifz,Banfn,Bnfpo
4500003864,00010,,SPARE FOR CV-501,000000000080000151,1000,SP01,,4.000,EA,222980.78,1.000,891923.12,true,0,,55.000,2000003864,00010
4500003865,00010,,SPARE FOR FL-310,000000000080000151,1000,SP01,,3.000,EA,222980.78,1.000,668942.34,true,0,,55.000,2000003865,00010
4500003866,00010,,SPARE FOR CV-502,000000000080000151,2000,SP02,,13.000,EA,222980.78,1.000,2898750.14,true,0,,55.000,2000003866,00010
4500003867,00010,,SPARE FOR FL-310,000000000080000151,2000,SP02,,11.000,EA,222980.78,1.000,2452788.58,true,0,,55.000,2000003867,00010
4500003868,00010,,SPARE FOR PU-610,000000000080000151,2000,SP02,,10.000,EA,222980.78,1.000,2229807.80,false,0,,55.000,2000003868,00010
4500003869,00010,,SPARE FOR CV-501,000000000080000151,2000,SP02,,10.000,EA,222980.78,1.000,2229807.80,false,0,,55.000,2000003869,00010
4500003870,00010,,SPARE FOR ML-201,000000000080000151,2000,SP02,,10.000,EA,222980.78,1.000,2229807.80,true,0,,55.000,2000003870,00010
4500003871,00010,,SPARE FOR FA-810,000000000080000151,2000,SP02,,10.000,EA,222980.78,1.000,2229807.80,false,0,,55.000,2000003871,00010
4500003872,00010,,SPARE FOR CV-502,000000000080000151,2000,SP02,,13.000,EA,222980.78,1.000,2898750.14,false,0,,55.000,2000003872,00010
4500003873,00010,,SPARE FOR CV-501,000000000010000644,1000,SP01,,72.000,EA,659572.25,1.000,47489202.00,true,0,,50.000,2000003873,00010
4500003874,00010,,SPARE FOR CR-101,000000000010000644,1000,SP01,,73.000,EA,659572.25,1.000,48148774.25,true,0,,50.000,2000003874,00010
4500003875,00010,,SPARE FOR PU-610,000000000010000644,1000,SP01,,71.000,EA,659572.25,1.000,46829629.75,true,0,,50.000,2000003875,00010
4500003876,00010,,SPARE FOR FA-810,000000000010000644,1000,SP01,,76.000,EA,659572.25,1.000,50127491.00,false,0,,50.000,2000003876,00010
4500003877,00010,,SPARE FOR SC-701,000000000010000644,1000,SP01,,95.000,EA,659572.25,1.000,62659363.75,true,0,,50.000,2000003877,00010
4500003878,00010,,SPARE FOR FL-310,000000000010000644,1000,SP01,,72.000,EA,659572.25,1.000,47489202.00,true,0,,50.000,2000003878,00010
4500003879,00010,,SPARE FOR CR-102,000000000010000645,3000,SP03,,11.000,EA,77230.14,1.000,849531.54,true,0,,176.000,2000003879,00010
4500003880,00010,,SPARE FOR CR-102,000000000010000645,3000,SP03,,11.000,EA,77230.14,1.000,849531.54,false,0,,176.000,2000003880,00010
4500003881,00010,,SPARE FOR FA-810,000000000010000645,3000,SP03,,11.000,EA,77230.14,1.000,849531.54,false,0,,176.000,2000003881,00010
4500003882,00010,,SPARE FOR SC-701,000000000010000646,3000,SP03,,2.000,EA,53923.00,1.000,107846.00,true,0,,16.000,2000003882,00010
4500003883,00010,,SPARE FOR CV-501,000000000010000646,3000,SP03,,2.000,EA,53923.00,1.000,107846.00,true,0,,16.000,2000003883,00010
4500003884,00010,,SPARE FOR ML-202,000000000010000646,3000,SP03,,2.000,EA,53923.00,1.000,107846.00,true,0,,16.000,2000003884,00010
4500003885,00010,,SPARE FOR ML-201,000000000010000646,3000,SP03,,2.000,EA,53923.00,1.000,107846.00,true,0,,16.000,2000003885,00010
4500003886,00010,,SPARE FOR CV-501,000000000010000647,2000,SP02,,9.000,EA,96654.87,1.000,869893.83,true,0,,27.000,2000003886,00010
4500003887,00010,,SPARE FOR PU-610,000000000010000647,2000,SP02,,8.000,EA,96654.87,1.000,773238.96,true,0,,27.000,2000003887,00010
4500003888,00010,,SPARE FOR ML-201,000000000010000647,2000,SP02,,9.000,EA,96654.87,1.000,869893.83,true,0,,27.000,2000003888,00010
4500003889,00010,,SPARE FOR SC-701,000000000010000647,2000,SP02,,9.000,EA,96654.87,1.000,869893.83,false,0,,27.000,2000003889,00010
4500003890,00010,,SPARE FOR CV-502,000000000010000647,2000,SP02,,9.000,EA,96654.87,1.000,869893.83,false,0,,27.000,2000003890,00010
4500003891,00010,,SPARE FOR PU-611,000000000080000152,1000,SP01,,3.000,EA,88332.28,1.000,264996.84,true,0,,22.000,2000003891,00010
4500003892,00010,,SPARE FOR SC-701,000000000080000152,1000,SP01,,4.000,EA,88332.28,1.000,353329.12,false,0,,22.000,2000003892,00010
4500003893,00010,,SPARE FOR ML-201,000000000080000152,1000,SP01,,6.000,EA,88332.28,1.000,529993.68,true,0,,22.000,2000003893,00010
4500003894,00010,,SPARE FOR CV-501,000000000080000152,1000,SP01,,3.000,EA,88332.28,1.000,264996.84,true,0,,22.000,2000003894,00010
4500003895,00010,,SPARE FOR PU-610,000000000080000152,1000,SP01,,4.000,EA,88332.28,1.000,353329.12,true,0,,22.000,2000003895,00010
4500003896,00010,,SPARE FOR PU-610,000000000080000152,1000,SP01,,4.000,EA,88332.28,1.000,353329.12,true,0,,22.000,2000003896,00010
4500003897,00010,,SPARE FOR FA-810,000000000080000152,1000,SP01,,3.000,EA,88332.28,1.000,264996.84,false,0,,22.000,2000003897,00010
4500003898,00010,,SPARE FOR CV-502,000000000080000152,1000,SP01,,7.000,EA,88332.28,1.000,618325.96,true,0,,22.000,2000003898,00010
4500003899,00010,,SPARE FOR PU-611,000000000080000152,1000,SP01,,4.000,EA,88332.28,1.000,353329.12,false,0,,22.000,2000003899,00010
4500003900,00010,,SPARE FOR CV-501,000000000010000648,1000,SP01,,3.000,EA,621689.02,1.000,1865067.06,true,0,,122.000,2000003900,00010
4500003901,00010,,SPARE FOR CR-101,000000000010000648,1000,SP01,,3.000,EA,621689.02,1.000,1865067.06,true,0,,122.000,2000003901,00010
4500003902,00010,,SPARE FOR CV-502,000000000010000648,1000,SP01,,6.000,EA,621689.02,1.000,3730134.12,true,0,,122.000,2000003902,00010
4500003903,00010,,SPARE FOR FA-810,000000000010000648,1000,SP01,,3.000,EA,621689.02,1.000,1865067.06,false,0,,122.000,2000003903,00010
4500003904,00010,,SPARE FOR ML-202,000000000010000648,1000,SP01,,3.000,EA,621689.02,1.000,1865067.06,true,0,,122.000,2000003904,00010
4500003905,00010,,SPARE FOR TH-401,000000000010000649,1000,SP01,,2.000,EA,644786.61,1.000,1289573.22,true,0,,43.000,2000003905,00010
4500003906,00010,,SPARE FOR TH-401,000000000010000649,1000,SP01,,2.000,EA,644786.61,1.000,1289573.22,true,0,,43.000,2000003906,00010
4500003907,00010,,SPARE FOR ML-202,000000000010000649,1000,SP01,,4.000,EA,644786.61,1.000,2579146.44,false,0,,43.000,2000003907,00010
4500003908,00010,,SPARE FOR CR-101,000000000010000649,1000,SP01,,4.000,EA,644786.61,1.000,2579146.44,true,0,,43.000,2000003908,00010
4500003909,00010,,SPARE FOR FL-310,000000000010000649,1000,SP01,,3.000,EA,644786.61,1.000,1934359.83,true,0,,43.000,2000003909,00010
4500003910,00010,,SPARE FOR SC-701,000000000010000649,1000,SP01,,2.000,EA,644786.61,1.000,1289573.22,true,0,,43.000,2000003910,00010
4500003911,00010,,SPARE FOR FL-310,000000000010000649,1000,SP01,,2.000,EA,644786.61,1.000,1289573.22,false,0,,43.000,2000003911,00010
4500003912,00010,,SPARE FOR CR-102,000000000010000650,4000,SP04,,122.000,EA,12574.79,1.000,1534124.38,true,0,,70.000,2000003912,00010
4500003913,00010,,SPARE FOR CV-502,000000000010000650,4000,SP04,,108.000,EA,12574.79,1.000,1358077.32,true,0,,70.000,2000003913,00010
4500003914,00010,,SPARE FOR PU-610,000000000010000650,4000,SP04,,103.000,EA,12574.79,1.000,1295203.37,false,0,,70.000,2000003914,00010
4500003915,00010,,SPARE FOR PU-610,000000000010000650,4000,SP04,,128.000,EA,12574.79,1.000,1609573.12,false,0,,70.000,2000003915,00010
4500003916,00010,,SPARE FOR FA-810,000000000010000650,4000,SP04,,153.000,EA,12574.79,1.000,1923942.87,false,0,,70.000,2000003916,00010
4500003917,00010,,SPARE FOR FA-810,000000000010000650,4000,SP04,,189.000,EA,12574.79,1.000,2376635.31,true,0,,70.000,2000003917,00010
4500003918,00010,,SPARE FOR ML-202,000000000010000650,4000,SP04,,99.000,EA,12574.79,1.000,1244904.21,false,0,,70.000,2000003918,00010
4500003919,00010,,SPARE FOR SC-701,000000000010000650,4000,SP04,,133.000,EA,12574.79,1.000,1672447.07,false,0,,70.000,2000003919,00010
4500003920,00010,,SPARE FOR PU-610,000000000010000650,4000,SP04,,164.000,EA,12574.79,1.000,2062265.56,true,0,,70.000,2000003920,00010
4500003921,00010,,SPARE FOR FA-810,000000000010000650,4000,SP04,,111.000,EA,12574.79,1.000,1395801.69,false,0,,70.000,2000003921,00010
4500003922,00010,,SPARE FOR CV-501,000000000010000651,2000,SP02,,1.000,EA,126730.23,1.000,126730.23,false,0,,75.000,2000003922,00010
4500003923,00010,,SPARE FOR TH-401,000000000010000651,2000,SP02,,1.000,EA,126730.23,1.000,126730.23,true,0,,75.000,2000003923,00010
4500003924,00010,,SPARE FOR FA-810,000000000010000652,4000,SP04,,4.000,EA,154860.15,1.000,619440.60,false,0,,52.000,2000003924,00010
4500003925,00010,,SPARE FOR CV-502,000000000010000652,4000,SP04,,5.000,EA,154860.15,1.000,774300.75,true,0,,52.000,2000003925,00010
4500003926,00010,,SPARE FOR CV-502,000000000010000652,4000,SP04,,4.000,EA,154860.15,1.000,619440.60,true,0,,52.000,2000003926,00010
4500003927,00010,,SPARE FOR SC-701,000000000010000652,4000,SP04,,6.000,EA,154860.15,1.000,929160.90,false,0,,52.000,2000003927,00010
4500003928,00010,,SPARE FOR PU-610,000000000010000652,4000,SP04,,7.000,EA,154860.15,1.000,1084021.05,true,0,,52.000,2000003928,00010
4500003929,00010,,SPARE FOR SC-701,000000000010000652,1000,SP01,,4.000,EA,154860.15,1.000,619440.60,true,0,,52.000,2000003929,00010
4500003930,00010,,SPARE FOR TH-401,000000000010000652,1000,SP01,,2.000,EA,154860.15,1.000,309720.30,false,0,,52.000,2000003930,00010
4500003931,00010,,SPARE FOR CV-501,000000000010000652,1000,SP01,,2.000,EA,154860.15,1.000,309720.30,true,0,,52.000,2000003931,00010
4500003932,00010,,SPARE FOR CV-501,000000000010000652,1000,SP01,,2.000,EA,154860.15,1.000,309720.30,true,0,,52.000,2000003932,00010
4500003933,00010,,SPARE FOR CV-501,000000000010000652,1000,SP01,,2.000,EA,154860.15,1.000,309720.30,false,0,,52.000,2000003933,00010
4500003934,00010,,SPARE FOR CR-101,000000000010000652,1000,SP01,,5.000,EA,154860.15,1.000,774300.75,false,0,,52.000,2000003934,00010
4500003935,00010,,SPARE FOR CR-102,000000000010000652,1000,SP01,,5.000,EA,154860.15,1.000,774300.75,true,0,,52.000,2000003935,00010
4500003936,00010,,SPARE FOR ML-201,000000000010000652,1000,SP01,,2.000,EA,154860.15,1.000,309720.30,true,0,,52.000,2000003936,00010
4500003937,00010,,SPARE FOR FA-810,000000000010000653,3000,SP03,,79.000,EA,21415.51,1.000,1691825.29,false,0,,7.000,2000003937,00010
4500003938,00010,,SPARE FOR ML-201,000000000010000653,3000,SP03,,73.000,EA,21415.51,1.000,1563332.23,false,0,,7.000,2000003938,00010
4500003939,00010,,SPARE FOR CR-102,000000000010000653,3000,SP03,,82.000,EA,21415.51,1.000,1756071.82,true,0,,7.000,2000003939,00010
4500003940,00010,,SPARE FOR ML-201,000000000010000653,3000,SP03,,79.000,EA,21415.51,1.000,1691825.29,false,0,,7.000,2000003940,00010
4500003941,00010,,SPARE FOR SC-701,000000000010000653,3000,SP03,,82.000,EA,21415.51,1.000,1756071.82,true,0,,7.000,2000003941,00010
4500003942,00010,,SPARE FOR FA-810,000000000010000653,3000,SP03,,82.000,EA,21415.51,1.000,1756071.82,true,0,,7.000,2000003942,00010
4500003943,00010,,SPARE FOR PU-611,000000000010000654,3000,SP03,,3.000,EA,178453.11,1.000,535359.33,true,0,,32.000,2000003943,00010
4500003944,00010,,SPARE FOR SC-701,000000000010000654,3000,SP03,,3.000,EA,178453.11,1.000,535359.33,true,0,,32.000,2000003944,00010
4500003945,00010,,SPARE FOR PU-610,000000000010000654,3000,SP03,,3.000,EA,178453.11,1.000,535359.33,false,0,,32.000,2000003945,00010
4500003946,00010,,SPARE FOR FA-810,000000000010000654,3000,SP03,,3.000,EA,178453.11,1.000,535359.33,true,0,,32.000,2000003946,00010
4500003947,00010,,SPARE FOR PU-611,000000000010000654,1000,SP01,,6.000,EA,178453.11,1.000,1070718.66,true,0,,32.000,2000003947,00010
4500003948,00010,,SPARE FOR CV-502,000000000010000654,1000,SP01,,4.000,EA,178453.11,1.000,713812.44,false,0,,32.000,2000003948,00010
4500003949,00010,,SPARE FOR FL-310,000000000010000654,1000,SP01,,4.000,EA,178453.11,1.000,713812.44,true,0,,32.000,2000003949,00010
4500003950,00010,,SPARE FOR PU-611,000000000010000654,1000,SP01,,4.000,EA,178453.11,1.000,713812.44,true,0,,32.000,2000003950,00010
4500003951,00010,,SPARE FOR TH-401,000000000010000655,3000,SP03,,9.000,EA,125010.11,1.000,1125090.99,true,0,,102.000,2000003951,00010
4500003952,00010,,SPARE FOR FA-810,000000000010000655,3000,SP03,,8.000,EA,125010.11,1.000,1000080.88,false,0,,102.000,2000003952,00010
4500003953,00010,,SPARE FOR CR-102,000000000010000655,3000,SP03,,8.000,EA,125010.11,1.000,1000080.88,true,0,,102.000,2000003953,00010
4500003954,00010,,SPARE FOR CR-102,000000000010000655,3000,SP03,,8.000,EA,125010.11,1.000,1000080.88,false,0,,102.000,2000003954,00010
4500003955,00010,,SPARE FOR CR-102,000000000010000655,3000,SP03,,13.000,EA,125010.11,1.000,1625131.43,false,0,,102.000,2000003955,00010
4500003956,00010,,SPARE FOR CV-501,000000000010000655,3000,SP03,,13.000,EA,125010.11,1.000,1625131.43,false,0,,102.000,2000003956,00010
4500003957,00010,,SPARE FOR FL-310,000000000010000655,3000,SP03,,13.000,EA,125010.11,1.000,1625131.43,false,0,,102.000,2000003957,00010
4500003958,00010,,SPARE FOR PU-611,000000000010000655,3000,SP03,,16.000,EA,125010.11,1.000,2000161.76,false,0,,102.000,2000003958,00010
4500003959,00010,,SPARE FOR FL-310,000000000010000656,4000,SP04,,6.000,EA,142390.05,1.000,854340.30,true,0,,19.000,2000003959,00010
4500003960,00010,,SPARE FOR ML-201,000000000010000656,4000,SP04,,3.000,EA,142390.05,1.000,427170.15,true,0,,19.000,2000003960,00010
4500003961,00010,,SPARE FOR CR-102,000000000010000656,4000,SP04,,3.000,EA,142390.05,1.000,427170.15,true,0,,19.000,2000003961,00010
4500003962,00010,,SPARE FOR PU-610,000000000010000656,4000,SP04,,2.000,EA,142390.05,1.000,284780.10,true,0,,19.000,2000003962,00010
4500003963,00010,,SPARE FOR ML-202,000000000010000656,4000,SP04,,6.000,EA,142390.05,1.000,854340.30,true,0,,19.000,2000003963,00010
4500003964,00010,,SPARE FOR SC-701,000000000010000656,4000,SP04,,4.000,EA,142390.05,1.000,569560.20,false,0,,19.000,2000003964,00010
4500003965,00010,,SPARE FOR CR-101,000000000010000656,4000,SP04,,2.000,EA,142390.05,1.000,284780.10,true,0,,19.000,2000003965,00010
4500003966,00010,,SPARE FOR TH-401,000000000010000656,4000,SP04,,5.000,EA,142390.05,1.000,711950.25,true,0,,19.000,2000003966,00010
4500003967,00010,,SPARE FOR CV-501,000000000010000656,4000,SP04,,3.000,EA,142390.05,1.000,427170.15,true,0,,19.000,2000003967,00010
4500003968,00010,,SPARE FOR CR-101,000000000010000656,4000,SP04,,2.000,EA,142390.05,1.000,284780.10,true,0,,19.000,2000003968,00010
4500003969,00010,,SPARE FOR ML-201,000000000010000656,2000,SP02,,6.000,EA,142390.05,1.000,854340.30,false,0,,19.000,2000003969,00010
4500003970,00010,,SPARE FOR FA-810,000000000010000656,2000,SP02,,6.000,EA,142390.05,1.000,854340.30,false,0,,19.000,2000003970,00010
4500003971,00010,,SPARE FOR CR-101,000000000010000656,2000,SP02,,6.000,EA,142390.05,1.000,854340.30,false,0,,19.000,2000003971,00010
4500003972,00010,,SPARE FOR CV-501,000000000010000656,2000,SP02,,6.000,EA,142390.05,1.000,854340.30,true,0,,19.000,2000003972,00010
4500003973,00010,,SPARE FOR FL-310,000000000010000656,2000,SP02,,7.000,EA,142390.05,1.000,996730.35,true,0,,19.000,2000003973,00010
4500003974,00010,,SPARE FOR FA-810,000000000010000656,2000,SP02,,7.000,EA,142390.05,1.000,996730.35,true,0,,19.000,2000003974,00010
4500003975,00010,,SPARE FOR PU-611,000000000010000656,2000,SP02,,7.000,EA,142390.05,1.000,996730.35,false,0,,19.000,2000003975,00010
4500003976,00010,,SPARE FOR CR-101,000000000010000656,2000,SP02,,7.000,EA,142390.05,1.000,996730.35,true,0,,19.000,2000003976,00010
4500003977,00010,,SPARE FOR FL-310,000000000010000657,3000,SP03,,107.000,EA,7612.51,1.000,814538.57,true,0,,11.000,2000003977,00010
4500003978,00010,,SPARE FOR ML-201,000000000010000657,3000,SP03,,110.000,EA,7612.51,1.000,837376.10,true,0,,11.000,2000003978,00010
4500003979,00010,,SPARE FOR CR-102,000000000010000657,3000,SP03,,118.000,EA,7612.51,1.000,898276.18,true,0,,11.000,2000003979,00010
4500003980,00010,,SPARE FOR FL-310,000000000010000657,3000,SP03,,121.000,EA,7612.51,1.000,921113.71,true,0,,11.000,2000003980,00010
4500003981,00010,,SPARE FOR CR-102,000000000010000658,1000,SP01,,101.000,EA,4366.47,1.000,441013.47,false,0,,42.000,2000003981,00010
4500003982,00010,,SPARE FOR FA-810,000000000010000658,1000,SP01,,128.000,EA,4366.47,1.000,558908.16,false,0,,42.000,2000003982,00010
4500003983,00010,,SPARE FOR CR-102,000000000010000658,1000,SP01,,142.000,EA,4366.47,1.000,620038.74,true,0,,42.000,2000003983,00010
4500003984,00010,,SPARE FOR CR-101,000000000010000658,1000,SP01,,128.000,EA,4366.47,1.000,558908.16,true,0,,42.000,2000003984,00010
4500003985,00010,,SPARE FOR PU-611,000000000010000658,1000,SP01,,114.000,EA,4366.47,1.000,497777.58,true,0,,42.000,2000003985,00010
4500003986,00010,,SPARE FOR CR-101,000000000010000658,1000,SP01,,115.000,EA,4366.47,1.000,502144.05,true,0,,42.000,2000003986,00010
4500003987,00010,,SPARE FOR CV-501,000000000010000658,1000,SP01,,115.000,EA,4366.47,1.000,502144.05,true,0,,42.000,2000003987,00010
4500003988,00010,,SPARE FOR CV-502,000000000010000659,3000,SP03,,3.000,EA,245274.96,1.000,735824.88,false,0,,123.000,2000003988,00010
4500003989,00010,,SPARE FOR ML-202,000000000010000659,3000,SP03,,4.000,EA,245274.96,1.000,981099.84,true,0,,123.000,2000003989,00010
4500003990,00010,,SPARE FOR CV-501,000000000010000659,3000,SP03,,5.000,EA,245274.96,1.000,1226374.80,true,0,,123.000,2000003990,00010
4500003991,00010,,SPARE FOR CR-101,000000000010000659,2000,SP02,,6.000,EA,245274.96,1.000,1471649.76,false,0,,123.000,2000003991,00010
4500003992,00010,,SPARE FOR CV-501,000000000010000659,2000,SP02,,6.000,EA,245274.96,1.000,1471649.76,true,0,,123.000,2000003992,00010
4500003993,00010,,SPARE FOR TH-401,000000000010000659,2000,SP02,,6.000,EA,245274.96,1.000,1471649.76,false,0,,123.000,2000003993,00010
4500003994,00010,,SPARE FOR FA-810,000000000010000661,4000,SP04,,125.000,EA,22623.34,1.000,2827917.50,true,0,,13.000,2000003994,00010
4500003995,00010,,SPARE FOR FA-810,000000000010000661,4000,SP04,,131.000,EA,22623.34,1.000,2963657.54,true,0,,13.000,2000003995,00010
4500003996,00010,,SPARE FOR CR-102,000000000010000661,4000,SP04,,123.000,EA,22623.34,1.000,2782670.82,true,0,,13.000,2000003996,00010
4500003997,00010,,SPARE FOR CV-501,000000000010000661,4000,SP04,,109.000,EA,22623.34,1.000,2465944.06,false,0,,13.000,2000003997,00010
4500003998,00010,,SPARE FOR ML-201,000000000010000661,4000,SP04,,110.000,EA,22623.34,1.000,2488567.40,false,0,,13.000,2000003998,00010
4500003999,00010,,SPARE FOR TH-401,000000000010000661,4000,SP04,,97.000,EA,22623.34,1.000,2194463.98,true,0,,13.000,2000003999,00010
4500004000,00010,,SPARE FOR SC-701,000000000010000661,4000,SP04,,101.000,EA,22623.34,1.000,2284957.34,false,0,,13.000,2000004000,00010
4500004001,00010,,SPARE FOR FL-310,000000000010000661,4000,SP04,,95.000,EA,22623.34,1.000,2149217.30,true,0,,13.000,2000004001,00010
4500004002,00010,,SPARE FOR FA-810,000000000010000662,1000,SP01,,3.000,EA,132179.66,1.000,396538.98,true,0,,24.000,2000004002,00010
4500004003,00010,,SPARE FOR SC-701,000000000010000662,1000,SP01,,3.000,EA,132179.66,1.000,396538.98,true,0,,24.000,2000004003,00010
4500004004,00010,,SPARE FOR PU-610,000000000010000662,1000,SP01,,3.000,EA,132179.66,1.000,396538.98,false,0,,24.000,2000004004,00010
4500004005,00010,,SPARE FOR ML-202,000000000010000662,1000,SP01,,3.000,EA,132179.66,1.000,396538.98,false,0,,24.000,2000004005,00010
4500004006,00010,,SPARE FOR ML-201,000000000010000663,2000,SP02,,202.000,EA,12996.33,1.000,2625258.66,true,0,,15.000,2000004006,00010
4500004007,00010,,SPARE FOR FA-810,000000000010000663,2000,SP02,,207.000,EA,12996.33,1.000,2690240.31,true,0,,15.000,2000004007,00010
4500004008,00010,,SPARE FOR CR-102,000000000010000663,2000,SP02,,207.000,EA,12996.33,1.000,2690240.31,true,0,,15.000,2000004008,00010
4500004009,00010,,SPARE FOR ML-201,000000000010000663,2000,SP02,,207.000,EA,12996.33,1.000,2690240.31,true,0,,15.000,2000004009,00010
4500004010,00010,,SPARE FOR CV-502,000000000010000664,3000,SP03,,217.000,EA,3923.66,1.000,851434.22,true,0,,55.000,2000004010,00010
4500004011,00010,,SPARE FOR FL-310,000000000010000664,3000,SP03,,238.000,EA,3923.66,1.000,933831.08,true,0,,55.000,2000004011,00010
4500004012,00010,,SPARE FOR CR-102,000000000010000664,3000,SP03,,215.000,EA,3923.66,1.000,843586.90,false,0,,55.000,2000004012,00010
4500004013,00010,,SPARE FOR ML-201,000000000010000664,3000,SP03,,252.000,EA,3923.66,1.000,988762.32,true,0,,55.000,2000004013,00010
4500004014,00010,,SPARE FOR ML-201,000000000080000153,4000,SP04,,22.000,EA,303259.68,1.000,6671712.96,true,0,,81.000,2000004014,00010
4500004015,00010,,SPARE FOR CV-502,000000000080000153,4000,SP04,,20.000,EA,303259.68,1.000,6065193.60,true,0,,81.000,2000004015,00010
4500004016,00010,,SPARE FOR TH-401,000000000010000666,1000,SP01,,2.000,EA,177170.69,1.000,354341.38,true,0,,25.000,2000004016,00010
4500004017,00010,,SPARE FOR CR-101,000000000010000667,1000,SP01,,255.000,EA,24305.42,1.000,6197882.10,true,0,,129.000,2000004017,00010
4500004018,00010,,SPARE FOR FA-810,000000000010000667,1000,SP01,,247.000,EA,24305.42,1.000,6003438.74,true,0,,129.000,2000004018,00010
4500004019,00010,,SPARE FOR TH-401,000000000010000667,1000,SP01,,245.000,EA,24305.42,1.000,5954827.90,false,0,,129.000,2000004019,00010
4500004020,00010,,SPARE FOR CR-101,000000000010000667,3000,SP03,,162.000,EA,24305.42,1.000,3937478.04,true,0,,129.000,2000004020,00010
4500004021,00010,,SPARE FOR SC-701,000000000010000667,3000,SP03,,132.000,EA,24305.42,1.000,3208315.44,false,0,,129.000,2000004021,00010
4500004022,00010,,SPARE FOR CR-101,000000000010000667,3000,SP03,,164.000,EA,24305.42,1.000,3986088.88,false,0,,129.000,2000004022,00010
4500004023,00010,,SPARE FOR CV-502,000000000010000667,3000,SP03,,237.000,EA,24305.42,1.000,5760384.54,true,0,,129.000,2000004023,00010
4500004024,00010,,SPARE FOR ML-201,000000000010000667,3000,SP03,,145.000,EA,24305.42,1.000,3524285.90,true,0,,129.000,2000004024,00010
4500004025,00010,,SPARE FOR FA-810,000000000010000667,3000,SP03,,291.000,EA,24305.42,1.000,7072877.22,false,0,,129.000,2000004025,00010
4500004026,00010,,SPARE FOR PU-611,000000000010000667,3000,SP03,,317.000,EA,24305.42,1.000,7704818.14,true,0,,129.000,2000004026,00010
4500004027,00010,,SPARE FOR CV-501,000000000080000154,4000,SP04,,5.000,EA,259963.45,1.000,1299817.25,true,0,,32.000,2000004027,00010
4500004028,00010,,SPARE FOR FL-310,000000000080000154,4000,SP04,,4.000,EA,259963.45,1.000,1039853.80,true,0,,32.000,2000004028,00010
4500004029,00010,,SPARE FOR FL-310,000000000080000154,4000,SP04,,4.000,EA,259963.45,1.000,1039853.80,false,0,,32.000,2000004029,00010
4500004030,00010,,SPARE FOR PU-610,000000000080000154,4000,SP04,,4.000,EA,259963.45,1.000,1039853.80,true,0,,32.000,2000004030,00010
4500004031,00010,,SPARE FOR ML-201,000000000080000154,4000,SP04,,4.000,EA,259963.45,1.000,1039853.80,true,0,,32.000,2000004031,00010
4500004032,00010,,SPARE FOR CV-501,000000000010000670,2000,SP02,,6.000,EA,149384.08,1.000,896304.48,false,0,,189.000,2000004032,00010
4500004033,00010,,SPARE FOR CR-101,000000000010000670,2000,SP02,,8.000,EA,149384.08,1.000,1195072.64,true,0,,189.000,2000004033,00010
4500004034,00010,,SPARE FOR CR-102,000000000010000670,2000,SP02,,4.000,EA,149384.08,1.000,597536.32,false,0,,189.000,2000004034,00010
4500004035,00010,,SPARE FOR FA-810,000000000010000670,2000,SP02,,6.000,EA,149384.08,1.000,896304.48,true,0,,189.000,2000004035,00010
4500004036,00010,,SPARE FOR ML-202,000000000010000670,2000,SP02,,4.000,EA,149384.08,1.000,597536.32,false,0,,189.000,2000004036,00010
4500004037,00010,,SPARE FOR CV-502,000000000010000670,2000,SP02,,8.000,EA,149384.08,1.000,1195072.64,false,0,,189.000,2000004037,00010
4500004038,00010,,SPARE FOR PU-611,000000000080000155,4000,SP04,,3.000,EA,165893.86,1.000,497681.58,false,0,,54.000,2000004038,00010
4500004039,00010,,SPARE FOR CR-102,000000000080000155,4000,SP04,,4.000,EA,165893.86,1.000,663575.44,true,0,,54.000,2000004039,00010
4500004040,00010,,SPARE FOR SC-701,000000000080000155,4000,SP04,,3.000,EA,165893.86,1.000,497681.58,true,0,,54.000,2000004040,00010
4500004041,00010,,SPARE FOR CR-101,000000000080000155,4000,SP04,,3.000,EA,165893.86,1.000,497681.58,false,0,,54.000,2000004041,00010
4500004042,00010,,SPARE FOR SC-701,000000000080000155,4000,SP04,,3.000,EA,165893.86,1.000,497681.58,false,0,,54.000,2000004042,00010
4500004043,00010,,SPARE FOR SC-701,000000000080000155,4000,SP04,,4.000,EA,165893.86,1.000,663575.44,false,0,,54.000,2000004043,00010
4500004044,00010,,SPARE FOR CV-502,000000000080000155,4000,SP04,,4.000,EA,165893.86,1.000,663575.44,true,0,,54.000,2000004044,00010
4500004045,00010,,SPARE FOR PU-610,000000000080000155,4000,SP04,,5.000,EA,165893.86,1.000,829469.30,false,0,,54.000,2000004045,00010
4500004046,00010,,SPARE FOR ML-201,000000000080000156,2000,SP02,,7.000,EA,243907.09,1.000,1707349.63,false,0,,39.000,2000004046,00010
4500004047,00010,,SPARE FOR FL-310,000000000080000156,2000,SP02,,7.000,EA,243907.09,1.000,1707349.63,false,0,,39.000,2000004047,00010
4500004048,00010,,SPARE FOR CV-501,000000000080000156,2000,SP02,,7.000,EA,243907.09,1.000,1707349.63,false,0,,39.000,2000004048,00010
4500004049,00010,,SPARE FOR FA-810,000000000080000156,2000,SP02,,7.000,EA,243907.09,1.000,1707349.63,true,0,,39.000,2000004049,00010
