Ebeln,Ebelp,Zekkn,Vgabe,Gjahr,Belnr,Buzei,Bewtp,Bwart,Budat,Menge,Dmbtr,Shkzg,Cpudt,Matnr,Werks
4500004937,00010,01,2,2026,5100002563,0001,Q,,2026-09-07T00:00:00,4.000,528526.48,S,2026-09-07T00:00:00,000000000010000817,1000
4500004939,00010,01,1,2025,4900015953,0001,E,101,2025-02-25T00:00:00,9.000,215815.77,S,2025-02-25T00:00:00,000000000080000188,4000
4500004940,00010,01,1,2025,4900015956,0001,E,101,2025-06-07T00:00:00,24.000,575508.72,S,2025-06-07T00:00:00,000000000080000188,4000
4500004940,00010,01,2,2025,5100002564,0001,Q,,2025-06-21T00:00:00,24.000,575508.72,S,2025-06-25T00:00:00,000000000080000188,4000
4500004942,00010,01,1,2024,4900015963,0001,E,101,2024-11-01T00:00:00,11.000,307320.53,S,2024-11-01T00:00:00,000000000010000819,3000
4500004942,00010,01,2,2024,5100002565,0001,Q,,2024-11-05T00:00:00,11.000,307320.53,S,2024-11-13T00:00:00,000000000010000819,3000
4500004944,00010,01,1,2025,4900015969,0001,E,101,2025-10-15T00:00:00,8.000,223505.84,S,2025-10-15T00:00:00,000000000010000819,3000
4500004944,00010,01,2,2025,5100002566,0001,Q,,2025-11-03T00:00:00,8.000,223505.84,S,2025-11-08T00:00:00,000000000010000819,3000
4500004945,00010,01,1,2026,4900015972,0001,E,101,2026-03-22T00:00:00,8.000,223505.84,S,2026-03-22T00:00:00,000000000010000819,3000
4500004946,00010,01,1,2025,4900015977,0001,E,101,2025-10-13T00:00:00,2.000,79067.36,S,2025-10-13T00:00:00,000000000010000820,1000
4500004946,00010,01,2,2025,5100002567,0001,Q,,2025-11-03T00:00:00,2.000,79067.36,S,2025-10-19T00:00:00,000000000010000820,1000
4500004947,00010,01,1,2026,4900015981,0001,E,101,2026-06-05T00:00:00,2.000,79067.36,S,2026-06-05T00:00:00,000000000010000820,1000
4500004947,00010,01,2,2026,5100002568,0001,Q,,2026-06-22T00:00:00,2.000,79067.36,S,2026-06-16T00:00:00,000000000010000820,1000
4500004951,00010,01,1,2024,4900015992,0001,E,101,2024-11-10T00:00:00,45.000,993052.35,S,2024-11-10T00:00:00,000000000010000821,2000
4500004951,00010,01,2,2024,5100002569,0001,Q,,2024-11-25T00:00:00,45.000,993052.35,S,2024-12-07T00:00:00,000000000010000821,2000
4500004952,00010,01,1,2025,4900015999,0001,E,101,2025-04-15T00:00:00,51.000,1125459.33,S,2025-04-15T00:00:00,000000000010000821,2000
4500004952,00010,01,2,2025,5100002570,0001,Q,,2025-05-02T00:00:00,51.000,1125459.33,S,2025-05-13T00:00:00,000000000010000821,2000
4500004953,00010,01,1,2025,4900016004,0001,E,101,2025-09-10T00:00:00,31.000,684102.73,S,2025-09-10T00:00:00,000000000010000821,2000
4500004953,00010,01,2,2025,5100002571,0001,Q,,2025-10-07T00:00:00,31.000,684102.73,S,2025-09-23T00:00:00,000000000010000821,2000
4500004954,00010,01,1,2025,4900016007,0001,E,101,2025-11-20T00:00:00,50.000,1103391.50,S,2025-11-20T00:00:00,000000000010000821,2000
4500004955,00010,01,1,2026,4900016012,0001,E,101,2026-03-19T00:00:00,51.000,1125459.33,S,2026-03-19T00:00:00,000000000010000821,2000
4500004956,00010,01,1,2026,4900016019,0001,E,101,2026-09-05T00:00:00,48.000,1059255.84,S,2026-09-05T00:00:00,000000000010000821,2000
4500004956,00010,01,2,2026,5100002572,0001,Q,,2026-09-07T00:00:00,48.000,1059255.84,S,2026-09-07T00:00:00,000000000010000821,2000
4500004957,00010,01,1,2025,4900016024,0001,E,101,2025-01-14T00:00:00,114.000,2515732.62,S,2025-01-14T00:00:00,000000000010000821,3000
4500004957,00010,01,2,2025,5100002573,0001,Q,,2025-01-30T00:00:00,114.000,2515732.62,S,2025-01-27T00:00:00,000000000010000821,3000
4500004958,00010,01,1,2025,4900016029,0001,E,101,2025-05-02T00:00:00,120.000,2648139.60,S,2025-05-02T00:00:00,000000000010000821,3000
4500004959,00010,01,1,2025,4900016034,0001,E,101,2025-09-30T00:00:00,122.000,2692275.26,S,2025-09-30T00:00:00,000000000010000821,3000
4500004959,00010,01,2,2025,5100002574,0001,Q,,2025-10-10T00:00:00,122.000,2692275.26,S,2025-10-24T00:00:00,000000000010000821,3000
4500004961,00010,01,1,2026,4900016038,0001,E,101,2026-03-20T00:00:00,87.000,1919901.21,S,2026-03-20T00:00:00,000000000010000821,3000
4500004961,00010,01,2,2026,5100002575,0001,Q,,2026-04-10T00:00:00,87.000,1919901.21,S,2026-04-04T00:00:00,000000000010000821,3000
4500004962,00010,01,1,2026,4900016042,0001,E,101,2026-07-14T00:00:00,125.000,2758478.75,S,2026-07-14T00:00:00,000000000010000821,3000
4500004963,00010,01,1,2026,4900016047,0001,E,101,2026-03-03T00:00:00,1.000,71625.56,S,2026-03-03T00:00:00,000000000010000822,3000
4500004964,00010,01,1,2024,4900016050,0001,E,101,2024-11-10T00:00:00,8.000,1240497.60,S,2024-11-10T00:00:00,000000000010000823,2000
4500004964,00010,01,2,2024,5100002576,0001,Q,,2024-12-07T00:00:00,8.000,1240497.60,S,2024-12-04T00:00:00,000000000010000823,2000
4500004965,00010,01,1,2025,4900016052,0001,E,101,2025-01-17T00:00:00,8.000,1240497.60,S,2025-01-17T00:00:00,000000000010000823,2000
4500004965,00010,01,2,2025,5100002577,0001,Q,,2025-01-21T00:00:00,8.000,1240497.60,S,2025-01-22T00:00:00,000000000010000823,2000
4500004967,00010,01,1,2025,4900016055,0001,E,101,2025-04-14T00:00:00,10.000,1550622.00,S,2025-04-14T00:00:00,000000000010000823,2000
4500004967,00010,01,2,2025,5100002578,0001,Q,,2025-05-12T00:00:00,10.000,1550622.00,S,2025-04-17T00:00:00,000000000010000823,2000
4500004968,00010,01,1,2025,4900016059,0001,E,101,2025-10-31T00:00:00,5.000,775311.00,S,2025-10-31T00:00:00,000000000010000823,2000
4500004968,00010,01,2,2025,5100002579,0001,Q,,2025-11-13T00:00:00,5.000,775311.00,S,2025-11-07T00:00:00,000000000010000823,2000
4500004969,00010,01,1,2025,4900016060,0001,E,101,2025-12-14T00:00:00,10.000,1550622.00,S,2025-12-14T00:00:00,000000000010000823,2000
4500004969,00010,01,2,2025,5100002580,0001,Q,,2025-12-18T00:00:00,10.000,1550622.00,S,2025-12-31T00:00:00,000000000010000823,2000
4500004970,00010,01,1,2026,4900016063,0001,E,101,2026-06-24T00:00:00,5.000,775311.00,S,2026-06-24T00:00:00,000000000010000823,2000
4500004970,00010,01,2,2026,5100002581,0001,Q,,2026-07-02T00:00:00,5.000,775311.00,S,2026-07-24T00:00:00,000000000010000823,2000
4500004971,00010,01,1,2025,4900016067,0001,E,101,2025-02-27T00:00:00,3.000,320167.23,S,2025-02-27T00:00:00,000000000080000189,1000
4500004972,00010,01,1,2025,4900016070,0001,E,101,2025-08-26T00:00:00,6.000,640334.46,S,2025-08-26T00:00:00,000000000080000189,1000
4500004973,00010,01,1,2026,4900016073,0001,E,101,2026-02-19T00:00:00,6.000,640334.46,S,2026-02-19T00:00:00,000000000080000189,1000
4500004973,00010,01,2,2026,5100002582,0001,Q,,2026-03-08T00:00:00,6.000,640334.46,S,2026-03-14T00:00:00,000000000080000189,1000
4500004974,00010,01,1,2024,4900016077,0001,E,101,2024-10-11T00:00:00,9.000,960501.69,S,2024-10-11T00:00:00,000000000080000189,2000
4500004974,00010,01,2,2024,5100002583,0001,Q,,2024-11-09T00:00:00,9.000,960501.69,S,2024-10-24T00:00:00,000000000080000189,2000
4500004975,00010,01,1,2025,4900016080,0001,E,101,2025-05-18T00:00:00,7.000,747056.87,S,2025-05-18T00:00:00,000000000080000189,2000
4500004975,00010,01,2,2025,5100002584,0001,Q,,2025-06-07T00:00:00,7.000,747056.87,S,2025-05-31T00:00:00,000000000080000189,2000
4500004976,00010,01,1,2026,4900016084,0001,E,101,2026-02-12T00:00:00,8.000,853779.28,S,2026-02-12T00:00:00,000000000080000189,2000
4500004976,00010,01,2,2026,5100002585,0001,Q,,2026-03-05T00:00:00,8.000,853779.28,S,2026-02-17T00:00:00,000000000080000189,2000
4500004977,00010,01,1,2025,4900016088,0001,E,101,2025-01-06T00:00:00,13.000,2278224.26,S,2025-01-06T00:00:00,000000000010000824,1000
4500004977,00010,01,2,2025,5100002586,0001,Q,,2025-01-23T00:00:00,13.000,2278224.26,S,2025-01-31T00:00:00,000000000010000824,1000
4500004978,00010,01,1,2025,4900016092,0001,E,101,2025-07-23T00:00:00,9.000,1577232.18,S,2025-07-23T00:00:00,000000000010000824,1000
4500004981,00010,01,1,2026,4900016097,0001,E,101,2026-05-06T00:00:00,15.000,2628720.30,S,2026-05-06T00:00:00,000000000010000824,1000
4500004983,00010,01,1,2025,4900016101,0001,E,101,2025-01-22T00:00:00,16.000,2803968.32,S,2025-01-22T00:00:00,000000000010000824,4000
4500004983,00010,01,2,2025,5100002587,0001,Q,,2025-02-14T00:00:00,16.000,2803968.32,S,2025-02-14T00:00:00,000000000010000824,4000
4500004985,00010,01,1,2026,4900016109,0001,E,101,2026-03-11T00:00:00,12.000,2102976.24,S,2026-03-11T00:00:00,000000000010000824,4000
4500004990,00010,01,1,2025,4900016116,0001,E,101,2025-01-22T00:00:00,291.000,56609420.19,S,2025-01-22T00:00:00,000000000010000826,4000
4500004991,00010,01,1,2025,4900016124,0001,E,101,2025-08-30T00:00:00,168.000,32681727.12,S,2025-08-30T00:00:00,000000000010000826,4000
4500004991,00010,01,2,2025,5100002588,0001,Q,,2025-09-29T00:00:00,168.000,32681727.12,S,2025-09-19T00:00:00,000000000010000826,4000
4500004992,00010,01,1,2026,4900016131,0001,E,101,2026-02-20T00:00:00,223.000,43381102.07,S,2026-02-20T00:00:00,000000000010000826,4000
4500004992,00010,01,2,2026,5100002589,0001,Q,,2026-03-04T00:00:00,223.000,43381102.07,S,2026-03-20T00:00:00,000000000010000826,4000
4500004996,00010,01,1,2024,4900016141,0001,E,101,2024-12-22T00:00:00,137.000,26651170.33,S,2024-12-22T00:00:00,000000000010000826,1000
4500004996,00010,01,2,2024,5100002590,0001,Q,,2024-12-25T00:00:00,137.000,26651170.33,S,2024-12-30T00:00:00,000000000010000826,1000
4500004997,00010,01,1,2025,4900016149,0001,E,101,2025-07-04T00:00:00,145.000,28207443.05,S,2025-07-04T00:00:00,000000000010000826,1000
4500004997,00010,01,2,2025,5100002591,0001,Q,,2025-08-01T00:00:00,145.000,28207443.05,S,2025-07-30T00:00:00,000000000010000826,1000
4500004999,00010,01,1,2026,4900016158,0001,E,101,2026-04-11T00:00:00,154.000,29958249.86,S,2026-04-11T00:00:00,000000000010000826,1000
4500004999,00010,01,2,2026,5100002592,0001,Q,,2026-04-19T00:00:00,154.000,29958249.86,S,2026-04-18T00:00:00,000000000010000826,1000
4500005001,00010,01,1,2025,4900016170,0001,E,101,2025-04-11T00:00:00,6.000,570381.06,S,2025-04-11T00:00:00,000000000010000827,2000
4500005002,00010,01,1,2025,4900016175,0001,E,101,2025-11-07T00:00:00,11.000,1045698.61,S,2025-11-07T00:00:00,000000000010000827,2000
4500005002,00010,01,2,2025,5100002593,0001,Q,,2025-11-20T00:00:00,11.000,1045698.61,S,2025-11-16T00:00:00,000000000010000827,2000
4500005003,00010,01,1,2024,4900016182,0001,E,101,2024-10-26T00:00:00,3.000,473078.37,S,2024-10-26T00:00:00,000000000080000190,4000
4500005003,00010,01,2,2024,5100002594,0001,Q,,2024-11-15T00:00:00,3.000,473078.37,S,2024-10-30T00:00:00,000000000080000190,4000
4500005004,00010,01,1,2025,4900016184,0001,E,101,2025-07-04T00:00:00,2.000,315385.58,S,2025-07-04T00:00:00,000000000080000190,4000
4500005004,00010,01,2,2025,5100002595,0001,Q,,2025-07-07T00:00:00,2.000,315385.58,S,2025-08-03T00:00:00,000000000080000190,4000
4500005006,00010,01,1,2025,4900016187,0001,E,101,2025-09-22T00:00:00,1.000,157692.79,S,2025-09-22T00:00:00,000000000080000190,4000
4500005006,00010,01,2,2025,5100002596,0001,Q,,2025-10-09T00:00:00,1.000,157692.79,S,2025-09-28T00:00:00,000000000080000190,4000
4500005007,00010,01,1,2025,4900016188,0001,E,101,2025-09-25T00:00:00,3.000,473078.37,S,2025-09-25T00:00:00,000000000080000190,4000
4500005008,00010,01,1,2025,4900016191,0001,E,101,2025-12-30T00:00:00,2.000,315385.58,S,2025-12-30T00:00:00,000000000080000190,4000
4500005008,00010,01,2,2025,5100002597,0001,Q,,2026-01-24T00:00:00,2.000,315385.58,S,2026-01-14T00:00:00,000000000080000190,4000
4500005010,00010,01,1,2026,4900016193,0001,E,101,2026-07-14T00:00:00,2.000,315385.58,S,2026-07-14T00:00:00,000000000080000190,4000
4500005010,00010,01,2,2026,5100002598,0001,Q,,2026-08-07T00:00:00,2.000,315385.58,S,2026-07-27T00:00:00,000000000080000190,4000
4500005011,00010,01,1,2025,4900016198,0001,E,101,2025-04-13T00:00:00,20.000,15963468.40,S,2025-04-13T00:00:00,000000000010000828,3000
4500005011,00010,01,2,2025,5100002599,0001,Q,,2025-05-08T00:00:00,20.000,15963468.40,S,2025-05-12T00:00:00,000000000010000828,3000
4500005013,00010,01,1,2026,4900016205,0001,E,101,2026-03-22T00:00:00,24.000,19156162.08,S,2026-03-22T00:00:00,000000000010000828,3000
4500005013,00010,01,2,2026,5100002600,0001,Q,,2026-04-15T00:00:00,24.000,19156162.08,S,2026-03-29T00:00:00,000000000010000828,3000
4500005014,00010,01,1,2025,4900016212,0001,E,101,2025-01-05T00:00:00,16.000,1920901.44,S,2025-01-05T00:00:00,000000000010000829,1000
4500005016,00010,01,1,2025,4900016217,0001,E,101,2025-08-06T00:00:00,14.000,1680788.76,S,2025-08-06T00:00:00,000000000010000829,1000
4500005016,00010,01,2,2025,5100002601,0001,Q,,2025-08-31T00:00:00,14.000,1680788.76,S,2025-09-03T00:00:00,000000000010000829,1000
4500005017,00010,01,1,2026,4900016222,0001,E,101,2026-02-27T00:00:00,17.000,2040957.78,S,2026-02-27T00:00:00,000000000010000829,1000
4500005018,00010,01,1,2025,4900016227,0001,E,101,2025-03-02T00:00:00,11.000,328720.70,S,2025-03-02T00:00:00,000000000080000191,4000
4500005019,00010,01,1,2026,4900016234,0001,E,101,2026-06-07T00:00:00,10.000,298837.00,S,2026-06-07T00:00:00,000000000080000191,4000
4500005019,00010,01,2,2026,5100002602,0001,Q,,2026-07-02T00:00:00,10.000,298837.00,S,2026-06-15T00:00:00,000000000080000191,4000
4500005021,00010,01,1,2026,4900016242,0001,E,101,2026-08-08T00:00:00,5.000,573762.85,S,2026-08-08T00:00:00,000000000010000831,3000
4500005022,00010,01,1,2026,4900016247,0001,E,101,2026-05-06T00:00:00,1.000,114752.57,S,2026-05-06T00:00:00,000000000010000831,1000
4500005023,00010,01,1,2026,4900016250,0001,E,101,2026-01-07T00:00:00,1.000,164840.79,S,2026-01-07T00:00:00,000000000010000832,3000
4500005023,00010,01,2,2026,5100002603,0001,Q,,2026-01-15T00:00:00,1.000,164840.79,S,2026-01-31T00:00:00,000000000010000832,3000
4500005025,00010,01,1,2026,4900016255,0001,E,101,2026-06-04T00:00:00,2.000,329681.58,S,2026-06-04T00:00:00,000000000010000832,4000
4500005025,00010,01,2,2026,5100002604,0001,Q,,2026-06-12T00:00:00,2.000,329681.58,S,2026-06-28T00:00:00,000000000010000832,4000
4500005026,00010,01,1,2025,4900016261,0001,E,101,2025-02-02T00:00:00,275.000,2180931.50,S,2025-02-02T00:00:00,000000000010000833,3000
4500005026,00010,01,2,2025,5100002605,0001,Q,,2025-02-19T00:00:00,275.000,2180931.50,S,2025-02-27T00:00:00,000000000010000833,3000
4500005027,00010,01,1,2025,4900016270,0001,E,101,2025-10-06T00:00:00,256.000,2030248.96,S,2025-10-06T00:00:00,000000000010000833,3000
4500005028,00010,01,1,2026,4900016279,0001,E,101,2026-06-12T00:00:00,260.000,2061971.60,S,2026-06-12T00:00:00,000000000010000833,3000
4500005030,00010,01,1,2025,4900016285,0001,E,101,2025-02-06T00:00:00,13.000,1843508.29,S,2025-02-06T00:00:00,000000000010000834,4000
4500005030,00010,01,2,2025,5100002606,0001,Q,,2025-02-25T00:00:00,13.000,1843508.29,S,2025-02-23T00:00:00,000000000010000834,4000
4500005031,00010,01,1,2025,4900016288,0001,E,101,2025-06-13T00:00:00,12.000,1701699.96,S,2025-06-13T00:00:00,000000000010000834,4000
4500005032,00010,01,1,2026,4900016291,0001,E,101,2026-05-22T00:00:00,9.000,1276274.97,S,2026-05-22T00:00:00,000000000010000834,4000
4500005032,00010,01,2,2026,5100002607,0001,Q,,2026-06-10T00:00:00,9.000,1276274.97,S,2026-06-17T00:00:00,000000000010000834,4000
4500005035,00010,01,1,2025,4900016295,0001,E,101,2025-02-05T00:00:00,10.000,829030.90,S,2025-02-05T00:00:00,000000000010000836,3000
4500005035,00010,01,2,2025,5100002608,0001,Q,,2025-02-21T00:00:00,10.000,829030.90,S,2025-02-22T00:00:00,000000000010000836,3000
4500005036,00010,01,1,2025,4900016300,0001,E,101,2025-08-04T00:00:00,15.000,1243546.35,S,2025-08-04T00:00:00,000000000010000836,3000
4500005036,00010,01,2,2025,5100002609,0001,Q,,2025-08-11T00:00:00,15.000,1243546.35,S,2025-08-15T00:00:00,000000000010000836,3000
4500005038,00010,01,1,2025,4900016319,0001,E,101,2025-05-15T00:00:00,8.000,436587.04,S,2025-05-15T00:00:00,000000000010000838,2000
4500005040,00010,01,1,2025,4900016321,0001,E,101,2025-12-03T00:00:00,18.000,982320.84,S,2025-12-03T00:00:00,000000000010000838,2000
4500005041,00010,01,1,2024,4900016338,0001,E,101,2024-10-25T00:00:00,6.000,869039.46,S,2024-10-25T00:00:00,000000000010000840,4000
4500005041,00010,01,2,2024,5100002610,0001,Q,,2024-11-08T00:00:00,6.000,869039.46,S,2024-11-14T00:00:00,000000000010000840,4000
4500005042,00010,01,1,2025,4900016343,0001,E,101,2025-06-25T00:00:00,5.000,724199.55,S,2025-06-25T00:00:00,000000000010000840,4000
4500005042,00010,01,2,2025,5100002611,0001,Q,,2025-07-21T00:00:00,5.000,724199.55,S,2025-07-25T00:00:00,000000000010000840,4000
4500005043,00010,01,1,2025,4900016345,0001,E,101,2025-08-07T00:00:00,5.000,724199.55,S,2025-08-07T00:00:00,000000000010000840,4000
4500005044,00010,01,1,2026,4900016349,0001,E,101,2026-04-13T00:00:00,6.000,869039.46,S,2026-04-13T00:00:00,000000000010000840,4000
4500005044,00010,01,2,2026,5100002612,0001,Q,,2026-04-26T00:00:00,6.000,869039.46,S,2026-05-08T00:00:00,000000000010000840,4000
4500005045,00010,01,1,2026,4900016352,0001,E,101,2026-07-06T00:00:00,6.000,869039.46,S,2026-07-06T00:00:00,000000000010000840,4000
4500005045,00010,01,2,2026,5100002613,0001,Q,,2026-07-31T00:00:00,6.000,869039.46,S,2026-07-16T00:00:00,000000000010000840,4000
4500005046,00010,01,1,2025,4900016360,0001,E,101,2025-02-04T00:00:00,203.000,4214998.62,S,2025-02-04T00:00:00,000000000010000842,1000
4500005046,00010,01,2,2025,5100002614,0001,Q,,2025-02-20T00:00:00,203.000,4214998.62,S,2025-02-22T00:00:00,000000000010000842,1000
4500005047,00010,01,1,2025,4900016368,0001,E,101,2025-09-06T00:00:00,191.000,3965836.14,S,2025-09-06T00:00:00,000000000010000842,1000
4500005047,00010,01,2,2025,5100002615,0001,Q,,2025-09-25T00:00:00,191.000,3965836.14,S,2025-09-17T00:00:00,000000000010000842,1000
4500005049,00010,01,1,2026,4900016375,0001,E,101,2026-04-04T00:00:00,210.000,4360343.40,S,2026-04-04T00:00:00,000000000010000842,1000
4500005051,00010,01,1,2025,4900016386,0001,E,101,2025-03-07T00:00:00,130.000,2699260.20,S,2025-03-07T00:00:00,000000000010000842,3000
4500005051,00010,01,2,2025,5100002616,0001,Q,,2025-04-01T00:00:00,130.000,2699260.20,S,2025-03-22T00:00:00,000000000010000842,3000
4500005052,00010,01,1,2025,4900016392,0001,E,101,2025-09-04T00:00:00,74.000,1536501.96,S,2025-09-04T00:00:00,000000000010000842,3000
4500005054,00010,01,1,2026,4900016395,0001,E,101,2026-01-22T00:00:00,139.000,2886132.06,S,2026-01-22T00:00:00,000000000010000842,3000
4500005054,00010,01,2,2026,5100002617,0001,Q,,2026-02-10T00:00:00,139.000,2886132.06,S,2026-02-14T00:00:00,000000000010000842,3000
4500005055,00010,01,1,2026,4900016401,0001,E,101,2026-07-13T00:00:00,126.000,2616206.04,S,2026-07-13T00:00:00,000000000010000842,3000
4500005055,00010,01,2,2026,5100002618,0001,Q,,2026-08-08T00:00:00,126.000,2616206.04,S,2026-07-31T00:00:00,000000000010000842,3000
4500005056,00010,01,1,2025,4900016405,0001,E,101,2025-01-21T00:00:00,9.000,2521666.17,S,2025-01-21T00:00:00,000000000080000192,1000
4500005056,00010,01,2,2025,5100002619,0001,Q,,2025-02-19T00:00:00,9.000,2521666.17,S,2025-02-09T00:00:00,000000000080000192,1000
4500005057,00010,01,1,2025,4900016408,0001,E,101,2025-05-15T00:00:00,11.000,3082036.43,S,2025-05-15T00:00:00,000000000080000192,1000
4500005057,00010,01,2,2025,5100002620,0001,Q,,2025-05-31T00:00:00,11.000,3082036.43,S,2025-05-30T00:00:00,000000000080000192,1000
4500005059,00010,01,1,2025,4900016413,0001,E,101,2025-12-20T00:00:00,11.000,3082036.43,S,2025-12-20T00:00:00,000000000080000192,1000
4500005061,00010,01,1,2026,4900016417,0001,E,101,2026-05-31T00:00:00,9.000,2521666.17,S,2026-05-31T00:00:00,000000000080000192,1000
4500005062,00010,01,1,2026,4900016420,0001,E,101,2026-08-27T00:00:00,9.000,2521666.17,S,2026-08-27T00:00:00,000000000080000192,1000
4500005062,00010,01,2,2026,5100002621,0001,Q,,2026-08-31T00:00:00,9.000,2521666.17,S,2026-09-07T00:00:00,000000000080000192,1000
4500005063,00010,01,1,2025,4900016425,0001,E,101,2025-06-07T00:00:00,4.000,531302.08,S,2025-06-07T00:00:00,000000000010000843,2000
4500005063,00010,01,2,2025,5100002622,0001,Q,,2025-06-17T00:00:00,4.000,531302.08,S,2025-06-12T00:00:00,000000000010000843,2000
4500005064,00010,01,1,2025,4900016429,0001,E,101,2025-11-11T00:00:00,4.000,531302.08,S,2025-11-11T00:00:00,000000000010000843,2000
4500005064,00010,01,2,2025,5100002623,0001,Q,,2025-11-17T00:00:00,4.000,531302.08,S,2025-12-03T00:00:00,000000000010000843,2000
4500005065,00010,01,1,2026,4900016435,0001,E,101,2026-06-24T00:00:00,4.000,531302.08,S,2026-06-24T00:00:00,000000000010000843,2000
4500005065,00010,01,2,2026,5100002624,0001,Q,,2026-07-08T00:00:00,4.000,531302.08,S,2026-06-29T00:00:00,000000000010000843,2000
4500005067,00010,01,1,2025,4900016439,0001,E,101,2025-01-11T00:00:00,2.000,265651.04,S,2025-01-11T00:00:00,000000000010000843,4000
4500005067,00010,01,2,2025,5100002625,0001,Q,,2025-01-15T00:00:00,2.000,265651.04,S,2025-01-25T00:00:00,000000000010000843,4000
4500005070,00010,01,1,2025,4900016441,0001,E,101,2025-06-28T00:00:00,4.000,531302.08,S,2025-06-28T00:00:00,000000000010000843,4000
4500005070,00010,01,2,2025,5100002626,0001,Q,,2025-07-24T00:00:00,4.000,531302.08,S,2025-07-24T00:00:00,000000000010000843,4000
4500005071,00010,01,1,2026,4900016446,0001,E,101,2026-02-24T00:00:00,3.000,398476.56,S,2026-02-24T00:00:00,000000000010000843,4000
4500005071,00010,01,2,2026,5100002627,0001,Q,,2026-03-17T00:00:00,3.000,398476.56,S,2026-03-06T00:00:00,000000000010000843,4000
4500005072,00010,01,1,2026,4900016450,0001,E,101,2026-07-31T00:00:00,3.000,398476.56,S,2026-07-31T00:00:00,000000000010000843,4000
4500005074,00010,01,1,2024,4900016452,0001,E,101,2024-11-23T00:00:00,5.000,420922.00,S,2024-11-23T00:00:00,000000000010000844,3000
4500005074,00010,01,2,2024,5100002628,0001,Q,,2024-12-21T00:00:00,5.000,420922.00,S,2024-12-20T00:00:00,000000000010000844,3000
4500005075,00010,01,1,2025,4900016455,0001,E,101,2025-01-24T00:00:00,4.000,336737.60,S,2025-01-24T00:00:00,000000000010000844,3000
4500005075,00010,01,2,2025,5100002629,0001,Q,,2025-02-07T00:00:00,4.000,336737.60,S,2025-02-05T00:00:00,000000000010000844,3000
4500005076,00010,01,1,2025,4900016459,0001,E,101,2025-08-04T00:00:00,4.000,336737.60,S,2025-08-04T00:00:00,000000000010000844,3000
4500005077,00010,01,1,2025,4900016461,0001,E,101,2025-11-17T00:00:00,3.000,252553.20,S,2025-11-17T00:00:00,000000000010000844,3000
4500005077,00010,01,2,2025,5100002630,0001,Q,,2025-12-06T00:00:00,3.000,252553.20,S,2025-12-01T00:00:00,000000000010000844,3000
4500005078,00010,01,1,2026,4900016465,0001,E,101,2026-05-07T00:00:00,4.000,336737.60,S,2026-05-07T00:00:00,000000000010000844,3000
4500005078,00010,01,2,2026,5100002631,0001,Q,,2026-05-15T00:00:00,4.000,336737.60,S,2026-05-15T00:00:00,000000000010000844,3000
4500005079,00010,01,1,2024,4900016468,0001,E,101,2024-11-16T00:00:00,2.000,234824.44,S,2024-11-16T00:00:00,000000000080000193,1000
4500005080,00010,01,1,2024,4900016470,0001,E,101,2024-12-09T00:00:00,5.000,587061.10,S,2024-12-09T00:00:00,000000000080000193,1000
4500005080,00010,01,2,2024,5100002632,0001,Q,,2024-12-21T00:00:00,5.000,587061.10,S,2024-12-21T00:00:00,000000000080000193,1000
4500005081,00010,01,1,2025,4900016472,0001,E,101,2025-04-17T00:00:00,4.000,469648.88,S,2025-04-17T00:00:00,000000000080000193,1000
4500005081,00010,01,2,2025,5100002633,0001,Q,,2025-05-11T00:00:00,4.000,469648.88,S,2025-05-02T00:00:00,000000000080000193,1000
4500005082,00010,01,1,2025,4900016475,0001,E,101,2025-10-12T00:00:00,3.000,352236.66,S,2025-10-12T00:00:00,000000000080000193,1000
4500005082,00010,01,2,2025,5100002634,0001,Q,,2025-10-26T00:00:00,3.000,352236.66,S,2025-10-15T00:00:00,000000000080000193,1000
4500005083,00010,01,1,2026,4900016477,0001,E,101,2026-06-07T00:00:00,3.000,352236.66,S,2026-06-07T00:00:00,000000000080000193,1000
4500005083,00010,01,2,2026,5100002635,0001,Q,,2026-06-24T00:00:00,3.000,352236.66,S,2026-06-23T00:00:00,000000000080000193,1000
4500005085,00010,01,1,2024,4900016481,0001,E,101,2024-10-24T00:00:00,10.000,1382157.60,S,2024-10-24T00:00:00,000000000010000845,2000
4500005085,00010,01,2,2024,5100002636,0001,Q,,2024-11-12T00:00:00,10.000,1382157.60,S,2024-11-09T00:00:00,000000000010000845,2000
4500005086,00010,01,1,2025,4900016484,0001,E,101,2025-11-06T00:00:00,6.000,829294.56,S,2025-11-06T00:00:00,000000000010000845,2000
4500005086,00010,01,2,2025,5100002637,0001,Q,,2025-11-10T00:00:00,6.000,829294.56,S,2025-11-10T00:00:00,000000000010000845,2000
4500005087,00010,01,1,2026,4900016486,0001,E,101,2026-03-10T00:00:00,7.000,967510.32,S,2026-03-10T00:00:00,000000000010000845,2000
4500005087,00010,01,2,2026,5100002638,0001,Q,,2026-03-14T00:00:00,7.000,967510.32,S,2026-04-03T00:00:00,000000000010000845,2000
4500005088,00010,01,1,2026,4900016489,0001,E,101,2026-05-28T00:00:00,7.000,967510.32,S,2026-05-28T00:00:00,000000000010000845,2000
4500005088,00010,01,2,2026,5100002639,0001,Q,,2026-06-21T00:00:00,7.000,967510.32,S,2026-06-06T00:00:00,000000000010000845,2000
