Mblnr,Mjahr,Zeile,Bwart,Matnr,Werks,Lgort,Lifnr,Shkzg,Dmbtr,Menge,Meins,Ebeln,Ebelp,Sgtxt,Wempf,Kostl,Aufnr,Rsnum,Rspos,Umwrk,Umlgo,Grund,BudatMkpf,CpudtMkpf
4900009321,2024,0001,261,000000000010000488,3000,SP03,,H,997932.38,2.000,EA,,,ISSUED TO FA-810,VZIREQ01,,437132507,,,,,,2024-09-03T00:00:00,2024-09-03T00:00:00
4900009322,2024,0001,261,000000000010000488,3000,SP03,,H,997932.38,2.000,EA,,,ISSUED TO SC-701,VZIREQ02,,438369298,,,,,,2024-10-13T00:00:00,2024-10-13T00:00:00
4900009323,2025,0001,261,000000000010000488,3000,SP03,,H,997932.38,2.000,EA,,,BREAKDOWN REPL CV-501,VZIREQ02,,435212388,,,,,,2025-02-19T00:00:00,2025-02-19T00:00:00
4900009324,2025,0001,101,000000000010000488,3000,SP03,0001000054,S,3492763.33,7.000,EA,4500002900,00010,GR AGAINST PO,,,,,,,,,2025-04-28T00:00:00,2025-04-28T00:00:00
4900009325,2025,0001,261,000000000010000488,3000,SP03,,H,997932.38,2.000,EA,,,CHANGEOUT CV-502,VZIREQ02,,439036129,,,,,,2025-04-30T00:00:00,2025-04-30T00:00:00
4900009326,2025,0001,201,000000000010000488,3000,SP03,,H,997932.38,2.000,EA,,,CHANGEOUT FL-310,VZIREQ01,3000-MECH,,,,,,,2025-06-01T00:00:00,2025-06-01T00:00:00
4900009327,2025,0001,261,000000000010000488,3000,SP03,,H,997932.38,2.000,EA,,,CHANGEOUT PU-610,VZIREQ02,,436607095,,,,,,2025-07-30T00:00:00,2025-07-30T00:00:00
4900009328,2025,0001,261,000000000010000488,3000,SP03,,H,997932.38,2.000,EA,,,CHANGEOUT CV-502,VZIREQ03,,439624720,,,,,,2025-08-03T00:00:00,2025-08-03T00:00:00
4900009329,2025,0001,201,000000000010000488,3000,SP03,,H,997932.38,2.000,EA,,,ISSUED TO CV-501,VZIREQ02,3000-MECH,,,,,,,2025-09-12T00:00:00,2025-09-12T00:00:00
4900009330,2025,0001,261,000000000010000488,3000,SP03,,H,997932.38,2.000,EA,,,ISSUED TO PU-611,VZIREQ05,,436851082,,,,,,2025-10-25T00:00:00,2025-10-25T00:00:00
4900009331,2025,0001,101,000000000010000488,3000,SP03,0001000054,S,4490695.71,9.000,EA,4500002901,00010,GR AGAINST PO,,,,,,,,,2025-11-14T00:00:00,2025-11-14T00:00:00
4900009332,2025,0001,261,000000000010000488,3000,SP03,,H,997932.38,2.000,EA,,,ISSUED TO CV-502,VZIREQ04,,434179014,,,,,,2025-12-13T00:00:00,2025-12-13T00:00:00
4900009333,2026,0001,101,000000000010000488,3000,SP03,0001000054,S,8482425.23,17.000,EA,4500002902,00010,GR AGAINST PO,,,,,,,,,2026-03-29T00:00:00,2026-03-29T00:00:00
4900009334,2026,0001,261,000000000010000488,3000,SP03,,H,997932.38,2.000,EA,,,ISSUED TO CV-502,VZIREQ01,,437946209,,,,,,2026-04-18T00:00:00,2026-04-18T00:00:00
4900009335,2026,0001,261,000000000010000488,3000,SP03,,H,997932.38,2.000,EA,,,BREAKDOWN REPL FA-810,VZIREQ04,,431967141,,,,,,2026-06-30T00:00:00,2026-06-30T00:00:00
4900009336,2026,0001,261,000000000010000488,3000,SP03,,H,997932.38,2.000,EA,,,BREAKDOWN REPL PU-610,VZIREQ04,,434001737,,,,,,2026-07-12T00:00:00,2026-07-12T00:00:00
4900009337,2026,0001,261,000000000010000488,3000,SP03,,H,997932.38,2.000,EA,,,BREAKDOWN REPL PU-610,VZIREQ01,,437984228,,,,,,2026-08-18T00:00:00,2026-08-18T00:00:00
4900009338,2024,0001,201,000000000010000489,4000,SP04,,H,112341.27,3.000,EA,,,CHANGEOUT ML-202,VZIREQ04,4000-MECH,,,,,,,2024-09-21T00:00:00,2024-09-21T00:00:00
4900009339,2025,0001,201,000000000010000489,4000,SP04,,H,149788.36,4.000,EA,,,ISSUED TO TH-401,VZIREQ04,4000-MECH,,,,,,,2025-01-06T00:00:00,2025-01-06T00:00:00
4900009340,2024,0001,261,000000000080000106,2000,SP02,,H,571147.60,2.000,EA,,,BREAKDOWN REPL FL-310,VZIREQ05,,424382671,,,,,,2024-10-02T00:00:00,2024-10-02T00:00:00
4900009341,2024,0001,101,000000000080000106,2000,SP02,0001000052,S,1142295.20,4.000,EA,4500002903,00010,GR AGAINST PO,,,,,,,,,2024-10-17T00:00:00,2024-10-17T00:00:00
4900009342,2025,0001,261,000000000080000106,2000,SP02,,H,1142295.20,4.000,EA,,,CHANGEOUT FL-310,VZIREQ01,,423771334,,,,,,2025-01-18T00:00:00,2025-01-18T00:00:00
4900009343,2025,0001,101,000000000080000106,2000,SP02,0001000052,S,1142295.20,4.000,EA,4500002904,00010,GR AGAINST PO,,,,,,,,,2025-03-02T00:00:00,2025-03-02T00:00:00
4900009344,2025,0001,261,000000000080000106,2000,SP02,,H,856721.40,3.000,EA,,,ISSUED TO CV-501,VZIREQ01,,423633574,,,,,,2025-08-14T00:00:00,2025-08-14T00:00:00
4900009345,2025,0001,101,000000000080000106,2000,SP02,0001000052,S,856721.40,3.000,EA,4500002905,00010,GR AGAINST PO,,,,,,,,,2025-08-27T00:00:00,2025-08-27T00:00:00
4900009346,2025,0001,261,000000000080000106,2000,SP02,,H,571147.60,2.000,EA,,,BREAKDOWN REPL FL-310,VZIREQ03,,421449529,,,,,,2025-12-03T00:00:00,2025-12-03T00:00:00
4900009347,2026,0001,261,000000000080000106,2000,SP02,,H,571147.60,2.000,EA,,,CHANGEOUT CV-502,VZIREQ02,,428434780,,,,,,2026-06-27T00:00:00,2026-06-27T00:00:00
4900009348,2026,0001,101,000000000080000106,2000,SP02,0001000052,S,1142295.20,4.000,EA,4500002906,00010,GR AGAINST PO,,,,,,,,,2026-07-15T00:00:00,2026-07-15T00:00:00
4900009349,2024,0001,201,000000000010000490,2000,SP02,,H,51287.12,1.000,EA,,,ISSUED TO FA-810,VZIREQ04,2000-MECH,,,,,,,2024-10-21T00:00:00,2024-10-21T00:00:00
4900009350,2024,0001,261,000000000010000490,2000,SP02,,H,51287.12,1.000,EA,,,BREAKDOWN REPL CR-101,VZIREQ01,,425120325,,,,,,2024-11-27T00:00:00,2024-11-27T00:00:00
4900009351,2025,0001,201,000000000010000490,2000,SP02,,H,153861.36,3.000,EA,,,ISSUED TO CR-102,VZIREQ05,2000-MECH,,,,,,,2025-01-22T00:00:00,2025-01-22T00:00:00
4900009352,2025,0001,101,000000000010000490,2000,SP02,0001000025,S,256435.60,5.000,EA,4500002908,00010,GR AGAINST PO,,,,,,,,,2025-01-31T00:00:00,2025-01-31T00:00:00
4900009353,2025,0001,101,000000000010000490,2000,SP02,0001000025,S,512871.20,10.000,EA,4500002909,00010,GR AGAINST PO,,,,,,,,,2025-05-15T00:00:00,2025-05-15T00:00:00
4900009354,2025,0001,261,000000000010000490,2000,SP02,,H,102574.24,2.000,EA,,,CHANGEOUT ML-201,VZIREQ03,,427541461,,,,,,2025-08-19T00:00:00,2025-08-19T00:00:00
4900009355,2025,0001,261,000000000010000490,2000,SP02,,H,51287.12,1.000,EA,,,BREAKDOWN REPL CV-502,VZIREQ03,,424626410,,,,,,2025-10-21T00:00:00,2025-10-21T00:00:00
4900009356,2025,0001,201,000000000010000490,2000,SP02,,H,153861.36,3.000,EA,,,CHANGEOUT PU-611,VZIREQ04,2000-MECH,,,,,,,2025-12-10T00:00:00,2025-12-10T00:00:00
4900009357,2026,0001,201,000000000010000490,2000,SP02,,H,102574.24,2.000,EA,,,ISSUED TO PU-611,VZIREQ02,2000-MECH,,,,,,,2026-02-15T00:00:00,2026-02-15T00:00:00
4900009358,2026,0001,261,000000000010000490,2000,SP02,,H,153861.36,3.000,EA,,,ISSUED TO CR-101,VZIREQ03,,425371192,,,,,,2026-03-08T00:00:00,2026-03-08T00:00:00
4900009359,2026,0001,201,000000000010000490,2000,SP02,,H,153861.36,3.000,EA,,,ISSUED TO SC-701,VZIREQ02,2000-MECH,,,,,,,2026-04-19T00:00:00,2026-04-19T00:00:00
4900009360,2026,0001,261,000000000010000490,2000,SP02,,H,102574.24,2.000,EA,,,BREAKDOWN REPL TH-401,VZIREQ02,,429481861,,,,,,2026-06-05T00:00:00,2026-06-05T00:00:00
4900009361,2026,0001,101,000000000010000490,2000,SP02,0001000025,S,307722.72,6.000,EA,4500002910,00010,GR AGAINST PO,,,,,,,,,2026-06-17T00:00:00,2026-06-17T00:00:00
4900009362,2026,0001,201,000000000010000490,2000,SP02,,H,51287.12,1.000,EA,,,BREAKDOWN REPL ML-202,VZIREQ01,2000-MECH,,,,,,,2026-07-28T00:00:00,2026-07-28T00:00:00
4900009363,2024,0001,261,000000000080000107,2000,SP02,,H,64016.40,3.000,EA,,,BREAKDOWN REPL CR-102,VZIREQ01,,423976908,,,,,,2024-09-28T00:00:00,2024-09-28T00:00:00
4900009364,2024,0001,101,000000000080000107,2000,SP02,0001000040,S,298743.20,14.000,EA,4500002913,00010,GR AGAINST PO,,,,,,,,,2024-12-03T00:00:00,2024-12-03T00:00:00
4900009365,2025,0001,261,000000000080000107,2000,SP02,,H,64016.40,3.000,EA,,,ISSUED TO CV-502,VZIREQ03,,427758445,,,,,,2025-01-07T00:00:00,2025-01-07T00:00:00
4900009366,2025,0001,261,000000000080000107,2000,SP02,,H,64016.40,3.000,EA,,,BREAKDOWN REPL CR-102,VZIREQ05,,429722307,,,,,,2025-02-23T00:00:00,2025-02-23T00:00:00
4900009367,2025,0001,201,000000000080000107,2000,SP02,,H,106694.00,5.000,EA,,,CHANGEOUT CV-502,VZIREQ03,2000-MECH,,,,,,,2025-06-16T00:00:00,2025-06-16T00:00:00
4900009368,2025,0001,201,000000000080000107,2000,SP02,,H,64016.40,3.000,EA,,,CHANGEOUT ML-202,VZIREQ01,2000-MECH,,,,,,,2025-08-16T00:00:00,2025-08-16T00:00:00
4900009369,2025,0001,101,000000000080000107,2000,SP02,0001000040,S,298743.20,14.000,EA,4500002915,00010,GR AGAINST PO,,,,,,,,,2025-11-15T00:00:00,2025-11-15T00:00:00
4900009370,2026,0001,261,000000000080000107,2000,SP02,,H,42677.60,2.000,EA,,,BREAKDOWN REPL SC-701,VZIREQ02,,422635729,,,,,,2026-01-08T00:00:00,2026-01-08T00:00:00
4900009371,2026,0001,201,000000000080000107,2000,SP02,,H,85355.20,4.000,EA,,,BREAKDOWN REPL ML-202,VZIREQ04,2000-MECH,,,,,,,2026-08-26T00:00:00,2026-08-26T00:00:00
4900009372,2024,0001,201,000000000010000491,3000,SP03,,H,235166.07,3.000,EA,,,ISSUED TO CV-501,VZIREQ04,3000-MECH,,,,,,,2024-09-17T00:00:00,2024-09-17T00:00:00
4900009373,2024,0001,201,000000000010000491,3000,SP03,,H,156777.38,2.000,EA,,,BREAKDOWN REPL CV-501,VZIREQ02,3000-MECH,,,,,,,2024-10-08T00:00:00,2024-10-08T00:00:00
4900009374,2024,0001,261,000000000010000491,3000,SP03,,H,391943.45,5.000,EA,,,CHANGEOUT CR-101,VZIREQ05,,439167201,,,,,,2024-11-08T00:00:00,2024-11-08T00:00:00
4900009375,2024,0001,101,000000000010000491,3000,SP03,0001000009,S,548720.83,7.000,EA,4500002916,00010,GR AGAINST PO,,,,,,,,,2024-11-12T00:00:00,2024-11-12T00:00:00
4900009376,2024,0001,261,000000000010000491,3000,SP03,,H,313554.76,4.000,EA,,,BREAKDOWN REPL PU-611,VZIREQ01,,437161948,,,,,,2024-12-03T00:00:00,2024-12-03T00:00:00
4900009377,2025,0001,101,000000000010000491,3000,SP03,0001000009,S,1097441.66,14.000,EA,4500002917,00010,GR AGAINST PO,,,,,,,,,2025-01-06T00:00:00,2025-01-06T00:00:00
4900009378,2025,0001,261,000000000010000491,3000,SP03,,H,313554.76,4.000,EA,,,ISSUED TO SC-701,VZIREQ02,,438910744,,,,,,2025-01-08T00:00:00,2025-01-08T00:00:00
4900009379,2025,0001,261,000000000010000491,3000,SP03,,H,313554.76,4.000,EA,,,ISSUED TO ML-202,VZIREQ01,,436408704,,,,,,2025-03-16T00:00:00,2025-03-16T00:00:00
4900009380,2025,0001,201,000000000010000491,3000,SP03,,H,156777.38,2.000,EA,,,ISSUED TO PU-610,VZIREQ01,3000-MECH,,,,,,,2025-05-03T00:00:00,2025-05-03T00:00:00
4900009381,2025,0001,101,000000000010000491,3000,SP03,0001000009,S,391943.45,5.000,EA,4500002918,00010,GR AGAINST PO,,,,,,,,,2025-06-22T00:00:00,2025-06-22T00:00:00
4900009382,2025,0001,261,000000000010000491,3000,SP03,,H,156777.38,2.000,EA,,,CHANGEOUT FL-310,VZIREQ02,,433241605,,,,,,2025-07-09T00:00:00,2025-07-09T00:00:00
4900009383,2025,0001,261,000000000010000491,3000,SP03,,H,470332.14,6.000,EA,,,CHANGEOUT CV-501,VZIREQ03,,433244761,,,,,,2025-08-17T00:00:00,2025-08-17T00:00:00
4900009384,2025,0001,201,000000000010000491,3000,SP03,,H,156777.38,2.000,EA,,,CHANGEOUT PU-611,VZIREQ02,3000-MECH,,,,,,,2025-09-20T00:00:00,2025-09-20T00:00:00
4900009385,2025,0001,101,000000000010000491,3000,SP03,0001000009,S,940664.28,12.000,EA,4500002921,00010,GR AGAINST PO,,,,,,,,,2025-12-05T00:00:00,2025-12-05T00:00:00
4900009386,2025,0001,261,000000000010000491,3000,SP03,,H,470332.14,6.000,EA,,,CHANGEOUT CV-502,VZIREQ01,,436014501,,,,,,2025-12-21T00:00:00,2025-12-21T00:00:00
4900009387,2026,0001,101,000000000010000491,3000,SP03,0001000009,S,470332.14,6.000,EA,4500002922,00010,GR AGAINST PO,,,,,,,,,2026-02-12T00:00:00,2026-02-12T00:00:00
4900009388,2026,0001,261,000000000010000491,3000,SP03,,H,313554.76,4.000,EA,,,CHANGEOUT CR-101,VZIREQ03,,436848055,,,,,,2026-03-25T00:00:00,2026-03-25T00:00:00
4900009389,2026,0001,261,000000000010000491,3000,SP03,,H,313554.76,4.000,EA,,,ISSUED TO CR-102,VZIREQ04,,435045237,,,,,,2026-04-27T00:00:00,2026-04-27T00:00:00
4900009390,2026,0001,261,000000000010000491,3000,SP03,,H,470332.14,6.000,EA,,,ISSUED TO ML-201,VZIREQ05,,431298592,,,,,,2026-05-27T00:00:00,2026-05-27T00:00:00
4900009391,2026,0001,101,000000000010000491,3000,SP03,0001000009,S,627109.52,8.000,EA,4500002923,00010,GR AGAINST PO,,,,,,,,,2026-06-29T00:00:00,2026-06-29T00:00:00
4900009392,2026,0001,261,000000000010000491,3000,SP03,,H,313554.76,4.000,EA,,,ISSUED TO CV-502,VZIREQ05,,435251746,,,,,,2026-07-06T00:00:00,2026-07-06T00:00:00
4900009393,2026,0001,101,000000000010000491,3000,SP03,0001000009,S,1097441.66,14.000,EA,4500002924,00010,GR AGAINST PO,,,,,,,,,2026-07-20T00:00:00,2026-07-20T00:00:00
4900009394,2026,0001,261,000000000010000491,3000,SP03,,H,156777.38,2.000,EA,,,CHANGEOUT PU-611,VZIREQ01,,439470454,,,,,,2026-08-02T00:00:00,2026-08-02T00:00:00
4900009395,2024,0001,201,000000000010000492,1000,SP01,,H,485044.89,3.000,EA,,,BREAKDOWN REPL TH-401,VZIREQ04,1000-MECH,,,,,,,2024-09-17T00:00:00,2024-09-17T00:00:00
4900009396,2024,0001,261,000000000010000492,1000,SP01,,H,485044.89,3.000,EA,,,CHANGEOUT SC-701,VZIREQ01,,411171799,,,,,,2024-11-26T00:00:00,2024-11-26T00:00:00
4900009397,2025,0001,101,000000000010000492,1000,SP01,0001000053,S,2748587.71,17.000,EA,4500002925,00010,GR AGAINST PO,,,,,,,,,2025-06-24T00:00:00,2025-06-24T00:00:00
4900009398,2025,0001,261,000000000010000492,1000,SP01,,H,485044.89,3.000,EA,,,BREAKDOWN REPL ML-202,VZIREQ02,,416901318,,,,,,2025-09-18T00:00:00,2025-09-18T00:00:00
4900009399,2025,0001,261,000000000010000492,1000,SP01,,H,485044.89,3.000,EA,,,BREAKDOWN REPL PU-611,VZIREQ04,,413451161,,,,,,2025-10-09T00:00:00,2025-10-09T00:00:00
4900009400,2025,0001,261,000000000010000492,1000,SP01,,H,485044.89,3.000,EA,,,ISSUED TO FA-810,VZIREQ01,,414241464,,,,,,2025-11-02T00:00:00,2025-11-02T00:00:00
4900009401,2026,0001,201,000000000010000492,1000,SP01,,H,485044.89,3.000,EA,,,ISSUED TO ML-202,VZIREQ04,1000-MECH,,,,,,,2026-06-26T00:00:00,2026-06-26T00:00:00
4900009402,2026,0001,261,000000000010000492,1000,SP01,,H,485044.89,3.000,EA,,,CHANGEOUT CV-502,VZIREQ03,,414699975,,,,,,2026-07-28T00:00:00,2026-07-28T00:00:00
4900009403,2026,0001,261,000000000010000492,1000,SP01,,H,485044.89,3.000,EA,,,ISSUED TO CR-101,VZIREQ02,,413374783,,,,,,2026-08-08T00:00:00,2026-08-08T00:00:00
4900009404,2024,0001,201,000000000080000108,2000,SP02,,H,716874.92,2.000,EA,,,CHANGEOUT CR-102,VZIREQ05,2000-MECH,,,,,,,2024-10-30T00:00:00,2024-10-30T00:00:00
4900009405,2024,0001,261,000000000080000108,2000,SP02,,H,716874.92,2.000,EA,,,ISSUED TO ML-202,VZIREQ01,,421741555,,,,,,2024-12-10T00:00:00,2024-12-10T00:00:00
4900009406,2025,0001,261,000000000080000108,2000,SP02,,H,716874.92,2.000,EA,,,ISSUED TO CR-102,VZIREQ03,,424589924,,,,,,2025-01-16T00:00:00,2025-01-16T00:00:00
4900009407,2025,0001,261,000000000080000108,2000,SP02,,H,358437.46,1.000,EA,,,CHANGEOUT CR-101,VZIREQ01,,424714479,,,,,,2025-02-05T00:00:00,2025-02-05T00:00:00
4900009408,2025,0001,101,000000000080000108,2000,SP02,0001000040,S,1075312.38,3.000,EA,4500002927,00010,GR AGAINST PO,,,,,,,,,2025-03-01T00:00:00,2025-03-01T00:00:00
4900009409,2025,0001,261,000000000080000108,2000,SP02,,H,358437.46,1.000,EA,,,BREAKDOWN REPL ML-201,VZIREQ03,,423062596,,,,,,2025-03-12T00:00:00,2025-03-12T00:00:00
4900009410,2025,0001,101,000000000080000108,2000,SP02,0001000040,S,2509062.22,7.000,EA,4500002928,00010,GR AGAINST PO,,,,,,,,,2025-03-30T00:00:00,2025-03-30T00:00:00
4900009411,2025,0001,201,000000000080000108,2000,SP02,,H,716874.92,2.000,EA,,,BREAKDOWN REPL FA-810,VZIREQ05,2000-MECH,,,,,,,2025-04-20T00:00:00,2025-04-20T00:00:00
4900009412,2025,0001,261,000000000080000108,2000,SP02,,H,358437.46,1.000,EA,,,BREAKDOWN REPL CR-102,VZIREQ04,,428863364,,,,,,2025-06-06T00:00:00,2025-06-06T00:00:00
4900009413,2025,0001,261,000000000080000108,2000,SP02,,H,358437.46,1.000,EA,,,BREAKDOWN REPL PU-610,VZIREQ03,,423941800,,,,,,2025-07-15T00:00:00,2025-07-15T00:00:00
4900009414,2025,0001,261,000000000080000108,2000,SP02,,H,358437.46,1.000,EA,,,ISSUED TO CR-102,VZIREQ03,,421442216,,,,,,2025-08-29T00:00:00,2025-08-29T00:00:00
4900009415,2025,0001,261,000000000080000108,2000,SP02,,H,716874.92,2.000,EA,,,ISSUED TO SC-701,VZIREQ01,,426998501,,,,,,2025-09-10T00:00:00,2025-09-10T00:00:00
4900009416,2025,0001,101,000000000080000108,2000,SP02,0001000040,S,1433749.84,4.000,EA,4500002929,00010,GR AGAINST PO,,,,,,,,,2025-09-24T00:00:00,2025-09-24T00:00:00
4900009417,2025,0001,261,000000000080000108,2000,SP02,,H,358437.46,1.000,EA,,,CHANGEOUT ML-202,VZIREQ01,,424763572,,,,,,2025-10-06T00:00:00,2025-10-06T00:00:00
4900009418,2025,0001,261,000000000080000108,2000,SP02,,H,716874.92,2.000,EA,,,CHANGEOUT CR-102,VZIREQ01,,425667481,,,,,,2025-12-16T00:00:00,2025-12-16T00:00:00
4900009419,2026,0001,101,000000000080000108,2000,SP02,0001000040,S,2150624.76,6.000,EA,4500002930,00010,GR AGAINST PO,,,,,,,,,2026-01-01T00:00:00,2026-01-01T00:00:00
4900009420,2026,0001,261,000000000080000108,2000,SP02,,H,716874.92,2.000,EA,,,ISSUED TO PU-610,VZIREQ01,,428389240,,,,,,2026-01-14T00:00:00,2026-01-14T00:00:00
4900009421,2026,0001,261,000000000080000108,2000,SP02,,H,358437.46,1.000,EA,,,BREAKDOWN REPL CR-101,VZIREQ02,,423982450,,,,,,2026-03-25T00:00:00,2026-03-25T00:00:00
4900009422,2026,0001,261,000000000080000108,2000,SP02,,H,716874.92,2.000,EA,,,BREAKDOWN REPL ML-202,VZIREQ01,,422958261,,,,,,2026-04-13T00:00:00,2026-04-13T00:00:00
4900009423,2026,0001,101,000000000080000108,2000,SP02,0001000040,S,1075312.38,3.000,EA,4500002931,00010,GR AGAINST PO,,,,,,,,,2026-07-06T00:00:00,2026-07-06T00:00:00
4900009424,2026,0001,261,000000000080000108,2000,SP02,,H,358437.46,1.000,EA,,,BREAKDOWN REPL PU-611,VZIREQ02,,427472710,,,,,,2026-08-16T00:00:00,2026-08-16T00:00:00
4900009425,2024,0001,261,000000000010000493,3000,SP03,,H,160802.56,1.000,EA,,,ISSUED TO FL-310,VZIREQ05,,439404104,,,,,,2024-10-15T00:00:00,2024-10-15T00:00:00
4900009426,2024,0001,261,000000000010000493,3000,SP03,,H,160802.56,1.000,EA,,,CHANGEOUT CR-101,VZIREQ05,,434205989,,,,,,2024-11-02T00:00:00,2024-11-02T00:00:00
4900009427,2024,0001,201,000000000010000493,3000,SP03,,H,160802.56,1.000,EA,,,BREAKDOWN REPL TH-401,VZIREQ01,3000-MECH,,,,,,,2024-12-02T00:00:00,2024-12-02T00:00:00
4900009428,2025,0001,261,000000000010000493,3000,SP03,,H,160802.56,1.000,EA,,,BREAKDOWN REPL FA-810,VZIREQ01,,434872047,,,,,,2025-01-01T00:00:00,2025-01-01T00:00:00
4900009429,2025,0001,261,000000000010000493,3000,SP03,,H,160802.56,1.000,EA,,,ISSUED TO SC-701,VZIREQ03,,438656261,,,,,,2025-02-19T00:00:00,2025-02-19T00:00:00
4900009430,2025,0001,261,000000000010000493,3000,SP03,,H,160802.56,1.000,EA,,,ISSUED TO ML-202,VZIREQ01,,436796488,,,,,,2025-03-05T00:00:00,2025-03-05T00:00:00
4900009431,2025,0001,101,000000000010000493,3000,SP03,0001000033,S,964815.36,6.000,EA,4500002933,00010,GR AGAINST PO,,,,,,,,,2025-05-14T00:00:00,2025-05-14T00:00:00
4900009432,2025,0001,261,000000000010000493,3000,SP03,,H,160802.56,1.000,EA,,,CHANGEOUT CR-101,VZIREQ05,,432156482,,,,,,2025-06-26T00:00:00,2025-06-26T00:00:00
4900009433,2025,0001,261,000000000010000493,3000,SP03,,H,160802.56,1.000,EA,,,ISSUED TO FL-310,VZIREQ02,,436039519,,,,,,2025-07-16T00:00:00,2025-07-16T00:00:00
4900009434,2025,0001,201,000000000010000493,3000,SP03,,H,160802.56,1.000,EA,,,ISSUED TO FL-310,VZIREQ04,3000-MECH,,,,,,,2025-08-29T00:00:00,2025-08-29T00:00:00
4900009435,2025,0001,261,000000000010000493,3000,SP03,,H,160802.56,1.000,EA,,,ISSUED TO CV-501,VZIREQ03,,433482848,,,,,,2025-09-20T00:00:00,2025-09-20T00:00:00
4900009436,2025,0001,261,000000000010000493,3000,SP03,,H,160802.56,1.000,EA,,,ISSUED TO ML-201,VZIREQ02,,438517632,,,,,,2025-10-26T00:00:00,2025-10-26T00:00:00
4900009437,2025,0001,261,000000000010000493,3000,SP03,,H,160802.56,1.000,EA,,,BREAKDOWN REPL CR-101,VZIREQ05,,438687300,,,,,,2025-12-16T00:00:00,2025-12-16T00:00:00
4900009438,2026,0001,101,000000000010000493,3000,SP03,0001000033,S,964815.36,6.000,EA,4500002934,00010,GR AGAINST PO,,,,,,,,,2026-01-25T00:00:00,2026-01-25T00:00:00
4900009439,2026,0001,201,000000000010000493,3000,SP03,,H,160802.56,1.000,EA,,,BREAKDOWN REPL PU-610,VZIREQ05,3000-MECH,,,,,,,2026-03-05T00:00:00,2026-03-05T00:00:00
4900009440,2026,0001,261,000000000010000493,3000,SP03,,H,160802.56,1.000,EA,,,BREAKDOWN REPL TH-401,VZIREQ05,,434101589,,,,,,2026-04-22T00:00:00,2026-04-22T00:00:00
4900009441,2025,0001,261,000000000080000109,3000,SP03,,H,347087.22,6.000,EA,,,ISSUED TO ML-201,VZIREQ01,,436995061,,,,,,2025-04-12T00:00:00,2025-04-12T00:00:00
4900009442,2025,0001,201,000000000080000109,3000,SP03,,H,231391.48,4.000,EA,,,BREAKDOWN REPL FA-810,VZIREQ03,3000-MECH,,,,,,,2025-06-03T00:00:00,2025-06-03T00:00:00
4900009443,2025,0001,101,000000000080000109,3000,SP03,0001000028,S,867718.05,15.000,EA,4500002936,00010,GR AGAINST PO,,,,,,,,,2025-09-04T00:00:00,2025-09-04T00:00:00
4900009444,2025,0001,201,000000000080000109,3000,SP03,,H,115695.74,2.000,EA,,,CHANGEOUT FA-810,VZIREQ04,3000-MECH,,,,,,,2025-09-20T00:00:00,2025-09-20T00:00:00
4900009445,2025,0001,201,000000000080000109,3000,SP03,,H,347087.22,6.000,EA,,,CHANGEOUT CR-102,VZIREQ01,3000-MECH,,,,,,,2025-11-28T00:00:00,2025-11-28T00:00:00
4900009446,2026,0001,261,000000000080000109,3000,SP03,,H,231391.48,4.000,EA,,,CHANGEOUT SC-701,VZIREQ02,,433394580,,,,,,2026-01-15T00:00:00,2026-01-15T00:00:00
4900009447,2026,0001,101,000000000080000109,3000,SP03,0001000028,S,694174.44,12.000,EA,4500002937,00010,GR AGAINST PO,,,,,,,,,2026-04-19T00:00:00,2026-04-19T00:00:00
4900009448,2026,0001,261,000000000080000109,3000,SP03,,H,289239.35,5.000,EA,,,BREAKDOWN REPL CR-102,VZIREQ04,,433998799,,,,,,2026-04-19T00:00:00,2026-04-19T00:00:00
4900009449,2025,0001,261,000000000010000496,3000,SP03,,H,23007.71,1.000,EA,,,ISSUED TO ML-202,VZIREQ03,,433796057,,,,,,2025-03-27T00:00:00,2025-03-27T00:00:00
4900009450,2025,0001,201,000000000010000496,3000,SP03,,H,23007.71,1.000,EA,,,CHANGEOUT CV-501,VZIREQ02,3000-MECH,,,,,,,2025-08-23T00:00:00,2025-08-23T00:00:00
4900009451,2026,0001,261,000000000010000496,3000,SP03,,H,23007.71,1.000,EA,,,CHANGEOUT PU-611,VZIREQ05,,433268057,,,,,,2026-06-28T00:00:00,2026-06-28T00:00:00
4900009452,2024,0001,261,000000000010000497,4000,SP04,,H,342193.39,1.000,EA,,,BREAKDOWN REPL FA-810,VZIREQ04,,446898188,,,,,,2024-09-28T00:00:00,2024-09-28T00:00:00
4900009453,2024,0001,261,000000000010000497,4000,SP04,,H,342193.39,1.000,EA,,,CHANGEOUT FA-810,VZIREQ04,,442540713,,,,,,2024-10-26T00:00:00,2024-10-26T00:00:00
4900009454,2024,0001,201,000000000010000497,4000,SP04,,H,342193.39,1.000,EA,,,BREAKDOWN REPL FL-310,VZIREQ01,4000-MECH,,,,,,,2024-12-31T00:00:00,2024-12-31T00:00:00
4900009455,2025,0001,261,000000000010000497,4000,SP04,,H,342193.39,1.000,EA,,,CHANGEOUT ML-202,VZIREQ01,,441176783,,,,,,2025-03-14T00:00:00,2025-03-14T00:00:00
4900009456,2025,0001,261,000000000010000497,4000,SP04,,H,342193.39,1.000,EA,,,CHANGEOUT PU-611,VZIREQ02,,445082250,,,,,,2025-05-12T00:00:00,2025-05-12T00:00:00
