Ebeln,Ebelp,Etenr,Eindt,Menge,Wemng
4500004584,00010,0001,2025-10-16T00:00:00,246.000,246.000
4500004585,00010,0001,2026-06-01T00:00:00,229.000,0.000
4500004586,00010,0001,2026-06-28T00:00:00,254.000,254.000
4500004587,00010,0001,2024-11-23T00:00:00,17.000,8.000
4500004588,00010,0001,2025-02-03T00:00:00,25.000,16.000
4500004589,00010,0001,2025-10-03T00:00:00,18.000,9.000
4500004590,00010,0001,2026-01-12T00:00:00,22.000,0.000
4500004591,00010,0001,2026-03-06T00:00:00,25.000,25.000
4500004592,00010,0001,2024-11-13T00:00:00,13.000,13.000
4500004593,00010,0001,2025-04-27T00:00:00,11.000,11.000
4500004594,00010,0001,2025-09-19T00:00:00,12.000,12.000
4500004595,00010,0001,2025-11-26T00:00:00,12.000,12.000
4500004596,00010,0001,2026-03-13T00:00:00,12.000,0.000
4500004597,00010,0001,2026-04-22T00:00:00,12.000,8.000
4500004598,00010,0001,2024-11-14T00:00:00,34.000,0.000
4500004599,00010,0001,2024-12-04T00:00:00,40.000,40.000
4500004600,00010,0001,2025-04-05T00:00:00,40.000,40.000
4500004601,00010,0001,2025-09-08T00:00:00,40.000,40.000
4500004602,00010,0001,2026-03-16T00:00:00,37.000,37.000
4500004603,00010,0001,2026-09-25T00:00:00,35.000,0.000
4500004604,00010,0001,2024-12-13T00:00:00,13.000,13.000
4500004605,00010,0001,2025-09-02T00:00:00,11.000,6.000
4500004606,00010,0001,2026-04-23T00:00:00,13.000,13.000
4500004607,00010,0001,2025-02-15T00:00:00,6.000,6.000
4500004608,00010,0001,2025-12-02T00:00:00,5.000,2.000
4500004609,00010,0001,2026-02-15T00:00:00,7.000,7.000
4500004610,00010,0001,2027-01-01T00:00:00,5.000,0.000
4500004611,00010,0001,2024-12-25T00:00:00,30.000,30.000
4500004612,00010,0001,2025-10-14T00:00:00,24.000,24.000
4500004613,00010,0001,2025-01-11T00:00:00,9.000,0.000
4500004614,00010,0001,2025-01-09T00:00:00,11.000,11.000
4500004615,00010,0001,2025-06-20T00:00:00,11.000,8.000
4500004616,00010,0001,2025-10-14T00:00:00,9.000,9.000
4500004617,00010,0001,2026-05-14T00:00:00,11.000,0.000
4500004618,00010,0001,2026-06-23T00:00:00,11.000,11.000
4500004619,00010,0001,2024-11-30T00:00:00,163.000,163.000
4500004620,00010,0001,2025-04-24T00:00:00,137.000,0.000
4500004621,00010,0001,2025-06-01T00:00:00,157.000,157.000
4500004622,00010,0001,2025-12-16T00:00:00,148.000,148.000
4500004623,00010,0001,2026-05-10T00:00:00,146.000,146.000
4500004624,00010,0001,2024-10-03T00:00:00,129.000,129.000
4500004625,00010,0001,2025-02-10T00:00:00,138.000,0.000
4500004626,00010,0001,2025-03-28T00:00:00,141.000,141.000
4500004627,00010,0001,2025-09-16T00:00:00,141.000,141.000
4500004628,00010,0001,2026-01-03T00:00:00,141.000,141.000
4500004629,00010,0001,2026-06-13T00:00:00,129.000,129.000
4500004630,00010,0001,2025-03-21T00:00:00,4.000,4.000
4500004631,00010,0001,2025-11-07T00:00:00,4.000,0.000
4500004632,00010,0001,2026-01-06T00:00:00,5.000,0.000
4500004633,00010,0001,2026-01-17T00:00:00,6.000,6.000
4500004634,00010,0001,2026-09-20T00:00:00,4.000,0.000
4500004635,00010,0001,2026-11-07T00:00:00,4.000,0.000
4500004636,00010,0001,2025-02-14T00:00:00,13.000,13.000
4500004637,00010,0001,2025-10-05T00:00:00,13.000,9.000
4500004638,00010,0001,2026-07-30T00:00:00,16.000,16.000
4500004639,00010,0001,2026-12-20T00:00:00,15.000,0.000
4500004640,00010,0001,2025-04-07T00:00:00,9.000,9.000
4500004641,00010,0001,2025-10-21T00:00:00,10.000,6.000
4500004642,00010,0001,2026-05-24T00:00:00,9.000,5.000
4500004643,00010,0001,2024-11-10T00:00:00,8.000,5.000
4500004644,00010,0001,2025-03-19T00:00:00,5.000,4.000
4500004645,00010,0001,2025-05-03T00:00:00,9.000,7.000
4500004646,00010,0001,2025-06-27T00:00:00,5.000,0.000
4500004647,00010,0001,2025-08-11T00:00:00,5.000,5.000
4500004648,00010,0001,2026-03-14T00:00:00,7.000,5.000
4500004649,00010,0001,2026-08-13T00:00:00,6.000,6.000
4500004650,00010,0001,2025-02-14T00:00:00,5.000,0.000
4500004651,00010,0001,2025-03-25T00:00:00,5.000,5.000
4500004652,00010,0001,2025-11-04T00:00:00,5.000,5.000
4500004653,00010,0001,2026-06-27T00:00:00,5.000,5.000
4500004654,00010,0001,2024-11-05T00:00:00,5.000,5.000
4500004655,00010,0001,2025-09-28T00:00:00,8.000,8.000
4500004656,00010,0001,2025-10-31T00:00:00,13.000,13.000
4500004657,00010,0001,2025-05-06T00:00:00,11.000,0.000
4500004658,00010,0001,2025-05-19T00:00:00,11.000,11.000
4500004659,00010,0001,2026-01-07T00:00:00,10.000,10.000
4500004660,00010,0001,2026-08-26T00:00:00,10.000,10.000
4500004661,00010,0001,2024-10-16T00:00:00,1.000,1.000
4500004662,00010,0001,2025-01-26T00:00:00,3.000,3.000
4500004663,00010,0001,2025-02-27T00:00:00,1.000,0.000
4500004664,00010,0001,2025-04-24T00:00:00,1.000,1.000
4500004665,00010,0001,2025-11-15T00:00:00,2.000,0.000
4500004666,00010,0001,2025-12-22T00:00:00,3.000,3.000
4500004667,00010,0001,2026-03-05T00:00:00,1.000,0.000
4500004668,00010,0001,2026-04-05T00:00:00,3.000,0.000
4500004669,00010,0001,2026-04-29T00:00:00,3.000,3.000
4500004670,00010,0001,2026-07-18T00:00:00,2.000,0.000
4500004671,00010,0001,2026-08-16T00:00:00,2.000,1.000
4500004672,00010,0001,2026-09-27T00:00:00,1.000,0.000
4500004673,00010,0001,2024-10-31T00:00:00,8.000,8.000
4500004674,00010,0001,2025-09-19T00:00:00,8.000,8.000
4500004675,00010,0001,2026-03-31T00:00:00,8.000,8.000
4500004676,00010,0001,2024-12-18T00:00:00,31.000,31.000
4500004677,00010,0001,2025-09-26T00:00:00,27.000,27.000
4500004678,00010,0001,2026-03-16T00:00:00,30.000,30.000
4500004679,00010,0001,2024-09-22T00:00:00,13.000,13.000
4500004680,00010,0001,2025-09-10T00:00:00,13.000,13.000
4500004681,00010,0001,2026-03-16T00:00:00,10.000,0.000
4500004682,00010,0001,2026-03-19T00:00:00,10.000,10.000
4500004683,00010,0001,2025-05-23T00:00:00,8.000,8.000
4500004684,00010,0001,2026-06-08T00:00:00,7.000,7.000
4500004685,00010,0001,2025-06-04T00:00:00,10.000,10.000
4500004686,00010,0001,2026-10-14T00:00:00,10.000,0.000
4500004687,00010,0001,2026-11-07T00:00:00,10.000,0.000
4500004688,00010,0001,2026-12-16T00:00:00,10.000,0.000
4500004689,00010,0001,2027-05-03T00:00:00,16.000,0.000
4500004690,00010,0001,2024-10-03T00:00:00,5.000,5.000
4500004691,00010,0001,2025-01-09T00:00:00,6.000,0.000
4500004692,00010,0001,2025-02-04T00:00:00,6.000,0.000
4500004693,00010,0001,2025-02-28T00:00:00,7.000,7.000
4500004694,00010,0001,2025-11-11T00:00:00,5.000,5.000
4500004695,00010,0001,2026-03-28T00:00:00,5.000,5.000
4500004696,00010,0001,2026-07-12T00:00:00,5.000,0.000
4500004697,00010,0001,2026-08-09T00:00:00,7.000,7.000
4500004698,00010,0001,2024-10-13T00:00:00,4.000,2.000
4500004699,00010,0001,2024-12-27T00:00:00,4.000,4.000
4500004700,00010,0001,2025-05-01T00:00:00,7.000,7.000
4500004701,00010,0001,2026-02-11T00:00:00,4.000,4.000
4500004702,00010,0001,2026-04-30T00:00:00,5.000,5.000
4500004703,00010,0001,2026-07-31T00:00:00,7.000,7.000
4500004704,00010,0001,2026-09-28T00:00:00,4.000,0.000
4500004705,00010,0001,2024-10-28T00:00:00,19.000,0.000
4500004706,00010,0001,2024-11-18T00:00:00,19.000,0.000
4500004707,00010,0001,2024-12-10T00:00:00,21.000,21.000
4500004708,00010,0001,2025-03-20T00:00:00,12.000,12.000
4500004709,00010,0001,2025-09-12T00:00:00,13.000,13.000
4500004710,00010,0001,2026-03-08T00:00:00,13.000,13.000
4500004711,00010,0001,2026-07-27T00:00:00,14.000,14.000
4500004712,00010,0001,2024-11-01T00:00:00,172.000,0.000
4500004713,00010,0001,2024-12-08T00:00:00,196.000,0.000
4500004714,00010,0001,2025-01-27T00:00:00,217.000,0.000
4500004715,00010,0001,2025-02-27T00:00:00,217.000,217.000
4500004716,00010,0001,2025-11-08T00:00:00,194.000,194.000
4500004717,00010,0001,2026-05-16T00:00:00,169.000,124.000
4500004718,00010,0001,2026-10-07T00:00:00,174.000,0.000
4500004719,00010,0001,2024-11-06T00:00:00,8.000,8.000
4500004720,00010,0001,2025-06-04T00:00:00,8.000,8.000
4500004721,00010,0001,2026-07-29T00:00:00,9.000,9.000
4500004722,00010,0001,2024-11-10T00:00:00,252.000,252.000
4500004723,00010,0001,2025-06-11T00:00:00,271.000,271.000
4500004724,00010,0001,2025-12-02T00:00:00,260.000,111.000
4500004725,00010,0001,2026-03-23T00:00:00,283.000,283.000
4500004726,00010,0001,2026-10-20T00:00:00,245.000,0.000
4500004727,00010,0001,2025-02-01T00:00:00,7.000,7.000
4500004728,00010,0001,2026-04-16T00:00:00,7.000,0.000
4500004729,00010,0001,2026-05-02T00:00:00,7.000,4.000
4500004730,00010,0001,2026-10-22T00:00:00,7.000,0.000
4500004731,00010,0001,2024-11-26T00:00:00,5.000,5.000
4500004732,00010,0001,2025-07-05T00:00:00,5.000,5.000
4500004733,00010,0001,2026-01-25T00:00:00,5.000,5.000
4500004734,00010,0001,2025-03-19T00:00:00,14.000,14.000
4500004735,00010,0001,2026-04-02T00:00:00,14.000,9.000
4500004736,00010,0001,2026-12-20T00:00:00,13.000,0.000
4500004737,00010,0001,2024-09-25T00:00:00,6.000,4.000
4500004738,00010,0001,2025-01-04T00:00:00,6.000,3.000
4500004739,00010,0001,2025-02-11T00:00:00,6.000,6.000
4500004740,00010,0001,2025-05-11T00:00:00,6.000,0.000
4500004741,00010,0001,2025-06-11T00:00:00,6.000,6.000
4500004742,00010,0001,2026-03-04T00:00:00,5.000,5.000
4500004743,00010,0001,2025-05-12T00:00:00,10.000,10.000
4500004744,00010,0001,2026-02-12T00:00:00,10.000,10.000
4500004745,00010,0001,2026-10-11T00:00:00,10.000,0.000
4500004746,00010,0001,2027-01-12T00:00:00,14.000,0.000
4500004747,00010,0001,2024-11-13T00:00:00,6.000,3.000
4500004748,00010,0001,2025-02-17T00:00:00,7.000,7.000
4500004749,00010,0001,2025-08-24T00:00:00,7.000,0.000
4500004750,00010,0001,2025-10-07T00:00:00,7.000,7.000
4500004751,00010,0001,2026-04-14T00:00:00,6.000,0.000
4500004752,00010,0001,2026-05-25T00:00:00,8.000,0.000
4500004753,00010,0001,2026-06-11T00:00:00,9.000,9.000
4500004754,00010,0001,2024-12-26T00:00:00,131.000,131.000
4500004755,00010,0001,2025-09-18T00:00:00,114.000,0.000
4500004756,00010,0001,2025-10-31T00:00:00,128.000,0.000
4500004757,00010,0001,2025-12-06T00:00:00,138.000,138.000
4500004758,00010,0001,2026-09-24T00:00:00,122.000,0.000
4500004759,00010,0001,2025-03-15T00:00:00,19.000,19.000
4500004760,00010,0001,2025-08-31T00:00:00,16.000,13.000
4500004761,00010,0001,2026-09-30T00:00:00,14.000,0.000
4500004762,00010,0001,2026-04-26T00:00:00,3.000,3.000
4500004763,00010,0001,2025-01-08T00:00:00,97.000,97.000
4500004764,00010,0001,2025-08-20T00:00:00,95.000,95.000
4500004765,00010,0001,2026-04-14T00:00:00,99.000,99.000
4500004766,00010,0001,2026-10-19T00:00:00,84.000,0.000
4500004767,00010,0001,2025-01-13T00:00:00,13.000,13.000
4500004768,00010,0001,2025-06-04T00:00:00,12.000,0.000
4500004769,00010,0001,2025-07-12T00:00:00,12.000,12.000
4500004770,00010,0001,2025-12-01T00:00:00,11.000,11.000
4500004771,00010,0001,2026-10-06T00:00:00,13.000,0.000
4500004772,00010,0001,2026-12-08T00:00:00,2.000,0.000
4500004773,00010,0001,2025-01-13T00:00:00,9.000,0.000
4500004774,00010,0001,2025-01-25T00:00:00,9.000,4.000
4500004775,00010,0001,2025-02-24T00:00:00,9.000,0.000
4500004776,00010,0001,2025-04-13T00:00:00,10.000,10.000
4500004777,00010,0001,2025-09-30T00:00:00,5.000,5.000
4500004778,00010,0001,2024-10-25T00:00:00,8.000,8.000
4500004779,00010,0001,2025-02-01T00:00:00,5.000,5.000
4500004780,00010,0001,2025-08-22T00:00:00,5.000,5.000
4500004781,00010,0001,2026-02-04T00:00:00,9.000,9.000
4500004782,00010,0001,2026-07-26T00:00:00,7.000,7.000
4500004783,00010,0001,2024-12-26T00:00:00,277.000,277.000
4500004784,00010,0001,2025-10-14T00:00:00,292.000,292.000
4500004785,00010,0001,2026-08-04T00:00:00,276.000,0.000
4500004786,00010,0001,2026-08-11T00:00:00,312.000,312.000
4500004787,00010,0001,2025-02-10T00:00:00,77.000,0.000
4500004788,00010,0001,2025-03-14T00:00:00,82.000,82.000
4500004789,00010,0001,2025-11-28T00:00:00,78.000,0.000
4500004790,00010,0001,2025-12-26T00:00:00,82.000,0.000
4500004791,00010,0001,2026-02-01T00:00:00,82.000,82.000
4500004792,00010,0001,2026-09-25T00:00:00,82.000,0.000
4500004793,00010,0001,2026-10-31T00:00:00,82.000,0.000
4500004794,00010,0001,2025-05-08T00:00:00,2.000,0.000
4500004795,00010,0001,2025-05-25T00:00:00,2.000,2.000
4500004796,00010,0001,2025-09-04T00:00:00,2.000,2.000
4500004797,00010,0001,2026-03-13T00:00:00,2.000,0.000
4500004798,00010,0001,2026-04-06T00:00:00,2.000,2.000
4500004799,00010,0001,2025-11-30T00:00:00,1.000,1.000
4500004800,00010,0001,2026-01-13T00:00:00,1.000,1.000
4500004801,00010,0001,2024-12-28T00:00:00,1.000,1.000
4500004802,00010,0001,2025-09-15T00:00:00,2.000,0.000
4500004803,00010,0001,2025-10-17T00:00:00,2.000,2.000
4500004804,00010,0001,2026-02-08T00:00:00,2.000,2.000
4500004805,00010,0001,2024-12-08T00:00:00,7.000,3.000
4500004806,00010,0001,2025-05-25T00:00:00,8.000,5.000
4500004807,00010,0001,2025-06-29T00:00:00,11.000,11.000
4500004808,00010,0001,2026-10-02T00:00:00,9.000,0.000
4500004809,00010,0001,2025-02-14T00:00:00,12.000,0.000
4500004810,00010,0001,2025-03-10T00:00:00,13.000,13.000
4500004811,00010,0001,2026-04-22T00:00:00,13.000,10.000
4500004812,00010,0001,2026-08-10T00:00:00,10.000,10.000
4500004813,00010,0001,2024-11-22T00:00:00,6.000,6.000
4500004814,00010,0001,2025-04-29T00:00:00,3.000,3.000
4500004815,00010,0001,2025-08-02T00:00:00,3.000,3.000
4500004816,00010,0001,2025-09-19T00:00:00,6.000,6.000
4500004817,00010,0001,2025-01-25T00:00:00,173.000,173.000
4500004818,00010,0001,2026-03-22T00:00:00,163.000,163.000
4500004819,00010,0001,2025-01-23T00:00:00,187.000,187.000
4500004820,00010,0001,2025-06-04T00:00:00,165.000,165.000
4500004821,00010,0001,2025-10-11T00:00:00,170.000,170.000
4500004822,00010,0001,2026-01-24T00:00:00,169.000,169.000
4500004823,00010,0001,2026-05-20T00:00:00,164.000,164.000
4500004824,00010,0001,2026-03-12T00:00:00,1.000,1.000
4500004825,00010,0001,2026-08-12T00:00:00,1.000,1.000
4500004826,00010,0001,2025-10-04T00:00:00,1.000,0.000
4500004827,00010,0001,2025-11-16T00:00:00,1.000,0.000
4500004828,00010,0001,2025-12-08T00:00:00,1.000,1.000
4500004829,00010,0001,2026-05-16T00:00:00,1.000,1.000
4500004830,00010,0001,2026-06-22T00:00:00,1.000,1.000
4500004831,00010,0001,2026-04-01T00:00:00,3.000,3.000
4500004832,00010,0001,2024-10-20T00:00:00,47.000,47.000
4500004833,00010,0001,2025-01-25T00:00:00,63.000,63.000
4500004834,00010,0001,2025-06-13T00:00:00,74.000,74.000
4500004835,00010,0001,2025-10-29T00:00:00,56.000,0.000
4500004836,00010,0001,2025-11-20T00:00:00,74.000,51.000
4500004837,00010,0001,2026-03-11T00:00:00,51.000,51.000
4500004838,00010,0001,2026-05-31T00:00:00,53.000,53.000
4500004839,00010,0001,2026-09-26T00:00:00,48.000,0.000
4500004840,00010,0001,2024-10-26T00:00:00,3.000,3.000
4500004841,00010,0001,2025-05-16T00:00:00,3.000,3.000
4500004842,00010,0001,2025-11-21T00:00:00,3.000,3.000
4500004843,00010,0001,2026-03-19T00:00:00,3.000,3.000
4500004844,00010,0001,2026-06-25T00:00:00,3.000,3.000
4500004845,00010,0001,2024-10-10T00:00:00,5.000,5.000
4500004846,00010,0001,2024-11-04T00:00:00,4.000,4.000
4500004847,00010,0001,2025-12-23T00:00:00,5.000,5.000
4500004848,00010,0001,2024-12-01T00:00:00,7.000,0.000
4500004849,00010,0001,2025-01-03T00:00:00,8.000,8.000
4500004850,00010,0001,2025-07-07T00:00:00,5.000,0.000
4500004851,00010,0001,2025-07-25T00:00:00,8.000,8.000
4500004852,00010,0001,2025-10-11T00:00:00,7.000,7.000
4500004853,00010,0001,2025-12-10T00:00:00,6.000,6.000
4500004854,00010,0001,2026-03-07T00:00:00,7.000,7.000
4500004855,00010,0001,2026-03-30T00:00:00,5.000,2.000
4500004856,00010,0001,2026-08-07T00:00:00,6.000,6.000
4500004857,00010,0001,2024-10-20T00:00:00,3.000,2.000
4500004858,00010,0001,2025-05-16T00:00:00,4.000,4.000
4500004859,00010,0001,2025-10-11T00:00:00,4.000,4.000
4500004860,00010,0001,2026-01-10T00:00:00,3.000,1.000
4500004861,00010,0001,2026-01-23T00:00:00,4.000,0.000
4500004862,00010,0001,2026-02-17T00:00:00,3.000,3.000
4500004863,00010,0001,2026-04-25T00:00:00,3.000,3.000
4500004864,00010,0001,2024-12-05T00:00:00,82.000,82.000
4500004865,00010,0001,2025-05-19T00:00:00,71.000,71.000
4500004866,00010,0001,2025-11-05T00:00:00,74.000,74.000
4500004867,00010,0001,2026-05-13T00:00:00,79.000,79.000
4500004868,00010,0001,2026-10-11T00:00:00,81.000,0.000
4500004869,00010,0001,2024-12-15T00:00:00,134.000,134.000
4500004870,00010,0001,2025-08-04T00:00:00,140.000,140.000
4500004871,00010,0001,2026-03-10T00:00:00,135.000,135.000
4500004872,00010,0001,2025-02-05T00:00:00,7.000,7.000
4500004873,00010,0001,2026-01-08T00:00:00,8.000,8.000
4500004874,00010,0001,2026-03-13T00:00:00,17.000,17.000
4500004875,00010,0001,2026-12-21T00:00:00,7.000,0.000
4500004876,00010,0001,2025-02-07T00:00:00,29.000,29.000
4500004877,00010,0001,2026-04-04T00:00:00,26.000,26.000
4500004878,00010,0001,2024-11-01T00:00:00,4.000,4.000
4500004879,00010,0001,2024-12-08T00:00:00,5.000,5.000
4500004880,00010,0001,2025-02-24T00:00:00,5.000,5.000
4500004881,00010,0001,2025-06-12T00:00:00,5.000,0.000
4500004882,00010,0001,2025-07-05T00:00:00,5.000,5.000
4500004883,00010,0001,2025-10-10T00:00:00,3.000,2.000
4500004884,00010,0001,2026-04-08T00:00:00,5.000,4.000
4500004885,00010,0001,2026-05-06T00:00:00,5.000,5.000
4500004886,00010,0001,2024-12-18T00:00:00,90.000,90.000
4500004887,00010,0001,2025-03-21T00:00:00,89.000,89.000
4500004888,00010,0001,2025-07-16T00:00:00,101.000,101.000
4500004889,00010,0001,2025-10-09T00:00:00,101.000,0.000
4500004890,00010,0001,2025-10-29T00:00:00,101.000,101.000
4500004891,00010,0001,2026-01-23T00:00:00,101.000,101.000
4500004892,00010,0001,2026-04-30T00:00:00,83.000,83.000
4500004893,00010,0001,2026-08-12T00:00:00,88.000,88.000
4500004894,00010,0001,2024-11-19T00:00:00,238.000,238.000
4500004895,00010,0001,2025-06-04T00:00:00,221.000,221.000
4500004896,00010,0001,2025-12-09T00:00:00,242.000,242.000
4500004897,00010,0001,2026-05-17T00:00:00,210.000,210.000
4500004898,00010,0001,2026-10-09T00:00:00,205.000,0.000
4500004899,00010,0001,2024-12-25T00:00:00,152.000,94.000
4500004900,00010,0001,2025-04-26T00:00:00,131.000,131.000
4500004901,00010,0001,2025-12-05T00:00:00,149.000,60.000
4500004902,00010,0001,2026-01-29T00:00:00,199.000,0.000
4500004903,00010,0001,2026-03-15T00:00:00,199.000,199.000
4500004904,00010,0001,2024-10-12T00:00:00,3.000,1.000
4500004905,00010,0001,2024-11-11T00:00:00,3.000,1.000
4500004906,00010,0001,2025-02-23T00:00:00,3.000,3.000
4500004907,00010,0001,2025-04-27T00:00:00,2.000,2.000
4500004908,00010,0001,2025-09-04T00:00:00,3.000,3.000
4500004909,00010,0001,2025-11-06T00:00:00,2.000,2.000
4500004910,00010,0001,2026-04-23T00:00:00,3.000,3.000
4500004911,00010,0001,2026-09-01T00:00:00,3.000,3.000
4500004912,00010,0001,2025-02-06T00:00:00,235.000,235.000
4500004913,00010,0001,2026-03-28T00:00:00,248.000,248.000
4500004914,00010,0001,2024-12-14T00:00:00,4.000,4.000
4500004915,00010,0001,2025-05-12T00:00:00,4.000,4.000
4500004916,00010,0001,2025-12-19T00:00:00,4.000,4.000
4500004917,00010,0001,2026-03-11T00:00:00,3.000,3.000
4500004918,00010,0001,2026-06-18T00:00:00,3.000,0.000
4500004919,00010,0001,2026-07-20T00:00:00,4.000,0.000
4500004920,00010,0001,2026-08-27T00:00:00,4.000,4.000
4500004921,00010,0001,2024-10-23T00:00:00,2.000,2.000
4500004922,00010,0001,2025-04-07T00:00:00,3.000,3.000
4500004923,00010,0001,2025-08-08T00:00:00,3.000,3.000
4500004924,00010,0001,2026-04-09T00:00:00,3.000,3.000
4500004925,00010,0001,2026-06-06T00:00:00,2.000,2.000
4500004926,00010,0001,2026-07-03T00:00:00,3.000,3.000
4500004927,00010,0001,2026-09-16T00:00:00,2.000,0.000
4500004928,00010,0001,2024-11-14T00:00:00,14.000,14.000
4500004929,00010,0001,2025-10-12T00:00:00,14.000,14.000
4500004930,00010,0001,2026-05-25T00:00:00,13.000,8.000
4500004931,00010,0001,2026-08-12T00:00:00,14.000,14.000
4500004932,00010,0001,2024-12-21T00:00:00,5.000,5.000
4500004933,00010,0001,2025-09-09T00:00:00,6.000,0.000
4500004934,00010,0001,2025-09-26T00:00:00,6.000,6.000
4500004935,00010,0001,2026-02-27T00:00:00,4.000,4.000
4500004936,00010,0001,2026-05-05T00:00:00,3.000,3.000
4500004937,00010,0001,2026-08-27T00:00:00,4.000,4.000
4500004938,00010,0001,2025-02-08T00:00:00,14.000,0.000
4500004939,00010,0001,2025-02-23T00:00:00,14.000,9.000
4500004940,00010,0001,2025-06-08T00:00:00,24.000,24.000
4500004941,00010,0001,2026-10-15T00:00:00,13.000,0.000
4500004942,00010,0001,2024-10-06T00:00:00,11.000,11.000
4500004943,00010,0001,2025-07-29T00:00:00,9.000,0.000
4500004944,00010,0001,2025-09-25T00:00:00,11.000,8.000
4500004945,00010,0001,2026-02-18T00:00:00,8.000,8.000
4500004946,00010,0001,2025-10-14T00:00:00,2.000,2.000
4500004947,00010,0001,2026-06-09T00:00:00,2.000,2.000
4500004948,00010,0001,2026-09-12T00:00:00,2.000,0.000
4500004949,00010,0001,2026-10-19T00:00:00,2.000,0.000
4500004950,00010,0001,2026-10-17T00:00:00,2.000,0.000
4500004951,00010,0001,2024-11-10T00:00:00,45.000,45.000
4500004952,00010,0001,2025-04-04T00:00:00,51.000,51.000
4500004953,00010,0001,2025-09-12T00:00:00,51.000,31.000
4500004954,00010,0001,2025-11-21T00:00:00,50.000,50.000
4500004955,00010,0001,2026-03-22T00:00:00,51.000,51.000
4500004956,00010,0001,2026-09-08T00:00:00,48.000,48.000
4500004957,00010,0001,2025-01-15T00:00:00,114.000,114.000
4500004958,00010,0001,2025-05-04T00:00:00,120.000,120.000
4500004959,00010,0001,2025-09-17T00:00:00,122.000,122.000
4500004960,00010,0001,2026-01-21T00:00:00,130.000,0.000
4500004961,00010,0001,2026-03-22T00:00:00,130.000,87.000
4500004962,00010,0001,2026-07-14T00:00:00,125.000,125.000
4500004963,00010,0001,2026-03-06T00:00:00,1.000,1.000
4500004964,00010,0001,2024-11-10T00:00:00,8.000,8.000
4500004965,00010,0001,2025-01-19T00:00:00,8.000,8.000
4500004966,00010,0001,2025-04-06T00:00:00,10.000,0.000
4500004967,00010,0001,2025-04-15T00:00:00,10.000,10.000
4500004968,00010,0001,2025-11-01T00:00:00,5.000,5.000
4500004969,00010,0001,2025-12-17T00:00:00,10.000,10.000
4500004970,00010,0001,2026-06-26T00:00:00,5.000,5.000
4500004971,00010,0001,2025-02-28T00:00:00,6.000,3.000
4500004972,00010,0001,2025-08-27T00:00:00,6.000,6.000
4500004973,00010,0001,2026-02-20T00:00:00,6.000,6.000
4500004974,00010,0001,2024-10-13T00:00:00,9.000,9.000
4500004975,00010,0001,2025-05-18T00:00:00,7.000,7.000
4500004976,00010,0001,2026-02-08T00:00:00,8.000,8.000
4500004977,00010,0001,2024-12-21T00:00:00,13.000,13.000
4500004978,00010,0001,2025-07-25T00:00:00,9.000,9.000
4500004979,00010,0001,2026-03-01T00:00:00,9.000,0.000
4500004980,00010,0001,2026-03-23T00:00:00,13.000,0.000
4500004981,00010,0001,2026-04-24T00:00:00,15.000,15.000
4500004982,00010,0001,2026-12-09T00:00:00,9.000,0.000
4500004983,00010,0001,2024-12-13T00:00:00,16.000,16.000
4500004984,00010,0001,2026-02-06T00:00:00,18.000,0.000
4500004985,00010,0001,2026-03-11T00:00:00,18.000,12.000
4500004986,00010,0001,2026-07-11T00:00:00,18.000,0.000
4500004987,00010,0001,2026-09-01T00:00:00,19.000,0.000
4500004988,00010,0001,2026-10-03T00:00:00,19.000,0.000
4500004989,00010,0001,2024-11-30T00:00:00,251.000,0.000
4500004990,00010,0001,2025-01-18T00:00:00,291.000,291.000
4500004991,00010,0001,2025-09-03T00:00:00,229.000,168.000
4500004992,00010,0001,2026-02-21T00:00:00,223.000,223.000
4500004993,00010,0001,2026-09-11T00:00:00,245.000,0.000
4500004994,00010,0001,2026-10-24T00:00:00,287.000,0.000
4500004995,00010,0001,2026-11-14T00:00:00,328.000,0.000
4500004996,00010,0001,2024-12-26T00:00:00,137.000,137.000
4500004997,00010,0001,2025-07-07T00:00:00,145.000,145.000
4500004998,00010,0001,2026-02-28T00:00:00,140.000,0.000
4500004999,00010,0001,2026-04-15T00:00:00,154.000,154.000
4500005000,00010,0001,2026-11-10T00:00:00,137.000,0.000
4500005001,00010,0001,2025-04-12T00:00:00,6.000,6.000
4500005002,00010,0001,2025-11-10T00:00:00,11.000,11.000
4500005003,00010,0001,2024-10-07T00:00:00,3.000,3.000
4500005004,00010,0001,2025-07-04T00:00:00,2.000,2.000
4500005005,00010,0001,2025-08-05T00:00:00,2.000,0.000
4500005006,00010,0001,2025-09-23T00:00:00,2.000,1.000
4500005007,00010,0001,2025-09-26T00:00:00,3.000,3.000
4500005008,00010,0001,2025-12-31T00:00:00,2.000,2.000
4500005009,00010,0001,2026-06-08T00:00:00,2.000,0.000
4500005010,00010,0001,2026-07-17T00:00:00,2.000,2.000
4500005011,00010,0001,2025-03-08T00:00:00,20.000,20.000
4500005012,00010,0001,2026-03-01T00:00:00,21.000,0.000
4500005013,00010,0001,2026-03-18T00:00:00,24.000,24.000
4500005014,00010,0001,2025-01-08T00:00:00,16.000,16.000
4500005015,00010,0001,2025-06-11T00:00:00,14.000,0.000
4500005016,00010,0001,2025-07-11T00:00:00,14.000,14.000
4500005017,00010,0001,2026-03-03T00:00:00,17.000,17.000
4500005018,00010,0001,2025-03-05T00:00:00,11.000,11.000
4500005019,00010,0001,2026-06-09T00:00:00,10.000,10.000
