Matnr,Werks,Lvorm,Dismm,Dispo,Plifz,Webaz,Minbe,Eisbe,Bstmi,Bstma,Mabst
000000000030000145,4000,false,ND,004,8.000,0.000,0.000,0.000,1.667,10.000,0.000
000000000010000646,3000,false,VB,003,16.000,0.000,2.227,1.783,1.000,3.000,4.206
000000000030000146,4000,false,PD,010,94.000,3.000,0.000,0.000,1.208,7.250,0.000
000000000010000647,2000,false,VB,002,27.000,0.000,2.158,1.507,1.833,11.000,8.731
000000000080000152,1000,false,VB,004,22.000,3.000,5.011,3.679,1.333,8.000,6.917
000000000010000648,1000,false,VB,007,122.000,2.000,4.471,1.592,1.000,3.500,4.471
000000000010000649,1000,false,VB,008,43.000,0.000,3.131,1.903,1.000,3.250,3.728
000000000010000650,4000,false,VB,004,70.000,0.000,140.037,33.965,27.708,166.250,230.228
000000000010000651,2000,false,VB,010,75.000,2.000,1.100,0.897,1.000,1.000,1.213
000000000010000652,4000,false,VB,009,52.000,2.000,3.321,2.289,1.000,4.250,6.957
000000000010000652,1000,false,VB,002,52.000,2.000,3.089,2.159,1.000,3.750,5.364
000000000010000653,3000,false,VB,001,7.000,1.000,10.894,5.263,15.958,95.750,82.091
000000000010000654,3000,false,VB,002,32.000,2.000,1.752,1.296,1.000,3.500,3.055
000000000010000654,1000,false,VB,008,32.000,3.000,2.353,1.485,1.000,4.000,5.841
000000000010000655,3000,false,VB,008,102.000,0.000,11.262,6.061,1.125,6.750,11.262
000000000010000656,4000,false,VB,010,19.000,1.000,4.324,2.758,1.625,9.750,6.110
000000000010000656,2000,false,VB,006,19.000,2.000,3.159,2.145,1.042,6.250,9.036
000000000010000657,3000,false,VB,008,11.000,3.000,14.886,4.777,19.917,119.500,120.648
000000000010000658,1000,false,VB,005,42.000,0.000,49.287,6.208,29.292,175.750,142.312
000000000010000659,3000,false,VB,007,123.000,0.000,5.548,3.379,1.000,2.500,7.307
000000000010000659,2000,false,VB,001,123.000,3.000,1.587,0.869,1.000,2.250,6.328
000000000010000660,3000,false,VB,007,95.000,1.000,18.285,11.294,1.667,10.000,19.330
000000000010000661,4000,false,VB,002,13.000,3.000,37.866,14.016,34.250,205.500,131.238
000000000010000662,1000,false,VB,001,24.000,0.000,0.453,0.312,1.000,1.750,2.644
000000000030000147,3000,false,ND,009,112.000,0.000,0.000,0.000,1.000,5.750,0.000
000000000030000148,2000,false,PD,006,35.000,1.000,0.000,0.000,1.708,10.250,0.000
000000000010000663,2000,false,VB,007,15.000,3.000,13.602,3.159,32.750,196.500,206.744
000000000010000664,3000,false,VB,001,55.000,3.000,52.214,12.290,29.292,175.750,258.527
000000000080000153,4000,false,VB,002,81.000,0.000,6.130,4.154,1.167,7.000,22.762
000000000010000665,3000,false,VB,008,43.000,3.000,0.783,0.521,1.000,1.000,2.151
000000000010000666,1000,false,VB,005,25.000,0.000,0.619,0.400,1.000,1.750,2.270
000000000030000149,2000,false,ND,002,138.000,0.000,0.000,0.000,1.708,10.250,0.000
000000000010000667,1000,false,VB,003,129.000,3.000,122.350,25.519,24.292,145.750,355.986
000000000010000667,3000,false,VB,007,129.000,1.000,190.013,42.968,31.958,191.750,316.900
000000000010000668,1000,false,VB,005,79.000,3.000,13.471,8.039,1.917,11.500,24.592
000000000080000154,4000,false,VB,004,32.000,1.000,2.682,1.532,1.000,4.500,6.173
000000000030000150,2000,false,PD,008,116.000,0.000,0.000,0.000,1.125,6.750,0.000
000000000010000669,3000,false,VB,010,30.000,2.000,2.351,1.707,1.000,4.250,7.798
000000000010000670,2000,false,VB,006,189.000,0.000,7.371,2.267,1.167,7.000,10.832
000000000030000151,3000,false,ND,005,72.000,3.000,0.000,0.000,1.042,6.250,0.000
000000000030000151,4000,false,PD,006,72.000,3.000,0.000,0.000,1.000,3.000,0.000
000000000080000155,4000,false,VB,005,54.000,1.000,3.104,1.954,1.000,4.000,5.917
000000000080000156,2000,false,VB,010,39.000,3.000,3.083,2.272,1.000,5.000,9.598
000000000080000156,4000,false,VB,005,39.000,0.000,13.204,8.401,2.292,13.750,13.204
000000000010000671,2000,false,VB,006,44.000,2.000,5.039,3.490,1.000,3.750,7.490
000000000010000672,3000,false,VB,005,153.000,0.000,16.513,7.293,1.167,7.000,19.586
000000000010000673,4000,false,VB,010,99.000,2.000,12.005,7.362,1.000,5.750,16.421
000000000010000674,4000,false,VB,008,91.000,0.000,59.616,13.165,20.333,122.000,242.421
000000000010000675,1000,false,VB,008,41.000,0.000,2.990,1.716,1.167,7.000,12.694
000000000010000675,4000,false,VB,006,41.000,3.000,3.168,1.659,1.000,3.750,6.235
000000000010000676,2000,false,VB,002,10.000,2.000,1.251,0.923,1.000,5.750,2.957
000000000080000157,4000,false,VB,002,93.000,2.000,13.873,9.606,1.000,5.250,18.831
000000000030000152,3000,false,PD,001,18.000,2.000,0.000,0.000,1.708,10.250,0.000
000000000030000152,2000,false,PD,009,18.000,3.000,0.000,0.000,1.833,11.000,0.000
000000000080000158,2000,false,VB,008,0.000,2.000,5.841,3.339,1.625,9.750,11.441
000000000080000158,1000,false,VB,002,53.000,1.000,6.218,3.952,1.000,5.500,6.218
000000000090000038,4000,false,ND,006,7.000,1.000,0.000,0.000,1.000,1.000,1.000
000000000090000038,3000,false,ND,001,7.000,2.000,0.000,0.000,1.000,1.000,1.000
000000000030000153,4000,false,ND,010,78.000,2.000,0.000,0.000,1.292,7.750,0.000
000000000010000677,1000,false,VB,001,45.000,3.000,3.575,2.209,1.000,4.500,9.206
000000000010000678,1000,false,VB,005,43.000,3.000,0.829,0.654,1.000,1.000,1.768
000000000010000679,1000,false,VB,001,30.000,0.000,4.004,3.180,1.000,6.000,6.668
000000000090000039,1000,false,ND,008,43.000,1.000,0.000,0.000,1.000,1.000,1.000
000000000080000159,2000,false,VB,010,48.000,3.000,9.012,5.993,1.250,7.500,12.071
000000000080000159,3000,false,VB,007,48.000,0.000,6.645,4.116,1.000,5.500,9.903
000000000010000680,3000,false,VB,004,141.000,3.000,6.015,2.736,1.042,6.250,18.086
000000000010000681,4000,false,VB,010,36.000,1.000,41.027,8.694,16.417,98.500,76.286
000000000010000681,2000,false,VB,009,36.000,0.000,35.754,6.809,23.000,138.000,101.971
000000000080000160,2000,false,VB,005,58.000,1.000,2.175,1.613,1.000,4.250,10.800
000000000030000154,2000,false,ND,008,54.000,2.000,0.000,0.000,1.250,7.500,0.000
000000000010000682,1000,false,VB,008,46.000,3.000,0.578,0.361,1.000,1.750,2.668
000000000010000683,2000,false,VB,007,119.000,2.000,51.637,11.737,23.375,140.250,140.592
000000000010000683,3000,false,VB,004,119.000,0.000,129.790,25.174,16.500,99.000,132.786
000000000080000161,1000,false,VB,001,7.000,0.000,0.716,0.554,1.042,6.250,3.992
000000000030000155,2000,false,ND,008,49.000,0.000,0.000,0.000,1.083,6.500,0.000
000000000030000155,4000,false,ND,003,49.000,2.000,0.000,0.000,1.000,5.000,0.000
000000000010000684,2000,false,VB,004,13.000,2.000,1.551,1.021,1.083,6.500,5.808
000000000080000162,2000,false,VB,008,48.000,3.000,0.841,0.375,1.000,4.250,4.466
000000000010000685,3000,false,VB,004,54.000,1.000,6.377,3.837,2.208,13.250,15.315
000000000030000156,3000,false,ND,004,22.000,1.000,0.000,0.000,1.000,6.000,0.000
000000000010000686,2000,false,VB,006,33.000,1.000,4.762,3.231,1.375,8.250,9.190
000000000090000040,2000,false,ND,008,21.000,0.000,0.000,0.000,1.000,1.000,1.000
000000000010000687,4000,false,VB,010,45.000,2.000,2.500,1.573,1.000,2.500,5.038
000000000080000163,2000,false,VB,001,16.000,3.000,4.943,3.727,1.750,10.500,6.787
000000000010000688,2000,false,VB,010,180.000,1.000,9.685,4.084,1.167,7.000,21.268
000000000080000164,4000,false,VB,009,53.000,3.000,9.666,6.228,1.833,11.000,20.347
000000000080000164,3000,false,VB,002,53.000,3.000,4.954,2.985,1.000,6.000,5.372
000000000080000165,3000,false,VB,001,35.000,1.000,12.275,8.406,1.958,11.750,12.275
000000000030000157,1000,false,ND,002,39.000,1.000,0.000,0.000,1.125,6.750,0.000
000000000080000166,1000,false,VB,010,39.000,2.000,3.510,2.447,1.000,5.750,10.329
000000000090000041,1000,false,ND,004,21.000,3.000,0.000,0.000,1.000,1.000,1.000
000000000090000041,2000,false,ND,005,21.000,0.000,0.000,0.000,1.000,1.000,1.000
000000000080000167,2000,false,VB,005,34.000,3.000,4.148,2.836,2.583,15.500,17.976
000000000010000689,1000,false,VB,003,133.000,2.000,24.799,14.878,1.458,8.750,27.944
000000000010000690,3000,false,VB,007,31.000,0.000,0.000,0.000,1.000,1.000,0.000
000000000010000691,3000,false,VB,001,57.000,2.000,46.252,9.733,14.292,85.750,83.948
000000000010000692,3000,false,VB,005,31.000,3.000,0.000,0.000,1.000,1.000,0.000
000000000010000693,1000,false,VB,006,69.000,1.000,49.338,9.364,14.417,86.500,68.070
000000000010000694,1000,false,VB,007,55.000,1.000,67.043,15.105,33.083,198.500,141.992
000000000010000694,4000,false,VB,007,55.000,3.000,63.048,15.222,36.042,216.250,330.434
000000000010000695,2000,false,VB,004,144.000,3.000,2.893,1.977,1.000,2.000,9.441
000000000010000695,1000,false,VB,007,144.000,3.000,2.052,1.339,1.000,1.250,3.590
000000000030000158,3000,false,PD,007,105.000,0.000,0.000,0.000,1.917,11.500,0.000
000000000030000158,4000,false,PD,008,105.000,2.000,0.000,0.000,2.208,13.250,0.000
000000000010000696,1000,false,VB,009,172.000,3.000,4.830,2.164,1.000,3.250,5.894
000000000010000697,2000,false,VB,001,30.000,0.000,8.370,5.969,1.708,10.250,15.470
000000000010000698,2000,false,VB,002,57.000,1.000,5.079,3.789,1.000,3.000,9.141
000000000010000699,2000,false,VB,009,44.000,1.000,4.669,3.265,1.000,5.500,5.144
000000000010000700,3000,false,VB,008,14.000,0.000,0.594,0.462,1.000,1.000,1.345
000000000010000701,2000,false,VB,007,112.000,2.000,0.000,0.000,1.000,1.000,0.000
000000000010000701,1000,false,VB,007,112.000,3.000,0.000,0.000,1.000,1.000,0.000
000000000010000702,1000,false,VB,006,41.000,3.000,0.000,0.000,1.000,1.000,0.000
000000000010000702,3000,false,VB,005,41.000,0.000,0.000,0.000,1.000,1.000,0.000
000000000010000703,4000,false,VB,005,34.000,3.000,4.048,2.342,1.250,7.500,10.919
000000000010000703,3000,false,VB,004,34.000,1.000,0.823,0.511,1.000,3.500,4.365
000000000010000704,1000,false,VB,003,38.000,1.000,32.184,6.758,37.542,225.250,162.859
000000000080000168,2000,false,VB,003,47.000,3.000,13.454,8.717,2.000,12.000,13.454
000000000010000705,1000,false,VB,010,31.000,2.000,0.000,0.000,1.000,1.000,0.000
000000000010000705,3000,false,VB,003,31.000,0.000,0.000,0.000,1.000,1.000,0.000
000000000010000706,2000,false,VB,007,131.000,0.000,2.902,1.643,1.000,2.250,7.612
000000000010000706,1000,false,VB,001,131.000,0.000,13.017,5.428,2.000,12.000,26.223
000000000030000159,3000,false,PD,001,19.000,3.000,0.000,0.000,1.000,4.250,0.000
000000000030000159,1000,false,ND,002,19.000,3.000,0.000,0.000,1.583,9.500,0.000
000000000010000707,4000,false,VB,003,87.000,1.000,14.158,7.490,1.542,9.250,15.303
000000000010000708,1000,false,VB,002,76.000,1.000,6.540,3.621,1.000,5.000,6.540
000000000010000709,3000,false,VB,008,104.000,1.000,214.139,41.402,28.750,172.500,214.139
000000000010000709,4000,false,VB,006,104.000,1.000,69.315,17.415,9.125,54.750,119.140
000000000010000710,4000,false,VB,006,29.000,2.000,45.413,11.102,33.292,199.750,245.280
000000000010000711,1000,false,VB,007,17.000,0.000,12.917,3.240,10.875,65.250,70.738
000000000030000160,4000,false,ND,001,54.000,2.000,0.000,0.000,1.000,4.250,0.000
000000000010000712,4000,false,VB,001,29.000,0.000,25.584,5.165,28.667,172.000,208.084
000000000010000713,1000,false,VB,003,30.000,1.000,0.000,0.000,1.000,1.000,0.000
000000000010000714,4000,false,VB,002,13.000,3.000,7.541,2.768,9.250,55.500,45.315
000000000010000715,1000,false,VB,002,13.000,3.000,5.189,2.227,10.667,64.000,29.142
000000000010000716,2000,false,VB,006,16.000,1.000,0.406,0.336,1.000,1.000,0.554
000000000010000716,1000,false,VB,001,16.000,3.000,0.458,0.364,1.000,1.000,0.763
000000000010000717,1000,false,VB,010,103.000,1.000,15.233,8.814,2.167,13.000,23.048
000000000010000718,3000,false,VB,008,29.000,0.000,6.488,3.982,1.500,9.000,10.684
000000000080000169,1000,false,VB,010,34.000,3.000,2.914,1.517,1.750,10.500,8.196
000000000010000719,1000,false,VB,009,27.000,3.000,33.607,8.497,33.292,199.750,187.902
000000000010000720,2000,false,VB,003,12.000,2.000,2.322,1.614,1.000,6.000,5.303
000000000010000720,4000,false,VB,001,12.000,3.000,0.401,0.305,1.000,2.000,2.383
000000000010000721,2000,false,VB,009,44.000,0.000,20.086,3.371,17.167,103.000,128.293
000000000010000722,2000,false,VB,008,60.000,3.000,4.082,2.646,1.000,5.000,12.780
000000000010000723,1000,false,VB,008,149.000,3.000,30.349,14.985,2.125,12.750,30.349
000000000030000161,2000,false,PD,008,105.000,0.000,0.000,0.000,1.000,2.500,0.000
000000000010000724,1000,false,VB,007,8.000,2.000,13.894,6.412,20.917,125.500,96.029
000000000010000724,4000,false,VB,010,8.000,1.000,11.253,5.419,23.375,140.250,131.725
000000000030000162,1000,false,ND,010,29.000,3.000,0.000,0.000,2.792,16.750,0.000
000000000030000162,3000,false,ND,003,29.000,1.000,0.000,0.000,1.375,8.250,0.000
000000000090000042,3000,false,ND,010,9.000,0.000,0.000,0.000,1.000,1.000,1.000
000000000030000163,2000,false,PD,007,56.000,3.000,0.000,0.000,1.000,5.000,0.000
000000000010000725,4000,false,VB,003,59.000,1.000,65.927,10.588,24.083,144.500,155.467
000000000010000726,3000,false,VB,008,46.000,0.000,16.933,3.700,8.583,51.500,73.019
000000000030000164,1000,false,PD,003,23.000,2.000,0.000,0.000,1.000,4.250,0.000
000000000010000727,1000,false,VB,002,147.000,0.000,26.623,13.003,2.000,12.000,26.623
000000000010000727,4000,false,VB,010,147.000,1.000,6.548,3.121,1.000,4.250,8.686
000000000090000043,1000,false,ND,010,44.000,2.000,0.000,0.000,1.000,1.000,1.000
000000000010000728,4000,false,VB,004,118.000,3.000,29.502,16.350,2.167,13.000,42.411
000000000080000170,2000,false,VB,009,14.000,0.000,2.770,1.942,2.292,13.750,17.247
000000000080000170,4000,false,VB,007,14.000,3.000,4.260,3.159,1.667,10.000,12.135
000000000010000729,2000,false,VB,003,12.000,1.000,0.000,0.000,1.000,1.000,0.000
000000000080000171,3000,false,VB,005,30.000,3.000,2.790,1.521,1.167,7.000,8.579
000000000030000165,3000,false,PD,002,82.000,1.000,0.000,0.000,2.292,13.750,0.000
000000000010000730,1000,false,VB,009,53.000,2.000,0.000,0.000,1.000,1.000,0.000
000000000010000731,2000,false,VB,007,149.000,2.000,83.477,18.446,8.792,52.750,146.529
000000000010000731,4000,false,VB,003,149.000,2.000,100.468,19.737,19.458,116.750,185.016
000000000010000732,2000,false,VB,007,18.000,0.000,2.388,1.543,1.458,8.750,6.593
000000000010000733,1000,false,VB,006,72.000,0.000,97.042,19.771,24.375,146.250,212.746
000000000010000734,2000,false,VB,002,222.000,1.000,13.901,6.961,1.000,4.500,18.478
000000000010000735,2000,false,VB,002,102.000,2.000,8.224,3.691,1.500,9.000,11.858
000000000010000736,2000,false,VB,005,102.000,2.000,105.000,16.443,15.083,90.500,105.000
000000000010000736,4000,false,VB,008,102.000,0.000,186.742,29.247,29.833,179.000,374.138
000000000010000737,3000,false,VB,007,97.000,0.000,66.138,12.727,17.292,103.750,131.207
000000000080000172,2000,false,VB,002,48.000,2.000,2.557,1.396,1.042,6.250,7.168
000000000080000172,3000,false,VB,003,48.000,3.000,5.664,3.434,1.042,6.250,13.088
000000000080000173,1000,false,VB,009,60.000,1.000,3.725,2.299,1.000,4.500,7.682
000000000090000044,2000,false,ND,006,19.000,2.000,0.000,0.000,1.000,1.000,1.000
000000000030000166,2000,false,ND,008,8.000,2.000,0.000,0.000,1.000,4.000,0.000
000000000010000738,4000,false,VB,007,55.000,3.000,4.890,2.869,1.000,6.000,8.974
000000000010000739,3000,false,VB,002,113.000,1.000,7.379,3.144,1.000,4.750,12.316
000000000010000739,4000,false,VB,004,113.000,3.000,8.218,3.663,1.667,10.000,25.627
000000000010000740,4000,false,VB,006,86.000,2.000,61.298,8.344,22.125,132.750,120.892
000000000010000740,2000,false,VB,007,86.000,0.000,67.530,8.846,34.875,209.250,202.166
000000000010000741,1000,false,VB,009,122.000,2.000,19.283,12.394,1.000,5.750,19.283
000000000010000741,3000,false,VB,005,0.000,1.000,9.705,6.680,1.000,3.750,15.743
000000000080000174,1000,false,VB,006,31.000,0.000,6.005,3.069,2.542,15.250,17.663
000000000080000174,2000,false,VB,007,31.000,3.000,2.387,1.350,1.208,7.250,7.380
000000000010000742,1000,false,VB,004,240.000,2.000,16.839,5.055,1.083,6.500,21.402
000000000010000743,3000,false,VB,002,144.000,0.000,24.870,11.768,3.083,18.500,62.495
000000000010000744,2000,false,VB,008,179.000,1.000,4.758,2.510,1.000,2.250,4.872
000000000030000167,1000,false,PD,008,35.000,1.000,0.000,0.000,1.292,7.750,0.000
000000000010000745,2000,false,VB,003,104.000,2.000,5.511,3.953,1.000,2.000,5.511
000000000010000746,3000,false,VB,010,136.000,3.000,171.803,23.481,28.875,173.250,390.262
000000000010000747,3000,false,VB,002,60.000,3.000,8.401,4.563,2.375,14.250,25.184
000000000010000747,4000,false,VB,004,60.000,1.000,17.886,10.289,2.333,14.000,18.033
000000000010000748,1000,false,VB,002,51.000,2.000,20.543,4.103,7.375,44.250,50.866
000000000030000168,2000,false,ND,008,36.000,2.000,0.000,0.000,1.375,8.250,0.000
000000000030000169,4000,false,ND,008,43.000,2.000,0.000,0.000,1.000,6.000,0.000
000000000030000169,1000,false,PD,005,43.000,2.000,0.000,0.000,2.417,14.500,0.000
000000000010000749,3000,false,VB,009,125.000,2.000,7.557,5.277,1.000,2.000,9.416
000000000030000170,3000,false,ND,001,135.000,2.000,0.000,0.000,2.042,12.250,0.000
000000000080000175,4000,false,VB,010,40.000,1.000,2.727,1.942,1.250,7.500,12.552
000000000010000750,3000,false,VB,007,149.000,2.000,6.361,2.553,1.000,4.000,10.880
000000000080000176,3000,false,VB,007,95.000,3.000,16.339,9.732,2.167,13.000,40.336
000000000080000176,2000,false,VB,004,95.000,2.000,17.335,10.855,1.417,8.500,19.941
000000000010000751,2000,false,VB,003,59.000,2.000,0.000,0.000,1.000,1.000,0.000
000000000010000752,4000,false,VB,001,7.000,2.000,0.000,0.000,1.000,1.000,0.000
000000000010000753,4000,false,VB,004,19.000,2.000,28.895,7.480,27.667,166.000,163.079
000000000010000753,1000,false,VB,002,19.000,0.000,26.727,7.483,31.000,186.000,141.216
000000000010000754,2000,false,VB,001,61.000,2.000,0.000,0.000,1.000,1.000,0.000
000000000030000171,2000,false,ND,009,49.000,3.000,0.000,0.000,1.000,5.500,0.000
000000000030000171,4000,false,PD,010,49.000,1.000,0.000,0.000,1.000,5.750,0.000
000000000010000755,3000,false,VB,002,48.000,1.000,0.000,0.000,1.000,1.000,0.000
000000000010000756,3000,false,VB,005,183.000,1.000,8.060,2.655,1.000,3.250,9.931
000000000010000757,4000,false,VB,010,13.000,0.000,0.000,0.000,1.000,1.000,0.000
000000000080000177,3000,false,VB,009,128.000,2.000,26.292,14.328,1.667,10.000,26.292
000000000080000177,2000,false,VB,003,128.000,1.000,3.628,2.003,1.000,5.250,12.368
000000000080000178,3000,false,VB,008,55.000,2.000,7.369,4.759,1.125,6.750,11.504
000000000010000758,2000,false,VB,007,155.000,3.000,9.634,4.034,1.000,3.750,9.634
000000000010000759,3000,false,VB,004,125.000,1.000,7.765,4.521,1.000,4.000,7.765
000000000030000172,1000,false,ND,003,56.000,1.000,0.000,0.000,2.208,13.250,0.000
000000000010000760,3000,false,VB,006,49.000,3.000,8.394,5.745,1.042,6.250,12.299
000000000010000761,1000,false,VB,001,184.000,3.000,12.574,5.790,1.000,6.000,22.497
000000000080000179,4000,false,VB,004,20.000,3.000,2.301,1.516,1.000,4.000,2.695
000000000080000179,3000,false,VB,008,20.000,2.000,1.802,1.213,1.083,6.500,8.432
000000000010000762,4000,false,VB,003,38.000,2.000,10.585,6.035,3.417,20.500,35.211
000000000080000180,3000,false,VB,006,9.000,2.000,3.065,2.494,1.542,9.250,12.625
000000000010000763,4000,false,VB,004,239.000,1.000,12.371,5.045,1.000,3.250,13.412
000000000010000763,1000,false,VB,008,239.000,3.000,15.770,7.751,1.000,4.500,15.770
000000000080000181,4000,false,VB,008,13.000,3.000,2.195,1.655,1.042,6.250,6.954
000000000010000764,1000,false,VB,006,27.000,0.000,3.090,1.891,1.292,7.750,7.195
000000000010000764,3000,false,VB,007,27.000,2.000,9.487,5.164,2.708,16.250,20.986
000000000010000765,3000,false,VB,003,0.000,3.000,8.371,5.875,2.208,13.250,18.553
000000000010000766,2000,false,VB,007,56.000,1.000,49.279,7.960,27.125,162.750,216.835
000000000010000767,2000,false,VB,002,144.000,2.000,0.000,0.000,1.000,1.000,0.000
000000000080000182,1000,false,VB,005,50.000,3.000,3.133,1.910,1.125,6.750,8.630
000000000030000173,2000,false,PD,005,96.000,2.000,0.000,0.000,1.583,9.500,0.000
000000000010000768,1000,false,VB,003,40.000,0.000,7.776,5.627,1.625,9.750,17.133
000000000010000769,2000,false,VB,007,57.000,3.000,5.223,3.430,1.000,3.500,7.902
000000000010000770,4000,false,VB,009,51.000,3.000,112.036,30.039,40.292,241.750,346.745
000000000030000174,4000,false,PD,002,123.000,3.000,0.000,0.000,1.000,3.000,0.000
000000000010000771,1000,false,VB,010,75.000,3.000,4.684,3.102,1.375,8.250,22.171
000000000030000175,4000,false,PD,005,20.000,1.000,0.000,0.000,1.000,4.750,0.000
000000000030000175,3000,false,PD,010,20.000,2.000,0.000,0.000,1.542,9.250,0.000
000000000010000772,1000,false,VB,006,95.000,2.000,2.304,1.357,1.000,3.750,11.794
000000000010000773,3000,false,VB,007,131.000,1.000,2.446,0.946,1.000,3.000,8.793
000000000010000774,4000,false,VB,003,16.000,1.000,0.815,0.631,1.000,3.500,4.675
000000000010000775,4000,false,VB,004,140.000,2.000,5.580,1.899,1.167,7.000,18.397
000000000010000776,1000,false,VB,010,21.000,2.000,0.000,0.000,1.000,1.000,0.000
000000000080000183,2000,false,VB,001,12.000,0.000,1.682,1.163,1.000,5.750,5.767
000000000010000777,4000,false,VB,004,222.000,0.000,15.890,4.619,1.167,7.000,15.890
000000000080000184,4000,false,VB,005,45.000,1.000,5.431,3.799,1.000,5.000,11.248
000000000010000778,1000,false,VB,010,97.000,2.000,27.309,4.557,17.500,105.000,138.131
000000000010000779,4000,false,VB,005,119.000,1.000,24.157,13.410,1.625,9.750,30.127
000000000090000045,2000,false,ND,006,34.000,2.000,0.000,0.000,1.000,1.000,1.000
000000000010000780,1000,false,VB,008,86.000,2.000,5.166,3.200,1.000,3.250,5.166
000000000010000781,2000,false,VB,003,98.000,1.000,13.545,6.739,1.708,10.250,27.012
000000000010000782,2000,false,VB,008,52.000,3.000,1.611,1.151,1.000,1.250,3.331
000000000010000783,4000,false,VB,007,53.000,0.000,1.255,0.639,1.000,2.250,4.127
000000000030000176,4000,false,PD,001,12.000,1.000,0.000,0.000,1.000,2.250,0.000
000000000010000784,1000,false,VB,007,47.000,1.000,29.030,4.170,15.875,95.250,111.984
000000000080000185,1000,false,VB,010,109.000,0.000,16.703,7.903,1.917,11.500,27.417
000000000010000785,2000,false,VB,006,139.000,1.000,2.869,1.971,1.000,1.000,4.190
000000000010000786,2000,false,VB,010,74.000,0.000,8.546,5.437,1.000,4.500,8.679
000000000010000787,1000,false,VB,001,35.000,1.000,6.242,3.952,1.208,7.250,10.827
000000000010000788,3000,false,VB,010,59.000,1.000,45.216,11.595,35.750,214.500,311.872
000000000010000788,2000,false,VB,001,59.000,3.000,13.521,2.789,13.000,78.000,82.146
000000000010000789,4000,false,VB,005,58.000,0.000,0.000,0.000,1.000,1.000,0.000
000000000030000177,1000,false,PD,002,82.000,2.000,0.000,0.000,1.000,5.750,0.000
000000000010000790,2000,false,VB,006,48.000,0.000,0.750,0.426,1.000,1.750,1.535
000000000010000791,4000,false,VB,001,10.000,3.000,0.219,0.189,1.000,1.000,0.474
000000000010000792,3000,false,VB,002,33.000,2.000,1.194,0.871,1.000,1.500,1.755
000000000010000793,2000,false,VB,004,148.000,2.000,39.716,21.103,2.292,13.750,40.584
000000000030000178,4000,false,PD,004,33.000,3.000,0.000,0.000,1.000,3.250,0.000
000000000030000178,3000,false,PD,005,33.000,1.000,0.000,0.000,2.667,16.000,0.000
000000000010000794,1000,false,VB,002,91.000,0.000,9.993,5.570,1.000,5.750,12.334
000000000010000795,4000,false,VB,005,58.000,1.000,3.518,1.937,1.500,9.000,12.726
000000000010000795,3000,false,VB,008,58.000,0.000,4.414,2.658,1.000,3.500,6.976
000000000090000046,2000,false,ND,005,21.000,2.000,0.000,0.000,1.000,1.000,1.000
000000000010000796,3000,false,VB,007,123.000,3.000,31.320,4.584,14.625,87.750,194.344
000000000010000797,1000,false,VB,003,85.000,3.000,0.000,0.000,1.000,1.000,0.000
000000000010000797,3000,false,VB,007,85.000,0.000,0.000,0.000,1.000,1.000,0.000
000000000010000798,1000,false,VB,006,10.000,0.000,30.453,10.473,39.500,237.000,187.303
000000000030000179,1000,false,ND,007,54.000,1.000,0.000,0.000,1.000,5.500,0.000
000000000030000180,3000,false,PD,005,93.000,3.000,0.000,0.000,1.583,9.500,0.000
000000000030000181,4000,false,ND,003,21.000,2.000,0.000,0.000,1.000,5.000,0.000
000000000030000182,3000,false,PD,005,0.000,1.000,0.000,0.000,1.000,4.750,0.000
000000000010000799,4000,false,VB,009,20.000,0.000,0.259,0.193,1.000,1.000,1.306
000000000010000799,3000,false,VB,008,20.000,2.000,0.599,0.415,1.000,1.500,1.446
000000000010000800,4000,false,VB,002,47.000,0.000,3.280,2.680,1.000,1.500,4.292
000000000010000801,4000,false,VB,001,22.000,2.000,0.000,0.000,1.000,1.000,0.000
000000000010000802,2000,false,VB,005,37.000,0.000,32.117,7.080,16.750,100.500,77.053
000000000010000803,2000,false,VB,010,140.000,0.000,6.160,3.348,1.000,2.500,9.727
000000000010000803,4000,false,VB,008,140.000,2.000,2.337,1.201,1.000,1.500,4.162
000000000010000804,2000,false,VB,007,98.000,2.000,0.000,0.000,1.000,1.000,0.000
000000000010000805,1000,false,VB,002,16.000,3.000,0.749,0.540,1.000,4.250,3.051
000000000010000805,4000,false,VB,010,16.000,1.000,1.048,0.858,1.000,3.750,5.473
000000000010000806,4000,false,VB,006,9.000,2.000,3.949,2.982,1.917,11.500,8.072
000000000010000807,2000,false,VB,001,10.000,2.000,1.179,0.889,1.000,4.000,3.734
000000000010000808,2000,false,VB,008,82.000,1.000,61.764,12.992,13.917,83.500,129.394
000000000010000808,4000,false,VB,008,82.000,3.000,32.860,6.642,19.917,119.500,160.708
000000000010000809,2000,false,VB,008,146.000,3.000,14.243,8.385,1.458,8.750,16.691
000000000010000809,4000,false,VB,008,146.000,3.000,15.992,8.231,2.417,14.500,40.433
000000000080000186,3000,false,VB,010,10.000,2.000,2.323,1.697,1.708,10.250,5.146
000000000010000810,4000,false,VB,005,17.000,0.000,18.625,6.739,35.292,211.750,100.906
000000000010000811,1000,false,VB,008,60.000,3.000,1.576,1.069,1.000,3.250,6.200
000000000030000183,1000,false,ND,009,16.000,1.000,0.000,0.000,1.000,5.500,0.000
000000000010000812,1000,false,VB,009,55.000,0.000,144.647,20.775,38.292,229.750,343.234
