Werks,Lgort,Matnr,Dispo,Mtart,Matkl,Dismm,Mbwbest,Wbwbest,Letztzug,Letztabg,Letztver,Letztbew,Eisbe
2000,SP02,000000000030000171,009,ERSA,MECH-GBOX,ND,0.000,0.00,,,,,0.000
4000,SP04,000000000030000171,010,ERSA,MECH-GBOX,PD,3.000,330840.60,2026-07-14T00:00:00,,,2026-07-14T00:00:00,0.000
3000,SP03,000000000010000755,002,ERSA,MECH-GBOX,VB,0.000,0.00,,2025-01-11T00:00:00,2025-01-11T00:00:00,2025-01-11T00:00:00,0.000
3000,SP03,000000000010000756,005,ERSA,MECH-SEAL,VB,5.000,2314048.40,2026-01-17T00:00:00,2026-08-20T00:00:00,2026-08-20T00:00:00,2026-08-20T00:00:00,2.655
4000,SP04,000000000010000757,010,ERSA,MILL-LINR,VB,0.000,0.00,,2022-09-22T00:00:00,2022-09-22T00:00:00,2022-09-22T00:00:00,0.000
3000,SP03,000000000080000177,009,ERSA,MILL-LINR,VB,24.000,7863891.60,2026-07-28T00:00:00,2026-08-13T00:00:00,2026-08-13T00:00:00,2026-08-13T00:00:00,14.328
2000,SP02,000000000080000177,003,ERSA,MILL-LINR,VB,5.000,1638310.75,2026-05-24T00:00:00,2026-02-11T00:00:00,2026-02-11T00:00:00,2026-05-24T00:00:00,2.003
3000,SP03,000000000080000178,008,ERSA,HYDR-ASSY,VB,12.000,4029722.52,2026-08-13T00:00:00,2026-06-17T00:00:00,2026-06-17T00:00:00,2026-08-13T00:00:00,4.759
2000,SP02,000000000010000758,007,HIBE,MECH-BRG,VB,10.000,810580.90,2026-07-04T00:00:00,2026-08-04T00:00:00,2026-08-04T00:00:00,2026-08-04T00:00:00,4.034
3000,SP03,000000000010000759,004,ERSA,HYDR-ASSY,VB,0.000,0.00,,2025-01-31T00:00:00,2025-01-31T00:00:00,2025-01-31T00:00:00,4.521
1000,SP01,000000000030000172,003,ERSA,MECH-SEAL,ND,3.000,105227.04,2026-05-30T00:00:00,2026-04-18T00:00:00,2026-04-18T00:00:00,2026-05-30T00:00:00,0.000
3000,SP03,000000000010000760,006,HIBE,MECH-GBOX,VB,10.000,5923743.20,2025-10-29T00:00:00,2026-01-04T00:00:00,2026-01-04T00:00:00,2026-01-04T00:00:00,5.745
1000,SP01,000000000010000761,001,ERSA,MECH-SEAL,VB,20.000,2030066.00,2026-08-23T00:00:00,2026-06-12T00:00:00,2026-06-12T00:00:00,2026-08-23T00:00:00,5.790
4000,SP04,000000000080000179,004,ERSA,MILL-LINR,VB,2.000,546600.56,2026-08-13T00:00:00,2026-06-17T00:00:00,2026-06-17T00:00:00,2026-08-13T00:00:00,1.516
3000,SP03,000000000080000179,008,ERSA,MILL-LINR,VB,6.000,1639801.68,2026-03-31T00:00:00,2026-06-20T00:00:00,2026-06-20T00:00:00,2026-06-20T00:00:00,1.213
4000,SP04,000000000010000762,003,ERSA,ELEC-MOTR,VB,17.000,1005525.35,2026-03-13T00:00:00,2026-08-11T00:00:00,2026-08-11T00:00:00,2026-08-11T00:00:00,6.035
3000,SP03,000000000080000180,006,ERSA,ELEC-MOTR,VB,3.000,137568.96,2026-03-17T00:00:00,2026-08-19T00:00:00,2026-08-19T00:00:00,2026-08-19T00:00:00,2.494
4000,SP04,000000000010000763,004,ERSA,INST-XMTR,VB,14.000,845910.24,2026-06-08T00:00:00,2026-08-15T00:00:00,2026-08-15T00:00:00,2026-08-15T00:00:00,5.045
1000,SP01,000000000010000763,008,ERSA,INST-XMTR,VB,8.000,483377.28,2025-05-31T00:00:00,2026-08-31T00:00:00,2026-08-31T00:00:00,2026-08-31T00:00:00,7.751
4000,SP04,000000000080000181,008,ERSA,MECH-SEAL,VB,7.000,2377272.94,2026-08-07T00:00:00,2026-07-20T00:00:00,2026-07-20T00:00:00,2026-08-07T00:00:00,1.655
1000,SP01,000000000010000764,006,ERSA,HYDR-ASSY,VB,3.000,374324.13,2026-07-31T00:00:00,2026-08-22T00:00:00,2026-08-22T00:00:00,2026-08-22T00:00:00,1.891
3000,SP03,000000000010000764,007,ERSA,HYDR-ASSY,VB,21.000,2620268.91,2026-07-23T00:00:00,2026-06-28T00:00:00,2026-06-28T00:00:00,2026-07-23T00:00:00,5.164
3000,SP03,000000000010000765,003,ERSA,ELEC-MOTR,VB,0.000,0.00,,2024-12-24T00:00:00,2024-12-24T00:00:00,2024-12-24T00:00:00,5.875
2000,SP02,000000000010000766,007,ERSA,HYDR-ASSY,VB,43.000,821489.20,2026-05-16T00:00:00,2026-08-03T00:00:00,2026-08-03T00:00:00,2026-08-03T00:00:00,7.960
2000,SP02,000000000010000767,002,ERSA,MECH-PUMP,VB,0.000,0.00,,2023-11-19T00:00:00,2023-11-19T00:00:00,2023-11-19T00:00:00,0.000
1000,SP01,000000000080000182,005,ERSA,INST-XMTR,VB,8.000,1721292.48,2026-09-03T00:00:00,2026-06-01T00:00:00,2026-06-01T00:00:00,2026-09-03T00:00:00,1.910
2000,SP02,000000000030000173,005,HIBE,MECH-BRG,PD,0.000,0.00,2025-12-10T00:00:00,2026-01-29T00:00:00,2026-01-29T00:00:00,2026-01-29T00:00:00,0.000
1000,SP01,000000000010000768,003,ERSA,ELEC-CTRL,VB,0.000,0.00,,2024-12-31T00:00:00,2024-12-31T00:00:00,2024-12-31T00:00:00,5.627
2000,SP02,000000000010000769,007,ERSA,INST-XMTR,VB,7.000,653620.94,,2026-07-01T00:00:00,2026-07-01T00:00:00,2026-07-01T00:00:00,3.430
4000,SP04,000000000010000770,009,ERSA,CONV-COMP,VB,102.000,169979.94,2026-03-22T00:00:00,2026-08-24T00:00:00,2026-08-24T00:00:00,2026-08-24T00:00:00,30.039
4000,SP04,000000000030000174,002,ERSA,MECH-GBOX,PD,0.000,0.00,2026-04-05T00:00:00,2026-05-14T00:00:00,2026-05-14T00:00:00,2026-05-14T00:00:00,0.000
1000,SP01,000000000010000771,010,ERSA,HYDR-ASSY,VB,0.000,0.00,,2024-09-16T00:00:00,2024-09-16T00:00:00,2024-09-16T00:00:00,3.102
4000,SP04,000000000030000175,005,ERSA,MECH-PUMP,PD,10.000,1704883.30,2026-08-02T00:00:00,,,2026-08-02T00:00:00,0.000
3000,SP03,000000000030000175,010,ERSA,MECH-PUMP,PD,2.000,340976.66,2026-08-08T00:00:00,2026-08-13T00:00:00,2026-08-13T00:00:00,2026-08-13T00:00:00,0.000
1000,SP01,000000000010000772,006,ERSA,ELEC-MOTR,VB,0.000,0.00,,,,,1.357
3000,SP03,000000000010000773,007,ERSA,MECH-GBOX,VB,2.000,326958.82,2026-04-28T00:00:00,2026-06-07T00:00:00,2026-06-07T00:00:00,2026-06-07T00:00:00,0.946
4000,SP04,000000000010000774,003,ERSA,CONV-COMP,VB,3.000,157506.39,2026-01-25T00:00:00,2026-04-07T00:00:00,2026-04-07T00:00:00,2026-04-07T00:00:00,0.631
4000,SP04,000000000010000775,004,ERSA,MECH-GBOX,VB,5.000,765119.20,2026-03-30T00:00:00,2026-07-28T00:00:00,2026-07-28T00:00:00,2026-07-28T00:00:00,1.899
1000,SP01,000000000010000776,010,ERSA,CONV-COMP,VB,0.000,0.00,,2023-06-15T00:00:00,2023-06-15T00:00:00,2023-06-15T00:00:00,0.000
2000,SP02,000000000080000183,001,ERSA,MECH-BRG,VB,4.000,702114.00,2026-02-28T00:00:00,2026-06-21T00:00:00,2026-06-21T00:00:00,2026-06-21T00:00:00,1.163
4000,SP04,000000000010000777,004,ERSA,HYDR-ASSY,VB,8.000,1770100.96,2026-02-24T00:00:00,2026-07-20T00:00:00,2026-07-20T00:00:00,2026-07-20T00:00:00,4.619
4000,SP04,000000000080000184,005,ERSA,ELEC-CTRL,VB,10.000,3171771.90,2026-06-07T00:00:00,2026-07-18T00:00:00,2026-07-18T00:00:00,2026-07-18T00:00:00,3.799
1000,SP01,000000000010000778,010,ERSA,MECH-BRG,VB,0.000,0.00,2025-12-04T00:00:00,2026-07-16T00:00:00,2026-07-16T00:00:00,2026-07-16T00:00:00,4.557
4000,SP04,000000000010000779,005,ERSA,MECH-BRG,VB,0.000,0.00,,2024-10-21T00:00:00,2024-10-21T00:00:00,2024-10-21T00:00:00,13.410
2000,SP02,000000000090000045,006,ERSA,MECH-BRG,ND,21.000,2711057.79,,2024-09-26T00:00:00,2024-09-26T00:00:00,2024-09-26T00:00:00,0.000
1000,SP01,000000000010000780,008,ERSA,HYDR-ASSY,VB,0.000,0.00,,2025-01-01T00:00:00,2025-01-01T00:00:00,2025-01-01T00:00:00,3.200
2000,SP02,000000000010000781,003,HIBE,MECH-BRG,VB,9.000,6070711.05,2025-08-31T00:00:00,2026-08-26T00:00:00,2026-08-26T00:00:00,2026-08-26T00:00:00,6.739
2000,SP02,000000000010000782,008,ERSA,CONV-COMP,VB,4.000,394970.48,,2026-07-01T00:00:00,2026-07-01T00:00:00,2026-07-01T00:00:00,1.151
4000,SP04,000000000010000783,007,ERSA,MILL-LINR,VB,2.000,269619.60,2026-04-26T00:00:00,2026-08-17T00:00:00,2026-08-17T00:00:00,2026-08-17T00:00:00,0.639
4000,SP04,000000000030000176,001,ERSA,HYDR-ASSY,PD,0.000,0.00,2026-03-31T00:00:00,2026-04-23T00:00:00,2026-04-23T00:00:00,2026-04-23T00:00:00,0.000
1000,SP01,000000000010000784,007,ERSA,CONV-COMP,VB,28.000,352884.84,2026-04-11T00:00:00,2026-08-31T00:00:00,2026-08-31T00:00:00,2026-08-31T00:00:00,4.170
1000,SP01,000000000080000185,010,ERSA,ELEC-CTRL,VB,6.000,2472025.20,2025-11-29T00:00:00,2026-08-09T00:00:00,2026-08-09T00:00:00,2026-08-09T00:00:00,7.903
2000,SP02,000000000010000785,006,ERSA,MILL-LINR,VB,2.000,25159.64,,2026-07-16T00:00:00,2026-07-16T00:00:00,2026-07-16T00:00:00,1.971
2000,SP02,000000000010000786,010,ERSA,HYDR-ASSY,VB,10.000,981873.30,2025-09-28T00:00:00,2026-02-12T00:00:00,2026-02-12T00:00:00,2026-02-12T00:00:00,5.437
1000,SP01,000000000010000787,001,ERSA,MECH-SEAL,VB,11.000,8618555.77,2026-07-28T00:00:00,2026-06-09T00:00:00,2026-06-09T00:00:00,2026-07-28T00:00:00,3.952
3000,SP03,000000000010000788,010,ERSA,MECH-PUMP,VB,281.000,1680621.66,2026-08-11T00:00:00,2026-08-20T00:00:00,2026-08-20T00:00:00,2026-08-20T00:00:00,11.595
2000,SP02,000000000010000788,001,ERSA,MECH-PUMP,VB,0.000,0.00,2026-01-29T00:00:00,2026-07-26T00:00:00,2026-07-26T00:00:00,2026-07-26T00:00:00,2.789
4000,SP04,000000000010000789,005,ERSA,ELEC-CTRL,VB,0.000,0.00,,2023-09-26T00:00:00,2023-09-26T00:00:00,2023-09-26T00:00:00,0.000
1000,SP01,000000000030000177,002,ERSA,HYDR-ASSY,PD,0.000,0.00,2026-07-31T00:00:00,2026-09-07T00:00:00,2026-09-07T00:00:00,2026-09-07T00:00:00,0.000
2000,SP02,000000000010000790,006,ERSA,INST-XMTR,VB,1.000,42495.93,2026-04-04T00:00:00,2026-04-14T00:00:00,2026-04-14T00:00:00,2026-04-14T00:00:00,0.426
4000,SP04,000000000010000791,001,ERSA,MECH-SEAL,VB,1.000,168802.52,2026-02-15T00:00:00,2025-12-24T00:00:00,2025-12-24T00:00:00,2026-02-15T00:00:00,0.189
3000,SP03,000000000010000792,002,ERSA,MILL-LINR,VB,2.000,25778.16,2026-02-07T00:00:00,2026-01-02T00:00:00,2026-01-02T00:00:00,2026-02-07T00:00:00,0.871
2000,SP02,000000000010000793,004,ERSA,HYDR-ASSY,VB,0.000,0.00,,2025-05-17T00:00:00,2025-05-17T00:00:00,2025-05-17T00:00:00,21.103
4000,SP04,000000000030000178,004,ERSA,MECH-SEAL,PD,1.000,123413.11,2026-06-09T00:00:00,2026-07-17T00:00:00,2026-07-17T00:00:00,2026-07-17T00:00:00,0.000
3000,SP03,000000000030000178,005,ERSA,MECH-SEAL,PD,1.000,123413.11,2026-01-20T00:00:00,2026-01-22T00:00:00,2026-01-22T00:00:00,2026-01-22T00:00:00,0.000
1000,SP01,000000000010000794,002,ERSA,MILL-LINR,VB,6.000,3108243.60,2025-07-16T00:00:00,2026-06-25T00:00:00,2026-06-25T00:00:00,2026-06-25T00:00:00,5.570
4000,SP04,000000000010000795,005,ERSA,CONV-COMP,VB,13.000,1767773.80,2026-08-10T00:00:00,2026-06-02T00:00:00,2026-06-02T00:00:00,2026-08-10T00:00:00,1.937
3000,SP03,000000000010000795,008,ERSA,CONV-COMP,VB,8.000,1087860.80,2025-09-17T00:00:00,2025-11-30T00:00:00,2025-11-30T00:00:00,2025-11-30T00:00:00,2.658
2000,SP02,000000000090000046,005,HIBE,MECH-PUMP,ND,20.000,797174.80,,2023-03-26T00:00:00,2023-03-26T00:00:00,2023-03-26T00:00:00,0.000
3000,SP03,000000000010000796,007,ERSA,MECH-PUMP,VB,102.000,10166081.94,2026-04-16T00:00:00,2026-08-19T00:00:00,2026-08-19T00:00:00,2026-08-19T00:00:00,4.584
1000,SP01,000000000010000797,003,ERSA,ELEC-MOTR,VB,0.000,0.00,,2025-05-05T00:00:00,2025-05-05T00:00:00,2025-05-05T00:00:00,0.000
3000,SP03,000000000010000797,007,ERSA,ELEC-MOTR,VB,0.000,0.00,,2023-08-08T00:00:00,2023-08-08T00:00:00,2023-08-08T00:00:00,0.000
1000,SP01,000000000010000798,006,ERSA,ELEC-MOTR,VB,90.000,1992216.60,2026-05-20T00:00:00,2026-08-09T00:00:00,2026-08-09T00:00:00,2026-08-09T00:00:00,10.473
1000,SP01,000000000030000179,007,ERSA,MECH-GBOX,ND,1.000,60099.74,2026-01-24T00:00:00,2026-02-01T00:00:00,2026-02-01T00:00:00,2026-02-01T00:00:00,0.000
3000,SP03,000000000030000180,005,ERSA,MECH-PUMP,PD,10.000,1579473.60,2026-04-19T00:00:00,,,2026-04-19T00:00:00,0.000
4000,SP04,000000000030000181,003,ERSA,MILL-LINR,ND,3.000,483951.60,2026-09-07T00:00:00,2026-09-07T00:00:00,2026-09-07T00:00:00,2026-09-07T00:00:00,0.000
3000,SP03,000000000030000182,005,ERSA,MECH-SEAL,PD,3.000,74984.22,2026-08-24T00:00:00,,,2026-08-24T00:00:00,0.000
4000,SP04,000000000010000799,009,ERSA,MILL-LINR,VB,1.000,15367.30,2026-08-12T00:00:00,2026-07-19T00:00:00,2026-07-19T00:00:00,2026-08-12T00:00:00,0.193
3000,SP03,000000000010000799,008,ERSA,MILL-LINR,VB,1.000,15367.30,2026-06-19T00:00:00,2026-05-22T00:00:00,2026-05-22T00:00:00,2026-06-19T00:00:00,0.415
4000,SP04,000000000010000800,002,ERSA,MECH-SEAL,VB,5.000,895234.25,2026-03-30T00:00:00,2026-02-05T00:00:00,2026-02-05T00:00:00,2026-03-30T00:00:00,2.680
4000,SP04,000000000010000801,001,ERSA,MECH-GBOX,VB,0.000,0.00,,2023-02-03T00:00:00,2023-02-03T00:00:00,2023-02-03T00:00:00,0.000
2000,SP02,000000000010000802,005,HIBE,MILL-LINR,VB,29.000,478422.57,2026-05-28T00:00:00,2026-08-15T00:00:00,2026-08-15T00:00:00,2026-08-15T00:00:00,7.080
2000,SP02,000000000010000803,010,HIBE,HYDR-ASSY,VB,7.000,5086362.75,,2026-04-04T00:00:00,2026-04-04T00:00:00,2026-04-04T00:00:00,3.348
4000,SP04,000000000010000803,008,HIBE,HYDR-ASSY,VB,3.000,2179869.75,,2026-01-26T00:00:00,2026-01-26T00:00:00,2026-01-26T00:00:00,1.201
2000,SP02,000000000010000804,007,ERSA,MECH-GBOX,VB,0.000,0.00,,2023-08-06T00:00:00,2023-08-06T00:00:00,2023-08-06T00:00:00,0.000
1000,SP01,000000000010000805,002,ERSA,CONV-COMP,VB,2.000,51802.28,2026-07-12T00:00:00,2026-08-08T00:00:00,2026-08-08T00:00:00,2026-08-08T00:00:00,0.540
4000,SP04,000000000010000805,010,ERSA,CONV-COMP,VB,2.000,51802.28,2025-12-19T00:00:00,2026-04-14T00:00:00,2026-04-14T00:00:00,2026-04-14T00:00:00,0.858
4000,SP04,000000000010000806,006,ERSA,MECH-PUMP,VB,8.000,1267405.20,2026-08-06T00:00:00,2026-07-19T00:00:00,2026-07-19T00:00:00,2026-08-06T00:00:00,2.982
2000,SP02,000000000010000807,001,ERSA,INST-XMTR,VB,2.000,290395.42,2026-04-25T00:00:00,2026-06-16T00:00:00,2026-06-16T00:00:00,2026-06-16T00:00:00,0.889
2000,SP02,000000000010000808,008,ERSA,MECH-GBOX,VB,34.000,355004.20,2026-05-18T00:00:00,2026-09-02T00:00:00,2026-09-02T00:00:00,2026-09-02T00:00:00,12.992
4000,SP04,000000000010000808,008,ERSA,MECH-GBOX,VB,45.000,469858.50,2026-03-08T00:00:00,2026-09-04T00:00:00,2026-09-04T00:00:00,2026-09-04T00:00:00,6.642
2000,SP02,000000000010000809,008,ERSA,MECH-BRG,VB,11.000,957743.71,2026-03-10T00:00:00,2026-08-08T00:00:00,2026-08-08T00:00:00,2026-08-08T00:00:00,8.385
4000,SP04,000000000010000809,008,ERSA,MECH-BRG,VB,18.000,1567216.98,2026-04-01T00:00:00,2026-07-19T00:00:00,2026-07-19T00:00:00,2026-07-19T00:00:00,8.231
3000,SP03,000000000080000186,010,HIBE,MECH-BRG,VB,4.000,1720503.68,2026-05-04T00:00:00,2026-08-22T00:00:00,2026-08-22T00:00:00,2026-08-22T00:00:00,1.697
4000,SP04,000000000010000810,005,ERSA,MECH-GBOX,VB,88.000,1254334.40,2026-08-11T00:00:00,2026-08-04T00:00:00,2026-08-04T00:00:00,2026-08-11T00:00:00,6.739
1000,SP01,000000000010000811,008,ERSA,ELEC-CTRL,VB,0.000,0.00,,2025-04-06T00:00:00,2025-04-06T00:00:00,2025-04-06T00:00:00,1.069
1000,SP01,000000000030000183,009,ERSA,MECH-PUMP,ND,2.000,228173.86,2026-02-28T00:00:00,2026-03-04T00:00:00,2026-03-04T00:00:00,2026-03-04T00:00:00,0.000
1000,SP01,000000000010000812,009,ERSA,ELEC-MOTR,VB,138.000,2540956.74,2026-05-15T00:00:00,2026-08-03T00:00:00,2026-08-03T00:00:00,2026-08-03T00:00:00,20.775
2000,SP02,000000000030000184,001,ERSA,ELEC-MOTR,ND,4.000,262570.08,2026-07-19T00:00:00,2026-05-28T00:00:00,2026-05-28T00:00:00,2026-07-19T00:00:00,0.000
1000,SP01,000000000010000813,001,ERSA,MECH-BRG,VB,77.000,59135991.53,2026-03-12T00:00:00,2026-08-01T00:00:00,2026-08-01T00:00:00,2026-08-01T00:00:00,13.051
2000,SP02,000000000010000814,010,ERSA,CONV-COMP,VB,3.000,183548.85,2026-09-01T00:00:00,2026-08-02T00:00:00,2026-08-02T00:00:00,2026-09-01T00:00:00,0.727
3000,SP03,000000000030000185,006,ERSA,MECH-GBOX,PD,0.000,0.00,2025-12-27T00:00:00,2026-02-03T00:00:00,2026-02-03T00:00:00,2026-02-03T00:00:00,0.000
2000,SP02,000000000010000815,003,ERSA,MECH-BRG,VB,146.000,2023097.18,2026-03-27T00:00:00,2026-08-29T00:00:00,2026-08-29T00:00:00,2026-08-29T00:00:00,8.329
3000,SP03,000000000080000187,009,ERSA,ELEC-MOTR,VB,4.000,527153.12,2026-08-24T00:00:00,2026-06-04T00:00:00,2026-06-04T00:00:00,2026-08-24T00:00:00,0.946
4000,SP04,000000000010000816,003,ERSA,MECH-PUMP,VB,1.000,72280.59,2026-08-08T00:00:00,2026-09-05T00:00:00,2026-09-05T00:00:00,2026-09-05T00:00:00,1.411
4000,SP04,000000000010000817,010,ERSA,MECH-BRG,VB,18.000,2378369.16,2026-08-08T00:00:00,2026-06-29T00:00:00,2026-06-29T00:00:00,2026-08-08T00:00:00,4.726
1000,SP01,000000000010000817,007,ERSA,MECH-BRG,VB,6.000,792789.72,2026-08-24T00:00:00,2026-07-09T00:00:00,2026-07-09T00:00:00,2026-08-24T00:00:00,2.330
4000,SP04,000000000080000188,004,ERSA,ELEC-CTRL,VB,16.000,383672.48,2025-06-07T00:00:00,2026-07-06T00:00:00,2026-07-06T00:00:00,2026-07-06T00:00:00,14.304
2000,SP02,000000000030000186,009,ERSA,CONV-COMP,ND,3.000,42801.42,2025-11-14T00:00:00,,,2025-11-14T00:00:00,0.000
2000,SP02,000000000010000818,006,HIBE,CONV-COMP,VB,0.000,0.00,,2024-09-16T00:00:00,2024-09-16T00:00:00,2024-09-16T00:00:00,1.307
3000,SP03,000000000010000819,009,ERSA,ELEC-MOTR,VB,8.000,223505.84,2026-03-22T00:00:00,2026-03-29T00:00:00,2026-03-29T00:00:00,2026-03-29T00:00:00,3.475
1000,SP01,000000000010000820,001,ERSA,INST-XMTR,VB,1.000,39533.68,2026-06-05T00:00:00,2026-07-21T00:00:00,2026-07-21T00:00:00,2026-07-21T00:00:00,1.176
4000,SP04,000000000010000820,005,ERSA,INST-XMTR,VB,1.000,39533.68,,2026-08-29T00:00:00,2026-08-29T00:00:00,2026-08-29T00:00:00,1.341
2000,SP02,000000000010000821,001,ERSA,HYDR-ASSY,VB,59.000,1302001.97,2026-09-05T00:00:00,2026-08-30T00:00:00,2026-08-30T00:00:00,2026-09-05T00:00:00,5.090
3000,SP03,000000000010000821,010,ERSA,HYDR-ASSY,VB,61.000,1346137.63,2026-07-14T00:00:00,2026-09-01T00:00:00,2026-09-01T00:00:00,2026-09-01T00:00:00,5.351
3000,SP03,000000000010000822,002,ERSA,CONV-COMP,VB,1.000,71625.56,2026-03-03T00:00:00,2026-01-19T00:00:00,2026-01-19T00:00:00,2026-03-03T00:00:00,0.177
2000,SP02,000000000010000823,001,HIBE,MECH-PUMP,VB,7.000,1085435.40,2026-06-24T00:00:00,2026-09-05T00:00:00,2026-09-05T00:00:00,2026-09-05T00:00:00,2.860
3000,SP03,000000000030000187,005,HIBE,CONV-COMP,ND,1.000,108783.40,2026-02-08T00:00:00,2026-02-18T00:00:00,2026-02-18T00:00:00,2026-02-18T00:00:00,0.000
1000,SP01,000000000030000187,007,HIBE,CONV-COMP,ND,3.000,326350.20,2026-08-07T00:00:00,2026-02-05T00:00:00,2026-02-05T00:00:00,2026-08-07T00:00:00,0.000
1000,SP01,000000000080000189,001,ERSA,MECH-PUMP,VB,1.000,106722.41,2026-09-02T00:00:00,2026-05-21T00:00:00,2026-05-21T00:00:00,2026-09-02T00:00:00,0.725
2000,SP02,000000000080000189,005,ERSA,MECH-PUMP,VB,2.000,213444.82,2026-02-12T00:00:00,2026-05-11T00:00:00,2026-05-11T00:00:00,2026-05-11T00:00:00,1.707
1000,SP01,000000000010000824,005,ERSA,MECH-BRG,VB,16.000,2803968.32,2026-05-06T00:00:00,2026-08-24T00:00:00,2026-08-24T00:00:00,2026-08-24T00:00:00,10.279
4000,SP04,000000000010000824,001,ERSA,MECH-BRG,VB,6.000,1051488.12,2026-03-11T00:00:00,2026-05-22T00:00:00,2026-05-22T00:00:00,2026-05-22T00:00:00,5.501
1000,SP01,000000000010000825,001,ERSA,MILL-LINR,VB,0.000,0.00,,2025-01-29T00:00:00,2025-01-29T00:00:00,2025-01-29T00:00:00,0.000
4000,SP04,000000000010000825,008,ERSA,MILL-LINR,VB,0.000,0.00,,2024-10-25T00:00:00,2024-10-25T00:00:00,2024-10-25T00:00:00,0.000
4000,SP04,000000000010000826,002,ERSA,ELEC-CTRL,VB,5.000,972670.45,2026-02-20T00:00:00,2026-08-17T00:00:00,2026-08-17T00:00:00,2026-08-17T00:00:00,15.420
1000,SP01,000000000010000826,009,ERSA,ELEC-CTRL,VB,45.000,8754034.05,2026-04-11T00:00:00,2026-08-10T00:00:00,2026-08-10T00:00:00,2026-08-10T00:00:00,9.169
3000,SP03,000000000030000188,007,ERSA,MILL-LINR,ND,4.000,469975.52,2026-07-20T00:00:00,2026-02-12T00:00:00,2026-02-12T00:00:00,2026-07-20T00:00:00,0.000
2000,SP02,000000000010000827,008,ERSA,MILL-LINR,VB,11.000,1045698.61,2025-11-07T00:00:00,2026-05-30T00:00:00,2026-05-30T00:00:00,2026-05-30T00:00:00,2.645
4000,SP04,000000000080000190,007,ERSA,MECH-BRG,VB,2.000,315385.58,2026-07-14T00:00:00,2026-09-04T00:00:00,2026-09-04T00:00:00,2026-09-04T00:00:00,0.764
3000,SP03,000000000010000828,002,ERSA,MECH-GBOX,VB,16.000,12770774.72,2026-03-22T00:00:00,2026-07-28T00:00:00,2026-07-28T00:00:00,2026-07-28T00:00:00,3.793
1000,SP01,000000000010000829,004,ERSA,ELEC-CTRL,VB,13.000,1560732.42,2026-02-27T00:00:00,2026-05-04T00:00:00,2026-05-04T00:00:00,2026-05-04T00:00:00,3.154
2000,SP02,000000000010000830,001,ERSA,CONV-COMP,VB,0.000,0.00,,2024-11-09T00:00:00,2024-11-09T00:00:00,2024-11-09T00:00:00,5.471
4000,SP04,000000000080000191,002,HIBE,MECH-BRG,VB,11.000,328720.70,2026-06-07T00:00:00,2026-08-20T00:00:00,2026-08-20T00:00:00,2026-08-20T00:00:00,5.449
2000,SP02,000000000030000189,009,HIBE,MECH-PUMP,PD,2.000,937067.10,2026-05-26T00:00:00,2026-03-10T00:00:00,2026-03-10T00:00:00,2026-05-26T00:00:00,0.000
3000,SP03,000000000030000189,008,HIBE,MECH-PUMP,PD,2.000,937067.10,2026-07-26T00:00:00,2026-08-11T00:00:00,2026-08-11T00:00:00,2026-08-11T00:00:00,0.000
3000,SP03,000000000010000831,001,ERSA,MECH-BRG,VB,6.000,688515.42,2026-08-08T00:00:00,2026-05-14T00:00:00,2026-05-14T00:00:00,2026-08-08T00:00:00,0.855
1000,SP01,000000000010000831,003,ERSA,MECH-BRG,VB,1.000,114752.57,2026-05-06T00:00:00,2026-02-25T00:00:00,2026-02-25T00:00:00,2026-05-06T00:00:00,0.493
3000,SP03,000000000010000832,007,ERSA,MILL-LINR,VB,0.000,0.00,2026-01-07T00:00:00,2026-08-30T00:00:00,2026-08-30T00:00:00,2026-08-30T00:00:00,0.150
4000,SP04,000000000010000832,010,ERSA,MILL-LINR,VB,2.000,329681.58,2026-06-04T00:00:00,2026-04-18T00:00:00,2026-04-18T00:00:00,2026-06-04T00:00:00,0.404
1000,SP01,000000000090000047,006,ERSA,MECH-SEAL,ND,25.000,1663924.50,,2024-01-22T00:00:00,2024-01-22T00:00:00,2024-01-22T00:00:00,0.000
3000,SP03,000000000010000833,010,HIBE,MECH-BRG,VB,120.000,951679.20,2026-06-12T00:00:00,2026-08-01T00:00:00,2026-08-01T00:00:00,2026-08-01T00:00:00,30.654
4000,SP04,000000000010000834,009,HIBE,INST-XMTR,VB,1.000,141808.33,2026-05-22T00:00:00,2026-08-13T00:00:00,2026-08-13T00:00:00,2026-08-13T00:00:00,2.023
1000,SP01,000000000090000048,005,ERSA,HYDR-ASSY,ND,31.000,950252.92,,2022-12-28T00:00:00,2022-12-28T00:00:00,2022-12-28T00:00:00,0.000
1000,SP01,000000000030000190,009,ERSA,MILL-LINR,ND,0.000,0.00,2026-08-10T00:00:00,2026-08-26T00:00:00,2026-08-26T00:00:00,2026-08-26T00:00:00,0.000
2000,SP02,000000000010000835,003,ERSA,MECH-BRG,VB,0.000,0.00,,2024-11-08T00:00:00,2024-11-08T00:00:00,2024-11-08T00:00:00,3.283
3000,SP03,000000000010000836,003,ERSA,MECH-BRG,VB,11.000,911933.99,2025-08-04T00:00:00,2026-06-20T00:00:00,2026-06-20T00:00:00,2026-06-20T00:00:00,9.523
2000,SP02,000000000030000191,006,ERSA,MECH-SEAL,PD,0.000,0.00,2026-04-10T00:00:00,2026-04-29T00:00:00,2026-04-29T00:00:00,2026-04-29T00:00:00,0.000
