Matnr,Lvorm,Mtart,Matkl,Bismt,Meins,Mstae,Sernp
000000000030000135,false,ERSA,INST-XMTR,,EA,,
000000000010000608,false,ERSA,HYDR-ASSY,ELL813407,EA,,
000000000010000609,false,HIBE,MECH-SEAL,ELL248950,EA,,
000000000080000140,false,HIBE,INST-XMTR,,EA,,
000000000010000610,false,ERSA,MILL-LINR,ELL662583,EA,,
000000000030000136,false,ERSA,ELEC-CTRL,,EA,,
000000000080000141,false,ERSA,MECH-BRG,ELL555960,EA,,
000000000010000611,false,ERSA,MECH-SEAL,,EA,,
000000000010000612,false,HIBE,MILL-LINR,,EA,,
000000000080000142,false,ERSA,MECH-SEAL,ELL901337,EA,,
000000000030000137,false,ERSA,ELEC-CTRL,,EA,,
000000000010000613,false,ERSA,CONV-COMP,,EA,,
000000000010000614,false,ERSA,MECH-SEAL,ELL631371,EA,,
000000000010000615,false,ERSA,ELEC-MOTR,ELL610764,EA,,
000000000090000034,false,HIBE,ELEC-CTRL,ELL749165,EA,01,
000000000080000143,false,ERSA,MECH-SEAL,,EA,,
000000000010000616,false,ERSA,MECH-PUMP,,EA,,
000000000010000617,false,ERSA,MECH-PUMP,,EA,,
000000000080000144,false,ERSA,MECH-SEAL,ELL409300,EA,,
000000000010000618,false,ERSA,MECH-PUMP,,EA,,
000000000080000145,false,ERSA,MECH-GBOX,ELL147383,EA,,
000000000030000138,false,ERSA,ELEC-MOTR,ELL353898,EA,,
000000000010000619,false,ERSA,MECH-PUMP,,EA,,
000000000010000620,false,ERSA,MECH-GBOX,ELL900581,EA,,
000000000010000621,false,ERSA,INST-XMTR,ELL417333,EA,,
000000000010000622,false,ERSA,MILL-LINR,,EA,,
000000000010000623,false,ERSA,MECH-PUMP,,EA,,
000000000010000624,false,ERSA,CONV-COMP,,EA,,
000000000030000139,false,ERSA,MECH-SEAL,ELL345740,EA,,
000000000010000625,false,ERSA,MECH-BRG,,EA,,
000000000010000626,false,ERSA,ELEC-MOTR,,EA,,
000000000010000627,false,ERSA,MECH-PUMP,,EA,,
000000000010000628,false,ERSA,MECH-SEAL,ELL454258,EA,,
000000000090000035,false,ERSA,MILL-LINR,,EA,01,
000000000010000629,false,ERSA,ELEC-MOTR,,EA,,
000000000030000140,false,ERSA,MECH-BRG,,EA,,
000000000010000630,false,ERSA,MILL-LINR,,EA,,
000000000010000631,false,ERSA,MECH-PUMP,,EA,,
000000000080000146,false,ERSA,MILL-LINR,,EA,,0001
000000000030000141,false,ERSA,INST-XMTR,ELL888900,EA,,
000000000080000147,false,ERSA,ELEC-MOTR,,EA,,
000000000090000036,false,HIBE,HYDR-ASSY,,EA,01,
000000000080000148,false,ERSA,MECH-SEAL,,EA,,
000000000010000632,false,ERSA,MECH-GBOX,ELL184649,EA,,
000000000010000633,false,ERSA,ELEC-CTRL,,EA,,
000000000030000142,false,ERSA,MECH-BRG,,EA,,
000000000080000149,false,ERSA,ELEC-CTRL,,EA,,
000000000030000143,false,ERSA,CONV-COMP,ELL882134,EA,,
000000000010000634,false,ERSA,MECH-GBOX,,EA,,
000000000010000635,false,ERSA,CONV-COMP,ELL988228,EA,,
000000000090000037,false,ERSA,MECH-GBOX,ELL604278,EA,01,
000000000030000144,false,ERSA,MILL-LINR,,EA,,
000000000010000636,false,ERSA,HYDR-ASSY,ELL476878,EA,,
000000000010000637,false,ERSA,ELEC-CTRL,,EA,,
000000000010000638,false,HIBE,MILL-LINR,,EA,,
000000000010000639,false,HIBE,MECH-BRG,,EA,,
000000000010000640,false,ERSA,CONV-COMP,ELL584829,EA,,
000000000010000641,false,ERSA,ELEC-CTRL,,EA,,
000000000080000150,false,HIBE,HYDR-ASSY,ELL537833,EA,,
000000000010000642,false,ERSA,CONV-COMP,ELL292193,EA,,
000000000010000643,false,ERSA,INST-XMTR,ELL423945,EA,,
000000000080000151,false,ERSA,HYDR-ASSY,,EA,,
000000000010000644,false,ERSA,MECH-PUMP,,EA,,
000000000010000645,false,ERSA,ELEC-MOTR,ELL460903,EA,,
000000000030000145,false,ERSA,MECH-BRG,,EA,,
000000000010000646,false,ERSA,ELEC-CTRL,,EA,,
000000000030000146,false,ERSA,MECH-PUMP,,EA,,
000000000010000647,false,ERSA,ELEC-MOTR,,EA,,
000000000080000152,false,ERSA,MECH-GBOX,,EA,,
000000000010000648,false,ERSA,MECH-PUMP,,EA,,
000000000010000649,false,ERSA,INST-XMTR,,EA,,
000000000010000650,false,ERSA,MECH-PUMP,ELL467067,EA,,
000000000010000651,false,ERSA,HYDR-ASSY,ELL114790,EA,,
000000000010000652,false,ERSA,HYDR-ASSY,ELL313925,EA,,
000000000010000653,false,ERSA,MECH-SEAL,,EA,,
000000000010000654,false,ERSA,MECH-PUMP,,EA,,
000000000010000655,false,ERSA,MECH-GBOX,ELL788057,EA,,
000000000010000656,false,ERSA,HYDR-ASSY,,EA,,
000000000010000657,false,ERSA,ELEC-MOTR,ELL374317,EA,,
000000000010000658,false,ERSA,HYDR-ASSY,ELL816888,EA,,
000000000010000659,false,ERSA,MECH-PUMP,,EA,,
000000000010000660,false,ERSA,MECH-GBOX,,EA,,
000000000010000661,false,ERSA,INST-XMTR,ELL625633,EA,,
000000000010000662,false,ERSA,MILL-LINR,ELL228512,EA,,
000000000030000147,false,ERSA,MECH-BRG,,EA,,
000000000030000148,false,ERSA,MILL-LINR,ELL261098,EA,,
000000000010000663,false,ERSA,MECH-PUMP,ELL933466,EA,,
000000000010000664,false,HIBE,MILL-LINR,ELL337792,EA,,
000000000080000153,false,ERSA,MECH-GBOX,ELL576705,EA,,
000000000010000665,false,ERSA,HYDR-ASSY,ELL239283,EA,,
000000000010000666,false,ERSA,CONV-COMP,ELL809240,EA,,
000000000030000149,false,ERSA,MILL-LINR,,EA,,
000000000010000667,false,ERSA,ELEC-CTRL,ELL872321,EA,,
000000000010000668,false,ERSA,CONV-COMP,ELL670133,EA,,
000000000080000154,false,ERSA,MECH-SEAL,ELL106020,EA,,
000000000030000150,false,ERSA,MILL-LINR,ELL859093,EA,,
000000000010000669,false,HIBE,ELEC-CTRL,,EA,,
000000000010000670,false,ERSA,MECH-GBOX,,EA,,
000000000030000151,false,ERSA,MECH-PUMP,ELL415361,EA,,
000000000080000155,false,ERSA,CONV-COMP,,EA,,
000000000080000156,false,ERSA,MECH-GBOX,ELL709688,EA,,
000000000010000671,false,ERSA,ELEC-MOTR,,EA,,
000000000010000672,false,ERSA,MECH-BRG,,EA,,
000000000010000673,false,ERSA,MECH-SEAL,ELL163405,EA,,
000000000010000674,false,ERSA,ELEC-CTRL,,EA,,
000000000010000675,false,ERSA,MECH-BRG,,EA,,
000000000010000676,false,ERSA,ELEC-MOTR,,EA,,
000000000080000157,false,ERSA,ELEC-CTRL,,EA,,
000000000030000152,false,ERSA,MECH-SEAL,,EA,,
000000000080000158,false,ERSA,MECH-BRG,,EA,,
000000000090000038,false,ERSA,MECH-BRG,ELL149529,EA,01,
000000000030000153,false,ERSA,HYDR-ASSY,,EA,,
000000000010000677,false,ERSA,MECH-SEAL,,EA,,
000000000010000678,false,ERSA,ELEC-CTRL,,EA,,
000000000010000679,false,ERSA,HYDR-ASSY,,EA,,
000000000090000039,false,HIBE,MECH-PUMP,,EA,01,
000000000080000159,false,HIBE,MILL-LINR,,EA,,
000000000010000680,false,ERSA,INST-XMTR,ELL945289,EA,,
000000000010000681,false,ERSA,HYDR-ASSY,,EA,,
000000000080000160,false,ERSA,CONV-COMP,,EA,,
000000000030000154,false,ERSA,INST-XMTR,,EA,,
000000000010000682,false,ERSA,CONV-COMP,ELL168947,EA,,
000000000010000683,false,HIBE,CONV-COMP,,EA,,
000000000080000161,false,ERSA,MECH-SEAL,ELL446700,EA,,
000000000030000155,false,ERSA,ELEC-CTRL,ELL550691,EA,,
000000000010000684,false,ERSA,MECH-GBOX,,EA,,
000000000080000162,false,ERSA,CONV-COMP,,EA,,
000000000010000685,false,ERSA,HYDR-ASSY,,EA,,
000000000030000156,false,ERSA,CONV-COMP,ELL267749,EA,,
000000000010000686,false,ERSA,MECH-BRG,,EA,,
000000000090000040,false,ERSA,MECH-BRG,,EA,01,
000000000010000687,false,ERSA,MECH-GBOX,ELL908957,EA,,
000000000080000163,false,ERSA,MECH-PUMP,,EA,,
000000000010000688,false,ERSA,MECH-PUMP,,EA,,
000000000080000164,false,ERSA,HYDR-ASSY,,EA,,0001
000000000080000165,false,HIBE,MECH-SEAL,,EA,,Z00R
000000000030000157,false,ERSA,HYDR-ASSY,ELL131042,EA,,
000000000080000166,false,ERSA,HYDR-ASSY,ELL140990,EA,,
000000000090000041,false,HIBE,INST-XMTR,ELL638755,EA,01,
000000000080000167,false,ERSA,MECH-PUMP,,EA,,
000000000010000689,false,ERSA,MECH-GBOX,,EA,,
000000000010000690,false,ERSA,HYDR-ASSY,,EA,,
000000000010000691,false,HIBE,MECH-BRG,ELL963149,EA,,
000000000010000692,false,ERSA,MILL-LINR,,EA,,
000000000010000693,false,ERSA,HYDR-ASSY,ELL693157,EA,,
000000000010000694,false,ERSA,ELEC-CTRL,ELL201906,EA,,
000000000010000695,false,ERSA,CONV-COMP,,EA,,
000000000030000158,false,ERSA,ELEC-MOTR,ELL488932,EA,,
000000000010000696,false,ERSA,MILL-LINR,,EA,,
000000000010000697,false,HIBE,ELEC-MOTR,,EA,,
000000000010000698,false,HIBE,INST-XMTR,ELL652111,EA,,
000000000010000699,false,ERSA,HYDR-ASSY,ELL344087,EA,,
000000000010000700,false,HIBE,CONV-COMP,,EA,,
000000000010000701,false,ERSA,HYDR-ASSY,ELL780436,EA,,
000000000010000702,false,ERSA,HYDR-ASSY,,EA,,
000000000010000703,false,ERSA,MECH-BRG,,EA,,
000000000010000704,false,ERSA,HYDR-ASSY,,EA,,
000000000080000168,false,HIBE,MECH-BRG,ELL698595,EA,,
000000000010000705,false,ERSA,MILL-LINR,,EA,,
000000000010000706,false,ERSA,MECH-GBOX,,EA,,
000000000030000159,false,HIBE,CONV-COMP,,EA,,
000000000010000707,false,ERSA,MILL-LINR,,EA,,
000000000010000708,false,HIBE,MECH-BRG,,EA,,
000000000010000709,false,ERSA,INST-XMTR,,EA,,
000000000010000710,false,ERSA,MECH-PUMP,,EA,,
000000000010000711,false,ERSA,HYDR-ASSY,ELL756227,EA,,
000000000030000160,false,ERSA,INST-XMTR,ELL775360,EA,,
000000000010000712,false,ERSA,MECH-PUMP,,EA,,
000000000010000713,false,ERSA,HYDR-ASSY,,EA,,
000000000010000714,false,ERSA,MILL-LINR,,EA,,
000000000010000715,false,ERSA,MECH-GBOX,,EA,,
000000000010000716,false,ERSA,INST-XMTR,ELL415159,EA,,
000000000010000717,false,ERSA,MECH-GBOX,,EA,,
000000000010000718,false,ERSA,MECH-PUMP,,EA,,
000000000080000169,false,ERSA,HYDR-ASSY,ELL192715,EA,,
000000000010000719,false,ERSA,MECH-SEAL,,EA,,
000000000010000720,false,ERSA,ELEC-CTRL,ELL913791,EA,,
000000000010000721,false,ERSA,MILL-LINR,ELL744906,EA,,
000000000010000722,false,ERSA,MILL-LINR,,EA,,
000000000010000723,false,HIBE,ELEC-CTRL,,EA,,
000000000030000161,false,ERSA,INST-XMTR,,EA,,
000000000010000724,false,ERSA,ELEC-CTRL,,EA,,
000000000030000162,false,ERSA,HYDR-ASSY,ELL546519,EA,,
000000000090000042,false,HIBE,CONV-COMP,,EA,01,
000000000030000163,false,ERSA,MILL-LINR,ELL962915,EA,,
000000000010000725,false,ERSA,CONV-COMP,,EA,,
000000000010000726,false,ERSA,ELEC-MOTR,,EA,,
000000000030000164,false,ERSA,CONV-COMP,ELL787984,EA,,
000000000010000727,false,ERSA,ELEC-MOTR,,EA,,
000000000090000043,false,HIBE,MECH-PUMP,ELL894075,EA,01,
000000000010000728,false,ERSA,MECH-PUMP,,EA,,
000000000080000170,false,HIBE,MECH-GBOX,,EA,,
000000000010000729,false,ERSA,CONV-COMP,,EA,,
000000000080000171,false,ERSA,MILL-LINR,ELL682235,EA,,
000000000030000165,false,ERSA,MECH-BRG,,EA,,
000000000010000730,false,ERSA,MILL-LINR,,EA,,
000000000010000731,false,ERSA,MECH-SEAL,,EA,,
000000000010000732,false,ERSA,MILL-LINR,,EA,,
000000000010000733,false,ERSA,MILL-LINR,,EA,,
000000000010000734,false,ERSA,MECH-BRG,,EA,,
000000000010000735,false,ERSA,MECH-GBOX,,EA,,
000000000010000736,false,ERSA,MILL-LINR,,EA,,
000000000010000737,false,ERSA,MECH-SEAL,,EA,,
000000000080000172,false,ERSA,MECH-BRG,,EA,,Z00R
000000000080000173,false,ERSA,HYDR-ASSY,,EA,,
000000000090000044,false,HIBE,MECH-SEAL,ELL601604,EA,01,
000000000030000166,false,ERSA,ELEC-MOTR,ELL201229,EA,,
000000000010000738,false,ERSA,MECH-BRG,ELL497653,EA,,
000000000010000739,false,HIBE,MECH-BRG,ELL329392,EA,,
000000000010000740,false,HIBE,MECH-GBOX,,EA,,
000000000010000741,false,ERSA,MECH-SEAL,ELL222885,EA,,
000000000080000174,false,ERSA,ELEC-MOTR,,EA,,
000000000010000742,false,ERSA,MECH-BRG,ELL472433,EA,,
000000000010000743,false,ERSA,ELEC-MOTR,,EA,,
000000000010000744,false,ERSA,MILL-LINR,,EA,,
000000000030000167,false,ERSA,ELEC-CTRL,,EA,,
000000000010000745,false,ERSA,MILL-LINR,,EA,,
000000000010000746,false,ERSA,ELEC-MOTR,,EA,,
000000000010000747,false,ERSA,MECH-GBOX,ELL243803,EA,,
000000000010000748,false,ERSA,ELEC-MOTR,,EA,,
000000000030000168,false,ERSA,MECH-GBOX,,EA,,
000000000030000169,false,ERSA,MECH-BRG,ELL883506,EA,,
000000000010000749,false,ERSA,INST-XMTR,,EA,,
000000000030000170,false,ERSA,CONV-COMP,,EA,,
000000000080000175,false,ERSA,MECH-GBOX,,EA,,0001
000000000010000750,false,ERSA,MECH-PUMP,,EA,,
000000000080000176,false,ERSA,INST-XMTR,,EA,,
000000000010000751,false,HIBE,HYDR-ASSY,ELL919017,EA,,
000000000010000752,false,ERSA,INST-XMTR,,EA,,
000000000010000753,false,ERSA,HYDR-ASSY,ELL466421,EA,,
000000000010000754,false,HIBE,CONV-COMP,,EA,,
000000000030000171,false,ERSA,MECH-GBOX,,EA,,
000000000010000755,false,ERSA,MECH-GBOX,,EA,,
000000000010000756,false,ERSA,MECH-SEAL,ELL941566,EA,,
000000000010000757,false,ERSA,MILL-LINR,ELL913847,EA,,
000000000080000177,false,ERSA,MILL-LINR,,EA,,
000000000080000178,false,ERSA,HYDR-ASSY,,EA,,
000000000010000758,false,HIBE,MECH-BRG,,EA,,
000000000010000759,false,ERSA,HYDR-ASSY,ELL849649,EA,,
000000000030000172,false,ERSA,MECH-SEAL,,EA,,
000000000010000760,false,HIBE,MECH-GBOX,,EA,,
000000000010000761,false,ERSA,MECH-SEAL,,EA,,
000000000080000179,false,ERSA,MILL-LINR,,EA,,
000000000010000762,false,ERSA,ELEC-MOTR,,EA,,
000000000080000180,false,ERSA,ELEC-MOTR,,EA,,0001
000000000010000763,false,ERSA,INST-XMTR,,EA,,
000000000080000181,false,ERSA,MECH-SEAL,ELL122802,EA,,Z00R
000000000010000764,false,ERSA,HYDR-ASSY,ELL150988,EA,,
000000000010000765,false,ERSA,ELEC-MOTR,,EA,,
000000000010000766,false,ERSA,HYDR-ASSY,ELL838299,EA,,
000000000010000767,false,ERSA,MECH-PUMP,,EA,,
000000000080000182,false,ERSA,INST-XMTR,,EA,,
000000000030000173,false,HIBE,MECH-BRG,,EA,,
000000000010000768,false,ERSA,ELEC-CTRL,,EA,,
000000000010000769,false,ERSA,INST-XMTR,,EA,,
000000000010000770,false,ERSA,CONV-COMP,ELL305229,EA,,
000000000030000174,false,ERSA,MECH-GBOX,,EA,,
000000000010000771,false,ERSA,HYDR-ASSY,ELL292539,EA,,
000000000030000175,false,ERSA,MECH-PUMP,,EA,,
000000000010000772,false,ERSA,ELEC-MOTR,,EA,,
000000000010000773,false,ERSA,MECH-GBOX,ELL980121,EA,,
000000000010000774,false,ERSA,CONV-COMP,ELL544390,EA,,
000000000010000775,false,ERSA,MECH-GBOX,ELL897741,EA,,
000000000010000776,false,ERSA,CONV-COMP,ELL508304,EA,,
000000000080000183,false,ERSA,MECH-BRG,,EA,,
000000000010000777,false,ERSA,HYDR-ASSY,,EA,,
000000000080000184,false,ERSA,ELEC-CTRL,ELL202486,EA,,
000000000010000778,false,ERSA,MECH-BRG,,EA,,
000000000010000779,false,ERSA,MECH-BRG,,EA,,
000000000090000045,false,ERSA,MECH-BRG,ELL132453,EA,01,
000000000010000780,false,ERSA,HYDR-ASSY,,EA,,
000000000010000781,false,HIBE,MECH-BRG,,EA,,
000000000010000782,false,ERSA,CONV-COMP,,EA,,
000000000010000783,false,ERSA,MILL-LINR,ELL151125,EA,,
000000000030000176,false,ERSA,HYDR-ASSY,,EA,,
000000000010000784,false,ERSA,CONV-COMP,ELL514822,EA,,
000000000080000185,false,ERSA,ELEC-CTRL,ELL764410,EA,,
000000000010000785,false,ERSA,MILL-LINR,,EA,,
000000000010000786,false,ERSA,HYDR-ASSY,,EA,,
000000000010000787,false,ERSA,MECH-SEAL,,EA,,
000000000010000788,false,ERSA,MECH-PUMP,ELL843117,EA,,
000000000010000789,false,ERSA,ELEC-CTRL,ELL172008,EA,,
000000000030000177,false,ERSA,HYDR-ASSY,,EA,,
000000000010000790,false,ERSA,INST-XMTR,ELL503441,EA,,
000000000010000791,false,ERSA,MECH-SEAL,,EA,,
000000000010000792,false,ERSA,MILL-LINR,,EA,,
000000000010000793,false,ERSA,HYDR-ASSY,,EA,,
000000000030000178,false,ERSA,MECH-SEAL,,EA,,
000000000010000794,false,ERSA,MILL-LINR,,EA,,
000000000010000795,false,ERSA,CONV-COMP,,EA,,
000000000090000046,false,HIBE,MECH-PUMP,,EA,01,
000000000010000796,false,ERSA,MECH-PUMP,,EA,,
000000000010000797,false,ERSA,ELEC-MOTR,,EA,,
000000000010000798,false,ERSA,ELEC-MOTR,,EA,,
000000000030000179,false,ERSA,MECH-GBOX,,EA,,
000000000030000180,false,ERSA,MECH-PUMP,,EA,,
000000000030000181,false,ERSA,MILL-LINR,,EA,,
000000000030000182,false,ERSA,MECH-SEAL,ELL494085,EA,,
000000000010000799,false,ERSA,MILL-LINR,,EA,,
000000000010000800,false,ERSA,MECH-SEAL,ELL536254,EA,,
000000000010000801,false,ERSA,MECH-GBOX,ELL607562,EA,,
000000000010000802,false,HIBE,MILL-LINR,,EA,,
000000000010000803,false,HIBE,HYDR-ASSY,,EA,,
000000000010000804,false,ERSA,MECH-GBOX,ELL723977,EA,,
000000000010000805,false,ERSA,CONV-COMP,,EA,,
000000000010000806,false,ERSA,MECH-PUMP,,EA,,
000000000010000807,false,ERSA,INST-XMTR,,EA,,
000000000010000808,false,ERSA,MECH-GBOX,ELL989518,EA,,
000000000010000809,false,ERSA,MECH-BRG,,EA,,
000000000080000186,false,HIBE,MECH-BRG,,EA,,
000000000010000810,false,ERSA,MECH-GBOX,,EA,,
000000000010000811,false,ERSA,ELEC-CTRL,ELL520872,EA,,
000000000030000183,false,ERSA,MECH-PUMP,,EA,,
000000000010000812,false,ERSA,ELEC-MOTR,,EA,,
000000000030000184,false,ERSA,ELEC-MOTR,,EA,,
000000000010000813,false,ERSA,MECH-BRG,ELL290162,EA,,
000000000010000814,false,ERSA,CONV-COMP,,EA,,
000000000030000185,false,ERSA,MECH-GBOX,ELL665665,EA,,
000000000010000815,false,ERSA,MECH-BRG,ELL704249,EA,,
000000000080000187,false,ERSA,ELEC-MOTR,,EA,,Z00R
000000000010000816,false,ERSA,MECH-PUMP,,EA,,
000000000010000817,false,ERSA,MECH-BRG,,EA,,
000000000080000188,false,ERSA,ELEC-CTRL,,EA,,Z00R
000000000030000186,false,ERSA,CONV-COMP,ELL592173,EA,,
000000000010000818,false,HIBE,CONV-COMP,ELL575681,EA,,
000000000010000819,false,ERSA,ELEC-MOTR,ELL647295,EA,,
000000000010000820,false,ERSA,INST-XMTR,ELL378035,EA,,
000000000010000821,false,ERSA,HYDR-ASSY,ELL467547,EA,,
000000000010000822,false,ERSA,CONV-COMP,,EA,,
000000000010000823,false,HIBE,MECH-PUMP,,EA,,
000000000030000187,false,HIBE,CONV-COMP,,EA,,
000000000080000189,false,ERSA,MECH-PUMP,,EA,,
000000000010000824,false,ERSA,MECH-BRG,,EA,,
000000000010000825,false,ERSA,MILL-LINR,,EA,,
000000000010000826,false,ERSA,ELEC-CTRL,,EA,,
000000000030000188,false,ERSA,MILL-LINR,,EA,,
000000000010000827,false,ERSA,MILL-LINR,,EA,,
000000000080000190,false,ERSA,MECH-BRG,ELL918841,EA,,
000000000010000828,false,ERSA,MECH-GBOX,,EA,,
000000000010000829,false,ERSA,ELEC-CTRL,ELL282905,EA,,
000000000010000830,false,ERSA,CONV-COMP,ELL117011,EA,,
000000000080000191,false,HIBE,MECH-BRG,ELL754708,EA,,
000000000030000189,false,HIBE,MECH-PUMP,ELL617832,EA,,
000000000010000831,false,ERSA,MECH-BRG,,EA,,
000000000010000832,false,ERSA,MILL-LINR,,EA,,
000000000090000047,false,ERSA,MECH-SEAL,,EA,01,
000000000010000833,false,HIBE,MECH-BRG,ELL249314,EA,,
000000000010000834,false,HIBE,INST-XMTR,ELL536214,EA,,
000000000090000048,false,ERSA,HYDR-ASSY,,EA,01,
000000000030000190,false,ERSA,MILL-LINR,,EA,,
000000000010000835,false,ERSA,MECH-BRG,,EA,,
000000000010000836,false,ERSA,MECH-BRG,,EA,,
000000000030000191,false,ERSA,MECH-SEAL,ELL761510,EA,,
000000000030000192,false,ERSA,ELEC-MOTR,,EA,,
000000000010000837,false,ERSA,MECH-BRG,,EA,,
000000000010000838,false,ERSA,INST-XMTR,,EA,,
000000000010000839,false,ERSA,CONV-COMP,,EA,,
000000000010000840,false,ERSA,MECH-PUMP,,EA,,
000000000010000841,false,ERSA,MECH-BRG,,EA,,
000000000010000842,false,ERSA,INST-XMTR,,EA,,
000000000080000192,false,ERSA,CONV-COMP,,EA,,Z00R
000000000030000193,false,ERSA,CONV-COMP,ELL554009,EA,,
000000000030000194,false,ERSA,CONV-COMP,ELL282144,EA,,
000000000010000843,false,HIBE,MECH-PUMP,,EA,,
000000000010000844,false,ERSA,CONV-COMP,,EA,,
000000000080000193,false,ERSA,ELEC-MOTR,,EA,,
000000000010000845,false,ERSA,MECH-PUMP,ELL866400,EA,,
000000000030000195,false,ERSA,MECH-GBOX,,EA,,
000000000010000846,false,ERSA,MECH-PUMP,,EA,,
000000000010000847,false,ERSA,ELEC-CTRL,,EA,,
000000000080000194,false,ERSA,INST-XMTR,,EA,,
000000000080000195,false,ERSA,MECH-BRG,ELL920095,EA,,
000000000010000848,false,ERSA,MECH-GBOX,,EA,,
000000000010000849,false,ERSA,INST-XMTR,,EA,,
000000000080000196,false,ERSA,MECH-SEAL,,EA,,
000000000010000850,false,ERSA,ELEC-CTRL,ELL987452,EA,,
000000000080000197,false,ERSA,INST-XMTR,ELL844523,EA,,
000000000010000851,false,ERSA,INST-XMTR,ELL554210,EA,,
000000000010000852,false,ERSA,MILL-LINR,ELL494834,EA,,
000000000010000853,false,ERSA,ELEC-MOTR,,EA,,
000000000010000854,false,ERSA,MECH-BRG,,EA,,
000000000010000855,false,ERSA,MECH-BRG,,EA,,
000000000010000856,false,ERSA,ELEC-MOTR,ELL854775,EA,,
000000000090000049,false,ERSA,ELEC-MOTR,ELL158880,EA,01,
000000000010000857,false,ERSA,MECH-BRG,,EA,,
000000000010000858,false,ERSA,ELEC-MOTR,,EA,,
000000000010000859,false,HIBE,MECH-PUMP,,EA,,
000000000010000860,false,ERSA,ELEC-CTRL,ELL853229,EA,,
000000000010000861,false,ERSA,MECH-SEAL,ELL277058,EA,,
000000000030000196,false,ERSA,MECH-SEAL,,EA,,
000000000010000862,false,HIBE,ELEC-MOTR,,EA,,
000000000010000863,false,ERSA,MECH-PUMP,,EA,,
000000000010000864,false,ERSA,MECH-SEAL,,EA,,
000000000080000198,false,HIBE,MILL-LINR,,EA,,
000000000010000865,false,HIBE,HYDR-ASSY,,EA,,
000000000080000199,false,ERSA,MECH-PUMP,,EA,,
000000000010000866,false,ERSA,ELEC-MOTR,,EA,,
000000000010000867,false,ERSA,MECH-BRG,ELL220585,EA,,
000000000090000050,false,ERSA,MECH-BRG,ELL489256,EA,01,
000000000010000868,false,ERSA,MECH-BRG,,EA,,
000000000030000197,false,ERSA,ELEC-MOTR,ELL850493,EA,,
000000000010000869,false,HIBE,HYDR-ASSY,,EA,,
000000000080000200,false,ERSA,MECH-GBOX,,EA,,
000000000010000870,false,ERSA,MILL-LINR,,EA,,
000000000010000871,false,ERSA,MILL-LINR,,EA,,
000000000030000198,false,ERSA,ELEC-MOTR,ELL836674,EA,,
000000000010000872,false,ERSA,ELEC-MOTR,ELL543526,EA,,
000000000010000873,false,HIBE,INST-XMTR,,EA,,
000000000010000874,false,HIBE,ELEC-MOTR,,EA,,
000000000030000199,false,ERSA,HYDR-ASSY,ELL537964,EA,,
000000000010000875,false,ERSA,INST-XMTR,,EA,,
000000000030000200,false,HIBE,ELEC-CTRL,ELL482110,EA,,
000000000080000201,false,ERSA,HYDR-ASSY,,EA,,
000000000090000051,false,ERSA,HYDR-ASSY,,EA,01,
000000000010000876,false,ERSA,CONV-COMP,,EA,,
000000000010000877,false,ERSA,INST-XMTR,ELL812311,EA,,
000000000010000878,false,ERSA,MECH-GBOX,ELL424345,EA,,
000000000090000052,false,ERSA,MILL-LINR,,EA,01,
000000000010000879,false,ERSA,MECH-BRG,,EA,,
000000000010000880,false,ERSA,MECH-BRG,,EA,,
000000000030000201,false,ERSA,ELEC-CTRL,,EA,,
000000000010000881,false,ERSA,MECH-SEAL,ELL765954,EA,,
000000000010000882,false,ERSA,ELEC-MOTR,,EA,,
000000000080000202,false,ERSA,INST-XMTR,,EA,,
000000000010000883,false,ERSA,MECH-SEAL,ELL656306,EA,,
000000000080000203,false,ERSA,ELEC-CTRL,,EA,,
000000000010000884,false,ERSA,MECH-SEAL,ELL765559,EA,,
000000000010000885,false,ERSA,HYDR-ASSY,,EA,,
000000000010000886,false,ERSA,MILL-LINR,,EA,,
000000000080000204,false,ERSA,CONV-COMP,,EA,,
000000000010000887,false,ERSA,INST-XMTR,,EA,,
000000000010000888,false,ERSA,MECH-BRG,,EA,,
000000000010000889,false,ERSA,HYDR-ASSY,,EA,,
000000000030000202,false,ERSA,HYDR-ASSY,ELL134939,EA,,
000000000010000890,false,ERSA,MECH-SEAL,,EA,,
000000000010000891,false,ERSA,MECH-SEAL,,EA,,
000000000010000892,false,ERSA,INST-XMTR,,EA,,
000000000030000203,false,ERSA,ELEC-MOTR,,EA,,
000000000010000893,false,ERSA,MECH-PUMP,,EA,,
000000000010000894,false,ERSA,CONV-COMP,,EA,,
000000000010000895,false,ERSA,CONV-COMP,,EA,,
000000000080000205,false,ERSA,MECH-BRG,,EA,,
000000000010000896,false,ERSA,INST-XMTR,ELL645769,EA,,
000000000080000206,false,ERSA,MILL-LINR,ELL377170,EA,,
000000000010000897,false,ERSA,ELEC-MOTR,ELL978276,EA,,
000000000010000898,false,ERSA,MILL-LINR,,EA,,
000000000030000204,false,ERSA,MECH-GBOX,ELL828666,EA,,
000000000010000899,false,ERSA,HYDR-ASSY,,EA,,
000000000090000053,false,ERSA,HYDR-ASSY,ELL825822,EA,01,
000000000010000900,false,ERSA,MILL-LINR,,EA,,
000000000010000901,false,ERSA,HYDR-ASSY,,EA,,
000000000030000205,false,ERSA,INST-XMTR,,EA,,
000000000010000902,false,HIBE,MECH-SEAL,ELL395143,EA,,
000000000010000903,false,ERSA,MECH-PUMP,ELL965619,EA,,
