Objectclas,Objectid,Changenr,Tabname,Tabkey,Fname,Chngind,Value_new,Value_old
MATERIAL,000000000080000212,0001000299,MARC,0000000000800002122000,MABST,U,9.900,16.849
MATERIAL,000000000010000941,0001000300,MARC,0000000000100009411000,MINBE,U,35.600,50.609
MATERIAL,000000000010000941,0001000300,MARC,0000000000100009411000,MABST,U,99.800,139.822
MATERIAL,000000000010000947,0001000301,MARC,0000000000100009474000,MINBE,U,3.500,5.779
MATERIAL,000000000010000947,0001000301,MARC,0000000000100009474000,MABST,U,6.100,6.838
MATERIAL,000000000010000948,0001000302,MARC,0000000000100009484000,MINBE,U,2.900,3.101
MATERIAL,000000000010000948,0001000302,MARC,0000000000100009484000,MABST,U,6.500,5.200
MATERIAL,000000000010000951,0001000303,MARC,0000000000100009511000,MINBE,U,2.500,3.649
MATERIAL,000000000010000951,0001000303,MARC,0000000000100009511000,MABST,U,4.800,4.093
MATERIAL,000000000010000952,0001000304,MARC,0000000000100009524000,MINBE,U,15.700,6.411
MATERIAL,000000000010000952,0001000304,MARC,0000000000100009524000,MABST,U,22.700,18.807
MATERIAL,000000000080000214,0001000305,MARC,0000000000800002143000,MINBE,U,1.600,2.183
MATERIAL,000000000080000214,0001000305,MARC,0000000000800002143000,MABST,U,3.000,5.101
MATERIAL,000000000010000959,0001000306,MARC,0000000000100009594000,MINBE,U,51.100,67.772
MATERIAL,000000000010000959,0001000306,MARC,0000000000100009594000,MABST,U,141.200,165.927
MATERIAL,000000000030000222,0001000307,MARC,0000000000300002221000,MINBE,U,7.400,0.000
MATERIAL,000000000030000222,0001000307,MARC,0000000000300002221000,MABST,U,11.300,0.000
MATERIAL,000000000010000962,0001000308,MARC,0000000000100009621000,MINBE,U,29.500,27.428
MATERIAL,000000000010000962,0001000308,MARC,0000000000100009621000,MABST,U,83.400,135.199
MATERIAL,000000000010000963,0001000309,MARC,0000000000100009634000,MINBE,U,3.700,4.631
MATERIAL,000000000010000963,0001000309,MARC,0000000000100009634000,MABST,U,7.500,6.033
MATERIAL,000000000030000225,0001000310,MARC,0000000000300002254000,MINBE,U,9.300,0.000
MATERIAL,000000000030000225,0001000310,MARC,0000000000300002254000,MABST,U,14.100,0.000
MATERIAL,000000000010000968,0001000311,MARC,0000000000100009682000,MINBE,U,3.000,4.996
MATERIAL,000000000010000968,0001000311,MARC,0000000000100009682000,MABST,U,5.400,5.472
MATERIAL,000000000010000976,0001000312,MARC,0000000000100009761000,MINBE,U,4.200,6.044
MATERIAL,000000000010000976,0001000312,MARC,0000000000100009761000,MABST,U,6.000,9.485
MATERIAL,000000000010000979,0001000313,MARC,0000000000100009792000,MINBE,U,11.700,9.659
MATERIAL,000000000010000979,0001000313,MARC,0000000000100009792000,MABST,U,16.100,20.248
MATERIAL,000000000030000236,0001000314,MARC,0000000000300002362000,MINBE,U,10.700,0.000
MATERIAL,000000000030000236,0001000314,MARC,0000000000300002362000,MABST,U,17.100,0.000
MATERIAL,000000000030000237,0001000315,MARC,0000000000300002372000,MINBE,U,15.800,0.000
MATERIAL,000000000030000237,0001000315,MARC,0000000000300002372000,MABST,U,20.200,0.000
MATERIAL,000000000010000996,0001000316,MARC,0000000000100009964000,MINBE,U,1.200,1.380
MATERIAL,000000000010000996,0001000316,MARC,0000000000100009964000,MABST,U,2.700,3.483
MATERIAL,000000000010000997,0001000317,MARC,0000000000100009972000,MINBE,U,3.600,3.878
MATERIAL,000000000010000997,0001000317,MARC,0000000000100009972000,MABST,U,6.600,5.242
MATERIAL,000000000010000998,0001000318,MARC,0000000000100009982000,MINBE,U,34.200,37.611
MATERIAL,000000000010000998,0001000318,MARC,0000000000100009982000,MABST,U,99.300,141.246
MATERIAL,000000000010001000,0001000319,MARC,0000000000100010004000,MINBE,U,11.700,16.943
MATERIAL,000000000010001000,0001000319,MARC,0000000000100010004000,MABST,U,47.200,33.984
MATERIAL,000000000010001001,0001000320,MARC,0000000000100010011000,MINBE,U,11.100,15.366
MATERIAL,000000000010001001,0001000320,MARC,0000000000100010011000,MABST,U,57.600,65.467
MATERIAL,000000000010001002,0001000321,MARC,0000000000100010024000,MINBE,U,10.000,14.809
MATERIAL,000000000010001002,0001000321,MARC,0000000000100010024000,MABST,U,17.600,15.697
MATERIAL,000000000010001005,0001000322,MARC,0000000000100010052000,MINBE,U,9.400,14.063
MATERIAL,000000000010001005,0001000322,MARC,0000000000100010052000,MABST,U,12.200,16.528
MATERIAL,000000000010001006,0001000323,MARC,0000000000100010061000,MINBE,U,117.000,136.574
MATERIAL,000000000010001006,0001000323,MARC,0000000000100010061000,MABST,U,180.600,152.635
MATERIAL,000000000010001009,0001000324,MARC,0000000000100010091000,MINBE,U,74.300,112.491
MATERIAL,000000000010001009,0001000324,MARC,0000000000100010091000,MABST,U,176.900,137.200
MATERIAL,000000000010001010,0001000325,MARC,0000000000100010104000,MINBE,U,201.900,348.388
MATERIAL,000000000010001010,0001000325,MARC,0000000000100010104000,MABST,U,308.600,384.176
MATERIAL,000000000010001014,0001000326,MARC,0000000000100010142000,MINBE,U,6.400,6.654
MATERIAL,000000000010001014,0001000326,MARC,0000000000100010142000,MABST,U,9.500,11.465
MATERIAL,000000000010001022,0001000327,MARC,0000000000100010222000,MINBE,U,0.900,0.566
MATERIAL,000000000010001022,0001000327,MARC,0000000000100010222000,MABST,U,2.800,3.460
MATERIAL,000000000010001023,0001000328,MARC,0000000000100010233000,MINBE,U,8.300,7.714
MATERIAL,000000000010001023,0001000328,MARC,0000000000100010233000,MABST,U,15.200,12.298
MATERIAL,000000000010001026,0001000329,MARC,0000000000100010261000,MINBE,U,5.000,3.706
MATERIAL,000000000010001026,0001000329,MARC,0000000000100010261000,MABST,U,6.800,6.000
MATERIAL,000000000010001027,0001000330,MARC,0000000000100010274000,MINBE,U,15.500,12.317
MATERIAL,000000000010001027,0001000330,MARC,0000000000100010274000,MABST,U,21.600,34.781
MATERIAL,000000000010001028,0001000331,MARC,0000000000100010281000,MINBE,U,7.000,6.130
MATERIAL,000000000010001028,0001000331,MARC,0000000000100010281000,MABST,U,9.400,13.262
MATERIAL,000000000010001031,0001000332,MARC,0000000000100010311000,MINBE,U,13.800,5.790
MATERIAL,000000000010001031,0001000332,MARC,0000000000100010311000,MABST,U,19.800,21.662
MATERIAL,000000000010001033,0001000333,MARC,0000000000100010331000,MINBE,U,57.900,82.276
MATERIAL,000000000010001033,0001000333,MARC,0000000000100010331000,MABST,U,106.900,150.992
MATERIAL,000000000010001033,0001000334,MARC,0000000000100010332000,MINBE,U,103.900,80.389
MATERIAL,000000000010001033,0001000334,MARC,0000000000100010332000,MABST,U,191.500,164.732
MATERIAL,000000000010001036,0001000335,MARC,0000000000100010364000,MINBE,U,5.800,5.000
MATERIAL,000000000010001036,0001000335,MARC,0000000000100010364000,MABST,U,8.200,9.980
MATERIAL,000000000010001040,0001000336,MARC,0000000000100010401000,MINBE,U,5.000,8.618
MATERIAL,000000000010001040,0001000336,MARC,0000000000100010401000,MABST,U,6.400,8.618
MATERIAL,000000000080000227,0001000337,MARC,0000000000800002273000,MINBE,U,1.300,0.572
MATERIAL,000000000080000227,0001000337,MARC,0000000000800002273000,MABST,U,3.800,3.373
MATERIAL,000000000010001045,0001000338,MARC,0000000000100010453000,MINBE,U,0.400,0.500
MATERIAL,000000000010001045,0001000338,MARC,0000000000100010453000,MABST,U,0.900,0.897
MATERIAL,000000000010001050,0001000339,MARC,0000000000100010501000,MINBE,U,11.000,14.978
MATERIAL,000000000010001050,0001000339,MARC,0000000000100010501000,MABST,U,17.000,14.978
MATERIAL,000000000080000231,0001000340,MARC,0000000000800002311000,MINBE,U,2.000,0.839
MATERIAL,000000000080000231,0001000340,MARC,0000000000800002311000,MABST,U,3.400,3.335
MATERIAL,000000000010001061,0001000341,MARC,0000000000100010612000,MINBE,U,14.100,14.803
MATERIAL,000000000010001061,0001000341,MARC,0000000000100010612000,MABST,U,49.500,72.806
MATERIAL,000000000010001065,0001000342,MARC,0000000000100010654000,MINBE,U,1.800,3.110
MATERIAL,000000000010001065,0001000342,MARC,0000000000100010654000,MABST,U,4.200,6.468
MATERIAL,000000000010001074,0001000343,MARC,0000000000100010743000,MINBE,U,14.900,7.362
MATERIAL,000000000010001074,0001000343,MARC,0000000000100010743000,MABST,U,19.800,23.468
MATERIAL,000000000080000234,0001000344,MARC,0000000000800002344000,MINBE,U,2.700,4.772
MATERIAL,000000000080000234,0001000344,MARC,0000000000800002344000,MABST,U,6.100,9.383
MATERIAL,000000000010001081,0001000345,MARC,0000000000100010811000,MINBE,U,11.100,9.758
MATERIAL,000000000010001081,0001000345,MARC,0000000000100010811000,MABST,U,14.500,18.645
MATERIAL,000000000010001084,0001000346,MARC,0000000000100010841000,MINBE,U,54.400,41.280
MATERIAL,000000000010001084,0001000346,MARC,0000000000100010841000,MABST,U,111.300,149.281
MATERIAL,000000000010001087,0001000347,MARC,0000000000100010873000,MINBE,U,5.200,4.357
MATERIAL,000000000010001087,0001000347,MARC,0000000000100010873000,MABST,U,6.500,10.322
MATERIAL,000000000010001087,0001000348,MARC,0000000000100010874000,MINBE,U,6.300,5.132
MATERIAL,000000000010001087,0001000348,MARC,0000000000100010874000,MABST,U,8.100,8.010
MATERIAL,000000000010001091,0001000349,MARC,0000000000100010913000,MINBE,U,10.800,10.433
MATERIAL,000000000010001091,0001000349,MARC,0000000000100010913000,MABST,U,72.400,107.794
MATERIAL,000000000010001092,0001000350,MARC,0000000000100010921000,MINBE,U,5.500,3.843
MATERIAL,000000000010001092,0001000350,MARC,0000000000100010921000,MABST,U,11.500,9.845
MATERIAL,000000000010001096,0001000351,MARC,0000000000100010963000,MINBE,U,4.300,6.895
MATERIAL,000000000010001096,0001000351,MARC,0000000000100010963000,MABST,U,7.400,10.770
MATERIAL,000000000010001098,0001000352,MARC,0000000000100010982000,MINBE,U,4.400,2.890
MATERIAL,000000000010001098,0001000352,MARC,0000000000100010982000,MABST,U,8.900,10.988
MATERIAL,000000000010001099,0001000353,MARC,0000000000100010993000,MINBE,U,5.900,9.421
MATERIAL,000000000010001099,0001000353,MARC,0000000000100010993000,MABST,U,7.700,12.758
MATERIAL,000000000080000241,0001000354,MARC,0000000000800002411000,MINBE,U,13.600,13.624
MATERIAL,000000000080000241,0001000354,MARC,0000000000800002411000,MABST,U,19.500,13.897
MATERIAL,000000000010001107,0001000355,MARC,0000000000100011073000,MINBE,U,4.600,3.411
MATERIAL,000000000010001107,0001000355,MARC,0000000000100011073000,MABST,U,6.200,7.394
MATERIAL,000000000010001108,0001000356,MARC,0000000000100011082000,MINBE,U,17.400,15.069
MATERIAL,000000000010001108,0001000356,MARC,0000000000100011082000,MABST,U,22.500,17.891
MATERIAL,000000000010001113,0001000357,MARC,0000000000100011132000,MINBE,U,8.900,12.901
MATERIAL,000000000010001113,0001000357,MARC,0000000000100011132000,MABST,U,77.500,92.113
MATERIAL,000000000010001114,0001000358,MARC,0000000000100011143000,MINBE,U,57.700,85.930
MATERIAL,000000000010001114,0001000358,MARC,0000000000100011143000,MABST,U,153.800,158.332
MATERIAL,000000000010001116,0001000359,MARC,0000000000100011162000,MINBE,U,7.600,9.672
MATERIAL,000000000010001116,0001000359,MARC,0000000000100011162000,MABST,U,14.300,10.162
MATERIAL,000000000010001119,0001000360,MARC,0000000000100011191000,MINBE,U,1.700,1.149
MATERIAL,000000000010001119,0001000360,MARC,0000000000100011191000,MABST,U,5.500,8.152
MATERIAL,000000000010001121,0001000361,MARC,0000000000100011213000,MINBE,U,0.900,1.376
MATERIAL,000000000010001121,0001000361,MARC,0000000000100011213000,MABST,U,1.600,1.891
MATERIAL,000000000010001123,0001000362,MARC,0000000000100011232000,MINBE,U,2.000,1.285
MATERIAL,000000000010001123,0001000362,MARC,0000000000100011232000,MABST,U,3.200,4.326
MATERIAL,000000000010001134,0001000363,MARC,0000000000100011343000,MINBE,U,13.600,13.877
MATERIAL,000000000010001134,0001000363,MARC,0000000000100011343000,MABST,U,120.000,124.190
MATERIAL,000000000010001139,0001000364,MARC,0000000000100011391000,MINBE,U,2.700,3.231
MATERIAL,000000000010001139,0001000364,MARC,0000000000100011391000,MABST,U,5.300,6.690
MATERIAL,000000000010001140,0001000365,MARC,0000000000100011401000,MINBE,U,75.200,58.703
MATERIAL,000000000010001140,0001000365,MARC,0000000000100011401000,MABST,U,145.600,147.995
MATERIAL,000000000010001146,0001000366,MARC,0000000000100011464000,MINBE,U,7.500,11.744
MATERIAL,000000000010001146,0001000366,MARC,0000000000100011464000,MABST,U,12.500,21.838
MATERIAL,000000000010001146,0001000367,MARC,0000000000100011461000,MINBE,U,6.500,5.056
MATERIAL,000000000010001146,0001000367,MARC,0000000000100011461000,MABST,U,11.400,16.875
MATERIAL,000000000080000242,0001000368,MARC,0000000000800002422000,MINBE,U,0.800,0.972
MATERIAL,000000000080000242,0001000368,MARC,0000000000800002422000,MABST,U,2.300,3.922
MATERIAL,000000000010001156,0001000369,MARC,0000000000100011563000,MINBE,U,6.900,7.970
MATERIAL,000000000010001156,0001000369,MARC,0000000000100011563000,MABST,U,9.200,13.556
MATERIAL,000000000010001160,0001000370,MARC,0000000000100011604000,MINBE,U,5.000,7.078
MATERIAL,000000000010001160,0001000370,MARC,0000000000100011604000,MABST,U,9.600,7.078
MATERIAL,000000000010001164,0001000371,MARC,0000000000100011641000,MINBE,U,5.600,8.023
MATERIAL,000000000010001164,0001000371,MARC,0000000000100011641000,MABST,U,12.000,15.427
MATERIAL,000000000010001169,0001000372,MARC,0000000000100011691000,MINBE,U,4.000,3.382
MATERIAL,000000000010001169,0001000372,MARC,0000000000100011691000,MABST,U,5.600,5.648
MATERIAL,000000000010001170,0001000373,MARC,0000000000100011704000,MINBE,U,9.700,6.209
MATERIAL,000000000010001170,0001000373,MARC,0000000000100011704000,MABST,U,13.200,17.572
MATERIAL,000000000010001176,0001000374,MARC,0000000000100011764000,MINBE,U,0.800,0.775
MATERIAL,000000000010001176,0001000374,MARC,0000000000100011764000,MABST,U,1.100,0.813
MATERIAL,000000000010001177,0001000375,MARC,0000000000100011772000,MINBE,U,3.600,1.939
MATERIAL,000000000010001177,0001000375,MARC,0000000000100011772000,MABST,U,11.200,17.794
MATERIAL,000000000010001182,0001000376,MARC,0000000000100011823000,MINBE,U,10.300,6.978
MATERIAL,000000000010001182,0001000376,MARC,0000000000100011823000,MABST,U,44.700,74.432
MATERIAL,000000000010001186,0001000377,MARC,0000000000100011863000,MINBE,U,8.400,8.702
MATERIAL,000000000010001186,0001000377,MARC,0000000000100011863000,MABST,U,15.200,11.832
MATERIAL,000000000010001193,0001000378,MARC,0000000000100011934000,MINBE,U,23.800,11.471
MATERIAL,000000000010001193,0001000378,MARC,0000000000100011934000,MABST,U,106.700,169.130
MATERIAL,000000000010001195,0001000379,MARC,0000000000100011952000,MINBE,U,13.900,21.288
MATERIAL,000000000010001195,0001000379,MARC,0000000000100011952000,MABST,U,18.000,21.288
MATERIAL,000000000010001198,0001000380,MARC,0000000000100011981000,MINBE,U,9.100,14.047
MATERIAL,000000000010001198,0001000380,MARC,0000000000100011981000,MABST,U,12.100,19.602
MATERIAL,000000000080000250,0001000381,MARC,0000000000800002502000,MINBE,U,4.400,3.137
MATERIAL,000000000080000250,0001000381,MARC,0000000000800002502000,MABST,U,7.700,11.539
MATERIAL,000000000010001204,0001000382,MARC,0000000000100012044000,MINBE,U,1.100,0.649
MATERIAL,000000000010001204,0001000382,MARC,0000000000100012044000,MABST,U,1.900,1.652
MATERIAL,000000000010001206,0001000383,MARC,0000000000100012063000,MINBE,U,4.700,6.828
MATERIAL,000000000010001206,0001000383,MARC,0000000000100012063000,MABST,U,9.700,17.000
MATERIAL,000000000010001210,0001000384,MARC,0000000000100012104000,MINBE,U,160.100,218.447
MATERIAL,000000000010001210,0001000384,MARC,0000000000100012104000,MABST,U,258.000,218.447
MATERIAL,000000000010001214,0001000385,MARC,0000000000100012143000,MINBE,U,15.500,23.476
MATERIAL,000000000010001214,0001000385,MARC,0000000000100012143000,MABST,U,20.400,23.476
MATERIAL,000000000010001217,0001000386,MARC,0000000000100012171000,MINBE,U,2.000,1.751
MATERIAL,000000000010001217,0001000386,MARC,0000000000100012171000,MABST,U,3.200,2.704
MATERIAL,000000000010001221,0001000387,MARC,0000000000100012213000,MINBE,U,1.700,2.495
MATERIAL,000000000010001221,0001000387,MARC,0000000000100012213000,MABST,U,3.000,2.817
MATERIAL,000000000030000296,0001000388,MARC,0000000000300002963000,MINBE,U,5.500,0.000
MATERIAL,000000000030000296,0001000388,MARC,0000000000300002963000,MABST,U,8.500,0.000
MATERIAL,000000000010001230,0001000389,MARC,0000000000100012303000,MINBE,U,5.600,9.359
MATERIAL,000000000010001230,0001000389,MARC,0000000000100012303000,MABST,U,9.600,9.401
MATERIAL,000000000030000297,0001000390,MARC,0000000000300002973000,MINBE,U,8.200,0.000
MATERIAL,000000000030000297,0001000390,MARC,0000000000300002973000,MABST,U,12.600,0.000
MATERIAL,000000000010001233,0001000391,MARC,0000000000100012332000,MINBE,U,5.900,3.442
MATERIAL,000000000010001233,0001000391,MARC,0000000000100012332000,MABST,U,10.300,12.386
MATERIAL,000000000010001233,0001000392,MARC,0000000000100012333000,MINBE,U,7.400,7.092
MATERIAL,000000000010001233,0001000392,MARC,0000000000100012333000,MABST,U,13.400,16.854
MATERIAL,000000000010001235,0001000393,MARC,0000000000100012352000,MINBE,U,8.400,12.891
MATERIAL,000000000010001235,0001000393,MARC,0000000000100012352000,MABST,U,10.700,19.037
MATERIAL,000000000010001236,0001000394,MARC,0000000000100012362000,MINBE,U,11.900,8.184
MATERIAL,000000000010001236,0001000394,MARC,0000000000100012362000,MABST,U,54.900,72.797
MATERIAL,000000000010001240,0001000395,MARC,0000000000100012402000,MINBE,U,1.500,1.628
MATERIAL,000000000010001240,0001000395,MARC,0000000000100012402000,MABST,U,2.800,3.064
MATERIAL,000000000010001245,0001000396,MARC,0000000000100012451000,MINBE,U,30.300,45.566
MATERIAL,000000000010001245,0001000396,MARC,0000000000100012451000,MABST,U,110.200,135.860
MATERIAL,000000000080000258,0001000397,MARC,0000000000800002584000,MINBE,U,3.600,1.786
MATERIAL,000000000080000258,0001000397,MARC,0000000000800002584000,MABST,U,8.200,8.711
MATERIAL,000000000010001251,0001000398,MARC,0000000000100012512000,MINBE,U,2.700,2.740
MATERIAL,000000000010001251,0001000398,MARC,0000000000100012512000,MABST,U,5.700,6.463
MATERIAL,000000000010001255,0001000399,MARC,0000000000100012553000,MINBE,U,2.400,3.121
MATERIAL,000000000010001255,0001000399,MARC,0000000000100012553000,MABST,U,7.900,7.437
MATERIAL,000000000010001259,0001000400,MARC,0000000000100012591000,MINBE,U,4.200,1.834
MATERIAL,000000000010001259,0001000400,MARC,0000000000100012591000,MABST,U,5.700,4.965
MATERIAL,000000000010001261,0001000401,MARC,0000000000100012613000,MINBE,U,11.700,12.804
MATERIAL,000000000010001261,0001000401,MARC,0000000000100012613000,MABST,U,14.900,22.560
MATERIAL,000000000010001266,0001000402,MARC,0000000000100012661000,MINBE,U,0.800,1.174
MATERIAL,000000000010001266,0001000402,MARC,0000000000100012661000,MABST,U,1.700,1.812
MATERIAL,000000000010001268,0001000403,MARC,0000000000100012684000,MINBE,U,13.100,18.216
MATERIAL,000000000010001268,0001000403,MARC,0000000000100012684000,MABST,U,74.300,73.182
MATERIAL,000000000080000262,0001000404,MARC,0000000000800002622000,MINBE,U,4.100,2.236
MATERIAL,000000000080000262,0001000404,MARC,0000000000800002622000,MABST,U,6.600,8.537
MATERIAL,000000000010001270,0001000405,MARC,0000000000100012704000,MINBE,U,6.100,9.975
MATERIAL,000000000010001270,0001000405,MARC,0000000000100012704000,MABST,U,10.500,18.595
MATERIAL,000000000010001272,0001000406,MARC,0000000000100012721000,MINBE,U,5.000,2.318
MATERIAL,000000000010001272,0001000406,MARC,0000000000100012721000,MABST,U,9.200,14.117
MATERIAL,000000000010001273,0001000407,MARC,0000000000100012731000,MINBE,U,56.800,41.595
MATERIAL,000000000010001273,0001000407,MARC,0000000000100012731000,MABST,U,139.800,119.076
MATERIAL,000000000010001275,0001000408,MARC,0000000000100012751000,MINBE,U,8.500,9.435
MATERIAL,000000000010001275,0001000408,MARC,0000000000100012751000,MABST,U,11.100,18.519
MATERIAL,000000000080000263,0001000409,MARC,0000000000800002633000,MINBE,U,17.400,21.811
MATERIAL,000000000080000263,0001000409,MARC,0000000000800002633000,MABST,U,23.000,21.811
MATERIAL,000000000010001283,0001000410,MARC,0000000000100012833000,MINBE,U,26.300,25.399
MATERIAL,000000000010001283,0001000410,MARC,0000000000100012833000,MABST,U,95.000,124.179
MATERIAL,000000000010001286,0001000411,MARC,0000000000100012862000,MINBE,U,5.100,5.124
MATERIAL,000000000010001286,0001000411,MARC,0000000000100012862000,MABST,U,12.500,10.984
MATERIAL,000000000010001287,0001000412,MARC,0000000000100012872000,MINBE,U,14.000,7.528
MATERIAL,000000000010001287,0001000412,MARC,0000000000100012872000,MABST,U,18.200,24.568
MATERIAL,000000000010001288,0001000413,MARC,0000000000100012883000,MINBE,U,7.700,8.398
MATERIAL,000000000010001288,0001000413,MARC,0000000000100012883000,MABST,U,10.700,8.398
MATERIAL,000000000010001300,0001000414,MARC,0000000000100013004000,MINBE,U,11.200,17.192
MATERIAL,000000000010001300,0001000414,MARC,0000000000100013004000,MABST,U,14.200,23.260
MATERIAL,000000000010001301,0001000415,MARC,0000000000100013011000,MINBE,U,4.600,2.605
MATERIAL,000000000010001301,0001000415,MARC,0000000000100013011000,MABST,U,8.300,7.850
MATERIAL,000000000010001303,0001000416,MARC,0000000000100013034000,MINBE,U,153.700,190.757
MATERIAL,000000000010001303,0001000416,MARC,0000000000100013034000,MABST,U,236.200,199.092
MATERIAL,000000000030000310,0001000417,MARC,0000000000300003103000,MINBE,U,21.400,0.000
MATERIAL,000000000030000310,0001000417,MARC,0000000000300003103000,MABST,U,28.300,0.000
MATERIAL,000000000010001308,0001000418,MARC,0000000000100013082000,MINBE,U,89.800,42.460
MATERIAL,000000000010001308,0001000418,MARC,0000000000100013082000,MABST,U,199.900,230.197
MATERIAL,000000000080000267,0001000419,MARC,0000000000800002674000,MINBE,U,6.100,3.668
MATERIAL,000000000080000267,0001000419,MARC,0000000000800002674000,MABST,U,7.800,7.099
MATERIAL,000000000010001318,0001000420,MARC,0000000000100013182000,MINBE,U,13.400,22.930
MATERIAL,000000000010001318,0001000420,MARC,0000000000100013182000,MABST,U,17.900,22.930
MATERIAL,000000000010001319,0001000421,MARC,0000000000100013194000,MINBE,U,2.000,1.305
MATERIAL,000000000010001319,0001000421,MARC,0000000000100013194000,MABST,U,3.600,3.675
MATERIAL,000000000010001319,0001000422,MARC,0000000000100013191000,MINBE,U,4.000,6.947
MATERIAL,000000000010001319,0001000422,MARC,0000000000100013191000,MABST,U,6.800,6.947
MATERIAL,000000000010001321,0001000423,MARC,0000000000100013211000,MINBE,U,3.700,4.798
MATERIAL,000000000010001321,0001000423,MARC,0000000000100013211000,MABST,U,8.000,13.290
MATERIAL,000000000010001321,0001000424,MARC,0000000000100013212000,MINBE,U,1.800,2.861
MATERIAL,000000000010001321,0001000424,MARC,0000000000100013212000,MABST,U,3.900,3.554
MATERIAL,000000000010001327,0001000425,MARC,0000000000100013272000,MINBE,U,8.500,4.160
MATERIAL,000000000010001327,0001000425,MARC,0000000000100013272000,MABST,U,11.600,20.554
