Banfn,Bnfpo,Bsart,Loekz,Statu,Frgkz,Frgzu,Ekgrp,Ernam,Afnam,Txz01,Matnr,Werks,Lgort,Bednr,Matkl,Reswk,Menge,Meins,Badat,Lfdat,Preis,Peinh,Flief,Ebeln,Ebelp,Bsmng,Ebakz,Rsnum
2000003926,00010,NB,,B,2,X,Z03,VZIREQ02,VZIREQ02,SPARE FOR CV-502,000000000010000652,4000,SP04,,HYDR-ASSY,,4.000,EA,2025-07-06T00:00:00,2025-08-27T00:00:00,154860.15,1.000,,4500003926,00010,4.000,true,
2000003927,00010,NB,,B,2,X,Z03,VZIREQ02,VZIREQ04,SPARE FOR SC-701,000000000010000652,4000,SP04,,HYDR-ASSY,,6.000,EA,2025-12-21T00:00:00,2026-02-11T00:00:00,154860.15,1.000,,4500003927,00010,6.000,true,
2000003928,00010,NB,,B,2,X,Z01,VZIREQ01,VZIREQ05,SPARE FOR PU-610,000000000010000652,4000,SP04,,HYDR-ASSY,,7.000,EA,2026-01-04T00:00:00,2026-02-25T00:00:00,154860.15,1.000,,4500003928,00010,7.000,true,
2000003929,00010,NB,,B,2,X,Z02,VZIREQ01,VZIREQ03,SPARE FOR SC-701,000000000010000652,1000,SP01,,HYDR-ASSY,,4.000,EA,2024-09-06T00:00:00,2024-10-28T00:00:00,154860.15,1.000,,4500003929,00010,4.000,true,
2000003930,00010,NB,,B,2,X,Z03,VZIREQ05,VZIREQ04,SPARE FOR TH-401,000000000010000652,1000,SP01,,HYDR-ASSY,,2.000,EA,2024-12-05T00:00:00,2025-01-26T00:00:00,154860.15,1.000,,4500003930,00010,2.000,true,
2000003931,00010,NB,,B,2,X,Z03,VZIREQ02,VZIREQ05,SPARE FOR CV-501,000000000010000652,1000,SP01,,HYDR-ASSY,,2.000,EA,2025-02-05T00:00:00,2025-03-29T00:00:00,154860.15,1.000,,4500003931,00010,2.000,true,
2000003932,00010,NB,,B,2,X,Z01,VZIREQ02,VZIREQ05,SPARE FOR CV-501,000000000010000652,1000,SP01,,HYDR-ASSY,,2.000,EA,2025-06-02T00:00:00,2025-07-24T00:00:00,154860.15,1.000,,4500003932,00010,2.000,true,
2000003933,00010,NB,,B,2,X,Z02,VZIREQ02,VZIREQ05,SPARE FOR CV-501,000000000010000652,1000,SP01,,HYDR-ASSY,,2.000,EA,2025-11-17T00:00:00,2026-01-08T00:00:00,154860.15,1.000,,4500003933,00010,2.000,true,
2000003934,00010,NB,,B,2,X,Z01,VZIREQ05,VZIREQ05,SPARE FOR CR-101,000000000010000652,1000,SP01,,HYDR-ASSY,,5.000,EA,2025-12-27T00:00:00,2026-02-17T00:00:00,154860.15,1.000,,4500003934,00010,5.000,true,
2000003935,00010,NB,,B,2,X,Z03,VZIREQ04,VZIREQ01,SPARE FOR CR-102,000000000010000652,1000,SP01,,HYDR-ASSY,,5.000,EA,2026-01-09T00:00:00,2026-03-02T00:00:00,154860.15,1.000,,4500003935,00010,5.000,true,
2000003936,00010,NB,,B,2,X,Z02,VZIREQ01,VZIREQ02,SPARE FOR ML-201,000000000010000652,1000,SP01,,HYDR-ASSY,,2.000,EA,2026-06-03T00:00:00,2026-07-25T00:00:00,154860.15,1.000,,4500003936,00010,2.000,true,
2000003937,00010,NB,,B,2,X,Z01,VZIREQ05,VZIREQ02,SPARE FOR FA-810,000000000010000653,3000,SP03,,MECH-SEAL,,79.000,EA,2024-10-03T00:00:00,2024-10-10T00:00:00,21415.51,1.000,,4500003937,00010,79.000,true,
2000003938,00010,NB,,B,2,X,Z03,VZIREQ05,VZIREQ01,SPARE FOR ML-201,000000000010000653,3000,SP03,,MECH-SEAL,,73.000,EA,2024-12-18T00:00:00,2024-12-25T00:00:00,21415.51,1.000,,4500003938,00010,73.000,true,
2000003939,00010,NB,,B,2,X,Z02,VZIREQ04,VZIREQ04,SPARE FOR CR-102,000000000010000653,3000,SP03,,MECH-SEAL,,82.000,EA,2025-04-06T00:00:00,2025-04-13T00:00:00,21415.51,1.000,,4500003939,00010,82.000,true,
2000003940,00010,NB,,B,2,X,Z03,VZIREQ03,VZIREQ03,SPARE FOR ML-201,000000000010000653,3000,SP03,,MECH-SEAL,,79.000,EA,2025-09-12T00:00:00,2025-09-19T00:00:00,21415.51,1.000,,4500003940,00010,79.000,true,
2000003941,00010,NB,,B,2,X,Z03,VZIREQ05,VZIREQ05,SPARE FOR SC-701,000000000010000653,3000,SP03,,MECH-SEAL,,82.000,EA,2025-12-12T00:00:00,2025-12-19T00:00:00,21415.51,1.000,,4500003941,00010,82.000,true,
2000003942,00010,NB,,B,2,X,Z01,VZIREQ01,VZIREQ03,SPARE FOR FA-810,000000000010000653,3000,SP03,,MECH-SEAL,,82.000,EA,2026-05-27T00:00:00,2026-06-03T00:00:00,21415.51,1.000,,4500003942,00010,82.000,true,
2000003943,00010,NB,,B,2,X,Z02,VZIREQ02,VZIREQ05,SPARE FOR PU-611,000000000010000654,3000,SP03,,MECH-PUMP,,3.000,EA,2025-01-14T00:00:00,2025-02-15T00:00:00,178453.11,1.000,,4500003943,00010,3.000,true,
2000003944,00010,NB,,B,2,X,Z03,VZIREQ04,VZIREQ03,SPARE FOR SC-701,000000000010000654,3000,SP03,,MECH-PUMP,,3.000,EA,2026-02-24T00:00:00,2026-03-28T00:00:00,178453.11,1.000,,4500003944,00010,3.000,true,
2000003945,00010,NB,,B,2,X,Z02,VZIREQ04,VZIREQ01,SPARE FOR PU-610,000000000010000654,3000,SP03,,MECH-PUMP,,3.000,EA,2026-06-21T00:00:00,2026-07-23T00:00:00,178453.11,1.000,,4500003945,00010,3.000,true,
2000003946,00010,NB,,B,2,X,Z01,VZIREQ01,VZIREQ02,SPARE FOR FA-810,000000000010000654,3000,SP03,,MECH-PUMP,,3.000,EA,2026-07-24T00:00:00,2026-08-25T00:00:00,178453.11,1.000,,4500003946,00010,3.000,true,
2000003947,00010,NB,,B,2,X,Z03,VZIREQ02,VZIREQ05,SPARE FOR PU-611,000000000010000654,1000,SP01,,MECH-PUMP,,6.000,EA,2024-09-29T00:00:00,2024-10-31T00:00:00,178453.11,1.000,,4500003947,00010,6.000,true,
2000003948,00010,NB,,B,2,X,Z03,VZIREQ03,VZIREQ01,SPARE FOR CV-502,000000000010000654,1000,SP01,,MECH-PUMP,,4.000,EA,2025-04-02T00:00:00,2025-05-04T00:00:00,178453.11,1.000,,4500003948,00010,4.000,true,
2000003949,00010,NB,,B,2,X,Z02,VZIREQ04,VZIREQ01,SPARE FOR FL-310,000000000010000654,1000,SP01,,MECH-PUMP,,4.000,EA,2025-07-08T00:00:00,2025-08-09T00:00:00,178453.11,1.000,,4500003949,00010,4.000,true,
2000003950,00010,NB,,B,2,X,Z01,VZIREQ02,VZIREQ03,SPARE FOR PU-611,000000000010000654,1000,SP01,,MECH-PUMP,,4.000,EA,2026-02-01T00:00:00,2026-03-05T00:00:00,178453.11,1.000,,4500003950,00010,4.000,true,
2000003951,00010,NB,,B,2,X,Z01,VZIREQ04,VZIREQ01,SPARE FOR TH-401,000000000010000655,3000,SP03,,MECH-GBOX,,9.000,EA,2024-09-28T00:00:00,2025-01-08T00:00:00,125010.11,1.000,,4500003951,00010,9.000,true,
2000003952,00010,NB,,B,2,X,Z03,VZIREQ03,VZIREQ01,SPARE FOR FA-810,000000000010000655,3000,SP03,,MECH-GBOX,,8.000,EA,2025-08-24T00:00:00,2025-12-04T00:00:00,125010.11,1.000,,4500003952,00010,8.000,true,
2000003953,00010,NB,,B,2,X,Z01,VZIREQ02,VZIREQ05,SPARE FOR CR-102,000000000010000655,3000,SP03,,MECH-GBOX,,8.000,EA,2025-09-23T00:00:00,2026-01-03T00:00:00,125010.11,1.000,,4500003953,00010,8.000,true,
2000003954,00010,NB,,B,2,X,Z02,VZIREQ05,VZIREQ02,SPARE FOR CR-102,000000000010000655,3000,SP03,,MECH-GBOX,,8.000,EA,2026-03-21T00:00:00,2026-07-01T00:00:00,125010.11,1.000,,4500003954,00010,8.000,true,
2000003955,00010,NB,,B,2,X,Z02,VZIREQ04,VZIREQ03,SPARE FOR CR-102,000000000010000655,3000,SP03,,MECH-GBOX,,13.000,EA,2026-04-01T00:00:00,2026-07-12T00:00:00,125010.11,1.000,,4500003955,00010,13.000,true,
2000003956,00010,NB,,B,2,X,Z03,VZIREQ02,VZIREQ04,SPARE FOR CV-501,000000000010000655,3000,SP03,,MECH-GBOX,,13.000,EA,2026-05-25T00:00:00,2026-09-04T00:00:00,125010.11,1.000,,4500003956,00010,13.000,true,
2000003957,00010,NB,,B,2,X,Z02,VZIREQ05,VZIREQ02,SPARE FOR FL-310,000000000010000655,3000,SP03,,MECH-GBOX,,13.000,EA,2026-06-17T00:00:00,2026-09-27T00:00:00,125010.11,1.000,,4500003957,00010,13.000,true,
2000003958,00010,NB,,B,2,X,Z01,VZIREQ03,VZIREQ02,SPARE FOR PU-611,000000000010000655,3000,SP03,,MECH-GBOX,,16.000,EA,2026-08-05T00:00:00,2026-11-15T00:00:00,125010.11,1.000,,4500003958,00010,16.000,true,
2000003959,00010,NB,,B,2,X,Z01,VZIREQ05,VZIREQ01,SPARE FOR FL-310,000000000010000656,4000,SP04,,HYDR-ASSY,,6.000,EA,2024-09-13T00:00:00,2024-10-02T00:00:00,142390.05,1.000,,4500003959,00010,6.000,true,
2000003960,00010,NB,,B,2,X,Z01,VZIREQ01,VZIREQ05,SPARE FOR ML-201,000000000010000656,4000,SP04,,HYDR-ASSY,,3.000,EA,2024-11-18T00:00:00,2024-12-07T00:00:00,142390.05,1.000,,4500003960,00010,3.000,true,
2000003961,00010,NB,,B,2,X,Z01,VZIREQ01,VZIREQ05,SPARE FOR CR-102,000000000010000656,4000,SP04,,HYDR-ASSY,,3.000,EA,2025-02-14T00:00:00,2025-03-05T00:00:00,142390.05,1.000,,4500003961,00010,3.000,true,
2000003962,00010,NB,,B,2,X,Z02,VZIREQ02,VZIREQ02,SPARE FOR PU-610,000000000010000656,4000,SP04,,HYDR-ASSY,,2.000,EA,2025-04-19T00:00:00,2025-05-08T00:00:00,142390.05,1.000,,4500003962,00010,2.000,true,
2000003963,00010,NB,,B,2,X,Z02,VZIREQ04,VZIREQ01,SPARE FOR ML-202,000000000010000656,4000,SP04,,HYDR-ASSY,,6.000,EA,2025-05-07T00:00:00,2025-05-26T00:00:00,142390.05,1.000,,4500003963,00010,6.000,true,
2000003964,00010,NB,,B,2,X,Z03,VZIREQ01,VZIREQ02,SPARE FOR SC-701,000000000010000656,4000,SP04,,HYDR-ASSY,,4.000,EA,2025-10-07T00:00:00,2025-10-26T00:00:00,142390.05,1.000,,4500003964,00010,4.000,true,
2000003965,00010,NB,,B,2,X,Z03,VZIREQ02,VZIREQ05,SPARE FOR CR-101,000000000010000656,4000,SP04,,HYDR-ASSY,,2.000,EA,2025-11-06T00:00:00,2025-11-25T00:00:00,142390.05,1.000,,4500003965,00010,2.000,true,
2000003966,00010,NB,,B,2,X,Z03,VZIREQ02,VZIREQ03,SPARE FOR TH-401,000000000010000656,4000,SP04,,HYDR-ASSY,,5.000,EA,2026-01-02T00:00:00,2026-01-21T00:00:00,142390.05,1.000,,4500003966,00010,5.000,true,
2000003967,00010,NB,,B,2,X,Z01,VZIREQ01,VZIREQ04,SPARE FOR CV-501,000000000010000656,4000,SP04,,HYDR-ASSY,,3.000,EA,2026-03-12T00:00:00,2026-03-31T00:00:00,142390.05,1.000,,4500003967,00010,3.000,true,
2000003968,00010,NB,,B,2,X,Z03,VZIREQ01,VZIREQ04,SPARE FOR CR-101,000000000010000656,4000,SP04,,HYDR-ASSY,,2.000,EA,2026-04-16T00:00:00,2026-05-05T00:00:00,142390.05,1.000,,4500003968,00010,2.000,true,
2000003969,00010,NB,,B,2,X,Z02,VZIREQ03,VZIREQ01,SPARE FOR ML-201,000000000010000656,2000,SP02,,HYDR-ASSY,,6.000,EA,2024-09-03T00:00:00,2024-09-22T00:00:00,142390.05,1.000,,4500003969,00010,6.000,true,
2000003970,00010,NB,,B,2,X,Z01,VZIREQ01,VZIREQ01,SPARE FOR FA-810,000000000010000656,2000,SP02,,HYDR-ASSY,,6.000,EA,2024-10-18T00:00:00,2024-11-06T00:00:00,142390.05,1.000,,4500003970,00010,6.000,true,
2000003971,00010,NB,,B,2,X,Z01,VZIREQ02,VZIREQ04,SPARE FOR CR-101,000000000010000656,2000,SP02,,HYDR-ASSY,,6.000,EA,2024-11-08T00:00:00,2024-11-27T00:00:00,142390.05,1.000,,4500003971,00010,6.000,true,
2000003972,00010,NB,,B,2,X,Z01,VZIREQ01,VZIREQ02,SPARE FOR CV-501,000000000010000656,2000,SP02,,HYDR-ASSY,,6.000,EA,2024-12-08T00:00:00,2024-12-27T00:00:00,142390.05,1.000,,4500003972,00010,6.000,true,
2000003973,00010,NB,,B,2,X,Z01,VZIREQ01,VZIREQ03,SPARE FOR FL-310,000000000010000656,2000,SP02,,HYDR-ASSY,,7.000,EA,2025-08-11T00:00:00,2025-08-30T00:00:00,142390.05,1.000,,4500003973,00010,7.000,true,
2000003974,00010,NB,,B,2,X,Z02,VZIREQ04,VZIREQ01,SPARE FOR FA-810,000000000010000656,2000,SP02,,HYDR-ASSY,,7.000,EA,2026-01-03T00:00:00,2026-01-22T00:00:00,142390.05,1.000,,4500003974,00010,7.000,true,
2000003975,00010,NB,,B,2,X,Z02,VZIREQ03,VZIREQ03,SPARE FOR PU-611,000000000010000656,2000,SP02,,HYDR-ASSY,,7.000,EA,2026-05-28T00:00:00,2026-06-16T00:00:00,142390.05,1.000,,4500003975,00010,7.000,true,
2000003976,00010,NB,,B,2,X,Z01,VZIREQ02,VZIREQ04,SPARE FOR CR-101,000000000010000656,2000,SP02,,HYDR-ASSY,,7.000,EA,2026-06-30T00:00:00,2026-07-19T00:00:00,142390.05,1.000,,4500003976,00010,7.000,true,
2000003977,00010,NB,,B,2,X,Z01,VZIREQ04,VZIREQ05,SPARE FOR FL-310,000000000010000657,3000,SP03,,ELEC-MOTR,,107.000,EA,2024-11-24T00:00:00,2024-12-05T00:00:00,7612.51,1.000,,4500003977,00010,107.000,true,
2000003978,00010,NB,,B,2,X,Z03,VZIREQ05,VZIREQ02,SPARE FOR ML-201,000000000010000657,3000,SP03,,ELEC-MOTR,,110.000,EA,2025-06-03T00:00:00,2025-06-14T00:00:00,7612.51,1.000,,4500003978,00010,110.000,true,
2000003979,00010,NB,,B,2,X,Z02,VZIREQ02,VZIREQ02,SPARE FOR CR-102,000000000010000657,3000,SP03,,ELEC-MOTR,,118.000,EA,2025-11-16T00:00:00,2025-11-27T00:00:00,7612.51,1.000,,4500003979,00010,118.000,true,
2000003980,00010,NB,,B,2,X,Z01,VZIREQ05,VZIREQ02,SPARE FOR FL-310,000000000010000657,3000,SP03,,ELEC-MOTR,,121.000,EA,2026-05-14T00:00:00,2026-05-25T00:00:00,7612.51,1.000,,4500003980,00010,121.000,true,
2000003981,00010,NB,,B,2,X,Z03,VZIREQ03,VZIREQ04,SPARE FOR CR-102,000000000010000658,1000,SP01,,HYDR-ASSY,,101.000,EA,2024-09-30T00:00:00,2024-11-11T00:00:00,4366.47,1.000,,4500003981,00010,101.000,true,
2000003982,00010,NB,,B,2,X,Z03,VZIREQ05,VZIREQ01,SPARE FOR FA-810,000000000010000658,1000,SP01,,HYDR-ASSY,,128.000,EA,2024-10-07T00:00:00,2024-11-18T00:00:00,4366.47,1.000,,4500003982,00010,128.000,true,
2000003983,00010,NB,,B,2,X,Z02,VZIREQ04,VZIREQ02,SPARE FOR CR-102,000000000010000658,1000,SP01,,HYDR-ASSY,,142.000,EA,2024-11-09T00:00:00,2024-12-21T00:00:00,4366.47,1.000,,4500003983,00010,142.000,true,
2000003984,00010,NB,,B,2,X,Z03,VZIREQ01,VZIREQ02,SPARE FOR CR-101,000000000010000658,1000,SP01,,HYDR-ASSY,,128.000,EA,2025-04-18T00:00:00,2025-05-30T00:00:00,4366.47,1.000,,4500003984,00010,128.000,true,
2000003985,00010,NB,,B,2,X,Z01,VZIREQ03,VZIREQ03,SPARE FOR PU-611,000000000010000658,1000,SP01,,HYDR-ASSY,,114.000,EA,2025-09-10T00:00:00,2025-10-22T00:00:00,4366.47,1.000,,4500003985,00010,114.000,true,
2000003986,00010,NB,,B,2,X,Z03,VZIREQ04,VZIREQ05,SPARE FOR CR-101,000000000010000658,1000,SP01,,HYDR-ASSY,,115.000,EA,2026-01-22T00:00:00,2026-03-05T00:00:00,4366.47,1.000,,4500003986,00010,115.000,true,
2000003987,00010,NB,,B,2,X,Z02,VZIREQ03,VZIREQ03,SPARE FOR CV-501,000000000010000658,1000,SP01,,HYDR-ASSY,,115.000,EA,2026-05-13T00:00:00,2026-06-24T00:00:00,4366.47,1.000,,4500003987,00010,115.000,true,
2000003988,00010,NB,,B,2,X,Z03,VZIREQ04,VZIREQ02,SPARE FOR CV-502,000000000010000659,3000,SP03,,MECH-PUMP,,3.000,EA,2024-09-04T00:00:00,2025-01-05T00:00:00,245274.96,1.000,,4500003988,00010,3.000,true,
2000003989,00010,NB,,B,2,X,Z03,VZIREQ02,VZIREQ04,SPARE FOR ML-202,000000000010000659,3000,SP03,,MECH-PUMP,,4.000,EA,2025-04-06T00:00:00,2025-08-07T00:00:00,245274.96,1.000,,4500003989,00010,4.000,true,
2000003990,00010,NB,,B,2,X,Z03,VZIREQ01,VZIREQ05,SPARE FOR CV-501,000000000010000659,3000,SP03,,MECH-PUMP,,5.000,EA,2025-09-30T00:00:00,2026-01-31T00:00:00,245274.96,1.000,,4500003990,00010,5.000,true,
2000003991,00010,NB,,B,2,X,Z01,VZIREQ05,VZIREQ05,SPARE FOR CR-101,000000000010000659,2000,SP02,,MECH-PUMP,,6.000,EA,2024-09-12T00:00:00,2025-01-13T00:00:00,245274.96,1.000,,4500003991,00010,6.000,true,
2000003992,00010,NB,,B,2,X,Z01,VZIREQ03,VZIREQ02,SPARE FOR CV-501,000000000010000659,2000,SP02,,MECH-PUMP,,6.000,EA,2024-10-25T00:00:00,2025-02-25T00:00:00,245274.96,1.000,,4500003992,00010,6.000,true,
2000003993,00010,NB,,B,2,X,Z01,VZIREQ03,VZIREQ02,SPARE FOR TH-401,000000000010000659,2000,SP02,,MECH-PUMP,,6.000,EA,2026-05-03T00:00:00,2026-09-03T00:00:00,245274.96,1.000,,4500003993,00010,6.000,true,
2000003994,00010,NB,,B,2,X,Z02,VZIREQ03,VZIREQ02,SPARE FOR FA-810,000000000010000661,4000,SP04,,INST-XMTR,,125.000,EA,2024-11-30T00:00:00,2024-12-13T00:00:00,22623.34,1.000,,4500003994,00010,125.000,true,
2000003995,00010,NB,,B,2,X,Z03,VZIREQ04,VZIREQ02,SPARE FOR FA-810,000000000010000661,4000,SP04,,INST-XMTR,,131.000,EA,2025-04-15T00:00:00,2025-04-28T00:00:00,22623.34,1.000,,4500003995,00010,131.000,true,
2000003996,00010,NB,,B,2,X,Z01,VZIREQ01,VZIREQ03,SPARE FOR CR-102,000000000010000661,4000,SP04,,INST-XMTR,,123.000,EA,2025-08-15T00:00:00,2025-08-28T00:00:00,22623.34,1.000,,4500003996,00010,123.000,true,
2000003997,00010,NB,,B,2,X,Z02,VZIREQ04,VZIREQ02,SPARE FOR CV-501,000000000010000661,4000,SP04,,INST-XMTR,,109.000,EA,2025-11-23T00:00:00,2025-12-06T00:00:00,22623.34,1.000,,4500003997,00010,109.000,true,
2000003998,00010,NB,,B,2,X,Z02,VZIREQ05,VZIREQ03,SPARE FOR ML-201,000000000010000661,4000,SP04,,INST-XMTR,,110.000,EA,2026-01-24T00:00:00,2026-02-06T00:00:00,22623.34,1.000,,4500003998,00010,110.000,true,
2000003999,00010,NB,,B,2,X,Z01,VZIREQ04,VZIREQ02,SPARE FOR TH-401,000000000010000661,4000,SP04,,INST-XMTR,,97.000,EA,2026-03-29T00:00:00,2026-04-11T00:00:00,22623.34,1.000,,4500003999,00010,97.000,true,
2000004000,00010,NB,,B,2,X,Z01,VZIREQ01,VZIREQ03,SPARE FOR SC-701,000000000010000661,4000,SP04,,INST-XMTR,,101.000,EA,2026-06-19T00:00:00,2026-07-02T00:00:00,22623.34,1.000,,4500004000,00010,101.000,true,
2000004001,00010,NB,,B,2,X,Z01,VZIREQ04,VZIREQ01,SPARE FOR FL-310,000000000010000661,4000,SP04,,INST-XMTR,,95.000,EA,2026-08-16T00:00:00,2026-08-29T00:00:00,22623.34,1.000,,4500004001,00010,95.000,true,
2000004002,00010,NB,,B,2,X,Z01,VZIREQ04,VZIREQ02,SPARE FOR FA-810,000000000010000662,1000,SP01,,MILL-LINR,,3.000,EA,2025-04-01T00:00:00,2025-04-25T00:00:00,132179.66,1.000,,4500004002,00010,3.000,true,
2000004003,00010,NB,,B,2,X,Z02,VZIREQ04,VZIREQ01,SPARE FOR SC-701,000000000010000662,1000,SP01,,MILL-LINR,,3.000,EA,2026-04-04T00:00:00,2026-04-28T00:00:00,132179.66,1.000,,4500004003,00010,3.000,true,
2000004004,00010,NB,,B,2,X,Z01,VZIREQ01,VZIREQ03,SPARE FOR PU-610,000000000010000662,1000,SP01,,MILL-LINR,,3.000,EA,2026-07-08T00:00:00,2026-08-01T00:00:00,132179.66,1.000,,4500004004,00010,3.000,true,
2000004005,00010,NB,,B,2,X,Z01,VZIREQ01,VZIREQ04,SPARE FOR ML-202,000000000010000662,1000,SP01,,MILL-LINR,,3.000,EA,2026-08-24T00:00:00,2026-09-17T00:00:00,132179.66,1.000,,4500004005,00010,3.000,true,
2000004006,00010,NB,,B,2,X,Z01,VZIREQ05,VZIREQ03,SPARE FOR ML-201,000000000010000663,2000,SP02,,MECH-PUMP,,202.000,EA,2024-10-05T00:00:00,2024-10-20T00:00:00,12996.33,1.000,,4500004006,00010,202.000,true,
2000004007,00010,NB,,B,2,X,Z02,VZIREQ05,VZIREQ03,SPARE FOR FA-810,000000000010000663,2000,SP02,,MECH-PUMP,,207.000,EA,2025-04-13T00:00:00,2025-04-28T00:00:00,12996.33,1.000,,4500004007,00010,207.000,true,
2000004008,00010,NB,,B,2,X,Z01,VZIREQ01,VZIREQ03,SPARE FOR CR-102,000000000010000663,2000,SP02,,MECH-PUMP,,207.000,EA,2025-12-13T00:00:00,2025-12-28T00:00:00,12996.33,1.000,,4500004008,00010,207.000,true,
2000004009,00010,NB,,B,2,X,Z01,VZIREQ05,VZIREQ02,SPARE FOR ML-201,000000000010000663,2000,SP02,,MECH-PUMP,,207.000,EA,2026-08-08T00:00:00,2026-08-23T00:00:00,12996.33,1.000,,4500004009,00010,207.000,true,
2000004010,00010,NB,,B,2,X,Z01,VZIREQ02,VZIREQ05,SPARE FOR CV-502,000000000010000664,3000,SP03,,MILL-LINR,,217.000,EA,2024-09-21T00:00:00,2024-11-15T00:00:00,3923.66,1.000,,4500004010,00010,217.000,true,
2000004011,00010,NB,,B,2,X,Z02,VZIREQ04,VZIREQ02,SPARE FOR FL-310,000000000010000664,3000,SP03,,MILL-LINR,,238.000,EA,2025-05-17T00:00:00,2025-07-11T00:00:00,3923.66,1.000,,4500004011,00010,238.000,true,
2000004012,00010,NB,,B,2,X,Z03,VZIREQ05,VZIREQ03,SPARE FOR CR-102,000000000010000664,3000,SP03,,MILL-LINR,,215.000,EA,2026-01-06T00:00:00,2026-03-02T00:00:00,3923.66,1.000,,4500004012,00010,215.000,true,
2000004013,00010,NB,,B,2,X,Z02,VZIREQ01,VZIREQ03,SPARE FOR ML-201,000000000010000664,3000,SP03,,MILL-LINR,,252.000,EA,2026-02-20T00:00:00,2026-04-16T00:00:00,3923.66,1.000,,4500004013,00010,252.000,true,
2000004014,00010,NB,,B,2,X,Z03,VZIREQ04,VZIREQ04,SPARE FOR ML-201,000000000080000153,4000,SP04,,MECH-GBOX,,22.000,EA,2024-09-21T00:00:00,2024-12-11T00:00:00,303259.68,1.000,,4500004014,00010,22.000,true,
2000004015,00010,NB,,B,2,X,Z03,VZIREQ01,VZIREQ05,SPARE FOR CV-502,000000000080000153,4000,SP04,,MECH-GBOX,,20.000,EA,2026-03-12T00:00:00,2026-06-01T00:00:00,303259.68,1.000,,4500004015,00010,20.000,true,
2000004016,00010,NB,,B,2,X,Z01,VZIREQ03,VZIREQ05,SPARE FOR TH-401,000000000010000666,1000,SP01,,CONV-COMP,,2.000,EA,2026-03-03T00:00:00,2026-03-28T00:00:00,177170.69,1.000,,4500004016,00010,2.000,true,
2000004017,00010,NB,,B,2,X,Z03,VZIREQ05,VZIREQ05,SPARE FOR CR-101,000000000010000667,1000,SP01,,ELEC-CTRL,,255.000,EA,2024-09-07T00:00:00,2025-01-14T00:00:00,24305.42,1.000,,4500004017,00010,255.000,true,
2000004018,00010,NB,,B,2,X,Z02,VZIREQ05,VZIREQ02,SPARE FOR FA-810,000000000010000667,1000,SP01,,ELEC-CTRL,,247.000,EA,2025-06-19T00:00:00,2025-10-26T00:00:00,24305.42,1.000,,4500004018,00010,247.000,true,
2000004019,00010,NB,,B,2,X,Z03,VZIREQ01,VZIREQ02,SPARE FOR TH-401,000000000010000667,1000,SP01,,ELEC-CTRL,,245.000,EA,2026-05-21T00:00:00,2026-09-27T00:00:00,24305.42,1.000,,4500004019,00010,245.000,true,
2000004020,00010,NB,,B,2,X,Z01,VZIREQ05,VZIREQ04,SPARE FOR CR-101,000000000010000667,3000,SP03,,ELEC-CTRL,,162.000,EA,2024-09-01T00:00:00,2025-01-08T00:00:00,24305.42,1.000,,4500004020,00010,162.000,true,
2000004021,00010,NB,,B,2,X,Z03,VZIREQ01,VZIREQ03,SPARE FOR SC-701,000000000010000667,3000,SP03,,ELEC-CTRL,,132.000,EA,2025-02-23T00:00:00,2025-07-02T00:00:00,24305.42,1.000,,4500004021,00010,132.000,true,
2000004022,00010,NB,,B,2,X,Z02,VZIREQ01,VZIREQ03,SPARE FOR CR-101,000000000010000667,3000,SP03,,ELEC-CTRL,,164.000,EA,2025-03-13T00:00:00,2025-07-20T00:00:00,24305.42,1.000,,4500004022,00010,164.000,true,
2000004023,00010,NB,,B,2,X,Z02,VZIREQ03,VZIREQ05,SPARE FOR CV-502,000000000010000667,3000,SP03,,ELEC-CTRL,,237.000,EA,2025-05-05T00:00:00,2025-09-11T00:00:00,24305.42,1.000,,4500004023,00010,237.000,true,
2000004024,00010,NB,,B,2,X,Z02,VZIREQ03,VZIREQ03,SPARE FOR ML-201,000000000010000667,3000,SP03,,ELEC-CTRL,,145.000,EA,2025-11-20T00:00:00,2026-03-29T00:00:00,24305.42,1.000,,4500004024,00010,145.000,true,
2000004025,00010,NB,,B,2,X,Z02,VZIREQ04,VZIREQ01,SPARE FOR FA-810,000000000010000667,3000,SP03,,ELEC-CTRL,,291.000,EA,2026-03-20T00:00:00,2026-07-27T00:00:00,24305.42,1.000,,4500004025,00010,291.000,true,
2000004026,00010,NB,,B,2,X,Z02,VZIREQ03,VZIREQ02,SPARE FOR PU-611,000000000010000667,3000,SP03,,ELEC-CTRL,,317.000,EA,2026-04-22T00:00:00,2026-08-29T00:00:00,24305.42,1.000,,4500004026,00010,317.000,true,
2000004027,00010,NB,,B,2,X,Z03,VZIREQ02,VZIREQ01,SPARE FOR CV-501,000000000080000154,4000,SP04,,MECH-SEAL,,5.000,EA,2024-12-18T00:00:00,2025-01-19T00:00:00,259963.45,1.000,,4500004027,00010,5.000,true,
2000004028,00010,NB,,B,2,X,Z03,VZIREQ05,VZIREQ01,SPARE FOR FL-310,000000000080000154,4000,SP04,,MECH-SEAL,,4.000,EA,2025-05-30T00:00:00,2025-07-01T00:00:00,259963.45,1.000,,4500004028,00010,4.000,true,
